Date,MW
2022-07-09,153.2328625
2022-07-10,22.109143749999998
2022-07-11,18.365872916666667
2022-07-12,32.706122916666665
2022-07-13,116.34813749999999
2022-07-14,74.89189791666666
2022-07-15,38.73785625
2022-07-16,78.10869375
2022-07-17,34.271081249999995
2022-07-18,40.79687083333333
2022-07-19,158.27973541666668
2022-07-20,227.51819791666668
2022-07-21,194.2304895833333
2022-07-22,62.43510416666666
2022-07-23,48.74348333333333
2022-07-24,122.12349999999999
2022-07-25,459.38234166666666
2022-07-26,119.97122291666666
2022-07-27,96.71143125
2022-07-28,210.94650416666667
2022-07-29,53.0380375
2022-07-30,55.50622083333334
2022-07-31,350.614175
2022-08-01,29.1155875
2022-08-02,316.2263229166667
2022-08-03,157.20110625
2022-08-04,46.56712916666667
2022-08-05,110.76409583333334
2022-08-06,48.542
2022-08-07,59.58677083333334
2022-08-08,111.77282083333333
2022-08-09,213.76902291666664
2022-08-10,161.49547083333334
2022-08-11,126.04794375
2022-08-12,138.0095604166667
2022-08-13,86.69857083333333
2022-08-14,80.85618958333333
2022-08-15,134.41901458333334
2022-08-16,48.882308333333334
2022-08-17,47.24617083333333
2022-08-18,33.04232291666667
2022-08-19,118.53677291666666
2022-08-20,135.87931666666665
2022-08-21,73.70416875000001
2022-08-22,38.17161875
2022-08-23,83.83234166666666
2022-08-24,50.65214375
2022-08-25,141.81860625
2022-08-26,102.21561249999999
2022-08-27,121.92470625
2022-08-28,230.98917500000002
2022-08-29,144.27064375
2022-08-30,315.16780208333336
2022-08-31,389.7204458333334
2022-09-01,175.964625
2022-09-02,90.68295208333333
2022-09-03,32.82315208333333
2022-09-04,54.3586375
2022-09-05,152.9479625
2022-09-06,128.61175624999998
2022-09-07,124.25380416666667
2022-09-08,274.15173541666667
2022-09-09,469.80247916666667
2022-09-10,256.02675625
2022-09-11,19.3704125
2022-09-12,50.62846458333333
2022-09-13,63.09511875
2022-09-14,59.30268541666667
2022-09-15,161.42322708333333
2022-09-16,471.93527083333333
2022-09-17,512.6504791666667
2022-09-18,442.8195666666667
2022-09-19,185.2238375
2022-09-20,54.18623125
2022-09-21,8.584581250000001
2022-09-22,22.64539166666667
2022-09-23,78.5195375
2022-09-24,307.3351916666667
2022-09-25,135.14473333333333
2022-09-26,561.6526916666667
2022-09-27,371.92820208333336
2022-09-28,115.94019583333333
2022-09-29,17.759349999999998
2022-09-30,339.45345762711867
2022-10-01,298.16696874999997
2022-10-02,73.6285859375
2022-10-03,17.761984375
2022-10-04,111.92561979166668
2022-10-05,318.00092708333335
2022-10-06,98.85684635416668
2022-10-07,144.39118489583333
2022-10-08,82.50547395833333
2022-10-09,115.71846354166667
2022-10-10,98.63958854166667
2022-10-11,19.0696328125
2022-10-12,51.025354166666666
2022-10-13,96.5511171875
2022-10-14,47.213239583333326
2022-10-15,170.79203906249998
2022-10-16,121.09508333333333
2022-10-17,149.28351822916667
2022-10-18,40.03469270833333
2022-10-19,167.63590364583334
2022-10-20,190.00339583333334
2022-10-21,208.61186458333336
2022-10-22,160.13852604166667
2022-10-23,280.03663020833335
2022-10-24,397.2744921875
2022-10-25,145.00593229166665
2022-10-26,193.5367265625
2022-10-27,245.1109375
2022-10-28,192.87633333333335
2022-10-29,148.441453125
2022-10-30,56.094075520833336
2022-10-31,168.68055670103095
2022-11-01,743.50521875
2022-11-02,646.9958854166667
2022-11-03,557.4322583333334
2022-11-04,141.4203625
2022-11-05,407.87531458333336
2022-11-06,734.9012770833334
2022-11-07,697.206775
2022-11-08,743.8889145833333
2022-11-09,623.1740166666666
2022-11-10,568.9178479166666
2022-11-11,348.82955625
2022-11-12,46.83491458333333
2022-11-13,47.35642708333333
2022-11-14,122.56557083333334
2022-11-15,518.9782916666667
2022-11-16,540.0845770833333
2022-11-17,717.7342916666668
2022-11-18,282.6401979166667
2022-11-19,93.06638333333333
2022-11-20,371.85758541666667
2022-11-21,404.24215416666664
2022-11-22,587.38225
2022-11-23,635.7522229166666
2022-11-24,604.5414854166667
2022-11-25,332.74017083333337
2022-11-26,355.7184520833333
2022-11-27,480.98164375000005
2022-11-28,76.8694625
2022-11-29,5.380212631578948
