Date,Aardgas,Ander,Nucleair,Olie,Steenkool,Water,Wind
2022-05-25,1323.2672916666668,520.7630208333334,4821.2396875,0.0,0.0,245.81500000000003,1698.871875
2022-05-26,803.7319791666667,317.7185416666667,4709.1970833333335,0.0,0.0,184.98958333333334,1390.3310416666666
2022-05-27,700.1964583333333,407.3807291666667,4792.419375,0.0,0.0,320.34770833333334,389.7497916666667
2022-05-28,741.30875,409.95385416666664,4779.25,0.0,0.0,158.31645833333332,503.8777083333334
2022-05-29,863.9447604166667,576.8907291666667,4833.024052083333,0.0003125,0.0,34.78364583333333,495.18435416666665
2022-05-30,1952.5051770833334,591.0032291666666,4828.835260416667,0.0,0.0,191.64948958333332,15.043385416666666
2022-05-31,2121.36590625,597.5999479166667,4810.43128125,0.0,0.0,74.12844791666667,252.65303125
2022-06-01,1869.8494166666667,684.5225624999999,4806.7191041666665,0.0,0.0,148.82567708333332,171.26283333333333
2022-06-02,1443.7301666666665,692.47971875,4795.9897083333335,0.0,0.0,196.66692708333335,213.71315625
2022-06-03,1545.5853749999999,678.38709375,4765.21796875,4.2419375,0.0,145.58689583333333,679.88928125
2022-06-04,939.4079895833333,634.5934479166666,4733.464260416667,2.5459270833333334,0.0,227.9185625,1613.9130208333333
2022-06-05,902.62725,661.81815625,4775.219739583334,3.2033020833333334,0.0,104.48210416666666,482.9160625
2022-06-06,849.9665416666667,654.6294583333333,4609.395427083334,0.0,0.0,23.236510416666665,1150.5176562499998
2022-06-07,1856.9429791666669,685.8437395833333,4830.850822916666,0.0,0.0,173.89577083333333,356.37314583333335
2022-06-08,2026.6519895833333,663.8431354166667,4821.1711875,0.0,0.0,89.79676041666666,1193.17253125
2022-06-09,1723.35190625,612.50021875,4830.9964479166665,0.0,0.0,125.68217708333333,811.9734583333334
2022-06-10,1229.309,609.22990625,4694.104979166666,0.0,0.0,133.75490625,1424.2343958333333
2022-06-11,673.55646875,659.8281875,4355.664697916666,0.0,0.0,169.08926041666666,965.5601666666666
2022-06-12,760.11059375,667.7454583333333,4387.108291666666,0.0,0.0,86.2855,390.6513854166667
2022-06-13,946.8344166666667,695.7388854166667,4435.6295625,0.0,0.0,195.93686458333332,195.55315625
2022-06-14,1583.6224166666668,683.5505208333334,4425.172333333333,0.12834375,0.0,171.5066875,127.72186458333333
2022-06-15,1807.7925312500001,691.5532916666666,4400.19475,0.0,0.0,190.11669791666668,127.59602083333334
2022-06-16,1619.0205104166669,588.5948229166667,4392.11384375,0.0,0.0,112.80078125,24.4268125
2022-06-17,1183.568625,516.4906979166666,4355.897125,0.0,0.0,165.12161458333333,1011.6416145833333
2022-06-18,1137.768,507.46289583333333,4327.9295833333335,0.0,0.0,167.95859375,954.3943854166668
2022-06-19,1016.7385625000001,521.070875,4395.97046875,3.51728125,0.0,155.22558333333333,882.264875
2022-06-20,1857.6159583333335,630.1036458333333,3925.6504375,0.27781249999999996,0.0,202.49092708333333,426.40646875
2022-06-21,2186.525666666667,700.6103125,3912.54659375,0.5890729166666667,0.0,216.62901041666666,56.37226041666667
2022-06-22,2184.227125,561.9661354166667,3226.5114375,0.8271145833333334,0.0,218.21836458333334,252.85719791666668
2022-06-23,2313.9041354166666,592.5904375,3017.97928125,0.0,0.0,214.4868854166667,158.68697916666667
2022-06-24,1793.2606458333332,621.67728125,3240.7255104166666,0.0,0.0,152.75094791666666,180.86509375
2022-06-25,1282.5004999999999,632.6587499999999,3474.124291666667,0.0,0.0,157.70973958333335,387.44663541666665
2022-06-26,1409.4732395833335,626.15934375,3479.28409375,0.0,0.0,131.23266666666666,229.56065625
2022-06-27,1987.6447291666666,648.6268020833334,3483.0295104166667,6.244729166666667,0.0,276.66828125,566.5950729166667
2022-06-28,2215.0333125,671.6362708333334,3483.1841874999996,0.5984479166666666,0.0,233.72872916666665,152.57491666666667
2022-06-29,2525.0017395833333,661.6948333333333,3466.0782604166666,0.893125,0.0,176.07231249999998,45.99380208333333
2022-06-30,2648.0951458333334,654.3780520833333,3479.6075312499997,0.0,0.0,141.11190625,266.5512291666667
2022-07-01,1457.1341249999998,633.7837708333333,3486.2243125,1.1003020833333335,0.0,237.45545833333333,1457.2489374999998
2022-07-02,780.0932395833333,652.1499583333333,3479.373791666667,0.0,0.0,181.75405208333333,455.44776041666665
2022-07-03,899.5398125,632.2008541666667,3475.5505520833335,0.0,0.0,68.82304166666667,435.6366458333334
2022-07-04,1507.0549375,692.5244895833333,3477.0557812499997,0.0,0.0,248.00445833333333,123.02360416666666
2022-07-05,1958.6208541666667,673.6255833333333,3482.193125,0.0,0.0,118.55022916666667,50.35422916666667
2022-07-06,1755.0969791666666,669.6037604166667,3476.0355729166663,0.6362395833333333,0.0,219.88729166666667,294.52413541666664
2022-07-07,821.1329270833334,664.7463020833334,3512.674677083334,0.46356250000000004,0.0,188.33759375,987.793
2022-07-08,1396.4502083333334,684.5161666666667,3765.1203958333335,0.2710625,0.0,229.77904166666667,32.766354166666666
2022-07-09,808.63909375,658.0785,3871.8559583333335,0.0,0.0,188.77575000000002,395.1118333333333
2022-07-10,865.7753854166667,642.0246770833334,3895.6076979166664,0.0,0.0,142.56707291666666,12.423208333333333
2022-07-11,2817.6593958333337,685.9307291666668,3891.1725520833334,0.0,0.0,189.62428125,17.381083333333333
2022-07-12,2983.255458333333,659.34896875,3865.9711145833335,6.84615625,0.0,210.87165625,101.08963541666667
2022-07-13,2697.978239583333,696.1838958333333,3866.9276979166666,5.529989583333333,0.0,183.25894791666667,268.7758958333333
