Datum,ANDERE,DERDEN,INFRABEL,NMBS
2020-02-15,4.3560606060606055,54.43181818181818,18.371212121212118,22.84090909090909
2020-03-15,1.8290538163911358,53.04256067534294,12.09989447766444,33.02849103060148
2020-04-15,4.178674351585014,55.763688760806915,15.56195965417868,24.49567723342939
2020-05-15,5.882352941176471,48.73065015479876,17.08978328173375,28.297213622291018
2020-06-15,1.480263157894737,39.08991228070176,28.01535087719298,31.41447368421053
2020-07-15,2.3636363636363638,52.72727272727272,13.27272727272727,31.63636363636363
2020-08-15,7.5295275590551185,36.958661417322844,18.25787401574803,37.25393700787402
2020-09-15,2.090106827682304,33.999071063632144,28.14677194612169,35.76405016256387
2020-10-15,7.083333333333333,37.08333333333333,19.89583333333333,35.9375
2020-11-15,7.968749999999999,40.36458333333333,19.6875,31.979166666666657
2020-12-15,5.160239000543183,42.69418794133623,16.29549158066268,35.8500814774579
2021-01-15,3.162583518930958,35.05567928730512,23.83073496659243,37.951002227171486
2021-02-15,11.32667617689016,42.02567760342368,13.72325249643367,32.9243937232525
2021-03-15,1.9103600293901541,44.93019838354151,19.54445260837619,33.61498897869214
2021-04-15,3.423236514522822,43.46473029045643,17.53112033195021,35.58091286307054
2021-05-15,2.322524101665206,41.367221735319895,29.579316389132337,26.730937773882562
2021-06-15,2.884927066450567,35.267423014586704,20.48622366288493,41.361426256077785
2021-07-15,1.002925198495612,78.91767655662349,5.641454241537819,14.43794400334308
2021-08-15,4.120213281628696,41.20213281628696,20.01938923897237,34.65826466311197
2021-09-15,2.955480733258511,37.41114852225964,23.30714552936775,36.326225215114114
2021-10-15,1.03862382343395,41.57740993184031,14.37844855566374,43.005517689062
2021-11-15,2.011494252873563,43.26309067688378,13.729246487867181,40.99616858237548
2021-12-15,2.4963820549927638,34.7684515195369,17.764109985528222,44.97105643994211
2022-01-15,2.189239332096475,37.06864564007421,13.209647495361779,47.53246753246753
2022-02-15,2.450861441397719,71.48750303324437,7.206988595001214,18.85464693035671
2022-03-15,3.8066954643628512,42.035637149028084,15.523758099352051,38.63390928725702
2022-04-15,5.897501931496266,48.98274530002575,11.305691475663151,33.81406129281483
2022-05-15,5.241148592138277,36.82743239475885,18.985224421522158,38.946194591580706
2022-06-15,2.1722265321955008,37.70364623739333,11.042151538660459,49.08197569175071
2022-07-15,3.6630036630036633,35.05212735981967,14.623837700760781,46.66103127641589
2022-08-15,5.579399141630902,32.18884120171674,11.002731174404989,51.229028482247365
2022-09-15,2.479100605361776,38.80080714903431,18.24733352551167,40.47275872009224
2022-10-15,1.324854266030737,40.88500264970853,19.6078431372549,38.18229994700583
2022-11-15,1.7801374141161772,41.505309181761405,17.14553404122423,39.56901936289819
2022-12-15,1.0944395410414829,32.815533980582515,12.780229479258608,53.30979699911739
2023-01-15,2.476882430647292,44.64993394980185,11.8560105680317,41.017173051519165
2023-02-15,4.435483870967742,28.459252971137524,16.468590831918508,50.63667232597623
2023-03-15,7.132132132132132,37.687687687687685,14.76476476476477,40.41541541541542
2023-04-15,2.5114854517611027,35.37519142419602,15.25267993874426,46.86064318529862
2023-05-15,1.8847249616480382,37.36576813499891,22.857769011615158,37.89173789173789
2023-06-15,4.633715798764342,32.3477493380406,21.71226831421006,41.306266548984986
2023-07-15,3.910181958962447,42.77971351142083,13.975996902826171,39.33410762679055
2023-08-15,2.31433506044905,42.34887737478411,18.3419689119171,36.994818652849744
2023-09-15,3.286516853932584,36.68539325842697,13.960674157303371,46.06741573033708
2023-10-15,4.191906954204022,36.03101526532591,17.37339471771262,42.40368306275745
2023-11-15,2.703835673862922,43.36617061412702,15.69901488157619,38.23097883043387
2023-12-15,2.984706462752837,36.82782437099161,14.528860384805132,45.65860878145042
2024-01-15,2.121361618154909,29.46883736227594,15.67176451241572,52.73803650715343
2024-02-15,1.825942613232156,39.60161252074935,20.60706663504861,37.96537823096988
2024-03-15,2.968708210751538,32.73602567531426,27.868414014442372,36.42685209949184
2024-04-15,2.658003544004725,42.20318960425281,17.27702303603071,37.86178381571175
2024-05-15,2.339776195320448,43.66734486266531,17.624618514750757,36.36826042726348
2024-06-15,3.147835862844295,37.71781899943789,19.44912872400225,39.685216413715565
2024-07-15,3.127527635481262,47.77568077648962,15.017524939336749,34.07926664869237
2024-08-15,3.9871382636655945,39.48553054662379,17.39549839228296,39.13183279742765
2024-09-15,2.3194008214544577,39.88886204397197,17.61294998791979,40.17878714665378
