Datum,ANDERE,DERDEN,INFRABEL,NMBS
2018-01-15,4.0189125295508275,46.21749408983452,16.371158392434985,33.39243498817967
2018-02-15,1.1932479627473807,71.36204889406287,8.41094295692666,19.033760186263095
2018-03-15,2.191341528594335,49.01122394441475,13.62907536076964,35.16835916622127
2018-04-15,1.0359116022099446,42.748618784530386,17.748618784530386,38.466850828729285
2018-05-15,3.3021192705766387,45.342533267619515,15.869886643666831,35.485460818137014
2018-06-15,1.6090104585679808,51.60901045856798,10.05631536604988,36.72566371681416
2018-07-15,2.803738317757009,47.073290703394,17.412690605017218,32.71028037383177
2018-08-15,3.478686918177364,50.26947574718276,13.081822635962764,33.17001469867712
2018-09-15,0.6654343807763401,46.87615526802218,14.528650646950092,37.92975970425139
2018-10-15,7.093425605536333,37.19723183391003,17.387543252595155,38.32179930795848
2018-11-15,2.807160292921074,38.8120423108218,19.93490642799024,38.44589096826688
2018-12-15,2.647754137115839,41.98581560283688,14.420803782505912,40.94562647754137
2019-01-15,10.06175081729023,38.14021067925899,15.32873229204504,36.46930621140574
2019-02-15,2.735849056603774,44.62264150943396,16.13207547169811,36.50943396226415
2019-03-15,5.029940119760479,56.087824351297414,14.21157684630739,24.67065868263473
2019-04-15,3.7593984962406015,47.19150818222025,22.37947810703229,26.669615214506848
2019-05-15,7.123287671232877,61.826484018264836,10.410958904109592,20.639269406392692
2019-06-15,2.921810699588477,42.0164609053498,23.74485596707819,31.31687242798354
2019-07-15,8.284228769497402,44.61005199306759,11.19584055459272,35.90987868284229
2019-08-15,3.713389121338912,42.677824267782434,17.78242677824268,35.82635983263598
2019-09-15,5.061675882603148,39.17481922586133,21.225010633772857,34.53849425776265
2019-10-15,3.761622992392223,31.69907016060862,24.93660185967878,39.60270498732037
2019-11-15,2.428166734115743,29.17847025495751,24.200728450020232,44.192634560906505
2019-12-15,3.4129692832764515,43.43003412969283,19.75255972696246,33.40443686006826
2020-01-15,2.764067127344521,47.680157946692994,16.28825271470879,33.2675222112537
