Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/zelden (%),Af en toe (%),Vaak/altijd (%)
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.39,0.28,0.33
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.31,0.28,0.41
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.38,0.3,0.32
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.05,0.05
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.87,0.09,0.04
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.16,0.34,0.5
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.28,0.58
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.81,0.16,0.03
 Riemst ,73066,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.84,0.14,0.03
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.15,0.13,0.72
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.15,0.13,0.72
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.22,0.3,0.48
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.31,0.29,0.4
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.71,0.16,0.12
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.78,0.15,0.07
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.55,0.12,0.33
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.16,0.26,0.59
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.13,0.24,0.63
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.28,0.25,0.47
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.95,0.03,0.02
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.96,0.02,0.02
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.18,0.36,0.46
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.16,0.41,0.43
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.82,0.15,0.04
 Rijkevorsel ,13037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.84,0.13,0.03
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2011,0.25,0.14,0.61
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2014,0.22,0.12,0.66
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.2,0.12,0.68
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.19,0.13,0.68
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2011,0.33,0.32,0.35
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2014,0.3,0.22,0.48
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.26,0.44
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.27,0.4
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2011,0.76,0.15,0.09
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2014,0.72,0.16,0.12
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.82,0.11,0.07
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.13,0.08
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.74,0.08,0.19
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2011,0.3,0.26,0.43
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2014,0.3,0.26,0.43
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.32,0.26,0.42
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.24,0.24,0.53
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.31,0.24,0.45
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2011,0.93,0.03,0.04
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2014,0.93,0.02,0.05
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.04,0.03
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.03,0.03
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2011,0.3,0.34,0.35
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2014,0.22,0.34,0.43
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.22,0.35,0.44
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.31,0.54
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2011,0.73,0.2,0.07
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2014,0.69,0.2,0.11
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.75,0.18,0.07
 Roeselare ,36015,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.7,0.21,0.09
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.23,0.09,0.68
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.17,0.12,0.71
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.35,0.21,0.44
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.36,0.26,0.38
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.76,0.12,0.12
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.76,0.15,0.09
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.82,0.07,0.11
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.55,0.24,0.21
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.44,0.27,0.28
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.52,0.26,0.22
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.04,0.04
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.02,0.05
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.15,0.34,0.51
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.3,0.56
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.75,0.14,0.11
 Ronse ,45041,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.72,0.17,0.11
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.15,0.1,0.75
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.15,0.12,0.74
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.26,0.24,0.49
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.29,0.33,0.37
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.68,0.17,0.15
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.74,0.17,0.09
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.73,0.11,0.16
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.4,0.36,0.25
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.34,0.3,0.37
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.42,0.29,0.29
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.05,0.04
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.9,0.06,0.04
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.16,0.31,0.52
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.13,0.41,0.46
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.72,0.2,0.08
 Roosdaal ,23097,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.73,0.18,0.1
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.16,0.12,0.72
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.13,0.13,0.75
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.28,0.43
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.31,0.29,0.4
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.6,0.24,0.16
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.65,0.25,0.1
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.63,0.11,0.26
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.22,0.3,0.48
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.18,0.26,0.56
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.26,0.29,0.45
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.96,0.02,0.02
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.05,0.02
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.19,0.33,0.48
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.29,0.57
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.56,0.3,0.14
 Rotselaar ,24094,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.59,0.31,0.11
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.1,0.1,0.8
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.11,0.11,0.78
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.22,0.29,0.49
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.3,0.41
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.86,0.12,0.02
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.85,0.1,0.04
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.69,0.09,0.22
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.21,0.34,0.44
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.16,0.32,0.52
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.21,0.33,0.46
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.03,0.03
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.05,0.01
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.29,0.33,0.38
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.21,0.36,0.44
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.82,0.14,0.04
 Ruiselede ,37012,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.79,0.17,0.04
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.22,0.11,0.67
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.17,0.1,0.73
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.27,0.42
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.23,0.45
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.62,0.23,0.15
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.71,0.18,0.11
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.71,0.09,0.2
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.29,0.22,0.48
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.25,0.27,0.48
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.33,0.27,0.4
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.04,0.03
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.15,0.3,0.55
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.33,0.53
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.82,0.14,0.04
 Rumst ,11037,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.83,0.13,0.03
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.18,0.14,0.68
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.18,0.17,0.65
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.26,0.3,0.45
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.32,0.29,0.4
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.58,0.25,0.17
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.66,0.21,0.13
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.63,0.13,0.24
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.2,0.29,0.51
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.17,0.27,0.56
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.28,0.26,0.46
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.91,0.05,0.04
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.92,0.04,0.04
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.16,0.3,0.54
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.1,0.3,0.59
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.75,0.19,0.06
 Schelle ,11038,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.64,0.26,0.1
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.16,0.1,0.73
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.13,0.08,0.79
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.24,0.44
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.31,0.38
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.77,0.17,0.06
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.15,0.06
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.71,0.09,0.2
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.32,0.31,0.37
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.27,0.3,0.43
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.35,0.32,0.33
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.03,0.03
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.92,0.04,0.04
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.17,0.32,0.51
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.13,0.31,0.56
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.68,0.24,0.08
 Scherpenheuvel-Zichem ,24134,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.66,0.26,0.07
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.17,0.1,0.73
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.09,0.78
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.22,0.47
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.23,0.31,0.46
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.57,0.25,0.17
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.63,0.27,0.1
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.73,0.09,0.18
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.24,0.28,0.48
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.21,0.28,0.51
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.28,0.3,0.42
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.03,0.05
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.04,0.03
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.2,0.27,0.53
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.17,0.31,0.52
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.82,0.13,0.05
 Schilde ,11039,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.89,0.09,0.02
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.2,0.13,0.67
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.21,0.15,0.64
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.26,0.45
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.29,0.34,0.37
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.43,0.35,0.22
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.52,0.27,0.21
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.69,0.11,0.2
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.23,0.29,0.49
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.2,0.24,0.56
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.26,0.25,0.49
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.91,0.05,0.04
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.03,0.04
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.13,0.28,0.59
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.09,0.27,0.64
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.84,0.13,0.02
 Schoten ,11040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.83,0.13,0.04
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.17,0.11,0.73
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.24,0.32,0.44
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.81,0.13,0.06
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.17,0.27,0.57
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.04,0.02
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.16,0.33,0.51
 Sint-Amands ,12034,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.74,0.19,0.07
 Sint-Genesius-Rode ,23101,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.16,0.09,0.75
 Sint-Genesius-Rode ,23101,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.2,0.11,0.69
 Sint-Genesius-Rode ,23101,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.25,0.46
 Sint-Genesius-Rode ,23101,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.36,0.26,0.39
 Sint-Genesius-Rode ,23101,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.64,0.22,0.14
