Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/zelden (%),Af en toe (%),Vaak/altijd (%)
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.72,0.2,0.08
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.15,0.05
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.6,0.1,0.31
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.18,0.27,0.56
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.12,0.25,0.63
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.23,0.26,0.51
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.03,0.03
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.17,0.31,0.52
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.17,0.35,0.48
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.63,0.29,0.08
 Geel ,13008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.7,0.25,0.06
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.13,0.09,0.78
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.11,0.1,0.79
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.26,0.47
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.28,0.41
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.81,0.13,0.06
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.83,0.11,0.06
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.74,0.09,0.17
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.32,0.37,0.3
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.32,0.31,0.37
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.38,0.31,0.31
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.02,0.03
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.05,0.04
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.26,0.39,0.36
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.2,0.37,0.43
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.74,0.22,0.04
 Geetbets ,24028,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.78,0.2,0.02
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2011,0.26,0.11,0.64
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2014,0.22,0.08,0.69
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.2,0.08,0.72
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.19,0.1,0.71
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2011,0.32,0.29,0.39
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2014,0.27,0.25,0.48
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.28,0.26,0.46
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.28,0.3,0.42
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2011,0.66,0.18,0.16
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2014,0.63,0.18,0.18
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.71,0.14,0.15
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.73,0.15,0.11
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.76,0.07,0.17
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2011,0.42,0.31,0.27
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2014,0.4,0.3,0.3
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.41,0.31,0.28
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.31,0.3,0.39
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.4,0.3,0.3
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2011,0.92,0.04,0.04
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2014,0.92,0.04,0.04
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.92,0.04,0.04
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2011,0.33,0.34,0.32
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2014,0.24,0.33,0.43
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.22,0.36,0.42
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.19,0.32,0.49
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2011,0.83,0.14,0.04
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2014,0.79,0.17,0.05
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.8,0.16,0.04
 Genk ,71016,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.78,0.17,0.05
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2011,0.35,0.16,0.49
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2014,0.35,0.14,0.51
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.33,0.19,0.48
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.32,0.21,0.47
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2011,0.42,0.28,0.3
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2014,0.38,0.32,0.3
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.41,0.31,0.29
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.41,0.33,0.26
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2011,0.4,0.31,0.29
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2014,0.38,0.28,0.33
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.4,0.29,0.31
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.47,0.3,0.23
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.81,0.05,0.13
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2011,0.41,0.21,0.38
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2014,0.34,0.19,0.47
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.32,0.16,0.52
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.23,0.17,0.6
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.28,0.18,0.54
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2011,0.93,0.04,0.03
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2014,0.93,0.02,0.04
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.03,0.03
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.03,0.03
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2011,0.26,0.32,0.42
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2014,0.16,0.26,0.58
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.13,0.26,0.61
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.09,0.24,0.67
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2011,0.69,0.22,0.08
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2014,0.6,0.28,0.12
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.6,0.27,0.13
 Gent ,44021,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.57,0.3,0.13
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.24,0.08,0.68
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.16,0.1,0.73
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.25,0.46
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.24,0.43
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.73,0.2,0.07
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.72,0.16,0.12
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.83,0.08,0.09
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.48,0.29,0.23
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.46,0.31,0.22
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.53,0.31,0.17
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.91,0.04,0.04
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.9,0.06,0.04
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.15,0.29,0.57
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.29,0.57
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.62,0.27,0.11
 Geraardsbergen ,41018,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.61,0.21,0.18
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.16,0.08,0.76
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.16,0.09,0.74
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.32,0.26,0.42
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.28,0.25,0.47
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.77,0.15,0.07
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.76,0.13,0.11
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.75,0.1,0.15
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.45,0.32,0.23
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.38,0.32,0.3
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.49,0.3,0.21
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.07,0.04
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.89,0.09,0.03
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.22,0.39,0.39
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.17,0.36,0.48
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.74,0.19,0.07
 Gingelom ,71017,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.68,0.22,0.1
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.17,0.1,0.73
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.17,0.1,0.72
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.33,0.21,0.46
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.35,0.26,0.39
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.66,0.17,0.17
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.75,0.15,0.11
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.65,0.1,0.25
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.25,0.3,0.45
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.18,0.24,0.58
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.27,0.26,0.48
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.06,0.04
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.9,0.05,0.05
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.18,0.26,0.56
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.22,0.28,0.5
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.76,0.17,0.07
 Gistel ,35005,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.78,0.16,0.05
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.15,0.07,0.78
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.11,0.11,0.78
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.24,0.26,0.5
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.28,0.42
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.77,0.14,0.09
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.73,0.16,0.1
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.71,0.1,0.19
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.36,0.37,0.27
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.3,0.31,0.39
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.4,0.3,0.3
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.07,0.01
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.95,0.05,0.0
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.2,0.37,0.43
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.34,0.52
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.7,0.21,0.09
 Glabbeek ,24137,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.7,0.22,0.09
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.12,0.1,0.77
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.11,0.12,0.78
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.26,0.47
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.31,0.39
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.67,0.21,0.12
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.79,0.13,0.09
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.72,0.13,0.14
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.48,0.32,0.2
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.35,0.33,0.32
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.43,0.31,0.26
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.05,0.02
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.92,0.04,0.04
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.19,0.32,0.49
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.17,0.35,0.48
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.82,0.13,0.05
 Gooik ,23024,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.8,0.14,0.06
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.18,0.08,0.74
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.19,0.09,0.72
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.24,0.45
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.32,0.25,0.43
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.63,0.18,0.18
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.58,0.24,0.17
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.78,0.09,0.13
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.39,0.33,0.28
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.41,0.24,0.35
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.49,0.22,0.29
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.04,0.03
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.95,0.03,0.02
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.13,0.34,0.54
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.13,0.29,0.58
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.74,0.17,0.08
 Grimbergen ,23025,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.71,0.21,0.07
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.12,0.11,0.77
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.11,0.14,0.75
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.26,0.46
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.28,0.29,0.43
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.7,0.18,0.12
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.74,0.19,0.07
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.69,0.11,0.2
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.23,0.29,0.48
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.17,0.32,0.51
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.23,0.32,0.45
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.05,0.04
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.19,0.31,0.49
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.3,0.56
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.67,0.24,0.09
 Grobbendonk ,13010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.64,0.25,0.11
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.13,0.13,0.74
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.13,0.73
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.29,0.44
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.32,0.29,0.4
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.71,0.19,0.1
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.72,0.21,0.07
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.68,0.11,0.21
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.22,0.32,0.47
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.19,0.31,0.5
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.28,0.3,0.41
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.91,0.05,0.03
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.04,0.02
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.19,0.35,0.46
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.1,0.33,0.57
 Haacht ,24033,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.6,0.26,0.14
