Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Halle ,23027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.24,0.25,0.5
 Halle ,23027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.59,0.24,0.17
 Halle ,23027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.36,0.27,0.37
 Halle ,23027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.09,0.13,0.78
 Halle ,23027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.56,0.26,0.18
 Ham ,71069,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.5,0.29,0.21
 Ham ,71069,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.62,0.22,0.16
 Ham ,71069,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.14,0.26,0.6
 Ham ,71069,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.24,0.22,0.54
 Ham ,71069,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.56,0.22,0.22
 Hamme ,42008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.5,0.27,0.23
 Hamme ,42008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.71,0.19,0.1
 Hamme ,42008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.42,0.3,0.28
 Hamme ,42008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.24,0.28,0.48
 Hamme ,42008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.63,0.23,0.15
 Hamont-Achel ,72037,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.51,0.25,0.24
 Hamont-Achel ,72037,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.69,0.16,0.15
 Hamont-Achel ,72037,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.25,0.22,0.53
 Hamont-Achel ,72037,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.32,0.23,0.45
 Hamont-Achel ,72037,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.63,0.25,0.12
 Harelbeke ,34013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.53,0.21,0.27
 Harelbeke ,34013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.47,0.19,0.35
 Harelbeke ,34013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.39,0.27,0.33
 Harelbeke ,34013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.15,0.17,0.68
 Harelbeke ,34013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.61,0.17,0.22
 Hasselt ,71022,ja,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.31,0.24,0.45
 Hasselt ,71022,ja,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.31,0.27,0.42
 Hasselt ,71022,ja,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.24,0.22,0.54
 Hasselt ,71022,ja,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.12,0.13,0.75
 Hasselt ,71022,ja,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.5,0.22,0.28
 Hechtel-Eksel,72038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.45,0.35,0.2
 Hechtel-Eksel,72038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.74,0.14,0.12
 Hechtel-Eksel,72038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.13,0.25,0.61
 Hechtel-Eksel,72038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.26,0.2,0.55
 Hechtel-Eksel,72038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.68,0.21,0.11
 Heers ,73022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.68,0.21,0.11
 Heers ,73022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.73,0.16,0.11
 Heers ,73022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.37,0.32,0.32
 Heers ,73022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.63,0.18,0.19
 Heers ,73022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.57,0.22,0.21
 Heist-Op-Den-Berg ,12014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.53,0.25,0.23
 Heist-Op-Den-Berg ,12014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.47,0.28,0.25
 Heist-Op-Den-Berg ,12014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.46,0.24,0.3
 Heist-Op-Den-Berg ,12014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.32,0.14,0.55
 Heist-Op-Den-Berg ,12014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.59,0.23,0.18
 Hemiksem ,11018,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.57,0.27,0.16
 Hemiksem ,11018,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.76,0.15,0.08
 Hemiksem ,11018,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.37,0.27,0.36
 Hemiksem ,11018,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.12,0.14,0.74
 Hemiksem ,11018,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.58,0.2,0.22
 Herent ,24038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.48,0.27,0.25
 Herent ,24038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.61,0.15,0.24
 Herent ,24038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.4,0.26,0.34
 Herent ,24038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.12,0.1,0.78
 Herent ,24038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.63,0.21,0.16
 Herentals ,13011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.41,0.27,0.32
 Herentals ,13011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.5,0.31,0.19
 Herentals ,13011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.4,0.28,0.32
 Herentals ,13011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.14,0.16,0.7
 Herentals ,13011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.52,0.27,0.2
 Herenthout ,13012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.46,0.25,0.29
 Herenthout ,13012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.75,0.2,0.05
 Herenthout ,13012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.41,0.33,0.27
 Herenthout ,13012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.4,0.22,0.38
 Herenthout ,13012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.67,0.21,0.12
 Herk-De-Stad ,71024,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.49,0.33,0.17
 Herk-De-Stad ,71024,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.72,0.16,0.12
 Herk-De-Stad ,71024,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.26,0.28,0.46
 Herk-De-Stad ,71024,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.29,0.17,0.54
 Herk-De-Stad ,71024,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.61,0.16,0.23
 Herne ,23032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.48,0.39,0.12
 Herne ,23032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.71,0.19,0.1
 Herne ,23032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.44,0.35,0.21
 Herne ,23032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.31,0.24,0.45
 Herne ,23032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.51,0.22,0.27
 Herselt ,13013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.54,0.27,0.2
 Herselt ,13013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.7,0.23,0.07
 Herselt ,13013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.27,0.32,0.41
 Herselt ,13013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.36,0.24,0.4
 Herselt ,13013,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.64,0.24,0.11
 Herzele ,41027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.55,0.27,0.18
 Herzele ,41027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.46,0.31,0.23
 Herzele ,41027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.47,0.31,0.22
 Herzele ,41027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.25,0.17,0.58
 Herzele ,41027,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.56,0.24,0.2
 Heusden-Zolder ,71070,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.51,0.28,0.2
 Heusden-Zolder ,71070,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.64,0.2,0.16
 Heusden-Zolder ,71070,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.29,0.26,0.45
 Heusden-Zolder ,71070,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.14,0.2,0.66
 Heusden-Zolder ,71070,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.65,0.19,0.16
 Heuvelland ,33039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.56,0.26,0.18
 Heuvelland ,33039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.73,0.19,0.07
 Heuvelland ,33039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.45,0.28,0.27
 Heuvelland ,33039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.55,0.22,0.23
 Heuvelland ,33039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.55,0.21,0.24
 Hoegaarden ,24041,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.61,0.22,0.17
 Hoegaarden ,24041,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.8,0.11,0.1
 Hoegaarden ,24041,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.53,0.27,0.2
 Hoegaarden ,24041,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.48,0.19,0.33
 Hoegaarden ,24041,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.56,0.22,0.22
 Hoeilaart ,23033,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.36,0.3,0.34
 Hoeilaart ,23033,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.57,0.24,0.2
 Hoeilaart ,23033,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.31,0.27,0.42
 Hoeilaart ,23033,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.16,0.19,0.66
 Hoeilaart ,23033,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.23,0.31,0.45
 Hoeselt ,73032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.6,0.24,0.16
 Hoeselt ,73032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.77,0.1,0.12
 Hoeselt ,73032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.46,0.28,0.27
 Hoeselt ,73032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.38,0.25,0.37
 Hoeselt ,73032,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.71,0.13,0.16
 Holsbeek ,24043,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.54,0.24,0.21
 Holsbeek ,24043,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.78,0.11,0.12
 Holsbeek ,24043,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.34,0.26,0.41
 Holsbeek ,24043,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.36,0.2,0.44
 Holsbeek ,24043,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.67,0.17,0.16
 Hooglede ,36006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.62,0.26,0.13
 Hooglede ,36006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.76,0.15,0.09
 Hooglede ,36006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.4,0.35,0.26
 Hooglede ,36006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.33,0.29,0.38
 Hooglede ,36006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.61,0.2,0.19
 Hoogstraten ,13014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.56,0.23,0.21
 Hoogstraten ,13014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.71,0.17,0.12
 Hoogstraten ,13014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.32,0.29,0.39
 Hoogstraten ,13014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.22,0.19,0.59
 Hoogstraten ,13014,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.7,0.17,0.13
 Horebeke ,45062,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.67,0.17,0.15
 Horebeke ,45062,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.81,0.12,0.08
 Horebeke ,45062,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.66,0.22,0.13
 Horebeke ,45062,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.38,0.21,0.41
 Horebeke ,45062,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.57,0.12,0.3
 Houthalen-Helchteren ,72039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.59,0.22,0.19
 Houthalen-Helchteren ,72039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.69,0.15,0.15
 Houthalen-Helchteren ,72039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.31,0.23,0.46
 Houthalen-Helchteren ,72039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.22,0.25,0.53
 Houthalen-Helchteren ,72039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.73,0.13,0.14
 Houthulst ,32006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.57,0.26,0.17
 Houthulst ,32006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.79,0.15,0.06
 Houthulst ,32006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.43,0.26,0.31
 Houthulst ,32006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.3,0.25,0.44
 Houthulst ,32006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.61,0.16,0.23
 Hove ,11021,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.48,0.19,0.33
 Hove ,11021,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.84,0.12,0.04
 Hove ,11021,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.24,0.21,0.55
 Hove ,11021,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.11,0.17,0.71
 Hove ,11021,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.65,0.15,0.2
 Huldenberg ,24045,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.56,0.28,0.16
 Huldenberg ,24045,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.66,0.21,0.13
 Huldenberg ,24045,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.54,0.27,0.19
 Huldenberg ,24045,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.25,0.17,0.57
 Huldenberg ,24045,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.59,0.23,0.18
 Hulshout ,13016,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.53,0.32,0.15
 Hulshout ,13016,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.38,0.25,0.37
 Hulshout ,13016,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.34,0.35,0.3
 Hulshout ,13016,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.46,0.22,0.32
 Hulshout ,13016,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.63,0.19,0.18
 Ichtegem ,35006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.54,0.29,0.18
 Ichtegem ,35006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.71,0.18,0.1
 Ichtegem ,35006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.43,0.32,0.25
 Ichtegem ,35006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.34,0.19,0.47
 Ichtegem ,35006,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.67,0.17,0.16
 Ieper ,33011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.47,0.24,0.29
 Ieper ,33011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.43,0.33,0.24
 Ieper ,33011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.42,0.27,0.32
 Ieper ,33011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.2,0.16,0.64
 Ieper ,33011,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.55,0.23,0.22
 Ingelmunster ,36007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.37,0.33,0.3
 Ingelmunster ,36007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.63,0.26,0.1
 Ingelmunster ,36007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.23,0.38,0.39
 Ingelmunster ,36007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.1,0.17,0.73
 Ingelmunster ,36007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.4,0.32,0.28
 Izegem ,36008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.43,0.27,0.3
 Izegem ,36008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.6,0.16,0.24
 Izegem ,36008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.32,0.31,0.37
 Izegem ,36008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.13,0.15,0.72
 Izegem ,36008,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.56,0.18,0.26
 Jabbeke ,31012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.58,0.23,0.2
 Jabbeke ,31012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.8,0.12,0.08
 Jabbeke ,31012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.46,0.32,0.23
 Jabbeke ,31012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.21,0.22,0.57
 Jabbeke ,31012,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.62,0.19,0.19
 Kalmthout ,11022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.34,0.31,0.35
 Kalmthout ,11022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.35,0.31,0.34
 Kalmthout ,11022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.15,0.22,0.63
 Kalmthout ,11022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.17,0.17,0.65
 Kalmthout ,11022,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.55,0.25,0.21
 Kampenhout ,23038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.48,0.34,0.18
 Kampenhout ,23038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.8,0.16,0.04
 Kampenhout ,23038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.34,0.31,0.35
 Kampenhout ,23038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.28,0.24,0.48
 Kampenhout ,23038,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.69,0.21,0.1
 Kapellen ,11023,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.48,0.3,0.22
 Kapellen ,11023,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.67,0.22,0.11
 Kapellen ,11023,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.25,0.3,0.45
 Kapellen ,11023,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.08,0.14,0.78
 Kapellen ,11023,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.59,0.27,0.15
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.6,0.26,0.14
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.79,0.14,0.07
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.55,0.24,0.2
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.19,0.17,0.64
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.69,0.17,0.13
 Kaprijke ,43007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.53,0.31,0.16
 Kaprijke ,43007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.76,0.16,0.08
 Kaprijke ,43007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.31,0.36,0.33
 Kaprijke ,43007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.38,0.26,0.35
 Kaprijke ,43007,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.68,0.2,0.12
 Kasterlee ,13017,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.37,0.28,0.35
 Kasterlee ,13017,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.74,0.21,0.06
 Kasterlee ,13017,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Fietsinfrastructuur,2020,0.21,0.3,0.48
 Kasterlee ,13017,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Openbaar vervoer,2020,0.2,0.25,0.56
 Kasterlee ,13017,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Publieke laadpalen,2020,0.63,0.23,0.14
 Keerbergen ,24048,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Autoluwe en autovrije zones,2020,0.53,0.25,0.22
 Keerbergen ,24048,nee,Voldoende aanbod duurzame mobiliteitskeuzes,Deelsystemen,2020,0.77,0.2,0.03
