Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Assenede ,43002,nee,Voldoende fietspaden,2017,0.48,0.22,0.29
 Assenede ,43002,nee,Voldoende fietspaden,2020,0.62,0.16,0.22
 Avelgem ,34003,nee,Voldoende fietspaden,2017,0.38,0.23,0.38
 Avelgem ,34003,nee,Voldoende fietspaden,2020,0.34,0.23,0.43
 Baarle-Hertog ,13002,nee,Voldoende fietspaden,2017,0.26,0.27,0.47
 Baarle-Hertog ,13002,nee,Voldoende fietspaden,2020,0.39,0.23,0.38
 Balen ,13003,nee,Voldoende fietspaden,2017,0.3,0.25,0.45
 Balen ,13003,nee,Voldoende fietspaden,2020,0.21,0.21,0.58
 Beernem ,31003,nee,Voldoende fietspaden,2017,0.26,0.25,0.49
 Beernem ,31003,nee,Voldoende fietspaden,2020,0.26,0.21,0.52
 Beerse ,13004,nee,Voldoende fietspaden,2017,0.33,0.27,0.4
 Beerse ,13004,nee,Voldoende fietspaden,2020,0.56,0.16,0.28
 Beersel ,23003,nee,Voldoende fietspaden,2017,0.41,0.23,0.36
 Beersel ,23003,nee,Voldoende fietspaden,2020,0.44,0.19,0.38
 Begijnendijk ,24007,nee,Voldoende fietspaden,2017,0.39,0.24,0.37
 Begijnendijk ,24007,nee,Voldoende fietspaden,2020,0.33,0.24,0.43
 Bekkevoort ,24008,nee,Voldoende fietspaden,2017,0.35,0.19,0.47
 Bekkevoort ,24008,nee,Voldoende fietspaden,2020,0.36,0.22,0.42
 Beringen ,71004,nee,Voldoende fietspaden,2017,0.22,0.2,0.58
 Beringen ,71004,nee,Voldoende fietspaden,2020,0.29,0.17,0.54
 Berlaar ,12002,nee,Voldoende fietspaden,2017,0.48,0.21,0.31
 Berlaar ,12002,nee,Voldoende fietspaden,2020,0.45,0.17,0.37
 Berlare ,42003,nee,Voldoende fietspaden,2017,0.43,0.21,0.36
 Berlare ,42003,nee,Voldoende fietspaden,2020,0.59,0.19,0.22
 Bertem ,24009,nee,Voldoende fietspaden,2017,0.56,0.21,0.23
 Bertem ,24009,nee,Voldoende fietspaden,2020,0.59,0.14,0.26
 Bever ,23009,nee,Voldoende fietspaden,2017,0.78,0.09,0.13
 Bever ,23009,nee,Voldoende fietspaden,2020,0.82,0.08,0.1
 Beveren ,46003,nee,Voldoende fietspaden,2017,0.43,0.23,0.34
 Beveren ,46003,nee,Voldoende fietspaden,2020,0.43,0.19,0.38
 Bierbeek ,24011,nee,Voldoende fietspaden,2017,0.38,0.23,0.39
 Bierbeek ,24011,nee,Voldoende fietspaden,2020,0.33,0.19,0.48
 Bilzen ,73006,nee,Voldoende fietspaden,2017,0.29,0.24,0.47
 Bilzen ,73006,nee,Voldoende fietspaden,2020,0.44,0.2,0.36
 Blankenberge ,31004,nee,Voldoende fietspaden,2017,0.24,0.29,0.47
 Blankenberge ,31004,nee,Voldoende fietspaden,2020,0.29,0.19,0.53
 Bocholt ,72003,nee,Voldoende fietspaden,2017,0.23,0.2,0.57
 Bocholt ,72003,nee,Voldoende fietspaden,2020,0.17,0.2,0.63
 Boechout ,11004,nee,Voldoende fietspaden,2017,0.23,0.18,0.59
 Boechout ,11004,nee,Voldoende fietspaden,2020,0.14,0.16,0.7
 Bonheiden ,12005,nee,Voldoende fietspaden,2017,0.19,0.14,0.67
 Bonheiden ,12005,nee,Voldoende fietspaden,2020,0.18,0.14,0.68
 Boom ,11005,nee,Voldoende fietspaden,2017,0.37,0.26,0.37
 Boom ,11005,nee,Voldoende fietspaden,2020,0.43,0.19,0.37
 Boortmeerbeek ,24014,nee,Voldoende fietspaden,2017,0.47,0.23,0.3
 Boortmeerbeek ,24014,nee,Voldoende fietspaden,2020,0.48,0.16,0.35
 Borgloon ,73009,nee,Voldoende fietspaden,2017,0.28,0.2,0.52
 Borgloon ,73009,nee,Voldoende fietspaden,2020,0.44,0.12,0.44
 Bornem ,12007,nee,Voldoende fietspaden,2017,0.2,0.21,0.59
 Bornem ,12007,nee,Voldoende fietspaden,2020,0.35,0.18,0.48
 Borsbeek ,11007,nee,Voldoende fietspaden,2017,0.2,0.23,0.57
 Borsbeek ,11007,nee,Voldoende fietspaden,2020,0.28,0.23,0.49
 Boutersem ,24016,nee,Voldoende fietspaden,2017,0.65,0.2,0.15
 Boutersem ,24016,nee,Voldoende fietspaden,2020,0.77,0.12,0.12
 Brakel ,45059,nee,Voldoende fietspaden,2017,0.54,0.24,0.22
 Brakel ,45059,nee,Voldoende fietspaden,2020,0.59,0.19,0.22
 Brasschaat ,11008,nee,Voldoende fietspaden,2017,0.1,0.19,0.71
 Brasschaat ,11008,nee,Voldoende fietspaden,2020,0.21,0.11,0.68
 Brecht ,11009,nee,Voldoende fietspaden,2017,0.13,0.22,0.65
 Brecht ,11009,nee,Voldoende fietspaden,2020,0.2,0.16,0.64
 Bredene ,35002,nee,Voldoende fietspaden,2017,0.13,0.19,0.67
 Bredene ,35002,nee,Voldoende fietspaden,2020,0.2,0.15,0.64
 Bree ,72004,nee,Voldoende fietspaden,2017,0.18,0.15,0.68
 Bree ,72004,nee,Voldoende fietspaden,2020,0.2,0.16,0.63
 Brugge ,31005,ja,Voldoende fietspaden,2020,0.26,0.14,0.6
 Buggenhout ,42004,nee,Voldoende fietspaden,2017,0.43,0.24,0.33
 Buggenhout ,42004,nee,Voldoende fietspaden,2020,0.48,0.23,0.29
 Damme ,31006,nee,Voldoende fietspaden,2017,0.3,0.21,0.5
 Damme ,31006,nee,Voldoende fietspaden,2020,0.33,0.19,0.48
 De Haan ,35029,nee,Voldoende fietspaden,2017,0.27,0.19,0.54
 De Haan ,35029,nee,Voldoende fietspaden,2020,0.38,0.19,0.43
 De Panne ,38008,nee,Voldoende fietspaden,2017,0.32,0.22,0.46
 De Panne ,38008,nee,Voldoende fietspaden,2020,0.37,0.17,0.46
 De Pinte ,44012,nee,Voldoende fietspaden,2017,0.24,0.28,0.49
 De Pinte ,44012,nee,Voldoende fietspaden,2020,0.28,0.15,0.57
 Deerlijk ,34009,nee,Voldoende fietspaden,2017,0.38,0.26,0.36
 Deerlijk ,34009,nee,Voldoende fietspaden,2020,0.44,0.22,0.34
 Deinze ,44011,nee,Voldoende fietspaden,2017,0.33,0.22,0.45
 Deinze ,44083,nee,Voldoende fietspaden,2020,0.31,0.16,0.53
 Denderleeuw ,41011,nee,Voldoende fietspaden,2017,0.49,0.22,0.28
 Denderleeuw ,41011,nee,Voldoende fietspaden,2020,0.53,0.16,0.3
 Dendermonde ,42006,nee,Voldoende fietspaden,2017,0.53,0.23,0.24
 Dendermonde ,42006,nee,Voldoende fietspaden,2020,0.48,0.21,0.3
 Dentergem ,37002,nee,Voldoende fietspaden,2017,0.51,0.23,0.26
 Dentergem ,37002,nee,Voldoende fietspaden,2020,0.55,0.16,0.28
 Dessel ,13006,nee,Voldoende fietspaden,2017,0.12,0.2,0.69
 Dessel ,13006,nee,Voldoende fietspaden,2020,0.2,0.21,0.59
 Destelbergen ,44013,nee,Voldoende fietspaden,2017,0.35,0.24,0.4
 Destelbergen ,44013,nee,Voldoende fietspaden,2020,0.45,0.18,0.37
 Diepenbeek ,71011,nee,Voldoende fietspaden,2017,0.16,0.24,0.6
 Diepenbeek ,71011,nee,Voldoende fietspaden,2020,0.25,0.19,0.56
 Diest ,24020,nee,Voldoende fietspaden,2017,0.37,0.28,0.35
 Diest ,24020,nee,Voldoende fietspaden,2020,0.35,0.19,0.46
 Diksmuide ,32003,nee,Voldoende fietspaden,2017,0.42,0.2,0.38
 Diksmuide ,32003,nee,Voldoende fietspaden,2020,0.49,0.2,0.31
 Dilbeek ,23016,nee,Voldoende fietspaden,2017,0.7,0.17,0.13
 Dilbeek ,23016,nee,Voldoende fietspaden,2020,0.54,0.17,0.29
 Dilsen-Stokkem ,72041,nee,Voldoende fietspaden,2017,0.16,0.18,0.67
 Dilsen-Stokkem ,72041,nee,Voldoende fietspaden,2020,0.18,0.18,0.64
 Drogenbos ,23098,nee,Voldoende fietspaden,2017,0.29,0.2,0.51
 Drogenbos ,23098,nee,Voldoende fietspaden,2020,0.22,0.2,0.58
 Duffel ,12009,nee,Voldoende fietspaden,2017,0.13,0.22,0.65
 Duffel ,12009,nee,Voldoende fietspaden,2020,0.21,0.19,0.59
 Edegem ,11013,nee,Voldoende fietspaden,2017,0.22,0.26,0.52
 Edegem ,11013,nee,Voldoende fietspaden,2020,0.25,0.18,0.57
 Eeklo ,43005,nee,Voldoende fietspaden,2017,0.33,0.23,0.44
 Eeklo ,43005,nee,Voldoende fietspaden,2020,0.35,0.22,0.43
 Erpe-Mere ,41082,nee,Voldoende fietspaden,2017,0.44,0.27,0.29
 Erpe-Mere ,41082,nee,Voldoende fietspaden,2020,0.55,0.18,0.27
 Essen ,11016,nee,Voldoende fietspaden,2017,0.37,0.25,0.38
 Essen ,11016,nee,Voldoende fietspaden,2020,0.42,0.25,0.33
 Evergem ,44019,nee,Voldoende fietspaden,2017,0.46,0.27,0.27
 Evergem ,44019,nee,Voldoende fietspaden,2020,0.45,0.21,0.34
 Galmaarden ,23023,nee,Voldoende fietspaden,2017,0.69,0.16,0.15
 Galmaarden ,23023,nee,Voldoende fietspaden,2020,0.75,0.12,0.13
 Gavere ,44020,nee,Voldoende fietspaden,2017,0.46,0.23,0.3
 Gavere ,44020,nee,Voldoende fietspaden,2020,0.49,0.24,0.27
 Geel ,13008,nee,Voldoende fietspaden,2017,0.39,0.26,0.35
 Geel ,13008,nee,Voldoende fietspaden,2020,0.37,0.22,0.41
 Geetbets ,24028,nee,Voldoende fietspaden,2017,0.23,0.21,0.56
 Geetbets ,24028,nee,Voldoende fietspaden,2020,0.33,0.21,0.47
 Genk ,71016,ja,Voldoende fietspaden,2020,0.17,0.15,0.69
 Gent ,44021,ja,Voldoende fietspaden,2020,0.38,0.15,0.47
 Geraardsbergen ,41018,nee,Voldoende fietspaden,2017,0.59,0.22,0.2
 Geraardsbergen ,41018,nee,Voldoende fietspaden,2020,0.59,0.17,0.25
 Gingelom ,71017,nee,Voldoende fietspaden,2017,0.38,0.24,0.38
 Gingelom ,71017,nee,Voldoende fietspaden,2020,0.54,0.17,0.28
 Gistel ,35005,nee,Voldoende fietspaden,2017,0.35,0.28,0.37
 Gistel ,35005,nee,Voldoende fietspaden,2020,0.45,0.23,0.32
 Glabbeek ,24137,nee,Voldoende fietspaden,2017,0.5,0.24,0.26
 Glabbeek ,24137,nee,Voldoende fietspaden,2020,0.52,0.18,0.3
 Gooik ,23024,nee,Voldoende fietspaden,2017,0.33,0.23,0.44
 Gooik ,23024,nee,Voldoende fietspaden,2020,0.46,0.17,0.37
 Grimbergen ,23025,nee,Voldoende fietspaden,2017,0.47,0.23,0.3
 Grimbergen ,23025,nee,Voldoende fietspaden,2020,0.51,0.15,0.34
 Grobbendonk ,13010,nee,Voldoende fietspaden,2017,0.29,0.22,0.49
 Grobbendonk ,13010,nee,Voldoende fietspaden,2020,0.32,0.2,0.48
 Haacht ,24033,nee,Voldoende fietspaden,2017,0.44,0.24,0.31
 Haacht ,24033,nee,Voldoende fietspaden,2020,0.45,0.21,0.34
 Haaltert ,41024,nee,Voldoende fietspaden,2017,0.48,0.21,0.31
 Haaltert ,41024,nee,Voldoende fietspaden,2020,0.58,0.19,0.23
 Halen ,71020,nee,Voldoende fietspaden,2017,0.44,0.25,0.31
 Halen ,71020,nee,Voldoende fietspaden,2020,0.49,0.18,0.33
 Halle ,23027,nee,Voldoende fietspaden,2017,0.58,0.19,0.23
 Halle ,23027,nee,Voldoende fietspaden,2020,0.4,0.2,0.4
 Ham ,71069,nee,Voldoende fietspaden,2017,0.09,0.14,0.76
 Ham ,71069,nee,Voldoende fietspaden,2020,0.15,0.15,0.7
 Hamme ,42008,nee,Voldoende fietspaden,2017,0.46,0.27,0.27
 Hamme ,42008,nee,Voldoende fietspaden,2020,0.49,0.2,0.3
 Hamont-Achel ,72037,nee,Voldoende fietspaden,2017,0.26,0.23,0.5
 Hamont-Achel ,72037,nee,Voldoende fietspaden,2020,0.3,0.16,0.53
 Harelbeke ,34013,nee,Voldoende fietspaden,2017,0.27,0.27,0.46
 Harelbeke ,34013,nee,Voldoende fietspaden,2020,0.36,0.19,0.45
 Hasselt ,71022,ja,Voldoende fietspaden,2020,0.28,0.14,0.58
 Hechtel-Eksel,72038,nee,Voldoende fietspaden,2017,0.13,0.16,0.72
 Hechtel-Eksel,72038,nee,Voldoende fietspaden,2020,0.18,0.15,0.67
 Heers ,73022,nee,Voldoende fietspaden,2017,0.29,0.22,0.49
 Heers ,73022,nee,Voldoende fietspaden,2020,0.42,0.11,0.47
 Heist-Op-Den-Berg ,12014,nee,Voldoende fietspaden,2017,0.41,0.26,0.32
 Heist-Op-Den-Berg ,12014,nee,Voldoende fietspaden,2020,0.4,0.19,0.41
 Hemiksem ,11018,nee,Voldoende fietspaden,2017,0.21,0.23,0.57
 Hemiksem ,11018,nee,Voldoende fietspaden,2020,0.31,0.18,0.51
 Herent ,24038,nee,Voldoende fietspaden,2017,0.43,0.23,0.34
 Herent ,24038,nee,Voldoende fietspaden,2020,0.49,0.19,0.32
 Herentals ,13011,nee,Voldoende fietspaden,2017,0.4,0.27,0.33
 Herentals ,13011,nee,Voldoende fietspaden,2020,0.42,0.2,0.38
 Herenthout ,13012,nee,Voldoende fietspaden,2017,0.3,0.26,0.44
 Herenthout ,13012,nee,Voldoende fietspaden,2020,0.42,0.21,0.37
 Herk-De-Stad ,71024,nee,Voldoende fietspaden,2017,0.3,0.23,0.48
 Herk-De-Stad ,71024,nee,Voldoende fietspaden,2020,0.31,0.2,0.5
 Herne ,23032,nee,Voldoende fietspaden,2017,0.41,0.29,0.3
 Herne ,23032,nee,Voldoende fietspaden,2020,0.43,0.21,0.36
 Herselt ,13013,nee,Voldoende fietspaden,2017,0.23,0.26,0.51
 Herselt ,13013,nee,Voldoende fietspaden,2020,0.3,0.17,0.53
 Herzele ,41027,nee,Voldoende fietspaden,2017,0.53,0.19,0.27
 Herzele ,41027,nee,Voldoende fietspaden,2020,0.54,0.2,0.26
 Heusden-Zolder ,71070,nee,Voldoende fietspaden,2017,0.25,0.21,0.54
 Heusden-Zolder ,71070,nee,Voldoende fietspaden,2020,0.31,0.22,0.47
 Heuvelland ,33039,nee,Voldoende fietspaden,2017,0.42,0.22,0.36
 Heuvelland ,33039,nee,Voldoende fietspaden,2020,0.5,0.19,0.31
 Hoegaarden ,24041,nee,Voldoende fietspaden,2017,0.43,0.24,0.33
 Hoegaarden ,24041,nee,Voldoende fietspaden,2020,0.56,0.14,0.3
 Hoeilaart ,23033,nee,Voldoende fietspaden,2017,0.38,0.23,0.39
 Hoeilaart ,23033,nee,Voldoende fietspaden,2020,0.39,0.16,0.45
 Hoeselt ,73032,nee,Voldoende fietspaden,2017,0.36,0.22,0.42
 Hoeselt ,73032,nee,Voldoende fietspaden,2020,0.47,0.2,0.33
 Holsbeek ,24043,nee,Voldoende fietspaden,2017,0.35,0.24,0.41
 Holsbeek ,24043,nee,Voldoende fietspaden,2020,0.31,0.17,0.52
 Hooglede ,36006,nee,Voldoende fietspaden,2017,0.31,0.24,0.45
 Hooglede ,36006,nee,Voldoende fietspaden,2020,0.45,0.18,0.37
 Hoogstraten ,13014,nee,Voldoende fietspaden,2017,0.28,0.24,0.48
 Hoogstraten ,13014,nee,Voldoende fietspaden,2020,0.33,0.18,0.49
 Horebeke ,45062,nee,Voldoende fietspaden,2017,0.64,0.2,0.16
 Horebeke ,45062,nee,Voldoende fietspaden,2020,0.75,0.15,0.11
 Houthalen-Helchteren ,72039,nee,Voldoende fietspaden,2017,0.21,0.13,0.66
 Houthalen-Helchteren ,72039,nee,Voldoende fietspaden,2020,0.29,0.18,0.54
 Houthulst ,32006,nee,Voldoende fietspaden,2017,0.28,0.24,0.47
 Houthulst ,32006,nee,Voldoende fietspaden,2020,0.31,0.17,0.52
 Hove ,11021,nee,Voldoende fietspaden,2017,0.42,0.19,0.38
 Hove ,11021,nee,Voldoende fietspaden,2020,0.24,0.16,0.6
 Huldenberg ,24045,nee,Voldoende fietspaden,2017,0.67,0.13,0.19
 Huldenberg ,24045,nee,Voldoende fietspaden,2020,0.66,0.1,0.24
 Hulshout ,13016,nee,Voldoende fietspaden,2017,0.3,0.29,0.41
 Hulshout ,13016,nee,Voldoende fietspaden,2020,0.26,0.19,0.55
 Ichtegem ,35006,nee,Voldoende fietspaden,2017,0.28,0.26,0.46
 Ichtegem ,35006,nee,Voldoende fietspaden,2020,0.43,0.2,0.37
 Ieper ,33011,nee,Voldoende fietspaden,2017,0.37,0.21,0.42
 Ieper ,33011,nee,Voldoende fietspaden,2020,0.47,0.19,0.35
 Ingelmunster ,36007,nee,Voldoende fietspaden,2017,0.31,0.25,0.45
 Ingelmunster ,36007,nee,Voldoende fietspaden,2020,0.31,0.21,0.48
 Izegem ,36008,nee,Voldoende fietspaden,2017,0.38,0.24,0.38
 Izegem ,36008,nee,Voldoende fietspaden,2020,0.43,0.2,0.36
 Jabbeke ,31012,nee,Voldoende fietspaden,2017,0.29,0.23,0.47
 Jabbeke ,31012,nee,Voldoende fietspaden,2020,0.52,0.19,0.29
 Kalmthout ,11022,nee,Voldoende fietspaden,2017,0.21,0.21,0.59
 Kalmthout ,11022,nee,Voldoende fietspaden,2020,0.31,0.16,0.53
 Kampenhout ,23038,nee,Voldoende fietspaden,2017,0.3,0.19,0.51
 Kampenhout ,23038,nee,Voldoende fietspaden,2020,0.37,0.2,0.43
 Kapellen ,11023,nee,Voldoende fietspaden,2017,0.27,0.24,0.49
 Kapellen ,11023,nee,Voldoende fietspaden,2020,0.25,0.21,0.54
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende fietspaden,2017,0.52,0.24,0.25
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende fietspaden,2020,0.5,0.2,0.3
 Kaprijke ,43007,nee,Voldoende fietspaden,2017,0.25,0.22,0.52
 Kaprijke ,43007,nee,Voldoende fietspaden,2020,0.34,0.22,0.44
 Kasterlee ,13017,nee,Voldoende fietspaden,2017,0.25,0.21,0.54
 Kasterlee ,13017,nee,Voldoende fietspaden,2020,0.26,0.2,0.53
 Keerbergen ,24048,nee,Voldoende fietspaden,2017,0.41,0.21,0.37
 Keerbergen ,24048,nee,Voldoende fietspaden,2020,0.42,0.18,0.4
 Kinrooi ,72018,nee,Voldoende fietspaden,2017,0.17,0.14,0.69
 Kinrooi ,72018,nee,Voldoende fietspaden,2020,0.23,0.19,0.59
 Kluisbergen ,45060,nee,Voldoende fietspaden,2017,0.32,0.21,0.47
 Kluisbergen ,45060,nee,Voldoende fietspaden,2020,0.4,0.18,0.42
 Knesselare ,44029,nee,Voldoende fietspaden,2017,0.49,0.22,0.29
 Knokke-Heist ,31043,nee,Voldoende fietspaden,2017,0.12,0.18,0.7
 Knokke-Heist ,31043,nee,Voldoende fietspaden,2020,0.21,0.17,0.62
 Koekelare ,32010,nee,Voldoende fietspaden,2017,0.19,0.19,0.62
 Koekelare ,32010,nee,Voldoende fietspaden,2020,0.23,0.2,0.57
 Koksijde ,38014,nee,Voldoende fietspaden,2017,0.09,0.14,0.77
 Koksijde ,38014,nee,Voldoende fietspaden,2020,0.12,0.11,0.77
 Kontich ,11024,nee,Voldoende fietspaden,2017,0.37,0.25,0.38
 Kontich ,11024,nee,Voldoende fietspaden,2020,0.39,0.18,0.43
 Kortemark ,32011,nee,Voldoende fietspaden,2017,0.39,0.24,0.37
 Kortemark ,32011,nee,Voldoende fietspaden,2020,0.38,0.23,0.39
 Kortenaken ,24054,nee,Voldoende fietspaden,2017,0.3,0.2,0.5
 Kortenaken ,24054,nee,Voldoende fietspaden,2020,0.34,0.19,0.47
 Kortenberg ,24055,nee,Voldoende fietspaden,2017,0.51,0.2,0.29
 Kortenberg ,24055,nee,Voldoende fietspaden,2020,0.48,0.17,0.36
 Kortessem ,73040,nee,Voldoende fietspaden,2017,0.26,0.2,0.54
 Kortessem ,73040,nee,Voldoende fietspaden,2020,0.42,0.19,0.38
 Kortrijk ,34022,ja,Voldoende fietspaden,2020,0.3,0.17,0.53
 Kraainem ,23099,nee,Voldoende fietspaden,2017,0.42,0.22,0.36
 Kraainem ,23099,nee,Voldoende fietspaden,2020,0.25,0.17,0.58
 Kruibeke ,46013,nee,Voldoende fietspaden,2017,0.52,0.22,0.26
 Kruibeke ,46013,nee,Voldoende fietspaden,2020,0.59,0.17,0.24
 Kruisem ,45068,nee,Voldoende fietspaden,2020,0.53,0.2,0.27
 Kruishoutem ,45017,nee,Voldoende fietspaden,2017,0.45,0.24,0.31
 Kuurne ,34023,nee,Voldoende fietspaden,2017,0.28,0.24,0.47
 Kuurne ,34023,nee,Voldoende fietspaden,2020,0.35,0.23,0.42
 Laakdal ,13053,nee,Voldoende fietspaden,2017,0.26,0.26,0.48
 Laakdal ,13053,nee,Voldoende fietspaden,2020,0.33,0.18,0.49
 Laarne ,42010,nee,Voldoende fietspaden,2017,0.32,0.27,0.42
 Laarne ,42010,nee,Voldoende fietspaden,2020,0.34,0.2,0.46
 Lanaken ,73042,nee,Voldoende fietspaden,2017,0.24,0.23,0.53
 Lanaken ,73042,nee,Voldoende fietspaden,2020,0.26,0.19,0.54
 Landen ,24059,nee,Voldoende fietspaden,2017,0.58,0.23,0.18
 Landen ,24059,nee,Voldoende fietspaden,2020,0.63,0.17,0.21
 Langemark-Poelkapelle ,33040,nee,Voldoende fietspaden,2017,0.38,0.28,0.33
 Langemark-Poelkapelle ,33040,nee,Voldoende fietspaden,2020,0.4,0.2,0.4
 Lebbeke ,42011,nee,Voldoende fietspaden,2017,0.63,0.18,0.2
 Lebbeke ,42011,nee,Voldoende fietspaden,2020,0.58,0.2,0.23
 Lede ,41034,nee,Voldoende fietspaden,2017,0.54,0.25,0.21
 Lede ,41034,nee,Voldoende fietspaden,2020,0.55,0.18,0.27
 Ledegem ,36010,nee,Voldoende fietspaden,2017,0.39,0.27,0.34
 Ledegem ,36010,nee,Voldoende fietspaden,2020,0.46,0.21,0.33
 Lendelede ,34025,nee,Voldoende fietspaden,2017,0.3,0.25,0.45
 Lendelede ,34025,nee,Voldoende fietspaden,2020,0.3,0.18,0.52
 Lennik ,23104,nee,Voldoende fietspaden,2017,0.59,0.2,0.21
 Lennik ,23104,nee,Voldoende fietspaden,2020,0.57,0.14,0.29
 Leopoldsburg ,71034,nee,Voldoende fietspaden,2017,0.25,0.24,0.51
 Leopoldsburg ,71034,nee,Voldoende fietspaden,2020,0.37,0.16,0.48
 Leuven ,24062,ja,Voldoende fietspaden,2020,0.31,0.14,0.55
 Lichtervelde ,36011,nee,Voldoende fietspaden,2017,0.35,0.26,0.39
 Lichtervelde ,36011,nee,Voldoende fietspaden,2020,0.35,0.22,0.43
 Liedekerke ,23044,nee,Voldoende fietspaden,2017,0.48,0.21,0.31
 Liedekerke ,23044,nee,Voldoende fietspaden,2020,0.53,0.2,0.27
 Lier ,12021,nee,Voldoende fietspaden,2017,0.44,0.21,0.35
 Lier ,12021,nee,Voldoende fietspaden,2020,0.36,0.24,0.4
 Lierde ,45063,nee,Voldoende fietspaden,2017,0.37,0.25,0.38
 Lierde ,45063,nee,Voldoende fietspaden,2020,0.41,0.2,0.39
 Lievegem ,44085,nee,Voldoende fietspaden,2020,0.37,0.2,0.43
 Lille ,13019,nee,Voldoende fietspaden,2017,0.33,0.22,0.45
 Lille ,13019,nee,Voldoende fietspaden,2020,0.39,0.2,0.41
 Linkebeek ,23100,nee,Voldoende fietspaden,2017,0.58,0.2,0.21
 Linkebeek ,23100,nee,Voldoende fietspaden,2020,0.72,0.12,0.16
 Lint ,11025,nee,Voldoende fietspaden,2017,0.12,0.16,0.72
 Lint ,11025,nee,Voldoende fietspaden,2020,0.2,0.13,0.67
 Linter ,24133,nee,Voldoende fietspaden,2017,0.4,0.24,0.36
 Linter ,24133,nee,Voldoende fietspaden,2020,0.53,0.15,0.32
 Lochristi ,44034,nee,Voldoende fietspaden,2017,0.28,0.21,0.51
 Lochristi ,44034,nee,Voldoende fietspaden,2020,0.35,0.18,0.47
 Lokeren ,46014,nee,Voldoende fietspaden,2017,0.33,0.27,0.4
 Lokeren ,46014,nee,Voldoende fietspaden,2020,0.45,0.2,0.35
 Lommel ,72020,nee,Voldoende fietspaden,2017,0.16,0.16,0.68
 Lommel ,72020,nee,Voldoende fietspaden,2020,0.21,0.16,0.63
 Londerzeel ,23045,nee,Voldoende fietspaden,2017,0.33,0.24,0.43
 Londerzeel ,23045,nee,Voldoende fietspaden,2020,0.43,0.24,0.33
 Lo-Reninge ,32030,nee,Voldoende fietspaden,2017,0.15,0.16,0.69
 Lo-Reninge ,32030,nee,Voldoende fietspaden,2020,0.24,0.15,0.61
 Lovendegem ,44036,nee,Voldoende fietspaden,2017,0.36,0.21,0.43
 Lubbeek ,24066,nee,Voldoende fietspaden,2017,0.63,0.17,0.19
 Lubbeek ,24066,nee,Voldoende fietspaden,2020,0.71,0.11,0.18
 Lummen ,71037,nee,Voldoende fietspaden,2017,0.49,0.19,0.32
 Lummen ,71037,nee,Voldoende fietspaden,2020,0.39,0.2,0.41
 Maarkedal ,45064,nee,Voldoende fietspaden,2017,0.7,0.17,0.12
 Maarkedal ,45064,nee,Voldoende fietspaden,2020,0.4,0.2,0.41
 Maaseik ,72021,nee,Voldoende fietspaden,2017,0.23,0.18,0.59
 Maaseik ,72021,nee,Voldoende fietspaden,2020,0.3,0.18,0.52
 Maasmechelen ,73107,nee,Voldoende fietspaden,2017,0.27,0.21,0.52
 Maasmechelen ,73107,nee,Voldoende fietspaden,2020,0.32,0.23,0.45
 Machelen ,23047,nee,Voldoende fietspaden,2017,0.41,0.21,0.37
 Machelen ,23047,nee,Voldoende fietspaden,2020,0.37,0.17,0.46
