Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%),Minstens maandelijks (%),Minstens wekelijks (%)
 Meise ,23050,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.26,0.57
 Melle ,44040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.25,0.46
 Melle ,44040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.27,0.59
 Menen ,34027,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.37,0.23,0.4
 Menen ,34027,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.27,0.58
 Merchtem ,23052,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.29,0.41
 Merchtem ,23052,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.25,0.64
 Merelbeke ,44043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.28,0.44
 Merelbeke ,44043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.23,0.64
 Merksplas ,13023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.18,0.19,0.62
 Merksplas ,13023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.23,0.58
 Mesen ,33016,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.58,0.2,0.21
 Mesen ,33016,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.19,0.64
 Meulebeke ,37007,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.21,0.48
 Meulebeke ,37007,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.27,0.57
 Middelkerke ,35011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.19,0.48
 Middelkerke ,35011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.13,0.75
 Moerbeke ,44045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.23,0.52
 Moerbeke ,44045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.23,0.56
 Mol ,13025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.22,0.21,0.57
 Mol ,13025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.26,0.6
 Moorslede ,36012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.25,0.43
 Moorslede ,36012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Mortsel ,11029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.2,0.13,0.67
 Mortsel ,11029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.06,0.15,0.8
 Nazareth ,44048,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.23,0.53
 Nazareth ,44048,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.25,0.55
 Niel ,11030,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.22,0.49
 Niel ,11030,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.08,0.18,0.74
 Nieuwerkerken ,71045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.41,0.24,0.35
 Nieuwerkerken ,71045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.25,0.3,0.44
 Nieuwpoort ,38016,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.18,0.49
 Nieuwpoort ,38016,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.06,0.09,0.85
 Nijlen ,12026,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.21,0.56
 Nijlen ,12026,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.19,0.63
 Ninove ,41048,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.52,0.2,0.28
 Ninove ,41048,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.23,0.59
 Olen ,13029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.19,0.22,0.58
 Olen ,13029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.23,0.59
 Oostende ,35013,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.38,0.17,0.45
 Oostende ,35013,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.38,0.15,0.47
 Oostende ,35013,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.34,0.15,0.52
 Oostende ,35013,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.08,0.16,0.76
 Oostende ,35013,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.1,0.12,0.79
 Oostende ,35013,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.07,0.14,0.79
 Oosterzele ,44052,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.28,0.41
 Oosterzele ,44052,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.25,0.59
 Oostkamp ,31022,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.24,0.49
 Oostkamp ,31022,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.27,0.53
 Oostrozebeke ,37010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.28,0.4
 Oostrozebeke ,37010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.25,0.24,0.51
 Opwijk ,23060,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.21,0.48
 Opwijk ,23060,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.24,0.64
 Oudenaarde ,45035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.37,0.24,0.39
 Oudenaarde ,45035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.28,0.58
 Oudenburg ,35014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.22,0.46
 Oudenburg ,35014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.22,0.6
 Oud-Heverlee ,24086,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.19,0.5
 Oud-Heverlee ,24086,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.24,0.61
 Oudsbergen ,72042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.25,0.44
 Oudsbergen ,72042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.25,0.55
 Oud-Turnhout ,13031,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.2,0.18,0.62
 Oud-Turnhout ,13031,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.18,0.61
 Overijse ,23062,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.46,0.27,0.28
 Overijse ,23062,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.29,0.58
 Peer ,72030,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.2,0.55
 Peer ,72030,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.23,0.58
 Pelt ,72043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.22,0.2,0.59
 Pelt ,72043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.2,0.59
 Pepingen ,23064,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.47,0.26,0.28
 Pepingen ,23064,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.35,0.45
 Pittem ,37011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.36,0.28,0.37
 Pittem ,37011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.54
 Poperinge ,33021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.19,0.5
 Poperinge ,33021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.22,0.63
 Putte ,12029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.25,0.5
 Putte ,12029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.2,0.64
 Puurs-Sint-Amands ,12041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.26,0.52
 Puurs-Sint-Amands ,12041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.22,0.64
 Ranst ,11035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.18,0.56
 Ranst ,11035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.2,0.67
 Ravels ,13035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.24,0.52
 Ravels ,13035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.23,0.57
 Retie ,13036,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.16,0.22,0.62
 Retie ,13036,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.24,0.6
 Riemst ,73066,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.38,0.28,0.34
 Riemst ,73066,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.25,0.6
 Rijkevorsel ,13037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.19,0.23,0.58
 Rijkevorsel ,13037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.25,0.59
 Roeselare ,36015,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.36,0.22,0.42
 Roeselare ,36015,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.37,0.21,0.42
 Roeselare ,36015,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.21,0.5
 Roeselare ,36015,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.18,0.28,0.54
 Roeselare ,36015,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.22,0.25,0.53
 Roeselare ,36015,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.25,0.61
 Ronse ,45041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.55,0.21,0.25
 Ronse ,45041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Roosdaal ,23097,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.43,0.28,0.29
 Roosdaal ,23097,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.32,0.48
 Rotselaar ,24094,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.2,0.55
 Rotselaar ,24094,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.24,0.62
 Ruiselede ,37012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.25,0.46
 Ruiselede ,37012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.23,0.27,0.5
 Rumst ,11037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.34,0.25,0.42
 Rumst ,11037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.26,0.6
 Schelle ,11038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.19,0.58
 Schelle ,11038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.21,0.69
 Scherpenheuvel-Zichem ,24134,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.35,0.21,0.43
 Scherpenheuvel-Zichem ,24134,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.25,0.57
 Schilde ,11039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.21,0.5
 Schilde ,11039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.28,0.58
 Schoten ,11040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.16,0.58
 Schoten ,11040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.1,0.2,0.7
 Sint-Genesius-Rode ,23101,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.51,0.2,0.29
 Sint-Genesius-Rode ,23101,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.21,0.63
 Sint-Gillis-Waas ,46020,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.2,0.57
 Sint-Gillis-Waas ,46020,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.2,0.58
 Sint-Katelijne-Waver ,12035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.21,0.23,0.57
 Sint-Katelijne-Waver ,12035,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.21,0.62
 Sint-Laureins ,43014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.26,0.45
 Sint-Laureins ,43014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.25,0.54
 Sint-Lievens-Houtem ,41063,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.42,0.26,0.33
 Sint-Lievens-Houtem ,41063,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.24,0.29,0.47
 Sint-Martens-Latem ,44064,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.25,0.48
 Sint-Martens-Latem ,44064,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.25,0.59
 Sint-Niklaas ,46021,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.32,0.17,0.51
 Sint-Niklaas ,46021,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.31,0.17,0.52
 Sint-Niklaas ,46021,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.17,0.56
 Sint-Niklaas ,46021,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.2,0.23,0.57
 Sint-Niklaas ,46021,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.19,0.21,0.6
 Sint-Niklaas ,46021,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.18,0.66
 Sint-Pieters-Leeuw ,23077,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.54,0.21,0.25
 Sint-Pieters-Leeuw ,23077,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.23,0.62
 Sint-Truiden ,71053,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.48,0.17,0.34
 Sint-Truiden ,71053,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.19,0.64
 Spiere-Helkijn ,34043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.32,0.36
 Spiere-Helkijn ,34043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Stabroek ,11044,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.18,0.53
 Stabroek ,11044,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.21,0.67
 Staden ,36019,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.25,0.49
 Staden ,36019,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.24,0.56
 Steenokkerzeel ,23081,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.38,0.22,0.4
 Steenokkerzeel ,23081,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.3,0.6
 Stekene ,46024,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.18,0.55
 Stekene ,46024,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.23,0.59
 Temse ,46025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.36,0.2,0.45
 Temse ,46025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.23,0.61
 Ternat ,23086,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.42,0.22,0.36
 Ternat ,23086,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.28,0.59
 Tervuren ,24104,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.39,0.24,0.37
 Tervuren ,24104,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.07,0.21,0.73
 Tessenderlo ,71057,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.26,0.42
 Tessenderlo ,71057,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.3,0.47
 Tielt ,37015,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.26,0.45
 Tielt ,37015,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.22,0.63
 Tielt-Winge ,24135,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.42,0.24,0.33
 Tielt-Winge ,24135,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.26,0.52
 Tienen ,24107,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.47,0.2,0.33
 Tienen ,24107,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.2,0.68
 Tongeren ,73083,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.5,0.2,0.3
 Tongeren ,73083,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.19,0.68
 Torhout ,31033,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.21,0.54
 Torhout ,31033,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.24,0.62
 Tremelo ,24109,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.26,0.44
 Tremelo ,24109,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.27,0.54
 Turnhout ,13040,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.23,0.17,0.6
 Turnhout ,13040,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.25,0.15,0.6
 Turnhout ,13040,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.21,0.14,0.64
 Turnhout ,13040,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.11,0.19,0.7
 Turnhout ,13040,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.14,0.17,0.7
 Turnhout ,13040,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.1,0.16,0.74
 Veurne ,38025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.19,0.55
 Veurne ,38025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.19,0.69
 Vilvoorde ,23088,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.52,0.17,0.31
 Vilvoorde ,23088,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.07,0.17,0.75
 Vleteren ,33041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.39,0.24,0.37
 Vleteren ,33041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.27,0.23,0.5
 Voeren ,73109,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.47,0.24,0.3
 Voeren ,73109,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.23,0.65
 Vorselaar ,13044,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.19,0.19,0.61
 Vorselaar ,13044,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.2,0.64
 Vosselaar ,13046,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.15,0.62
 Vosselaar ,13046,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.22,0.6
 Waasmunster ,42023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.24,0.44
 Waasmunster ,42023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.27,0.52
 Wachtebeke ,44073,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.28,0.45
 Wachtebeke ,44073,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.27,0.55
 Waregem ,34040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.23,0.52
 Waregem ,34040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.27,0.56
 Wellen ,73098,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.45,0.23,0.33
 Wellen ,73098,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.29,0.51
 Wemmel ,23102,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.54,0.23,0.23
 Wemmel ,23102,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.19,0.72
 Wervik ,33029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.24,0.45
 Wervik ,33029,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.24,0.63
 Westerlo ,13049,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.21,0.21,0.59
 Westerlo ,13049,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.25,0.55
