Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Kluisbergen ,45060,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.09,0.84
 Kluisbergen ,45060,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.11,0.86
 Knesselare ,44029,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.48,0.15,0.37
 Knokke-Heist ,31043,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.07,0.87
 Knokke-Heist ,31043,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.07,0.89
 Koekelare ,32010,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.03,0.95
 Koekelare ,32010,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.04,0.93
 Koksijde ,38014,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.06,0.92
 Koksijde ,38014,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.05,0.93
 Kontich ,11024,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.08,0.87
 Kontich ,11024,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.07,0.89
 Kortemark ,32011,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.1,0.84
 Kortemark ,32011,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.05,0.91
 Kortenaken ,24054,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.08,0.87
 Kortenaken ,24054,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.07,0.89
 Kortenberg ,24055,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.08,0.08,0.84
 Kortenberg ,24055,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.09,0.85
 Kortessem ,73040,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.09,0.86
 Kortessem ,73040,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.62,0.16,0.22
 Kortrijk ,34022,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.05,0.1,0.84
 Kortrijk ,34022,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.04,0.06,0.9
 Kortrijk ,34022,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.9
 Kortrijk ,34022,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.2,0.14,0.66
 Kraainem ,23099,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.08,0.1,0.82
 Kraainem ,23099,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.2,0.2,0.6
 Kruibeke ,46013,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.1,0.84
 Kruibeke ,46013,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.09,0.8
 Kruisem ,45068,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.23,0.15,0.62
 Kruishoutem ,45017,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.08,0.84
 Kuurne ,34023,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.07,0.89
 Kuurne ,34023,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.05,0.93
 Laakdal ,13053,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.23,0.17,0.59
 Laakdal ,13053,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.16,0.11,0.72
 Laarne ,42010,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.09,0.85
 Laarne ,42010,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.06,0.93
 Lanaken ,73042,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.9
 Lanaken ,73042,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.09,0.88
 Landen ,24059,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.16,0.15,0.69
 Landen ,24059,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.1,0.82
 Langemark-Poelkapelle ,33040,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.06,0.9
 Langemark-Poelkapelle ,33040,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.08,0.85
 Lebbeke ,42011,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.08,0.86
 Lebbeke ,42011,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.1,0.83
 Lede ,41034,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.06,0.92
 Lede ,41034,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.06,0.91
 Ledegem ,36010,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.06,0.89
 Ledegem ,36010,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.07,0.87
 Lendelede ,34025,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.03,0.93
 Lendelede ,34025,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.05,0.92
 Lennik ,23104,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.4,0.19,0.41
 Lennik ,23104,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.3,0.19,0.51
 Leopoldsburg ,71034,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.09,0.87
 Leopoldsburg ,71034,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.1,0.81
 Leuven ,24062,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.07,0.12,0.81
 Leuven ,24062,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.08,0.12,0.8
 Leuven ,24062,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.11,0.82
 Leuven ,24062,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.11,0.82
 Lichtervelde ,36011,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.04,0.94
 Lichtervelde ,36011,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.03,0.94
 Liedekerke ,23044,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.11,0.85
 Liedekerke ,23044,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.15,0.78
 Lier ,12021,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.18,0.12,0.7
 Lier ,12021,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.11,0.8
 Lierde ,45063,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.05,0.93
 Lierde ,45063,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.04,0.95
 Lievegem ,44085,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.09,0.82
 Lille ,13019,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.08,0.89
 Lille ,13019,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.15,0.77
 Linkebeek ,23100,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.08,0.13,0.79
 Linkebeek ,23100,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.1,0.18,0.72
 Lint ,11025,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.08,0.05,0.87
 Lint ,11025,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.05,0.91
 Linter ,24133,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.11,0.11,0.78
 Linter ,24133,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.1,0.07,0.83
 Lochristi ,44034,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.05,0.93
 Lochristi ,44034,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.04,0.94
 Lokeren ,46014,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.91
 Lokeren ,46014,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.06,0.89
 Lommel ,72020,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.07,0.88
 Lommel ,72020,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.07,0.88
 Londerzeel ,23045,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.11,0.83
 Londerzeel ,23045,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.08,0.86
 Lo-Reninge ,32030,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.11,0.86
 Lo-Reninge ,32030,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.13,0.78
 Lovendegem ,44036,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.06,0.9
 Lubbeek ,24066,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.09,0.86
 Lubbeek ,24066,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.06,0.89
 Lummen ,71037,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.06,0.91
 Lummen ,71037,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.07,0.9
 Maarkedal ,45064,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.08,0.87
 Maarkedal ,45064,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.07,0.9
 Maaseik ,72021,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.11,0.87
 Maaseik ,72021,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.09,0.85
 Maasmechelen ,73107,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.07,0.88
 Maasmechelen ,73107,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.1,0.86
 Machelen ,23047,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.12,0.83
 Machelen ,23047,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.12,0.11,0.77
 Maldegem ,43010,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.09,0.08,0.83
 Maldegem ,43010,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.06,0.92
 Malle ,11057,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.05,0.91
 Malle ,11057,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.07,0.89
 Mechelen ,12025,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.07,0.17,0.76
 Mechelen ,12025,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.08,0.09,0.83
 Mechelen ,12025,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.08,0.86
 Mechelen ,12025,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.12,0.79
 Meerhout ,13021,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.08,0.87
 Meerhout ,13021,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.08,0.88
 Meeuwen-Gruitrode ,72040,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.06,0.9
 Meise ,23050,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.09,0.84
 Meise ,23050,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.1,0.81
 Melle ,44040,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.16,0.15,0.7
 Melle ,44040,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.1,0.79
 Menen ,34027,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.1,0.85
 Menen ,34027,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.08,0.85
 Merchtem ,23052,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.12,0.11,0.77
 Merchtem ,23052,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.06,0.89
 Merelbeke ,44043,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.1,0.1,0.8
 Merelbeke ,44043,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.13,0.76
 Merksplas ,13023,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.04,0.94
 Merksplas ,13023,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.03,0.95
 Mesen ,33016,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.17,0.26,0.56
 Mesen ,33016,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.2,0.17,0.63
 Meulebeke ,37007,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.06,0.91
 Meulebeke ,37007,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.05,0.91
 Middelkerke ,35011,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.09,0.86
 Middelkerke ,35011,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.1,0.09,0.81
 Moerbeke ,44045,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.09,0.89
 Moerbeke ,44045,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.09,0.87
 Mol ,13025,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.07,0.89
 Mol ,13025,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.07,0.88
 Moorslede ,36012,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.13,0.13,0.74
 Moorslede ,36012,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.09,0.83
 Mortsel ,11029,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.08,0.86
 Mortsel ,11029,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.07,0.86
 Nazareth ,44048,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.06,0.89
 Nazareth ,44048,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.08,0.81
 Neerpelt ,72025,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.06,0.91
 Nevele ,44049,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.07,0.86
 Niel ,11030,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.16,0.13,0.71
 Niel ,11030,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.17,0.78
 Nieuwerkerken ,71045,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.06,0.9
 Nieuwerkerken ,71045,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.04,0.94
 Nieuwpoort ,38016,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.06,0.88
 Nieuwpoort ,38016,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.07,0.86
 Nijlen ,12026,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.04,0.9
 Nijlen ,12026,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.05,0.92
 Ninove ,41048,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.09,0.13,0.78
 Ninove ,41048,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.13,0.14,0.72
 Olen ,13029,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.09,0.88
 Olen ,13029,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.1,0.87
 Oostende ,35013,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.08,0.1,0.82
 Oostende ,35013,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.07,0.09,0.85
 Oostende ,35013,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.09,0.13,0.78
 Oostende ,35013,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.16,0.14,0.69
 Oosterzele ,44052,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.06,0.9
 Oosterzele ,44052,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.07,0.89
 Oostkamp ,31022,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.1,0.82
 Oostkamp ,31022,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.05,0.9
 Oostrozebeke ,37010,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.06,0.91
 Oostrozebeke ,37010,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.05,0.92
 Opglabbeek ,71047,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.03,0.95
 Opwijk ,23060,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.13,0.13,0.75
 Opwijk ,23060,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.15,0.11,0.74
 Oudenaarde ,45035,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.09,0.84
 Oudenaarde ,45035,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.07,0.87
 Oudenburg ,35014,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.07,0.9
 Oudenburg ,35014,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.08,0.88
 Oud-Heverlee ,24086,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.11,0.13,0.76
 Oud-Heverlee ,24086,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.09,0.85
 Oudsbergen ,72042,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.05,0.89
 Oud-Turnhout ,13031,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.06,0.92
 Oud-Turnhout ,13031,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.07,0.9
 Overijse ,23062,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.14,0.14,0.72
 Overijse ,23062,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.1,0.13,0.76
 Overpelt ,72029,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.07,0.91
 Peer ,72030,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.11,0.82
 Peer ,72030,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.1,0.83
 Pelt ,72043,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.07,0.89
 Pepingen ,23064,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.11,0.17,0.71
 Pepingen ,23064,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.1,0.11,0.79
 Pittem ,37011,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.07,0.91
 Pittem ,37011,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.06,0.9
 Poperinge ,33021,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.08,0.89
 Poperinge ,33021,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.08,0.88
 Putte ,12029,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.09,0.85
 Putte ,12029,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.1,0.82
 Puurs ,12030,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.91
 Puurs-Sint-Amands ,12041,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.07,0.88
 Ranst ,11035,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.07,0.87
 Ranst ,11035,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.08,0.87
 Ravels ,13035,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.09,0.84
 Ravels ,13035,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.14,0.82
 Retie ,13036,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.15,0.17,0.69
 Retie ,13036,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.1,0.8
 Riemst ,73066,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.09,0.85
 Riemst ,73066,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.08,0.87
 Rijkevorsel ,13037,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.06,0.9
 Rijkevorsel ,13037,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.1,0.87
 Roeselare ,36015,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.07,0.1,0.83
 Roeselare ,36015,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.07,0.08,0.85
 Roeselare ,36015,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.1,0.85
 Roeselare ,36015,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.08,0.88
 Ronse ,45041,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.1,0.83
 Ronse ,45041,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.14,0.13,0.73
 Roosdaal ,23097,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.19,0.11,0.7
 Roosdaal ,23097,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.09,0.81
 Rotselaar ,24094,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.06,0.91
 Rotselaar ,24094,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.05,0.92
 Ruiselede ,37012,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.05,0.92
 Ruiselede ,37012,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.05,0.9
 Rumst ,11037,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.06,0.88
 Rumst ,11037,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.1,0.87
 Schelle ,11038,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.9
 Schelle ,11038,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.05,0.91
 Scherpenheuvel-Zichem ,24134,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.11,0.11,0.78
 Scherpenheuvel-Zichem ,24134,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.07,0.09,0.83
 Schilde ,11039,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.11,0.15,0.74
 Schilde ,11039,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.09,0.86
 Schoten ,11040,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.11,0.08,0.81
 Schoten ,11040,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.06,0.12,0.82
 Sint-Amands ,12034,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.08,0.89
 Sint-Genesius-Rode ,23101,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.12,0.12,0.76
 Sint-Genesius-Rode ,23101,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.12,0.11,0.76
 Sint-Gillis-Waas ,46020,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.06,0.88
 Sint-Gillis-Waas ,46020,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.09,0.86
 Sint-Katelijne-Waver ,12035,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.06,0.89
 Sint-Katelijne-Waver ,12035,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.09,0.86
 Sint-Laureins ,43014,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.09,0.87
 Sint-Laureins ,43014,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.1,0.82
 Sint-Lievens-Houtem ,41063,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.9
 Sint-Lievens-Houtem ,41063,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.05,0.91
 Sint-Martens-Latem ,44064,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.02,0.05,0.92
 Sint-Martens-Latem ,44064,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.05,0.91
 Sint-Niklaas ,46021,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.11,0.16,0.73
 Sint-Niklaas ,46021,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.16,0.13,0.71
 Sint-Niklaas ,46021,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.09,0.13,0.77
 Sint-Niklaas ,46021,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.1,0.81
 Sint-Pieters-Leeuw ,23077,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.12,0.16,0.72
 Sint-Pieters-Leeuw ,23077,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.14,0.17,0.69
 Sint-Truiden ,71053,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.12,0.82
 Sint-Truiden ,71053,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.12,0.07,0.81
 Spiere-Helkijn ,34043,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.05,0.92
 Spiere-Helkijn ,34043,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.11,0.78
 Stabroek ,11044,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.08,0.09,0.83
 Stabroek ,11044,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.09,0.87
 Staden ,36019,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.12,0.81
 Staden ,36019,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.07,0.88
 Steenokkerzeel ,23081,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.05,0.06,0.9
 Steenokkerzeel ,23081,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.08,0.88
 Stekene ,46024,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.03,0.07,0.91
 Stekene ,46024,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.02,0.05,0.93
 Temse ,46025,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.13,0.8
 Temse ,46025,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.12,0.76
 Ternat ,23086,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.16,0.11,0.73
 Ternat ,23086,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.06,0.83
 Tervuren ,24104,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.14,0.11,0.75
 Tervuren ,24104,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.11,0.1,0.78
 Tessenderlo ,71057,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.09,0.87
 Tessenderlo ,71057,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.05,0.08,0.87
 Tielt ,37015,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.05,0.91
 Tielt ,37015,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.06,0.9
 Tielt-Winge ,24135,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.1,0.14,0.75
 Tielt-Winge ,24135,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.24,0.16,0.59
 Tienen ,24107,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.1,0.16,0.74
 Tienen ,24107,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.13,0.79
 Tongeren ,73083,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.07,0.11,0.82
 Tongeren ,73083,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.08,0.11,0.81
 Torhout ,31033,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.06,0.11,0.83
 Torhout ,31033,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.04,0.06,0.9
 Tremelo ,24109,nee,Tevredenheid over huisvuilvoorzieningen,2017,0.04,0.11,0.84
 Tremelo ,24109,nee,Tevredenheid over huisvuilvoorzieningen,2020,0.03,0.06,0.91
 Turnhout ,13040,ja,Tevredenheid over huisvuilvoorzieningen,2011,0.09,0.17,0.74
 Turnhout ,13040,ja,Tevredenheid over huisvuilvoorzieningen,2014,0.09,0.12,0.79
 Turnhout ,13040,ja,Tevredenheid over huisvuilvoorzieningen,2017,0.13,0.14,0.73
 Turnhout ,13040,ja,Tevredenheid over huisvuilvoorzieningen,2020,0.09,0.13,0.78
