Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ja (%),Nee (%)
 Diksmuide ,32003,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Dilbeek ,23016,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Dilsen-Stokkem ,72041,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Drogenbos ,23098,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.22,0.78
 Duffel ,12009,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Edegem ,11013,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Eeklo ,43005,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Erpe-Mere ,41082,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Essen ,11016,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Evergem ,44019,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Galmaarden ,23023,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.25,0.75
 Gavere ,44020,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Geel ,13008,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Geetbets ,24028,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Genk ,71016,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Gent ,44021,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.47,0.53
 Geraardsbergen ,41018,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Gingelom ,71017,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.44,0.56
 Gistel ,35005,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Glabbeek ,24137,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.5,0.5
 Gooik ,23024,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.42,0.58
 Grimbergen ,23025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Grobbendonk ,13010,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Haacht ,24033,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Haaltert ,41024,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Halen ,71020,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Halle ,23027,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Ham ,71069,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Hamme ,42008,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Hamont-Achel ,72037,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Harelbeke ,34013,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Hasselt ,71022,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Hechtel-Eksel ,72038,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Heers ,73022,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.43,0.57
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Hemiksem ,11018,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Herent ,24038,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Herentals ,13011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Herenthout ,13012,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Herk-De-Stad ,71024,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Herne ,23032,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Herselt ,13013,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Herzele ,41027,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Heusden-Zolder ,71070,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Heuvelland ,33039,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Hoegaarden ,24041,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Hoeilaart ,23033,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.44,0.56
 Hoeselt ,73032,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.23,0.77
 Holsbeek ,24043,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Hooglede ,36006,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Hoogstraten ,13014,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Horebeke ,45062,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.23,0.77
 Houthalen-Helchteren ,72039,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Houthulst ,32006,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Hove ,11021,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Huldenberg ,24045,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Hulshout ,13016,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.24,0.76
 Ichtegem ,35006,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Ieper ,33011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.43,0.57
 Ingelmunster ,36007,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.42,0.58
 Izegem ,36008,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Jabbeke ,31012,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Kalmthout ,11022,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Kampenhout ,23038,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Kapellen ,11023,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Kaprijke ,43007,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Kasterlee ,13017,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Keerbergen ,24048,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Kinrooi ,72018,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.47,0.53
 Kluisbergen ,45060,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.44,0.56
 Knokke-Heist ,31043,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.47,0.53
 Koekelare ,32010,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.48,0.52
 Koksijde ,38014,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.47,0.53
 Kontich ,11024,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Kortemark ,32011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Kortenaken ,24054,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Kortenberg ,24055,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Kortessem ,73040,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.22,0.78
 Kortrijk ,34022,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.46,0.54
 Kraainem ,23099,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Kruibeke ,46013,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Kruisem ,45068,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Kuurne ,34023,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.51,0.49
 Laakdal ,13053,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Laarne ,42010,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Lanaken ,73042,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Landen ,24059,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Langemark-Poelkapelle ,33040,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Lebbeke ,42011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Lede ,41034,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Ledegem ,36010,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Lendelede ,34025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.49,0.51
 Lennik ,23104,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.23,0.77
 Leopoldsburg ,71034,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.23,0.77
 Leuven ,24062,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.53,0.47
 Lichtervelde ,36011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Liedekerke ,23044,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Lier ,12021,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Lierde ,45063,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Lievegem ,44085,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Lille ,13019,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Linkebeek ,23100,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Lint ,11025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Linter ,24133,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Lochristi ,44034,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.44,0.56
 Lokeren ,46014,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Lommel ,72020,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.55,0.45
 Londerzeel ,23045,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Lo-Reninge ,32030,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.43,0.57
 Lubbeek ,24066,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Lummen ,71037,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Maarkedal ,45064,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Maaseik ,72021,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Maasmechelen ,73107,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Machelen ,23047,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Maldegem ,43010,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Malle ,11057,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Mechelen ,12025,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.43,0.57
 Meerhout ,13021,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Meise ,23050,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Melle ,44040,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Menen ,34027,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Merchtem ,23052,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Merelbeke ,44043,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Merksplas ,13023,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.52,0.48
 Mesen ,33016,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Meulebeke ,37007,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Middelkerke ,35011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Moerbeke ,44045,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.25,0.75
 Mol ,13025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.42,0.58
 Moorslede ,36012,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Mortsel ,11029,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Nazareth ,44048,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Niel ,11030,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Nieuwerkerken ,71045,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Nieuwpoort ,38016,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Nijlen ,12026,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Ninove ,41048,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Olen ,13029,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.47,0.53
 Oostende ,35013,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.48,0.52
 Oosterzele ,44052,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Oostkamp ,31022,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Oostrozebeke ,37010,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Opwijk ,23060,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Oudenaarde ,45035,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Oudenburg ,35014,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Oud-Heverlee ,24086,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Oudsbergen ,72042,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Oud-Turnhout ,13031,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Overijse ,23062,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Peer ,72030,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Pelt ,72043,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Pepingen ,23064,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Pittem ,37011,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Poperinge ,33021,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.5,0.5
 Putte ,12029,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Puurs-Sint-Amands ,12041,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Ranst ,11035,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Ravels ,13035,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Retie ,13036,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Riemst ,73066,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Rijkevorsel ,13037,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.42,0.58
 Roeselare ,36015,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Ronse ,45041,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Roosdaal ,23097,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Rotselaar ,24094,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Ruiselede ,37012,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Rumst ,11037,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Schelle ,11038,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.52,0.48
 Scherpenheuvel-Zichem ,24134,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Schilde ,11039,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Schoten ,11040,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Sint-Genesius-Rode ,23101,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.25,0.75
 Sint-Gillis-Waas ,46020,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Sint-Katelijne-Waver ,12035,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Sint-Laureins ,43014,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Sint-Lievens-Houtem ,41063,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.49,0.51
 Sint-Martens-Latem ,44064,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Sint-Niklaas ,46021,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Sint-Pieters-Leeuw ,23077,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Sint-Truiden ,71053,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Spiere-Helkijn ,34043,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Stabroek ,11044,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Staden ,36019,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Steenokkerzeel ,23081,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.36,0.64
 Stekene ,46024,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Temse ,46025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.24,0.76
 Ternat ,23086,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.31,0.69
 Tervuren ,24104,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Tessenderlo ,71057,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Tielt ,37015,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Tielt-Winge ,24135,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Tienen ,24107,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.26,0.74
 Tongeren ,73083,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Torhout ,31033,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.39,0.61
 Tremelo ,24109,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.37,0.63
 Turnhout ,13040,ja,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.32,0.68
 Veurne ,38025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Vilvoorde ,23088,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.29,0.71
 Vleteren ,33041,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.41,0.59
 Voeren ,73109,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Vorselaar ,13044,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.49,0.51
 Vosselaar ,13046,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.35,0.65
 Waasmunster ,42023,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Wachtebeke ,44073,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.42,0.58
 Waregem ,34040,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.34,0.66
 Wellen ,73098,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Wemmel ,23102,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Wervik ,33029,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Westerlo ,13049,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.43,0.57
 Wetteren ,42025,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
 Wevelgem ,34041,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.46,0.54
 Wezembeek-Oppem ,23103,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.27,0.73
 Wichelen ,42026,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.45,0.55
 Wielsbeke ,37017,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.4,0.6
 Wijnegem ,11050,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.3,0.7
 Willebroek ,12040,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.28,0.72
 Wingene ,37018,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.44,0.56
 Wommelgem ,11052,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.33,0.67
 Wortegem-Petegem ,45061,nee,Tevredenheid over ondersteuning hernieuwbare energie,2020,0.38,0.62
