Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit (%),Tot 12 keer (%),Meer dan 12 keer (%),Niet aanwezig in de eigen gemeente (%)
 Wezembeek-Oppem ,23103,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.34,0.5,0.03
 Wezembeek-Oppem ,23103,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.11,0.4,0.43,0.05
 Wichelen ,42026,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.2,0.46,0.34,nvt
 Wichelen ,42026,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.56,0.25,nvt
 Wichelen ,42026,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.13,0.38,0.42,0.08
 Wichelen ,42026,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.44,0.4,0.04
 Wielsbeke ,37017,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.49,0.29,nvt
 Wielsbeke ,37017,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.53,0.29,nvt
 Wielsbeke ,37017,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.17,0.47,0.35,0.01
 Wielsbeke ,37017,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.15,0.52,0.3,0.02
 Wijnegem ,11050,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.2,0.45,0.34,nvt
 Wijnegem ,11050,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.17,0.51,0.32,nvt
 Wijnegem ,11050,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.07,0.41,0.51,0.01
 Wijnegem ,11050,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.07,0.46,0.46,0
 Willebroek ,12040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.51,0.26,nvt
 Willebroek ,12040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.55,0.27,nvt
 Willebroek ,12040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.15,0.44,0.38,0.02
 Willebroek ,12040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.47,0.41,0.03
 Wingene ,37018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.48,0.31,nvt
 Wingene ,37018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.53,0.29,nvt
 Wingene ,37018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.44,0.44,0.01
 Wingene ,37018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.49,0.37,0.01
 Wommelgem ,11052,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.16,0.53,0.31,nvt
 Wommelgem ,11052,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.16,0.52,0.32,nvt
 Wommelgem ,11052,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.38,0.48,0.03
 Wommelgem ,11052,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.46,0.37,0.05
 Wortegem-Petegem ,45061,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.21,0.57,0.22,nvt
 Wortegem-Petegem ,45061,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.17,0.56,0.27,nvt
 Wortegem-Petegem ,45061,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.46,0.4,0.01
 Wortegem-Petegem ,45061,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.55,0.35,0.01
 Wuustwezel ,11053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.44,0.33,nvt
 Wuustwezel ,11053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.54,0.25,nvt
 Wuustwezel ,11053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.35,0.56,0
 Wuustwezel ,11053,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.38,0.51,0.01
 Zandhoven ,11054,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.25,0.43,0.32,nvt
 Zandhoven ,11054,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.49,0.33,nvt
 Zandhoven ,11054,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.1,0.32,0.55,0.02
 Zandhoven ,11054,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.37,0.52,0.02
 Zaventem ,23094,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.17,0.48,0.36,nvt
 Zaventem ,23094,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.14,0.51,0.36,nvt
 Zaventem ,23094,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.35,0.51,0.02
 Zaventem ,23094,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.07,0.43,0.48,0.03
 Zedelgem ,31040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.18,0.53,0.28,nvt
 Zedelgem ,31040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.16,0.57,0.27,nvt
 Zedelgem ,31040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.46,0.4,0.01
 Zedelgem ,31040,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.11,0.46,0.41,0.02
 Zele ,42028,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.26,0.42,0.33,nvt
 Zele ,42028,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.22,0.53,0.25,nvt
 Zele ,42028,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.2,0.44,0.34,0.02
 Zele ,42028,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.21,0.44,0.34,0.02
 Zelzate ,43018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.46,0.31,nvt
 Zelzate ,43018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.22,0.47,0.31,nvt
 Zelzate ,43018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.22,0.41,0.36,0.01
 Zelzate ,43018,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.2,0.48,0.31,0.01
 Zemst ,23096,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.16,0.52,0.32,nvt
 Zemst ,23096,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.14,0.57,0.29,nvt
 Zemst ,23096,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.09,0.37,0.54,0.01
 Zemst ,23096,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.07,0.38,0.54,0.01
 Zingem ,45057,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.46,0.3,nvt
 Zingem ,45057,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.2,0.43,0.3,0.07
 Zoersel ,11055,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.21,0.47,0.32,nvt
 Zoersel ,11055,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.51,0.3,nvt
 Zoersel ,11055,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.06,0.31,0.64,0
 Zoersel ,11055,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.04,0.36,0.6,0
 Zomergem ,44080,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.48,0.3,nvt
 Zomergem ,44080,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.18,0.47,0.31,0.04
 Zonhoven ,71066,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.19,0.46,0.35,nvt
 Zonhoven ,71066,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.51,0.32,nvt
 Zonhoven ,71066,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.07,0.35,0.58,0
 Zonhoven ,71066,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.05,0.4,0.53,0.01
 Zonnebeke ,33037,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.26,0.49,0.25,nvt
 Zonnebeke ,33037,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.16,0.62,0.22,nvt
 Zonnebeke ,33037,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.48,0.39,0.01
 Zonnebeke ,33037,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.49,0.41,0.03
 Zottegem ,41081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.51,0.25,nvt
 Zottegem ,41081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.24,0.53,0.23,nvt
 Zottegem ,41081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.07,0.57,0.36,0
 Zottegem ,41081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.53,0.35,0.01
 Zoutleeuw ,24130,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.48,0.28,nvt
 Zoutleeuw ,24130,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.52,0.27,nvt
 Zoutleeuw ,24130,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.13,0.44,0.42,0.02
 Zoutleeuw ,24130,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.08,0.45,0.46,0.01
 Zuienkerke ,31042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.45,0.32,nvt
 Zuienkerke ,31042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.17,0.5,0.33,nvt
 Zuienkerke ,31042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.22,0.28,0.31,0.19
 Zuienkerke ,31042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.15,0.33,0.39,0.13
 Zulte ,44081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.5,0.26,nvt
 Zulte ,44081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.15,0.61,0.24,nvt
 Zulte ,44081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.21,0.48,0.21,0.1
 Zulte ,44081,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.19,0.53,0.22,0.07
 Zutendaal ,71067,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.17,0.44,0.39,nvt
 Zutendaal ,71067,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.45,0.38,nvt
 Zutendaal ,71067,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.04,0.2,0.75,0.01
 Zutendaal ,71067,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.04,0.2,0.76,0
 Zwalm ,45065,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.52,0.24,nvt
 Zwalm ,45065,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.54,0.28,nvt
 Zwalm ,45065,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.19,0.33,0.34,0.14
 Zwalm ,45065,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.15,0.43,0.34,0.08
 Zwevegem ,34042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.19,0.51,0.3,nvt
 Zwevegem ,34042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.17,0.58,0.25,nvt
 Zwevegem ,34042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.16,0.5,0.31,0.03
 Zwevegem ,34042,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.13,0.58,0.26,0.03
 Zwijndrecht ,11056,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.24,0.45,0.32,nvt
 Zwijndrecht ,11056,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.16,0.51,0.33,nvt
 Zwijndrecht ,11056,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.16,0.43,0.37,0.04
 Zwijndrecht ,11056,nee,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.48,0.35,0.06
13 centrumsteden,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.57,0.24,nvt
13 centrumsteden,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.07,0.43,0.49,0.01
Gemeenten groter dan 50.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.57,0.23,nvt
Gemeenten groter dan 50.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.06,0.43,0.45,0.02
Gemeenten kleiner dan 10.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.48,0.29,nvt
Gemeenten kleiner dan 10.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.52,0.29,nvt
Gemeenten kleiner dan 10.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.15,0.39,0.41,0.05
Gemeenten kleiner dan 10.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.12,0.42,0.46,0.03
Gemeenten van 10.000 tot 20.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.47,0.31,nvt
Gemeenten van 10.000 tot 20.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.52,0.29,nvt
Gemeenten van 10.000 tot 20.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.39,0.46,0.03
Gemeenten van 10.000 tot 20.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.1,0.42,0.41,0.05
Gemeenten van 20.000 tot 30.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.48,0.3,nvt
Gemeenten van 20.000 tot 30.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.18,0.54,0.28,nvt
Gemeenten van 20.000 tot 30.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.11,0.39,0.48,0.02
Gemeenten van 20.000 tot 30.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.43,0.45,0.03
Gemeenten van 30.000 tot 50.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.23,0.49,0.28,nvt
Gemeenten van 30.000 tot 50.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.21,0.53,0.26,nvt
Gemeenten van 30.000 tot 50.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.1,0.4,0.47,0.02
Gemeenten van 30.000 tot 50.000 inw.,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.45,0.47,0.02
Gemeenten zonder centrumsteden (287/295),/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2017,0.22,0.48,0.3,nvt
Gemeenten zonder centrumsteden (287/295),/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2017,0.12,0.39,0.46,0.03
Vlaams Gewest,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in andere gemeente",2020,0.19,0.54,0.27,nvt
Vlaams Gewest,/,/,"Bezoek park, bos, groenzone eigen of andere gemeente","Bezoek park, bos, groenzone in eigen gemeente",2020,0.09,0.43,0.46,0.02
