Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%) ,Minstens maandelijks (%),Minstens wekelijks (%) 
 Roeselare ,36015,ja,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.63,0.24,0.13
 Roeselare ,36015,ja,Milieubewust handelen (detail),Seizoensgroenten,2017,0.35,0.28,0.37
 Roeselare ,36015,ja,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.27,0.44
 Roeselare ,36015,ja,Milieubewust handelen (detail),Vegetarisch eten,2017,0.73,0.16,0.11
 Roeselare ,36015,ja,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.17,0.16
 Roeselare ,36015,ja,Milieubewust handelen (detail),Weggooien eten beperken,2017,0.23,0.15,0.62
 Roeselare ,36015,ja,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.15,0.67
 Ronse ,45041,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.27,0.44
 Ronse ,45041,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.25,0.24
 Ronse ,45041,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.55,0.21,0.25
 Ronse ,45041,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Ronse ,45041,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.39,0.07,0.55
 Ronse ,45041,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.32,0.37
 Ronse ,45041,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.29,0.11
 Ronse ,45041,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.31,0.37
 Ronse ,45041,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.66,0.18,0.16
 Ronse ,45041,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.16,0.68
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.28,0.46
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.33,0.2
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.43,0.28,0.29
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.32,0.48
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.09,0.59
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.25,0.34,0.42
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.26,0.13
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.27,0.44
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.63,0.21,0.15
 Roosdaal ,23097,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.15,0.69
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.21,0.28,0.51
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.27,0.22
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.2,0.55
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.24,0.62
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.05,0.67
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.34,0.38
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.58,0.27,0.15
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.25,0.5
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.54,0.19,0.27
 Rotselaar ,24094,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.13,0.13,0.74
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.29,0.42
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.58,0.26,0.16
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.25,0.46
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.23,0.27,0.5
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.08,0.56
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.19,0.35,0.46
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.22,0.14
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.28,0.44
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.16,0.14
 Ruiselede ,37012,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.15,0.69
 Rumst ,11037,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.34,0.23,0.43
 Rumst ,11037,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.55,0.27,0.18
 Rumst ,11037,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.34,0.25,0.42
 Rumst ,11037,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.14,0.26,0.6
 Rumst ,11037,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.07,0.61
 Rumst ,11037,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.4,0.29,0.3
 Rumst ,11037,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.27,0.11
 Rumst ,11037,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.29,0.42
 Rumst ,11037,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.6,0.24,0.16
 Rumst ,11037,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.15,0.67
 Schelle ,11038,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.24,0.46
 Schelle ,11038,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.55,0.24,0.21
 Schelle ,11038,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.23,0.19,0.58
 Schelle ,11038,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.09,0.21,0.69
 Schelle ,11038,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.09,0.57
 Schelle ,11038,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.46,0.26,0.28
 Schelle ,11038,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.28,0.13
 Schelle ,11038,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.37,0.27,0.37
 Schelle ,11038,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.2,0.18
 Schelle ,11038,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.15,0.69
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.29,0.4
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.29,0.19
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.35,0.21,0.43
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.25,0.57
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.09,0.63
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.27,0.44
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.25,0.14
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.27,0.41
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.64,0.22,0.14
 Scherpenheuvel-Zichem ,24134,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.14,0.69
 Schilde ,11039,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.22,0.53
 Schilde ,11039,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.5,0.29,0.22
 Schilde ,11039,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.21,0.5
 Schilde ,11039,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.14,0.28,0.58
 Schilde ,11039,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.29,0.08,0.63
 Schilde ,11039,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.26,0.37
 Schilde ,11039,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.28,0.13
 Schilde ,11039,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.21,0.49
 Schilde ,11039,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.6,0.2,0.2
 Schilde ,11039,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.14,0.17,0.7
 Schoten ,11040,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.23,0.51
 Schoten ,11040,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.5,0.25,0.25
 Schoten ,11040,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.16,0.58
 Schoten ,11040,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.1,0.2,0.7
 Schoten ,11040,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.07,0.64
 Schoten ,11040,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.44,0.26,0.29
 Schoten ,11040,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.55,0.3,0.15
 Schoten ,11040,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.27,0.45
 Schoten ,11040,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.58,0.23,0.19
 Schoten ,11040,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.13,0.72
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.18,0.26,0.56
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.24,0.27,0.48
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.51,0.2,0.29
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.21,0.63
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.27,0.05,0.67
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.26,0.44
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.4,0.33,0.27
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.22,0.28,0.5
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.51,0.22,0.27
 Sint-Genesius-Rode ,23101,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.19,0.14,0.67
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.28,0.22,0.51
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.57,0.26,0.17
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.23,0.2,0.57
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.21,0.2,0.58
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.04,0.56
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.2,0.32,0.48
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.66,0.19,0.15
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.25,0.45
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.63,0.19,0.17
 Sint-Gillis-Waas ,46020,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.1,0.73
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.31,0.44
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.28,0.21
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.21,0.23,0.57
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.21,0.62
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.31,0.06,0.63
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.26,0.29,0.44
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.27,0.16
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.31,0.41
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.59,0.19,0.22
 Sint-Katelijne-Waver ,12035,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.13,0.14,0.73
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.28,0.24,0.48
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.57,0.28,0.15
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.26,0.45
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.25,0.54
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.06,0.54
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.23,0.31,0.46
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.65,0.25,0.1
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.3,0.39
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.72,0.16,0.12
 Sint-Laureins ,43014,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.15,0.69
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.31,0.37
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.25,0.2
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.42,0.26,0.33
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.24,0.29,0.47
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.35,0.09,0.56
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.25,0.36,0.39
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.24,0.12
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.35,0.27,0.38
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.17,0.13
 Sint-Lievens-Houtem ,41063,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.13,0.67
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.2,0.26,0.54
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.35,0.32,0.33
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.25,0.48
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.25,0.59
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.08,0.6
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.22,0.34,0.45
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.5,0.26,0.24
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.23,0.52
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.49,0.23,0.28
 Sint-Martens-Latem ,44064,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.09,0.15,0.76
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.24,0.28,0.48
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2014,0.56,0.23,0.21
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2017,0.55,0.24,0.21
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.27,0.22
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2014,0.32,0.17,0.51
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2017,0.31,0.17,0.52
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.17,0.56
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Korte afstanden te voet,2014,0.2,0.23,0.57
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Korte afstanden te voet,2017,0.19,0.21,0.6
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.18,0.66
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.35,0.07,0.58
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2014,0.48,0.29,0.23
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2017,0.57,0.22,0.21
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.27,0.32,0.41
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.58,0.25,0.17
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Seizoensgroenten,2017,0.33,0.28,0.39
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.25,0.47
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Vegetarisch eten,2017,0.63,0.21,0.16
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Vegetarisch eten,2020,0.57,0.2,0.23
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Weggooien eten beperken,2017,0.21,0.13,0.66
 Sint-Niklaas ,46021,ja,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.14,0.68
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.22,0.52
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.41,0.3,0.28
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.54,0.21,0.25
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.23,0.62
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.07,0.59
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.29,0.4
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.54,0.25,0.2
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.27,0.46
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.18,0.21
 Sint-Pieters-Leeuw ,23077,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.24,0.11,0.64
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.23,0.46
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.25,0.21
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.48,0.17,0.34
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.17,0.19,0.64
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.06,0.58
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.19,0.33,0.48
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.22,0.18
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.26,0.41
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.15,0.18
 Sint-Truiden ,71053,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.18,0.61
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.35,0.24,0.42
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.57,0.25,0.19
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.32,0.32,0.36
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.41,0.1,0.5
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.34,0.36
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.27,0.13
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.26,0.3,0.44
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.75,0.14,0.11
 Spiere-Helkijn ,34043,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.18,0.62
 Stabroek ,11044,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.34,0.24,0.42
 Stabroek ,11044,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.59,0.24,0.17
 Stabroek ,11044,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.18,0.53
 Stabroek ,11044,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.12,0.21,0.67
 Stabroek ,11044,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.11,0.49
 Stabroek ,11044,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.34,0.31,0.35
 Stabroek ,11044,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.71,0.2,0.09
 Stabroek ,11044,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.36,0.28,0.36
 Stabroek ,11044,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.17,0.18
 Stabroek ,11044,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.15,0.62
 Staden ,36019,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.24,0.47
 Staden ,36019,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.58,0.26,0.15
 Staden ,36019,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.26,0.25,0.49
 Staden ,36019,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.24,0.56
 Staden ,36019,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.47,0.06,0.47
 Staden ,36019,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.12,0.31,0.58
 Staden ,36019,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.65,0.21,0.13
 Staden ,36019,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.26,0.49
 Staden ,36019,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.74,0.14,0.12
 Staden ,36019,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.15,0.67
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.26,0.45
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.31,0.16
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.38,0.22,0.4
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.11,0.3,0.6
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.33,0.06,0.61
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.26,0.39,0.35
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.24,0.17
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.32,0.4
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.64,0.19,0.17
 Steenokkerzeel ,23081,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.13,0.69
 Stekene ,46024,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.21,0.52
 Stekene ,46024,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.53,0.27,0.19
