Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Ingelmunster ,36007,nee,Voldoende groen buurt,2017,0.15,0.11,0.74
 Ingelmunster ,36007,nee,Voldoende groen buurt,2020,0.13,0.13,0.74
 Izegem ,36008,nee,Voldoende groen buurt,2017,0.14,0.09,0.77
 Izegem ,36008,nee,Voldoende groen buurt,2020,0.14,0.1,0.76
 Jabbeke ,31012,nee,Voldoende groen buurt,2017,0.09,0.06,0.84
 Jabbeke ,31012,nee,Voldoende groen buurt,2020,0.11,0.06,0.83
 Kalmthout ,11022,nee,Voldoende groen buurt,2017,0.03,0.05,0.93
 Kalmthout ,11022,nee,Voldoende groen buurt,2020,0.04,0.05,0.92
 Kampenhout ,23038,nee,Voldoende groen buurt,2017,0.07,0.06,0.87
 Kampenhout ,23038,nee,Voldoende groen buurt,2020,0.05,0.05,0.9
 Kapellen ,11023,nee,Voldoende groen buurt,2017,0.06,0.03,0.9
 Kapellen ,11023,nee,Voldoende groen buurt,2020,0.09,0.07,0.84
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende groen buurt,2017,0.24,0.16,0.6
 Kapelle-Op-Den-Bos ,23039,nee,Voldoende groen buurt,2020,0.23,0.1,0.68
 Kaprijke ,43007,nee,Voldoende groen buurt,2017,0.04,0.03,0.92
 Kaprijke ,43007,nee,Voldoende groen buurt,2020,0.03,0.04,0.93
 Kasterlee ,13017,nee,Voldoende groen buurt,2017,0.03,0.02,0.94
 Kasterlee ,13017,nee,Voldoende groen buurt,2020,0.03,0.02,0.95
 Keerbergen ,24048,nee,Voldoende groen buurt,2017,0.05,0.06,0.89
 Keerbergen ,24048,nee,Voldoende groen buurt,2020,0.08,0.05,0.87
 Kinrooi ,72018,nee,Voldoende groen buurt,2017,0.03,0.07,0.9
 Kinrooi ,72018,nee,Voldoende groen buurt,2020,0.06,0.06,0.89
 Kluisbergen ,45060,nee,Voldoende groen buurt,2017,0.04,0.04,0.92
 Kluisbergen ,45060,nee,Voldoende groen buurt,2020,0.06,0.05,0.89
 Knesselare ,44029,nee,Voldoende groen buurt,2017,0.08,0.05,0.87
 Knokke-Heist ,31043,nee,Voldoende groen buurt,2017,0.1,0.07,0.83
 Knokke-Heist ,31043,nee,Voldoende groen buurt,2020,0.09,0.07,0.84
 Koekelare ,32010,nee,Voldoende groen buurt,2017,0.05,0.06,0.9
 Koekelare ,32010,nee,Voldoende groen buurt,2020,0.07,0.07,0.86
 Koksijde ,38014,nee,Voldoende groen buurt,2017,0.06,0.06,0.88
 Koksijde ,38014,nee,Voldoende groen buurt,2020,0.05,0.07,0.88
 Kontich ,11024,nee,Voldoende groen buurt,2017,0.23,0.14,0.63
 Kontich ,11024,nee,Voldoende groen buurt,2020,0.21,0.11,0.68
 Kortemark ,32011,nee,Voldoende groen buurt,2017,0.13,0.14,0.73
 Kortemark ,32011,nee,Voldoende groen buurt,2020,0.09,0.09,0.82
 Kortenaken ,24054,nee,Voldoende groen buurt,2017,0.04,0.04,0.92
 Kortenaken ,24054,nee,Voldoende groen buurt,2020,0.07,0.05,0.89
 Kortenberg ,24055,nee,Voldoende groen buurt,2017,0.08,0.06,0.86
 Kortenberg ,24055,nee,Voldoende groen buurt,2020,0.08,0.09,0.84
 Kortessem ,73040,nee,Voldoende groen buurt,2017,0.06,0.05,0.9
 Kortessem ,73040,nee,Voldoende groen buurt,2020,0.08,0.09,0.83
 Kortrijk ,34022,ja,Voldoende groen buurt,2008,0.17,0.11,0.72
 Kortrijk ,34022,ja,Voldoende groen buurt,2011,0.14,0.1,0.76
 Kortrijk ,34022,ja,Voldoende groen buurt,2014,0.16,0.13,0.71
 Kortrijk ,34022,ja,Voldoende groen buurt,2017,0.14,0.1,0.76
 Kortrijk ,34022,ja,Voldoende groen buurt,2020,0.17,0.07,0.77
 Kraainem ,23099,nee,Voldoende groen buurt,2017,0.08,0.09,0.83
 Kraainem ,23099,nee,Voldoende groen buurt,2020,0.09,0.07,0.84
 Kruibeke ,46013,nee,Voldoende groen buurt,2017,0.08,0.06,0.85
 Kruibeke ,46013,nee,Voldoende groen buurt,2020,0.1,0.04,0.85
 Kruisem ,45068,nee,Voldoende groen buurt,2020,0.07,0.07,0.86
 Kruishoutem ,45017,nee,Voldoende groen buurt,2017,0.07,0.06,0.87
 Kuurne ,34023,nee,Voldoende groen buurt,2017,0.14,0.09,0.77
 Kuurne ,34023,nee,Voldoende groen buurt,2020,0.13,0.1,0.77
 Laakdal ,13053,nee,Voldoende groen buurt,2017,0.09,0.1,0.8
 Laakdal ,13053,nee,Voldoende groen buurt,2020,0.07,0.04,0.88
 Laarne ,42010,nee,Voldoende groen buurt,2017,0.07,0.06,0.87
 Laarne ,42010,nee,Voldoende groen buurt,2020,0.03,0.05,0.92
 Lanaken ,73042,nee,Voldoende groen buurt,2017,0.08,0.13,0.79
 Lanaken ,73042,nee,Voldoende groen buurt,2020,0.1,0.07,0.83
 Landen ,24059,nee,Voldoende groen buurt,2017,0.09,0.08,0.82
 Landen ,24059,nee,Voldoende groen buurt,2020,0.09,0.11,0.8
 Langemark-Poelkapelle ,33040,nee,Voldoende groen buurt,2017,0.15,0.13,0.72
 Langemark-Poelkapelle ,33040,nee,Voldoende groen buurt,2020,0.11,0.11,0.78
 Lebbeke ,42011,nee,Voldoende groen buurt,2017,0.12,0.14,0.74
 Lebbeke ,42011,nee,Voldoende groen buurt,2020,0.15,0.12,0.73
 Lede ,41034,nee,Voldoende groen buurt,2017,0.07,0.1,0.83
 Lede ,41034,nee,Voldoende groen buurt,2020,0.13,0.1,0.77
 Ledegem ,36010,nee,Voldoende groen buurt,2017,0.22,0.15,0.63
 Ledegem ,36010,nee,Voldoende groen buurt,2020,0.23,0.14,0.62
 Lendelede ,34025,nee,Voldoende groen buurt,2017,0.09,0.09,0.81
 Lendelede ,34025,nee,Voldoende groen buurt,2020,0.11,0.09,0.8
 Lennik ,23104,nee,Voldoende groen buurt,2017,0.07,0.03,0.9
 Lennik ,23104,nee,Voldoende groen buurt,2020,0.09,0.07,0.84
 Leopoldsburg ,71034,nee,Voldoende groen buurt,2017,0.08,0.08,0.84
 Leopoldsburg ,71034,nee,Voldoende groen buurt,2020,0.1,0.09,0.81
 Leuven ,24062,ja,Voldoende groen buurt,2008,0.12,0.1,0.77
 Leuven ,24062,ja,Voldoende groen buurt,2011,0.13,0.08,0.79
 Leuven ,24062,ja,Voldoende groen buurt,2014,0.13,0.1,0.76
 Leuven ,24062,ja,Voldoende groen buurt,2017,0.11,0.09,0.8
 Leuven ,24062,ja,Voldoende groen buurt,2020,0.11,0.08,0.81
 Lichtervelde ,36011,nee,Voldoende groen buurt,2017,0.09,0.12,0.79
 Lichtervelde ,36011,nee,Voldoende groen buurt,2020,0.13,0.12,0.75
 Liedekerke ,23044,nee,Voldoende groen buurt,2017,0.07,0.08,0.85
 Liedekerke ,23044,nee,Voldoende groen buurt,2020,0.13,0.09,0.79
 Lier ,12021,nee,Voldoende groen buurt,2017,0.15,0.09,0.76
