Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Bierbeek ,24011,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.07,0.86
 Bierbeek ,24011,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.06,0.1,0.83
 Bilzen ,73006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.09,0.82
 Bilzen ,73006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.13,0.15,0.72
 Blankenberge ,31004,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.24,0.19,0.57
 Blankenberge ,31004,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.17,0.22,0.61
 Bocholt ,72003,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.13,0.79
 Bocholt ,72003,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.13,0.8
 Boechout ,11004,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.13,0.76
 Boechout ,11004,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.13,0.78
 Bonheiden ,12005,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.06,0.87
 Bonheiden ,12005,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.06,0.05,0.89
 Boom ,11005,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.23,0.19,0.57
 Boom ,11005,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.2,0.18,0.62
 Boortmeerbeek ,24014,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.12,0.78
 Boortmeerbeek ,24014,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.1,0.8
 Borgloon ,73009,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.08,0.8
 Borgloon ,73009,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.11,0.8
 Bornem ,12007,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.14,0.74
 Bornem ,12007,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.13,0.75
 Borsbeek ,11007,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.23,0.2,0.58
 Borsbeek ,11007,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.18,0.21,0.62
 Boutersem ,24016,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.08,0.83
 Boutersem ,24016,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.11,0.8
 Brakel ,45059,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.09,0.82
 Brakel ,45059,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.09,0.84
 Brasschaat ,11008,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.11,0.8
 Brasschaat ,11008,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.06,0.11,0.83
 Brecht ,11009,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.09,0.82
 Brecht ,11009,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.1,0.82
 Bredene ,35002,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.15,0.16,0.69
 Bredene ,35002,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.16,0.17,0.67
 Bree ,72004,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.13,0.13,0.75
 Bree ,72004,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.1,0.76
 Brugge ,31005,ja,Tevredenheid over zicht op groen vanuit de woning,2014,0.14,0.17,0.69
 Brugge ,31005,ja,Tevredenheid over zicht op groen vanuit de woning,2017,0.13,0.15,0.71
 Brugge ,31005,ja,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.15,0.7
 Buggenhout ,42004,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.1,0.79
 Buggenhout ,42004,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.12,0.78
 Damme ,31006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.06,0.11,0.83
 Damme ,31006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.09,0.83
 De Haan ,35029,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.13,0.15,0.73
 De Haan ,35029,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.15,0.76
 De Panne ,38008,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.15,0.16,0.69
 De Panne ,38008,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.14,0.75
 De Pinte ,44012,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.09,0.84
 De Pinte ,44012,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.05,0.08,0.87
 Deerlijk ,34009,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.14,0.12,0.74
 Deerlijk ,34009,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.14,0.15,0.71
 Deinze ,44011,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.12,0.76
 Deinze ,44083,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.14,0.74
 Denderleeuw ,41011,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.19,0.19,0.62
 Denderleeuw ,41011,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.22,0.18,0.6
 Dendermonde ,42006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.2,0.18,0.62
 Dendermonde ,42006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.17,0.18,0.66
 Dentergem ,37002,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.09,0.84
 Dentergem ,37002,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.12,0.79
 Dessel ,13006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.1,0.8
 Dessel ,13006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.14,0.75
 Destelbergen ,44013,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.11,0.8
 Destelbergen ,44013,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.1,0.79
 Diepenbeek ,71011,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.12,0.8
 Diepenbeek ,71011,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.13,0.76
 Diest ,24020,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.1,0.79
 Diest ,24020,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.12,0.81
 Diksmuide ,32003,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.11,0.78
 Diksmuide ,32003,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.12,0.79
 Dilbeek ,23016,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.12,0.78
 Dilbeek ,23016,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.14,0.76
 Dilsen-Stokkem ,72041,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.15,0.76
 Dilsen-Stokkem ,72041,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.14,0.78
 Drogenbos ,23098,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.21,0.7
 Drogenbos ,23098,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.23,0.68
 Duffel ,12009,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.14,0.74
 Duffel ,12009,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.16,0.69
 Edegem ,11013,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.14,0.75
 Edegem ,11013,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.14,0.75
 Eeklo ,43005,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.17,0.18,0.66
 Eeklo ,43005,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.16,0.2,0.64
 Erpe-Mere ,41082,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.15,0.12,0.74
 Erpe-Mere ,41082,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.11,0.78
 Essen ,11016,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.09,0.81
 Essen ,11016,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.11,0.82
 Evergem ,44019,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.15,0.73
 Evergem ,44019,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.16,0.73
 Galmaarden ,23023,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.07,0.85
 Galmaarden ,23023,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.03,0.09,0.88
 Gavere ,44020,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.13,0.77
 Gavere ,44020,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.13,0.13,0.74
 Geel ,13008,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.14,0.13,0.73
 Geel ,13008,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.13,0.73
 Geetbets ,24028,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.05,0.07,0.88
 Geetbets ,24028,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.09,0.84
 Genk ,71016,ja,Tevredenheid over zicht op groen vanuit de woning,2014,0.12,0.12,0.77
 Genk ,71016,ja,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.12,0.76
 Genk ,71016,ja,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.13,0.75
 Gent ,44021,ja,Tevredenheid over zicht op groen vanuit de woning,2014,0.22,0.17,0.61
 Gent ,44021,ja,Tevredenheid over zicht op groen vanuit de woning,2017,0.22,0.15,0.63
 Gent ,44021,ja,Tevredenheid over zicht op groen vanuit de woning,2020,0.23,0.17,0.6
 Geraardsbergen ,41018,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.15,0.11,0.74
 Geraardsbergen ,41018,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.12,0.73
 Gingelom ,71017,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.09,0.85
 Gingelom ,71017,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.07,0.84
 Gistel ,35005,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.12,0.76
 Gistel ,35005,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.14,0.14,0.71
 Glabbeek ,24137,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.03,0.06,0.91
 Glabbeek ,24137,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.04,0.06,0.9
 Gooik ,23024,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.07,0.86
 Gooik ,23024,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.08,0.82
 Grimbergen ,23025,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.13,0.75
 Grimbergen ,23025,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.14,0.74
 Grobbendonk ,13010,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.12,0.79
 Grobbendonk ,13010,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.15,0.76
 Haacht ,24033,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.13,0.78
 Haacht ,24033,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.13,0.15,0.72
 Haaltert ,41024,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.09,0.8
 Haaltert ,41024,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.16,0.12,0.72
 Halen ,71020,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.09,0.83
 Halen ,71020,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.1,0.79
 Halle ,23027,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.17,0.19,0.64
 Halle ,23027,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.17,0.16,0.66
 Ham ,71069,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.12,0.79
 Ham ,71069,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.1,0.78
 Hamme ,42008,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.15,0.14,0.71
 Hamme ,42008,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.16,0.12,0.72
 Hamont-Achel ,72037,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.16,0.76
 Hamont-Achel ,72037,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.13,0.78
 Harelbeke ,34013,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.15,0.16,0.69
 Harelbeke ,34013,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.21,0.19,0.6
 Hasselt ,71022,ja,Tevredenheid over zicht op groen vanuit de woning,2014,0.14,0.15,0.71
 Hasselt ,71022,ja,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.14,0.76
 Hasselt ,71022,ja,Tevredenheid over zicht op groen vanuit de woning,2020,0.16,0.13,0.71
 Hechtel-Eksel ,72038,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.1,0.84
 Hechtel-Eksel ,72038,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.08,0.85
 Heers ,73022,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.06,0.07,0.87
 Heers ,73022,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.1,0.8
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.11,0.8
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.13,0.14,0.73
 Hemiksem ,11018,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.21,0.18,0.61
 Hemiksem ,11018,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.22,0.14,0.64
 Herent ,24038,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.14,0.11,0.75
 Herent ,24038,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.13,0.12,0.76
 Herentals ,13011,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.13,0.17,0.7
 Herentals ,13011,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.15,0.7
 Herenthout ,13012,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.15,0.74
 Herenthout ,13012,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.14,0.16,0.7
 Herk-De-Stad ,71024,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.05,0.11,0.85
 Herk-De-Stad ,71024,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.1,0.82
 Herne ,23032,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.04,0.08,0.88
 Herne ,23032,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.06,0.88
 Herselt ,13013,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.11,0.81
 Herselt ,13013,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.07,0.86
 Herzele ,41027,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.12,0.78
 Herzele ,41027,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.1,0.82
 Heusden-Zolder ,71070,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.14,0.76
 Heusden-Zolder ,71070,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.14,0.75
 Heuvelland ,33039,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.05,0.06,0.9
 Heuvelland ,33039,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.1,0.82
 Hoegaarden ,24041,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.1,0.8
 Hoegaarden ,24041,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.1,0.81
 Hoeilaart ,23033,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.1,0.82
 Hoeilaart ,23033,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.09,0.82
 Hoeselt ,73032,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.11,0.08,0.82
 Hoeselt ,73032,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.11,0.79
 Holsbeek ,24043,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.07,0.85
 Holsbeek ,24043,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.05,0.06,0.89
 Hooglede ,36006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.1,0.8
 Hooglede ,36006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.1,0.13,0.77
 Hoogstraten ,13014,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.1,0.81
 Hoogstraten ,13014,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.15,0.76
 Horebeke ,45062,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.03,0.03,0.94
 Horebeke ,45062,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.02,0.05,0.93
 Houthalen-Helchteren ,72039,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.15,0.75
 Houthalen-Helchteren ,72039,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.12,0.15,0.73
 Houthulst ,32006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.1,0.82
 Houthulst ,32006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.06,0.13,0.8
 Hove ,11021,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.06,0.84
 Hove ,11021,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.11,0.82
 Huldenberg ,24045,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.04,0.03,0.93
 Huldenberg ,24045,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.06,0.88
 Hulshout ,13016,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.12,0.11,0.77
 Hulshout ,13016,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.08,0.16,0.75
 Ichtegem ,35006,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.12,0.78
 Ichtegem ,35006,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.12,0.79
 Ieper ,33011,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.11,0.8
 Ieper ,33011,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.13,0.12,0.75
 Ingelmunster ,36007,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.14,0.15,0.72
 Ingelmunster ,36007,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.17,0.15,0.68
 Izegem ,36008,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.16,0.18,0.66
 Izegem ,36008,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.16,0.15,0.69
 Jabbeke ,31012,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.1,0.08,0.82
 Jabbeke ,31012,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.11,0.77
 Kalmthout ,11022,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.07,0.85
 Kalmthout ,11022,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.06,0.07,0.87
 Kampenhout ,23038,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.08,0.84
 Kampenhout ,23038,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.08,0.81
 Kapellen ,11023,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.13,0.78
 Kapellen ,11023,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.14,0.77
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.14,0.18,0.67
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.15,0.13,0.72
 Kaprijke ,43007,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.06,0.06,0.88
 Kaprijke ,43007,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.03,0.07,0.9
 Kasterlee ,13017,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.08,0.83
 Kasterlee ,13017,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.09,0.12,0.79
 Keerbergen ,24048,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.04,0.09,0.87
 Keerbergen ,24048,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.07,0.86
 Kinrooi ,72018,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.07,0.07,0.86
 Kinrooi ,72018,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.11,0.16,0.73
 Kluisbergen ,45060,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.09,0.08,0.83
 Kluisbergen ,45060,nee,Tevredenheid over zicht op groen vanuit de woning,2020,0.07,0.08,0.84
 Knesselare ,44029,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.08,0.13,0.79
 Knokke-Heist ,31043,nee,Tevredenheid over zicht op groen vanuit de woning,2017,0.16,0.17,0.67
