Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteitsgroep,Aantal inwoners,Procent
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,113,14135,0.00799434
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,5,14135,0.000353732
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,274,14135,0.0193845
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,15,14135,0.0010612
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,99,14200,0.00697183
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,407,14200,0.028662
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,122,14200,0.00859155
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,25,14200,0.00176056
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,129,14200,0.00908451
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,5,14200,0.000352113
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,265,14200,0.018662
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,20,14200,0.00140845
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,104,14256,0.00729517
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,409,14256,0.0286897
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,126,14256,0.00883838
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,30,14256,0.00210438
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,138,14256,0.00968013
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,4,14256,0.000280584
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,259,14256,0.0181678
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,24,14256,0.0016835
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,100,14296,0.00699496
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,407,14296,0.0284695
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,131,14296,0.0091634
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,33,14296,0.00230834
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,138,14296,0.00965305
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,5,14296,0.000349748
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,251,14296,0.0175574
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,25,14296,0.00174874
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,96,14369,0.00668105
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,434,14369,0.0302039
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,149,14369,0.0103695
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,31,14369,0.00215742
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,138,14369,0.00960401
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,11,14369,0.000765537
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,257,14369,0.0178857
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,28,14369,0.00194864
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,87,14449,0.00602118
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,436,14449,0.0301751
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,163,14449,0.0112811
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,30,14449,0.00207627
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,134,14449,0.009274
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,17,14449,0.00117655
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,251,14449,0.0173714
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,22,14449,0.0015226
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,126,20187,0.00624164
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,347,20187,0.0171893
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,135,20187,0.00668747
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,127,20187,0.00629118
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,290,20187,0.0143657
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,37,20187,0.00183286
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,193,20187,0.00956061
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,19,20187,0.0009412
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,171,20274,0.00843445
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,384,20274,0.0189405
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,170,20274,0.00838512
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,119,20274,0.00586959
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,335,20274,0.0165236
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,45,20274,0.00221959
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,196,20274,0.00966755
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,18,20274,0.000887837
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,212,20329,0.0104285
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,460,20329,0.0226278
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,244,20329,0.0120026
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,130,20329,0.00639481
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,379,20329,0.0186433
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,37,20329,0.00182006
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,194,20329,0.00954302
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,22,20329,0.0010822
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,227,20449,0.0111008
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,530,20449,0.0259181
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,282,20449,0.0137904
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,131,20449,0.00640618
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,393,20449,0.0192185
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,35,20449,0.00171158
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,214,20449,0.0104651
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,34,20449,0.00166267
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,261,20551,0.0127001
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,588,20551,0.0286117
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,326,20551,0.015863
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,144,20551,0.00700696
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,452,20551,0.0219941
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,47,20551,0.00228699
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,230,20551,0.0111917
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,32,20551,0.0015571
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,282,20561,0.0137153
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,652,20561,0.0317105
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,370,20561,0.0179952
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,142,20561,0.00690628
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,473,20561,0.0230047
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,49,20561,0.00238315
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,245,20561,0.0119158
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,37,20561,0.00179952
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,312,20708,0.0150666
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,676,20708,0.0326444
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,393,20708,0.0189782
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,137,20708,0.0066158
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,526,20708,0.0254008
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,77,20708,0.00371837
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,243,20708,0.0117346
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,40,20708,0.00193162
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,366,20890,0.0175203
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,745,20890,0.035663
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,428,20890,0.0204883
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,141,20890,0.00674964
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,565,20890,0.0270464
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,58,20890,0.00277645
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,274,20890,0.0131163
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,43,20890,0.0020584
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,440,21134,0.0208195
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,878,21134,0.0415444
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,536,21134,0.025362
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,151,21134,0.00714489
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,653,21134,0.0308981
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,62,21134,0.00293366
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,291,21134,0.0137693
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,51,21134,0.00241317
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,495,21285,0.0232558
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,1005,21285,0.0472163
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,631,21285,0.0296453
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,153,21285,0.00718816
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,714,21285,0.0335447
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,66,21285,0.00310078
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,311,21285,0.0146112
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,63,21285,0.00295983
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,540,21549,0.0250592
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,1089,21549,0.050536
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,681,21549,0.0316024
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,169,21549,0.00784259
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,780,21549,0.0361966
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,71,21549,0.00329482
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,333,21549,0.0154532
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,75,21549,0.00348044
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,537,21775,0.0246613
Eeklo,43005,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,1188,21775,0.054558
