Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Procent
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0491857
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0451563
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0480188
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.046241
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0420021
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0419968
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0507511
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0670124
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0764411
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0816029
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0974421
Zonnebeke,33037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.11067
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0273556
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0286306
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0330732
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0588472
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0432099
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0343039
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0571895
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0519603
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0552541
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0565589
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0667351
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0627432
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0486995
Heuvelland,33039,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.0538226
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0267738
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0837804
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0593066
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.068917
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.105904
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0979575
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.090437
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.105389
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.190289
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.160925
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.224791
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.208825
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.205602
Langemark-Poelkapelle,33040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.200506
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0282916
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0366226
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0464326
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0538358
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0143791
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0268293
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0369004
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0469974
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0762829
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0776316
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0893417
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0534918
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0384068
Vleteren,33041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.0424779
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0296084
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.037694
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.053337
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0491569
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0452971
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0488851
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.057168
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0858936
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0719397
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0872919
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.102347
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.121826
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.130036
Anzegem,34002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.152011
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0665768
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0833551
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0967645
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.100139
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.104956
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0898044
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.102711
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.104141
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.115999
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.138774
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.173306
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.197134
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.2056
Avelgem,34003,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.215558
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0713861
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.105964
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.091425
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0910326
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0820324
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0989957
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.100211
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0978583
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.101707
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.129346
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.169525
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.203465
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.175585
Deerlijk,34009,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.198344
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.135318
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.15467
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.170639
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.156819
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.176892
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.177409
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.1901
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.219478
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.22404
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.248454
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.25
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.253808
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.285733
Harelbeke,34013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.327947
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.272626
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.302713
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.317001
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.320293
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.317165
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.321672
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.332974
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.356639
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.381732
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.393765
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.401429
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.394058
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.405727
Kortrijk,34022,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.439029
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.227321
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.229998
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.255247
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.264826
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.263147
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.2548
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.292499
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.301836
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.295657
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.321179
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.31216
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.286454
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.344598
Kuurne,34023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.362539
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0624196
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0685185
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0954927
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0772908
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0654676
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0578331
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0704324
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0657797
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0984127
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.140365
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.137931
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.14826
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.104406
Lendelede,34025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.136775
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.163997
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.185725
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.200773
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.212075
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.209163
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.213674
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.225359
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.271108
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.2914
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.308233
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.303088
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.321082
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.347764
Menen,34027,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.367105
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.161711
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.178684
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.189016
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.182809
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.177189
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.186608
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.172129
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.202994
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.208651
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.224299
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.249312
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.239146
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.258082
Waregem,34040,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.291551
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0792646
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0992359
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.114966
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.118307
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.13036
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.123301
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.13452
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.163666
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.160203
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.168227
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.199347
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.21316
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.214717
Wevelgem,34041,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.223459
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0628174
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0800747
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.109148
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0945677
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0976964
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0887532
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0985581
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.108678
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.114032
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.124311
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.119462
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.11709
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.110507
Zwevegem,34042,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.145372
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0410298
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0237489
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0224172
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0266544
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.017331
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0333007
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0359712
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.06204
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0526316
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0744571
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0644391
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0655914
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0286041
Spiere-Helkijn,34043,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.0334672
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0844427
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0901496
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0933214
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.110394
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.11312
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.11178
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.119135
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.138247
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.165309
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.181627
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.183617
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.19242
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.179612
Bredene,35002,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.207923
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0514756
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0620674
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0760922
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0572618
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0461872
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0486258
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0671156
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.121414
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.127465
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.124062
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.137289
Gistel,35005,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.133139
