Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2011,25,24200,1.03306
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2012,31,24379,1.27159
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2013,25,24497,1.02053
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2014,11,24494,0.44909
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2015,17,24594,0.69123
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2016,62,24705,2.50961
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2017,20,24688,0.81011
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2018,17,24884,0.68317
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2019,42,25051,1.67658
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2020,31,25119,1.23413
Westerlo,13049,Nee,Externe uitwijking van vreemdelingen,2021,37,25288,1.46314
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2000,5,14806,0.3377
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2001,6,14801,0.40538
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2002,2,14715,0.13592
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2003,11,14768,0.74485
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2004,2,14815,0.135
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2005,3,14867,0.20179
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2006,2,14951,0.13377
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2007,4,14998,0.2667
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2008,1,15083,0.0663
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2009,2,15242,0.13122
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2010,13,15328,0.84812
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2011,10,15430,0.64809
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2012,6,15533,0.38627
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2013,9,15598,0.577
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2014,12,15657,0.76643
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2015,10,15810,0.63251
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2016,12,15851,0.75705
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2017,3,15874,0.18899
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2018,14,16020,0.87391
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2019,18,16101,1.11794
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2020,18,16186,1.11207
Laakdal,13053,Nee,Externe uitwijking van vreemdelingen,2021,21,16293,1.2889
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2000,25,27931,0.89506
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2001,20,28006,0.71413
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2002,10,28310,0.35323
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2003,13,28539,0.45552
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2004,13,28739,0.45235
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2005,8,28838,0.27741
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2006,9,29191,0.30831
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2007,9,29334,0.30681
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2008,12,29548,0.40612
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2009,26,29850,0.87102
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2010,26,30228,0.86013
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2011,29,30557,0.94905
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2012,12,30875,0.38866
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2013,40,31417,1.2732
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2014,36,31754,1.13372
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2015,44,32069,1.37204
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2016,44,32402,1.35794
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2017,51,32706,1.55935
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2018,67,32958,2.03289
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2019,52,33158,1.56825
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2020,27,33505,0.80585
Asse,23002,Nee,Externe uitwijking van vreemdelingen,2021,53,33827,1.5668
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2000,57,22880,2.49126
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2001,78,22919,3.40329
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2002,66,23043,2.86421
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2003,62,23108,2.68305
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2004,40,23214,1.7231
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2005,46,23337,1.97112
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2006,67,23433,2.85922
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2007,38,23578,1.61167
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2008,48,23592,2.03459
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2009,39,23756,1.64169
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2010,34,23903,1.42242
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2011,41,24209,1.69359
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2012,44,24244,1.81488
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2013,43,24322,1.76795
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2014,51,24496,2.08197
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2015,40,24588,1.62681
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2016,45,24745,1.81855
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2017,55,24992,2.2007
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2018,37,25069,1.47593
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2019,50,25251,1.98012
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2020,57,25343,2.24914
Beersel,23003,Nee,Externe uitwijking van vreemdelingen,2021,58,25756,2.2519
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2000,6,1980,3.0303
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2001,0,1982,0.0
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2002,3,1962,1.52905
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2003,4,1952,2.04918
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2004,1,1949,0.51308
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2005,0,2014,0.0
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2006,0,2023,0.0
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2007,0,2048,0.0
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2008,0,2094,0.0
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2009,1,2094,0.47755
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2010,1,2133,0.46882
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2011,1,2155,0.46404
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2012,1,2171,0.46062
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2013,2,2174,0.91996
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2014,1,2171,0.46062
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2015,2,2185,0.91533
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2016,3,2151,1.3947
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2017,1,2160,0.46296
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2018,2,2204,0.90744
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2019,1,2159,0.46318
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2020,1,2178,0.45914
Bever,23009,Nee,Externe uitwijking van vreemdelingen,2021,3,2201,1.36302
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2000,17,37722,0.45067
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2001,26,37818,0.6875
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2002,19,38326,0.49575
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2003,13,38716,0.33578
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2004,35,39058,0.8961
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2005,29,39288,0.73814
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2006,32,39412,0.81194
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2007,40,39585,1.01048
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2008,30,39660,0.75643
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2009,35,39742,0.88068
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2010,46,39998,1.15006
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2011,49,40201,1.21888
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2012,45,40388,1.11419
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2013,50,40737,1.22739
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2014,44,41034,1.07228
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2015,63,41243,1.52753
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2016,45,41450,1.08565
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2017,45,42024,1.07082
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2018,70,42434,1.64962
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2019,72,42847,1.6804
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2020,58,43423,1.3357
Dilbeek,23016,Nee,Externe uitwijking van vreemdelingen,2021,45,43732,1.02899
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2000,0,7741,0.0
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2001,0,7796,0.0
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2002,0,7852,0.0
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2003,1,7882,0.12687
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2004,1,7906,0.12649
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2005,3,8018,0.37416
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2006,6,8058,0.7446
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2007,3,8158,0.36774
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2008,1,8287,0.12067
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2009,4,8310,0.48135
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2010,3,8398,0.35723
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2011,1,8515,0.11744
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2012,6,8535,0.70299
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2013,0,8588,0.0
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2014,1,8557,0.11686
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2015,5,8632,0.57924
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2016,1,8670,0.11534
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2017,0,8702,0.0
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2018,4,8725,0.45845
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2019,0,8746,0.0
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2020,1,8836,0.11317
Galmaarden,23023,Nee,Externe uitwijking van vreemdelingen,2021,2,8814,0.22691
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2000,3,8834,0.3396
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2001,6,8844,0.67843
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2002,1,8877,0.11265
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2003,0,8905,0.0
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2004,7,8876,0.78864
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2005,1,8851,0.11298
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2006,5,8895,0.56211
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2007,1,8879,0.11263
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2008,4,8933,0.44778
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2009,2,8921,0.22419
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2010,1,9015,0.11093
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2011,3,9104,0.32953
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2012,2,9181,0.21784
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2013,2,9156,0.21844
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2014,9,9198,0.97847
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2015,3,9218,0.32545
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2016,6,9212,0.65132
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2017,10,9238,1.08249
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2018,14,9236,1.51581
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2019,2,9170,0.2181
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2020,2,9189,0.21765
Gooik,23024,Nee,Externe uitwijking van vreemdelingen,2021,3,9230,0.32503
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2000,77,32930,2.33829
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2001,33,32973,1.00082
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2002,82,33072,2.47944
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2003,49,33240,1.47413
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2004,42,33362,1.25892
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2005,54,33571,1.60853
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2006,65,33965,1.91373
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2007,78,34320,2.27273
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2008,73,34518,2.11484
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2009,74,34854,2.12314
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2010,38,35169,1.0805
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2011,27,35443,0.76179
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2012,32,35810,0.89361
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2013,43,36188,1.18824
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2014,44,36524,1.20469
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2015,55,36558,1.50446
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2016,57,36742,1.55136
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2017,43,37030,1.16122
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2018,69,37355,1.84714
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2019,89,37542,2.37068
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2020,59,37972,1.55378
Grimbergen,23025,Nee,Externe uitwijking van vreemdelingen,2021,59,38314,1.53991
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2000,17,33655,0.50513
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2001,14,33744,0.41489
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2002,16,33939,0.47143
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2003,21,34124,0.6154
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2004,16,34316,0.46625
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2005,23,34679,0.66323
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2006,34,34882,0.97471
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2007,56,35108,1.59508
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2008,69,35354,1.95169
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2009,54,35691,1.51299
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2010,69,36000,1.91667
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2011,115,36277,3.17005
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2012,101,36852,2.74069
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2013,106,37104,2.85683
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2014,86,37453,2.29621
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2015,65,38023,1.70949
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2016,78,38289,2.03714
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2017,96,38680,2.4819
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2018,102,39096,2.60896
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2019,87,39540,2.2003
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2020,82,40182,2.04071
Halle,23027,Nee,Externe uitwijking van vreemdelingen,2021,121,40656,2.97619
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2000,4,6372,0.62775
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2001,7,6318,1.10795
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2002,6,6327,0.94832
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2003,4,6372,0.62775
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2004,0,6390,0.0
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2005,2,6431,0.31099
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2006,3,6407,0.46824
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2007,2,6483,0.3085
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2008,2,6562,0.30479
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2009,1,6597,0.15158
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2010,2,6573,0.30428
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2011,4,6618,0.60441
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2012,0,6572,0.0
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2013,0,6560,0.0
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2014,4,6565,0.60929
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2015,0,6612,0.0
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2016,5,6617,0.75563
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2017,3,6592,0.4551
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2018,0,6643,0.0
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2019,4,6665,0.60015
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2020,4,6699,0.5971
Herne,23032,Nee,Externe uitwijking van vreemdelingen,2021,5,6706,0.7456
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2000,105,9783,10.7329
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2001,112,9839,11.38327
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2002,128,9939,12.87856
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2003,129,10051,12.83454
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2004,98,9977,9.82259
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2005,123,10094,12.18546
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2006,129,10074,12.80524
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2007,115,10040,11.45418
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2008,93,10245,9.0776
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2009,64,10215,6.2653
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2010,85,10298,8.25403
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2011,89,10419,8.54209
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2012,107,10539,10.15277
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2013,81,10545,7.68137
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2014,93,10630,8.74882
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2015,78,10796,7.2249
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2016,102,10915,9.34494
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2017,83,11104,7.47478
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2018,83,11172,7.42929
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2019,91,11321,8.03816
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2020,69,11408,6.04839
Hoeilaart,23033,Nee,Externe uitwijking van vreemdelingen,2021,48,11509,4.17065
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2000,10,10732,0.93179
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2001,25,10829,2.30862
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2002,11,10809,1.01767
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2003,4,10802,0.3703
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2004,10,10857,0.92106
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2005,6,10937,0.5486
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2006,11,10956,1.00402
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2007,6,11060,0.5425
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2008,6,11090,0.54103
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2009,4,11174,0.35797
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2010,9,11222,0.802
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2011,6,11243,0.53367
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2012,16,11316,1.41393
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2013,13,11470,1.13339
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2014,10,11517,0.86828
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2015,8,11597,0.68983
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2016,12,11689,1.02661
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2017,14,11768,1.18967
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2018,9,11898,0.75643
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2019,19,11972,1.58704
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2020,10,12129,0.82447
Kampenhout,23038,Nee,Externe uitwijking van vreemdelingen,2021,9,12280,0.7329
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2000,5,8783,0.56928
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2001,3,8732,0.34356
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2002,1,8788,0.11379
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2003,2,8813,0.22694
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2004,2,8851,0.22596
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2005,2,8872,0.22543
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2006,4,8904,0.44924
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2007,7,8916,0.78511
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2008,1,8970,0.11148
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2009,1,8911,0.11222
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2010,3,9027,0.33234
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2011,8,9083,0.88077
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2012,0,9161,0.0
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2013,2,9244,0.21636
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2014,2,9200,0.21739
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2015,7,9316,0.7514
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2016,2,9370,0.21345
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2017,3,9382,0.31976
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2018,2,9396,0.21286
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2019,3,9413,0.31871
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2020,3,9501,0.31576
Kapelle-op-den-Bos,23039,Nee,Externe uitwijking van vreemdelingen,2021,11,9524,1.15498
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2000,1,11800,0.08475
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2001,1,11778,0.0849
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2002,0,11811,0.0
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2003,3,11869,0.25276
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2004,0,11880,0.0
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2005,2,11932,0.16762
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2006,4,11920,0.33557
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2007,4,12119,0.33006
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2008,3,12210,0.2457
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2009,1,12214,0.08187
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2010,4,12354,0.32378
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2011,3,12526,0.2395
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2012,5,12646,0.39538
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2013,10,12643,0.79095
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2014,12,12818,0.93618
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2015,11,12902,0.85258
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2016,6,12919,0.46443
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2017,3,13103,0.22896
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2018,12,13188,0.90992
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2019,4,13295,0.30086
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2020,4,13397,0.29857
Liedekerke,23044,Nee,Externe uitwijking van vreemdelingen,2021,9,13482,0.66756
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2000,6,17153,0.34979
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2001,4,17166,0.23302
