Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2008,47,20297,2.31561
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2009,24,20335,1.18023
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2010,28,20489,1.36659
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2011,23,20584,1.11737
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2012,20,20739,0.96437
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2013,26,20883,1.24503
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2014,17,20913,0.81289
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2015,19,20886,0.9097
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2016,24,20873,1.14981
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2017,33,20952,1.57503
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2018,37,21074,1.75572
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2019,37,21115,1.75231
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2020,50,21203,2.35816
Kontich,11024,Nee,Externe uitwijking van vreemdelingen,2021,59,21260,2.77516
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2000,5,7864,0.63581
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2001,3,7903,0.3796
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2002,6,7973,0.75254
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2003,3,7977,0.37608
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2004,2,7959,0.25129
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2005,4,7979,0.50132
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2006,2,7977,0.25072
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2007,5,8035,0.62228
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2008,6,8089,0.74175
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2009,1,8229,0.12152
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2010,54,8363,6.45701
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2011,2,8522,0.23469
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2012,2,8620,0.23202
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2013,0,8668,0.0
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2014,5,8752,0.5713
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2015,6,8767,0.68438
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2016,8,8821,0.90693
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2017,4,8781,0.45553
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2018,10,8787,1.13804
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2019,10,8718,1.14705
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2020,9,8641,1.04155
Lint,11025,Nee,Externe uitwijking van vreemdelingen,2021,4,8575,0.46647
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2000,13,25086,0.51822
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2001,12,24859,0.48272
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2002,19,24738,0.76805
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2003,13,24669,0.52698
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2004,11,24450,0.4499
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2005,13,24393,0.53294
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2006,16,24427,0.65501
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2007,22,24426,0.90068
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2008,23,24416,0.94201
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2009,19,24658,0.77054
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2010,20,24737,0.80851
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2011,27,24804,1.08853
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2012,37,25143,1.47158
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2013,28,25202,1.11102
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2014,36,25242,1.42619
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2015,34,25356,1.34091
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2016,28,25551,1.09585
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2017,32,25588,1.25059
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2018,32,25824,1.23916
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2019,22,26099,0.84294
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2020,26,26157,0.994
Mortsel,11029,Nee,Externe uitwijking van vreemdelingen,2021,23,26170,0.87887
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2000,1,8405,0.11898
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2001,8,8513,0.93974
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2002,1,8555,0.11689
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2003,8,8590,0.93132
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2004,1,8637,0.11578
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2005,2,8714,0.22952
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2006,6,8798,0.68197
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2007,10,8922,1.12082
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2008,8,9154,0.87393
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2009,10,9230,1.08342
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2010,9,9268,0.97108
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2011,2,9387,0.21306
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2012,2,9461,0.21139
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2013,3,9582,0.31309
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2014,0,9833,0.0
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2015,0,9962,0.0
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2016,6,10136,0.59195
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2017,5,10236,0.48847
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2018,3,10424,0.2878
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2019,8,10501,0.76183
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2020,4,10546,0.37929
Niel,11030,Nee,Externe uitwijking van vreemdelingen,2021,5,10493,0.47651
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2000,11,17575,0.62589
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2001,6,17615,0.34062
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2002,9,17639,0.51023
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2003,6,17562,0.34165
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2004,4,17708,0.22589
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2005,7,17725,0.39492
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2006,17,17827,0.95361
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2007,16,17948,0.89146
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2008,5,18051,0.27699
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2009,4,18124,0.2207
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2010,9,18253,0.49307
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2011,2,18424,0.10855
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2012,5,18463,0.27081
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2013,11,18581,0.592
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2014,10,18607,0.53743
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2015,19,18696,1.01626
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2016,5,18856,0.26517
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2017,13,18981,0.6849
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2018,9,18981,0.47416
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2019,12,19008,0.63131
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2020,8,19187,0.41695
Ranst,11035,Nee,Externe uitwijking van vreemdelingen,2021,9,19249,0.46756
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2000,25,14583,1.71432
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2001,13,14550,0.89347
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2002,8,14470,0.55287
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2003,3,14489,0.20705
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2004,9,14588,0.61695
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2005,3,14560,0.20604
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2006,5,14628,0.34181
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2007,2,14650,0.13652
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2008,9,14694,0.61249
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2009,1,14657,0.06823
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2010,7,14612,0.47906
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2011,16,14756,1.0843
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2012,6,14876,0.40333
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2013,16,14922,1.07224
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2014,18,15025,1.198
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2015,11,15118,0.72761
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2016,18,15140,1.1889
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2017,17,15083,1.1271
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2018,11,15114,0.7278
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2019,6,15090,0.39761
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2020,3,15050,0.19934
Rumst,11037,Nee,Externe uitwijking van vreemdelingen,2021,6,15146,0.39614
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2000,2,7743,0.2583
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2001,1,7711,0.12968
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2002,1,7666,0.13045
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2003,2,7670,0.26076
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2004,1,7746,0.1291
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2005,1,7824,0.12781
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2006,3,7806,0.38432
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2007,4,7914,0.50543
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2008,2,8034,0.24894
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2009,0,8072,0.0
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2010,1,8104,0.1234
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2011,2,8080,0.24752
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2012,3,8088,0.37092
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2013,2,8201,0.24387
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2014,3,8183,0.36661
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2015,1,8208,0.12183
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2016,5,8259,0.6054
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2017,0,8357,0.0
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2018,4,8433,0.47433
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2019,7,8518,0.82179
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2020,1,8529,0.11725
Schelle,11038,Nee,Externe uitwijking van vreemdelingen,2021,2,8559,0.23367
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2000,74,19562,3.78284
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2001,82,19563,4.19159
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2002,91,19595,4.64404
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2003,63,19586,3.21658
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2004,69,19652,3.51109
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2005,70,19618,3.56815
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2006,68,19575,3.47382
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2007,97,19537,4.96494
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2008,76,19521,3.89324
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2009,91,19541,4.65688
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2010,79,19496,4.05211
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2011,68,19429,3.49992
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2012,86,19472,4.4166
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2013,52,19308,2.69318
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2014,70,19400,3.60825
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2015,69,19375,3.56129
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2016,65,19434,3.34465
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2017,78,19516,3.99672
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2018,84,19585,4.289
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2019,70,19652,3.56198
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2020,48,19873,2.41534
Schilde,11039,Nee,Externe uitwijking van vreemdelingen,2021,55,19925,2.76035
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2000,106,32733,3.23832
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2001,48,32720,1.46699
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2002,42,32777,1.28139
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2003,50,33063,1.51226
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2004,54,33190,1.627
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2005,70,33230,2.10653
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2006,73,33160,2.20145
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2007,62,33132,1.8713
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2008,74,33259,2.22496
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2009,94,33247,2.82732
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2010,43,33342,1.28966
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2011,78,33600,2.32143
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2012,81,33766,2.39886
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2013,80,33776,2.36855
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2014,82,33871,2.42095
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2015,61,34016,1.79327
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2016,66,34063,1.93759
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2017,47,34273,1.37134
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2018,60,34462,1.74105
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2019,71,34517,2.05696
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2020,84,34316,2.44784
Schoten,11040,Nee,Externe uitwijking van vreemdelingen,2021,61,34291,1.77889
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2000,32,17143,1.86665
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2001,18,17253,1.0433
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2002,28,17318,1.61681
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2003,13,17312,0.75092
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2004,23,17389,1.32268
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2005,21,17433,1.20461
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2006,15,17589,0.85281
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2007,33,17627,1.87213
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2008,30,17735,1.69157
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2009,19,17833,1.06544
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2010,39,17966,2.17077
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2011,21,17961,1.1692
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2012,21,18028,1.16485
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2013,26,18140,1.4333
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2014,24,18304,1.31119
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2015,19,18407,1.03222
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2016,35,18515,1.89036
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2017,49,18498,2.64894
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2018,52,18529,2.80641
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2019,67,18710,3.58097
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2020,17,18789,0.90478
Stabroek,11044,Nee,Externe uitwijking van vreemdelingen,2021,31,18680,1.65953
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2000,10,8660,1.15473
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2001,11,8665,1.26947
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2002,9,8717,1.03247
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2003,2,8790,0.22753
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2004,2,8767,0.22813
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2005,9,8836,1.01856
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2006,6,8816,0.68058
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2007,6,8890,0.67492
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2008,3,8884,0.33769
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2009,21,8972,2.34062
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2010,7,8984,0.77916
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2011,5,9039,0.55316
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2012,4,9041,0.44243
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2013,8,9137,0.87556
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2014,6,9131,0.6571
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2015,9,9314,0.96629
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2016,13,9365,1.38815
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2017,21,9659,2.17414
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2018,11,9711,1.13274
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2019,7,9816,0.71312
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2020,5,9983,0.50085
Wijnegem,11050,Nee,Externe uitwijking van vreemdelingen,2021,22,10084,2.18167
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2000,29,11762,2.46557
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2001,2,11874,0.16844
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2002,2,11811,0.16933
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2003,2,11848,0.1688
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2004,7,11957,0.58543
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2005,2,12046,0.16603
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2006,5,12126,0.41234
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2007,6,12117,0.49517
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2008,12,12190,0.98441
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2009,11,12295,0.89467
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2010,19,12334,1.54046
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2011,20,12373,1.61642
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2012,13,12386,1.04957
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2013,23,12405,1.85409
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2014,17,12467,1.3636
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2015,18,12547,1.43461
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2016,26,12591,2.06497
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2017,24,12785,1.8772
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2018,19,12893,1.47367
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2019,18,12865,1.39914
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2020,19,12943,1.46797
Wommelgem,11052,Nee,Externe uitwijking van vreemdelingen,2021,10,12991,0.76976
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2000,38,17552,2.165
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2001,34,17646,1.92678
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2002,35,17777,1.96884
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2003,45,17893,2.51495
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2004,35,18006,1.9438
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2005,42,18184,2.30972
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2006,31,18338,1.69048
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2007,61,18605,3.27869
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2008,59,18839,3.1318
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2009,41,19013,2.15642
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2010,47,19213,2.44626
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2011,71,19371,3.66527
Wuustwezel,11053,Nee,Externe uitwijking van vreemdelingen,2012,38,19547,1.94403
