Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal vreemde nationaliteiten
Rumst,11037,Nee,Vreemde nationaliteiten,2012,51
Rumst,11037,Nee,Vreemde nationaliteiten,2013,49
Rumst,11037,Nee,Vreemde nationaliteiten,2014,57
Rumst,11037,Nee,Vreemde nationaliteiten,2015,59
Rumst,11037,Nee,Vreemde nationaliteiten,2016,56
Rumst,11037,Nee,Vreemde nationaliteiten,2017,64
Rumst,11037,Nee,Vreemde nationaliteiten,2018,63
Rumst,11037,Nee,Vreemde nationaliteiten,2019,61
Rumst,11037,Nee,Vreemde nationaliteiten,2020,65
Rumst,11037,Nee,Vreemde nationaliteiten,2021,69
Rumst,11037,Nee,Vreemde nationaliteiten,2022,68
Schelle,11038,Nee,Vreemde nationaliteiten,2000,22
Schelle,11038,Nee,Vreemde nationaliteiten,2001,21
Schelle,11038,Nee,Vreemde nationaliteiten,2002,22
Schelle,11038,Nee,Vreemde nationaliteiten,2003,27
Schelle,11038,Nee,Vreemde nationaliteiten,2004,28
Schelle,11038,Nee,Vreemde nationaliteiten,2005,32
Schelle,11038,Nee,Vreemde nationaliteiten,2006,31
Schelle,11038,Nee,Vreemde nationaliteiten,2007,28
Schelle,11038,Nee,Vreemde nationaliteiten,2008,30
Schelle,11038,Nee,Vreemde nationaliteiten,2009,31
Schelle,11038,Nee,Vreemde nationaliteiten,2010,34
Schelle,11038,Nee,Vreemde nationaliteiten,2011,35
Schelle,11038,Nee,Vreemde nationaliteiten,2012,37
Schelle,11038,Nee,Vreemde nationaliteiten,2013,35
Schelle,11038,Nee,Vreemde nationaliteiten,2014,38
Schelle,11038,Nee,Vreemde nationaliteiten,2015,39
Schelle,11038,Nee,Vreemde nationaliteiten,2016,40
Schelle,11038,Nee,Vreemde nationaliteiten,2017,46
Schelle,11038,Nee,Vreemde nationaliteiten,2018,45
Schelle,11038,Nee,Vreemde nationaliteiten,2019,45
Schelle,11038,Nee,Vreemde nationaliteiten,2020,51
Schelle,11038,Nee,Vreemde nationaliteiten,2021,50
Schelle,11038,Nee,Vreemde nationaliteiten,2022,56
Schilde,11039,Nee,Vreemde nationaliteiten,2000,55
Schilde,11039,Nee,Vreemde nationaliteiten,2001,54
Schilde,11039,Nee,Vreemde nationaliteiten,2002,59
Schilde,11039,Nee,Vreemde nationaliteiten,2003,58
Schilde,11039,Nee,Vreemde nationaliteiten,2004,58
Schilde,11039,Nee,Vreemde nationaliteiten,2005,60
Schilde,11039,Nee,Vreemde nationaliteiten,2006,64
Schilde,11039,Nee,Vreemde nationaliteiten,2007,63
Schilde,11039,Nee,Vreemde nationaliteiten,2008,68
Schilde,11039,Nee,Vreemde nationaliteiten,2009,68
Schilde,11039,Nee,Vreemde nationaliteiten,2010,64
Schilde,11039,Nee,Vreemde nationaliteiten,2011,65
Schilde,11039,Nee,Vreemde nationaliteiten,2012,64
Schilde,11039,Nee,Vreemde nationaliteiten,2013,64
Schilde,11039,Nee,Vreemde nationaliteiten,2014,65
Schilde,11039,Nee,Vreemde nationaliteiten,2015,64
Schilde,11039,Nee,Vreemde nationaliteiten,2016,67
Schilde,11039,Nee,Vreemde nationaliteiten,2017,68
Schilde,11039,Nee,Vreemde nationaliteiten,2018,73
Schilde,11039,Nee,Vreemde nationaliteiten,2019,76
Schilde,11039,Nee,Vreemde nationaliteiten,2020,74
Schilde,11039,Nee,Vreemde nationaliteiten,2021,71
Schilde,11039,Nee,Vreemde nationaliteiten,2022,70
Schoten,11040,Nee,Vreemde nationaliteiten,2000,62
Schoten,11040,Nee,Vreemde nationaliteiten,2001,62
Schoten,11040,Nee,Vreemde nationaliteiten,2002,73
Schoten,11040,Nee,Vreemde nationaliteiten,2003,78
Schoten,11040,Nee,Vreemde nationaliteiten,2004,73
Schoten,11040,Nee,Vreemde nationaliteiten,2005,75
Schoten,11040,Nee,Vreemde nationaliteiten,2006,73
Schoten,11040,Nee,Vreemde nationaliteiten,2007,82
Schoten,11040,Nee,Vreemde nationaliteiten,2008,85
Schoten,11040,Nee,Vreemde nationaliteiten,2009,84
Schoten,11040,Nee,Vreemde nationaliteiten,2010,84
Schoten,11040,Nee,Vreemde nationaliteiten,2011,83
Schoten,11040,Nee,Vreemde nationaliteiten,2012,87
Schoten,11040,Nee,Vreemde nationaliteiten,2013,90
Schoten,11040,Nee,Vreemde nationaliteiten,2014,88
Schoten,11040,Nee,Vreemde nationaliteiten,2015,93
Schoten,11040,Nee,Vreemde nationaliteiten,2016,95
Schoten,11040,Nee,Vreemde nationaliteiten,2017,93
Schoten,11040,Nee,Vreemde nationaliteiten,2018,97
Schoten,11040,Nee,Vreemde nationaliteiten,2019,102
Schoten,11040,Nee,Vreemde nationaliteiten,2020,99
Schoten,11040,Nee,Vreemde nationaliteiten,2021,99
Schoten,11040,Nee,Vreemde nationaliteiten,2022,97
Stabroek,11044,Nee,Vreemde nationaliteiten,2000,45
Stabroek,11044,Nee,Vreemde nationaliteiten,2001,43
Stabroek,11044,Nee,Vreemde nationaliteiten,2002,44
Stabroek,11044,Nee,Vreemde nationaliteiten,2003,42
Stabroek,11044,Nee,Vreemde nationaliteiten,2004,44
Stabroek,11044,Nee,Vreemde nationaliteiten,2005,42
Stabroek,11044,Nee,Vreemde nationaliteiten,2006,45
Stabroek,11044,Nee,Vreemde nationaliteiten,2007,54
Stabroek,11044,Nee,Vreemde nationaliteiten,2008,55
Stabroek,11044,Nee,Vreemde nationaliteiten,2009,53
Stabroek,11044,Nee,Vreemde nationaliteiten,2010,60
Stabroek,11044,Nee,Vreemde nationaliteiten,2011,60
Stabroek,11044,Nee,Vreemde nationaliteiten,2012,62
Stabroek,11044,Nee,Vreemde nationaliteiten,2013,67
Stabroek,11044,Nee,Vreemde nationaliteiten,2014,65
Stabroek,11044,Nee,Vreemde nationaliteiten,2015,71
Stabroek,11044,Nee,Vreemde nationaliteiten,2016,72
Stabroek,11044,Nee,Vreemde nationaliteiten,2017,72
Stabroek,11044,Nee,Vreemde nationaliteiten,2018,74
Stabroek,11044,Nee,Vreemde nationaliteiten,2019,75
Stabroek,11044,Nee,Vreemde nationaliteiten,2020,70
Stabroek,11044,Nee,Vreemde nationaliteiten,2021,66
Stabroek,11044,Nee,Vreemde nationaliteiten,2022,67
Wijnegem,11050,Nee,Vreemde nationaliteiten,2000,39
Wijnegem,11050,Nee,Vreemde nationaliteiten,2001,43
Wijnegem,11050,Nee,Vreemde nationaliteiten,2002,42
Wijnegem,11050,Nee,Vreemde nationaliteiten,2003,34
Wijnegem,11050,Nee,Vreemde nationaliteiten,2004,35
Wijnegem,11050,Nee,Vreemde nationaliteiten,2005,39
Wijnegem,11050,Nee,Vreemde nationaliteiten,2006,38
Wijnegem,11050,Nee,Vreemde nationaliteiten,2007,43
Wijnegem,11050,Nee,Vreemde nationaliteiten,2008,45
Wijnegem,11050,Nee,Vreemde nationaliteiten,2009,45
Wijnegem,11050,Nee,Vreemde nationaliteiten,2010,46
Wijnegem,11050,Nee,Vreemde nationaliteiten,2011,48
Wijnegem,11050,Nee,Vreemde nationaliteiten,2012,50
Wijnegem,11050,Nee,Vreemde nationaliteiten,2013,49
Wijnegem,11050,Nee,Vreemde nationaliteiten,2014,48
Wijnegem,11050,Nee,Vreemde nationaliteiten,2015,47
Wijnegem,11050,Nee,Vreemde nationaliteiten,2016,54
Wijnegem,11050,Nee,Vreemde nationaliteiten,2017,63
Wijnegem,11050,Nee,Vreemde nationaliteiten,2018,60
Wijnegem,11050,Nee,Vreemde nationaliteiten,2019,62
Wijnegem,11050,Nee,Vreemde nationaliteiten,2020,64
Wijnegem,11050,Nee,Vreemde nationaliteiten,2021,67
Wijnegem,11050,Nee,Vreemde nationaliteiten,2022,79
Wommelgem,11052,Nee,Vreemde nationaliteiten,2000,36
Wommelgem,11052,Nee,Vreemde nationaliteiten,2001,36
Wommelgem,11052,Nee,Vreemde nationaliteiten,2002,36
Wommelgem,11052,Nee,Vreemde nationaliteiten,2003,35
Wommelgem,11052,Nee,Vreemde nationaliteiten,2004,39
Wommelgem,11052,Nee,Vreemde nationaliteiten,2005,37
Wommelgem,11052,Nee,Vreemde nationaliteiten,2006,44
Wommelgem,11052,Nee,Vreemde nationaliteiten,2007,47
Wommelgem,11052,Nee,Vreemde nationaliteiten,2008,52
Wommelgem,11052,Nee,Vreemde nationaliteiten,2009,52
Wommelgem,11052,Nee,Vreemde nationaliteiten,2010,50
Wommelgem,11052,Nee,Vreemde nationaliteiten,2011,55
Wommelgem,11052,Nee,Vreemde nationaliteiten,2012,54
Wommelgem,11052,Nee,Vreemde nationaliteiten,2013,56
Wommelgem,11052,Nee,Vreemde nationaliteiten,2014,64
Wommelgem,11052,Nee,Vreemde nationaliteiten,2015,69
Wommelgem,11052,Nee,Vreemde nationaliteiten,2016,69
Wommelgem,11052,Nee,Vreemde nationaliteiten,2017,66
Wommelgem,11052,Nee,Vreemde nationaliteiten,2018,64
Wommelgem,11052,Nee,Vreemde nationaliteiten,2019,64
Wommelgem,11052,Nee,Vreemde nationaliteiten,2020,63
Wommelgem,11052,Nee,Vreemde nationaliteiten,2021,74
Wommelgem,11052,Nee,Vreemde nationaliteiten,2022,79
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2000,35
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2001,37
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2002,41
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2003,46
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2004,49
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2005,48
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2006,48
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2007,43
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2008,51
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2009,53
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2010,61
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2011,64
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2012,70
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2013,65
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2014,63
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2015,65
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2016,71
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2017,65
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2018,64
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2019,70
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2020,71
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2021,72
Wuustwezel,11053,Nee,Vreemde nationaliteiten,2022,75
Zandhoven,11054,Nee,Vreemde nationaliteiten,2000,23
Zandhoven,11054,Nee,Vreemde nationaliteiten,2001,23
Zandhoven,11054,Nee,Vreemde nationaliteiten,2002,28
Zandhoven,11054,Nee,Vreemde nationaliteiten,2003,31
Zandhoven,11054,Nee,Vreemde nationaliteiten,2004,34
Zandhoven,11054,Nee,Vreemde nationaliteiten,2005,36
Zandhoven,11054,Nee,Vreemde nationaliteiten,2006,35
Zandhoven,11054,Nee,Vreemde nationaliteiten,2007,34
Zandhoven,11054,Nee,Vreemde nationaliteiten,2008,39
Zandhoven,11054,Nee,Vreemde nationaliteiten,2009,44
Zandhoven,11054,Nee,Vreemde nationaliteiten,2010,46
Zandhoven,11054,Nee,Vreemde nationaliteiten,2011,46
Zandhoven,11054,Nee,Vreemde nationaliteiten,2012,51
Zandhoven,11054,Nee,Vreemde nationaliteiten,2013,48
Zandhoven,11054,Nee,Vreemde nationaliteiten,2014,50
Zandhoven,11054,Nee,Vreemde nationaliteiten,2015,57
Zandhoven,11054,Nee,Vreemde nationaliteiten,2016,56
Zandhoven,11054,Nee,Vreemde nationaliteiten,2017,57
Zandhoven,11054,Nee,Vreemde nationaliteiten,2018,62
Zandhoven,11054,Nee,Vreemde nationaliteiten,2019,66
Zandhoven,11054,Nee,Vreemde nationaliteiten,2020,66
Zandhoven,11054,Nee,Vreemde nationaliteiten,2021,66
Zandhoven,11054,Nee,Vreemde nationaliteiten,2022,68
Zoersel,11055,Nee,Vreemde nationaliteiten,2000,41
Zoersel,11055,Nee,Vreemde nationaliteiten,2001,39
Zoersel,11055,Nee,Vreemde nationaliteiten,2002,36
Zoersel,11055,Nee,Vreemde nationaliteiten,2003,40
Zoersel,11055,Nee,Vreemde nationaliteiten,2004,40
Zoersel,11055,Nee,Vreemde nationaliteiten,2005,43
Zoersel,11055,Nee,Vreemde nationaliteiten,2006,47
Zoersel,11055,Nee,Vreemde nationaliteiten,2007,52
Zoersel,11055,Nee,Vreemde nationaliteiten,2008,52
Zoersel,11055,Nee,Vreemde nationaliteiten,2009,54
Zoersel,11055,Nee,Vreemde nationaliteiten,2010,60
Zoersel,11055,Nee,Vreemde nationaliteiten,2011,61
Zoersel,11055,Nee,Vreemde nationaliteiten,2012,62
Zoersel,11055,Nee,Vreemde nationaliteiten,2013,64
Zoersel,11055,Nee,Vreemde nationaliteiten,2014,64
Zoersel,11055,Nee,Vreemde nationaliteiten,2015,64
Zoersel,11055,Nee,Vreemde nationaliteiten,2016,70
Zoersel,11055,Nee,Vreemde nationaliteiten,2017,69
Zoersel,11055,Nee,Vreemde nationaliteiten,2018,67
Zoersel,11055,Nee,Vreemde nationaliteiten,2019,74
Zoersel,11055,Nee,Vreemde nationaliteiten,2020,75
Zoersel,11055,Nee,Vreemde nationaliteiten,2021,82
Zoersel,11055,Nee,Vreemde nationaliteiten,2022,81
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2000,36
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2001,39
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2002,42
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2003,46
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2004,51
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2005,50
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2006,48
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2007,54
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2008,60
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2009,64
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2010,64
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2011,68
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2012,65
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2013,68
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2014,71
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2015,71
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2016,67
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2017,71
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2018,79
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2019,77
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2020,84
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2021,85
Zwijndrecht,11056,Nee,Vreemde nationaliteiten,2022,90
Malle,11057,Nee,Vreemde nationaliteiten,2000,33
Malle,11057,Nee,Vreemde nationaliteiten,2001,30
Malle,11057,Nee,Vreemde nationaliteiten,2002,32
Malle,11057,Nee,Vreemde nationaliteiten,2003,32
Malle,11057,Nee,Vreemde nationaliteiten,2004,36
Malle,11057,Nee,Vreemde nationaliteiten,2005,43
Malle,11057,Nee,Vreemde nationaliteiten,2006,42
Malle,11057,Nee,Vreemde nationaliteiten,2007,41
Malle,11057,Nee,Vreemde nationaliteiten,2008,49
Malle,11057,Nee,Vreemde nationaliteiten,2009,52
Malle,11057,Nee,Vreemde nationaliteiten,2010,57
Malle,11057,Nee,Vreemde nationaliteiten,2011,58
Malle,11057,Nee,Vreemde nationaliteiten,2012,55
Malle,11057,Nee,Vreemde nationaliteiten,2013,55
Malle,11057,Nee,Vreemde nationaliteiten,2014,59
Malle,11057,Nee,Vreemde nationaliteiten,2015,57
Malle,11057,Nee,Vreemde nationaliteiten,2016,62
Malle,11057,Nee,Vreemde nationaliteiten,2017,64
Malle,11057,Nee,Vreemde nationaliteiten,2018,61
Malle,11057,Nee,Vreemde nationaliteiten,2019,58
Malle,11057,Nee,Vreemde nationaliteiten,2020,64
Malle,11057,Nee,Vreemde nationaliteiten,2021,69
Malle,11057,Nee,Vreemde nationaliteiten,2022,72
Berlaar,12002,Nee,Vreemde nationaliteiten,2000,29
Berlaar,12002,Nee,Vreemde nationaliteiten,2001,30
Berlaar,12002,Nee,Vreemde nationaliteiten,2002,24
Berlaar,12002,Nee,Vreemde nationaliteiten,2003,28
Berlaar,12002,Nee,Vreemde nationaliteiten,2004,30
Berlaar,12002,Nee,Vreemde nationaliteiten,2005,32
Berlaar,12002,Nee,Vreemde nationaliteiten,2006,34
Berlaar,12002,Nee,Vreemde nationaliteiten,2007,34
Berlaar,12002,Nee,Vreemde nationaliteiten,2008,37
Berlaar,12002,Nee,Vreemde nationaliteiten,2009,39
Berlaar,12002,Nee,Vreemde nationaliteiten,2010,41
Berlaar,12002,Nee,Vreemde nationaliteiten,2011,44
Berlaar,12002,Nee,Vreemde nationaliteiten,2012,41
Berlaar,12002,Nee,Vreemde nationaliteiten,2013,45
Berlaar,12002,Nee,Vreemde nationaliteiten,2014,43
Berlaar,12002,Nee,Vreemde nationaliteiten,2015,45
Berlaar,12002,Nee,Vreemde nationaliteiten,2016,46
Berlaar,12002,Nee,Vreemde nationaliteiten,2017,48
Berlaar,12002,Nee,Vreemde nationaliteiten,2018,52
Berlaar,12002,Nee,Vreemde nationaliteiten,2019,51
Berlaar,12002,Nee,Vreemde nationaliteiten,2020,60
Berlaar,12002,Nee,Vreemde nationaliteiten,2021,58
Berlaar,12002,Nee,Vreemde nationaliteiten,2022,58
Bonheiden,12005,Nee,Vreemde nationaliteiten,2000,28
Bonheiden,12005,Nee,Vreemde nationaliteiten,2001,30
Bonheiden,12005,Nee,Vreemde nationaliteiten,2002,30
Bonheiden,12005,Nee,Vreemde nationaliteiten,2003,28
Bonheiden,12005,Nee,Vreemde nationaliteiten,2004,31
Bonheiden,12005,Nee,Vreemde nationaliteiten,2005,32
Bonheiden,12005,Nee,Vreemde nationaliteiten,2006,33
Bonheiden,12005,Nee,Vreemde nationaliteiten,2007,37
Bonheiden,12005,Nee,Vreemde nationaliteiten,2008,36
Bonheiden,12005,Nee,Vreemde nationaliteiten,2009,43
Bonheiden,12005,Nee,Vreemde nationaliteiten,2010,43
Bonheiden,12005,Nee,Vreemde nationaliteiten,2011,44
Bonheiden,12005,Nee,Vreemde nationaliteiten,2012,45
Bonheiden,12005,Nee,Vreemde nationaliteiten,2013,49
Bonheiden,12005,Nee,Vreemde nationaliteiten,2014,46
Bonheiden,12005,Nee,Vreemde nationaliteiten,2015,52
Bonheiden,12005,Nee,Vreemde nationaliteiten,2016,57
Bonheiden,12005,Nee,Vreemde nationaliteiten,2017,67
Bonheiden,12005,Nee,Vreemde nationaliteiten,2018,66
Bonheiden,12005,Nee,Vreemde nationaliteiten,2019,65
Bonheiden,12005,Nee,Vreemde nationaliteiten,2020,71
Bonheiden,12005,Nee,Vreemde nationaliteiten,2021,68
Bonheiden,12005,Nee,Vreemde nationaliteiten,2022,65
Bornem,12007,Nee,Vreemde nationaliteiten,2000,34
Bornem,12007,Nee,Vreemde nationaliteiten,2001,32
Bornem,12007,Nee,Vreemde nationaliteiten,2002,31
Bornem,12007,Nee,Vreemde nationaliteiten,2003,33
Bornem,12007,Nee,Vreemde nationaliteiten,2004,36
Bornem,12007,Nee,Vreemde nationaliteiten,2005,40
Bornem,12007,Nee,Vreemde nationaliteiten,2006,46
Bornem,12007,Nee,Vreemde nationaliteiten,2007,47
Bornem,12007,Nee,Vreemde nationaliteiten,2008,43
Bornem,12007,Nee,Vreemde nationaliteiten,2009,49
Bornem,12007,Nee,Vreemde nationaliteiten,2010,48
Bornem,12007,Nee,Vreemde nationaliteiten,2011,54
Bornem,12007,Nee,Vreemde nationaliteiten,2012,59
Bornem,12007,Nee,Vreemde nationaliteiten,2013,63
Bornem,12007,Nee,Vreemde nationaliteiten,2014,67
Bornem,12007,Nee,Vreemde nationaliteiten,2015,69
Bornem,12007,Nee,Vreemde nationaliteiten,2016,66
Bornem,12007,Nee,Vreemde nationaliteiten,2017,67
Bornem,12007,Nee,Vreemde nationaliteiten,2018,70
Bornem,12007,Nee,Vreemde nationaliteiten,2019,74
Bornem,12007,Nee,Vreemde nationaliteiten,2020,77
Bornem,12007,Nee,Vreemde nationaliteiten,2021,75
Bornem,12007,Nee,Vreemde nationaliteiten,2022,74
Duffel,12009,Nee,Vreemde nationaliteiten,2000,33
Duffel,12009,Nee,Vreemde nationaliteiten,2001,31
Duffel,12009,Nee,Vreemde nationaliteiten,2002,36
Duffel,12009,Nee,Vreemde nationaliteiten,2003,45
Duffel,12009,Nee,Vreemde nationaliteiten,2004,44
Duffel,12009,Nee,Vreemde nationaliteiten,2005,42
Duffel,12009,Nee,Vreemde nationaliteiten,2006,43
Duffel,12009,Nee,Vreemde nationaliteiten,2007,49
Duffel,12009,Nee,Vreemde nationaliteiten,2008,54
Duffel,12009,Nee,Vreemde nationaliteiten,2009,53
Duffel,12009,Nee,Vreemde nationaliteiten,2010,60
Duffel,12009,Nee,Vreemde nationaliteiten,2011,56
Duffel,12009,Nee,Vreemde nationaliteiten,2012,61
Duffel,12009,Nee,Vreemde nationaliteiten,2013,60
Duffel,12009,Nee,Vreemde nationaliteiten,2014,61
Duffel,12009,Nee,Vreemde nationaliteiten,2015,61
Duffel,12009,Nee,Vreemde nationaliteiten,2016,70
Duffel,12009,Nee,Vreemde nationaliteiten,2017,69
Duffel,12009,Nee,Vreemde nationaliteiten,2018,64
Duffel,12009,Nee,Vreemde nationaliteiten,2019,65
Duffel,12009,Nee,Vreemde nationaliteiten,2020,72
Duffel,12009,Nee,Vreemde nationaliteiten,2021,69
Duffel,12009,Nee,Vreemde nationaliteiten,2022,74
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2000,47
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2001,51
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2002,51
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2003,53
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2004,55
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2005,55
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2006,66
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2007,64
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2008,71
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2009,80
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2010,79
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2011,79
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2012,80
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2013,81
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2014,87
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2015,87
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2016,91
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2017,93
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2018,91
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2019,92
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2020,93
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2021,97
Heist-op-den-Berg,12014,Nee,Vreemde nationaliteiten,2022,99
Lier,12021,Nee,Vreemde nationaliteiten,2000,57
Lier,12021,Nee,Vreemde nationaliteiten,2001,57
Lier,12021,Nee,Vreemde nationaliteiten,2002,63
Lier,12021,Nee,Vreemde nationaliteiten,2003,62
Lier,12021,Nee,Vreemde nationaliteiten,2004,64
Lier,12021,Nee,Vreemde nationaliteiten,2005,62
Lier,12021,Nee,Vreemde nationaliteiten,2006,67
Lier,12021,Nee,Vreemde nationaliteiten,2007,70
Lier,12021,Nee,Vreemde nationaliteiten,2008,79
Lier,12021,Nee,Vreemde nationaliteiten,2009,81
Lier,12021,Nee,Vreemde nationaliteiten,2010,91
Lier,12021,Nee,Vreemde nationaliteiten,2011,92
Lier,12021,Nee,Vreemde nationaliteiten,2012,96
Lier,12021,Nee,Vreemde nationaliteiten,2013,102
Lier,12021,Nee,Vreemde nationaliteiten,2014,103
Lier,12021,Nee,Vreemde nationaliteiten,2015,108
Lier,12021,Nee,Vreemde nationaliteiten,2016,111
Lier,12021,Nee,Vreemde nationaliteiten,2017,110
Lier,12021,Nee,Vreemde nationaliteiten,2018,110
Lier,12021,Nee,Vreemde nationaliteiten,2019,115
Lier,12021,Nee,Vreemde nationaliteiten,2020,114
Lier,12021,Nee,Vreemde nationaliteiten,2021,111
Lier,12021,Nee,Vreemde nationaliteiten,2022,116
Mechelen,12025,Ja,Vreemde nationaliteiten,2000,90
Mechelen,12025,Ja,Vreemde nationaliteiten,2001,90
Mechelen,12025,Ja,Vreemde nationaliteiten,2002,98
Mechelen,12025,Ja,Vreemde nationaliteiten,2003,100
Mechelen,12025,Ja,Vreemde nationaliteiten,2004,100
Mechelen,12025,Ja,Vreemde nationaliteiten,2005,107
Mechelen,12025,Ja,Vreemde nationaliteiten,2006,108
Mechelen,12025,Ja,Vreemde nationaliteiten,2007,114
Mechelen,12025,Ja,Vreemde nationaliteiten,2008,115
Mechelen,12025,Ja,Vreemde nationaliteiten,2009,115
Mechelen,12025,Ja,Vreemde nationaliteiten,2010,119
Mechelen,12025,Ja,Vreemde nationaliteiten,2011,124
Mechelen,12025,Ja,Vreemde nationaliteiten,2012,124
Mechelen,12025,Ja,Vreemde nationaliteiten,2013,123
Mechelen,12025,Ja,Vreemde nationaliteiten,2014,126
Mechelen,12025,Ja,Vreemde nationaliteiten,2015,127
Mechelen,12025,Ja,Vreemde nationaliteiten,2016,129
Mechelen,12025,Ja,Vreemde nationaliteiten,2017,127
Mechelen,12025,Ja,Vreemde nationaliteiten,2018,129
Mechelen,12025,Ja,Vreemde nationaliteiten,2019,128
Mechelen,12025,Ja,Vreemde nationaliteiten,2020,134
Mechelen,12025,Ja,Vreemde nationaliteiten,2021,135
Mechelen,12025,Ja,Vreemde nationaliteiten,2022,133
Nijlen,12026,Nee,Vreemde nationaliteiten,2000,33
Nijlen,12026,Nee,Vreemde nationaliteiten,2001,30
Nijlen,12026,Nee,Vreemde nationaliteiten,2002,38
Nijlen,12026,Nee,Vreemde nationaliteiten,2003,37
Nijlen,12026,Nee,Vreemde nationaliteiten,2004,40
Nijlen,12026,Nee,Vreemde nationaliteiten,2005,39
Nijlen,12026,Nee,Vreemde nationaliteiten,2006,46
Nijlen,12026,Nee,Vreemde nationaliteiten,2007,49
Nijlen,12026,Nee,Vreemde nationaliteiten,2008,43
Nijlen,12026,Nee,Vreemde nationaliteiten,2009,45
Nijlen,12026,Nee,Vreemde nationaliteiten,2010,50
Nijlen,12026,Nee,Vreemde nationaliteiten,2011,57
Nijlen,12026,Nee,Vreemde nationaliteiten,2012,52
Nijlen,12026,Nee,Vreemde nationaliteiten,2013,52
Nijlen,12026,Nee,Vreemde nationaliteiten,2014,58
Nijlen,12026,Nee,Vreemde nationaliteiten,2015,61
Nijlen,12026,Nee,Vreemde nationaliteiten,2016,63
