Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar nationaliteitsgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),0,7,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,7,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,0,7,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),1,1,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,6,11,0.545455
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),5,11,0.454545
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,11,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,11,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,70,87,0.804598
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,17,87,0.195402
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,87,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,51,62,0.822581
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,9,62,0.145161
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,2,62,0.0322581
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,36,51,0.705882
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),14,51,0.27451
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,51,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,1,51,0.0196078
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,56,76,0.736842
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),20,76,0.263158
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,76,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,76,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,47,91,0.516484
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),42,91,0.461538
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,91,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,2,91,0.021978
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,48,71,0.676056
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),20,71,0.28169
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,71,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,3,71,0.0422535
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,66,91,0.725275
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),21,91,0.230769
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,91,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,4,91,0.043956
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,50,68,0.735294
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),16,68,0.235294
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,68,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,2,68,0.0294118
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,47,73,0.643836
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),25,73,0.342466
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,73,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,1,73,0.0136986
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,45,62,0.725806
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),16,62,0.258065
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,62,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,1,62,0.016129
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,42,62,0.677419
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),19,62,0.306452
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,1,62,0.016129
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,62,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,38,71,0.535211
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),33,71,0.464789
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,71,0.0
Knokke-Heist,31043,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,71,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,23,26,0.884615
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,3,26,0.115385
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,26,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,28,31,0.903226
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,3,31,0.0967742
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,31,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,12,17,0.705882
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),4,17,0.235294
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,17,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,1,17,0.0588235
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,15,29,0.517241
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),14,29,0.482759
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,29,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,29,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,16,31,0.516129
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),12,31,0.387097
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,31,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,3,31,0.0967742
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,15,27,0.555556
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),9,27,0.333333
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,27,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,3,27,0.111111
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,20,33,0.606061
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),8,33,0.242424
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,33,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,5,33,0.151515
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,12,19,0.631579
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),6,19,0.315789
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,19,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,1,19,0.0526316
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,19,40,0.475
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),20,40,0.5
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,40,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,1,40,0.025
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,15,35,0.428571
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),19,35,0.542857
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,35,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,1,35,0.0285714
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,19,35,0.542857
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),16,35,0.457143
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,35,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,35,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,9,25,0.36
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),16,25,0.64
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,25,0.0
Diksmuide,32003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,5,6,0.833333
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,1,6,0.166667
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,6,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,4,6,0.666667
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,2,6,0.333333
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,6,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,3,5,0.6
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),2,5,0.4
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,5,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,5,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,2,7,0.285714
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),5,7,0.714286
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,7,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,7,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,2,7,0.285714
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),4,7,0.571429
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,7,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,1,7,0.142857
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,4,7,0.571429
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),3,7,0.428571
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,7,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,7,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,9,11,0.818182
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),2,11,0.181818
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,11,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,11,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,2,5,0.4
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),3,5,0.6
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,5,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,5,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,3,5,0.6
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),1,5,0.2
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,5,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,1,5,0.2
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,11,30,0.366667
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),19,30,0.633333
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,30,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,0,30,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,5,11,0.454545
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),6,11,0.545455
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,11,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,11,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,10,16,0.625
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),6,16,0.375
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,16,0.0
Houthulst,32006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,16,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,5,5,1.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,4,5,0.8
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,1,5,0.2
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,6,6,1.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,1,6,0.166667
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),5,6,0.833333
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,7,7,1.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),0,7,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,7,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,7,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,3,5,0.6
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),2,5,0.4
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,5,6,0.833333
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),1,6,0.166667
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,6,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,4,5,0.8
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),1,5,0.2
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,5,0.0
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,6,12,0.5
Koekelare,32010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),5,12,0.416667
