Gemeente,Nis-code,Centrumstad?,Indicator,Herkomst,Jaar,Aantal personen van buitenlandse herkomst naar nationaliteitshistoriek,Aantal personen van buitenlandse herkomst,Procent
Liedekerke,23044,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,1368,4009,0.341232
Liedekerke,23044,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,1576,4009,0.393115
Liedekerke,23044,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,1065,4009,0.265652
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,189,578,0.32699
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,148,578,0.256055
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,241,578,0.416955
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,201,587,0.342419
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,157,587,0.267462
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,229,587,0.390119
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,209,587,0.356048
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,164,587,0.279387
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,214,587,0.364566
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,226,627,0.360447
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,184,627,0.293461
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,217,627,0.346093
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,250,686,0.364431
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,217,686,0.316327
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,219,686,0.319242
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,284,759,0.374177
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,227,759,0.299078
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,248,759,0.326746
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,309,820,0.376829
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,251,820,0.306098
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,260,820,0.317073
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,346,891,0.388328
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,268,891,0.300786
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,277,891,0.310887
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,379,1029,0.368319
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,313,1029,0.304179
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,337,1029,0.327502
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,408,1106,0.368897
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,334,1106,0.301989
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,364,1106,0.329114
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,440,1205,0.365145
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,371,1205,0.307884
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,394,1205,0.326971
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,467,1332,0.350601
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,424,1332,0.318318
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,441,1332,0.331081
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,492,1413,0.348195
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,419,1413,0.296532
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,502,1413,0.355272
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,531,1541,0.344581
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,443,1541,0.287476
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,567,1541,0.367943
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,597,1677,0.355993
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,496,1677,0.295766
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,584,1677,0.348241
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,624,1790,0.348603
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,532,1790,0.297207
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,634,1790,0.35419
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,665,1942,0.34243
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,558,1942,0.287333
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,719,1942,0.370237
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,733,2114,0.346736
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,602,2114,0.284768
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,779,2114,0.368496
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,832,2393,0.347681
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,682,2393,0.284998
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,879,2393,0.367321
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,904,2568,0.352025
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,728,2568,0.283489
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,936,2568,0.364486
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,952,2755,0.345554
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,770,2755,0.279492
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,1033,2755,0.374955
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,1020,2963,0.344246
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,827,2963,0.279109
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,1116,2963,0.376645
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,1098,3160,0.347468
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,896,3160,0.283544
Londerzeel,23045,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,1166,3160,0.368987
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,581,2041,0.284664
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,610,2041,0.298873
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,850,2041,0.416463
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,615,2201,0.279418
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,723,2201,0.328487
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,863,2201,0.392095
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,712,2401,0.296543
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,832,2401,0.346522
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,857,2401,0.356935
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,796,2616,0.304281
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,958,2616,0.366208
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,862,2616,0.329511
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,873,2830,0.308481
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,1034,2830,0.365371
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,923,2830,0.326148
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,1002,3164,0.316688
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,1157,3164,0.365676
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,1005,3164,0.317636
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,1115,3493,0.31921
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,1340,3493,0.383624
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,1038,3493,0.297166
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,1223,3916,0.312308
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,1531,3916,0.39096
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,1162,3916,0.296731
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,1357,4313,0.31463
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,1715,4313,0.397635
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,1241,4313,0.287735
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,1526,4748,0.321398
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,1903,4748,0.4008
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,1319,4748,0.277801
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,1621,5055,0.320673
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,2020,5055,0.399604
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,1414,5055,0.279723
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,1769,5491,0.322164
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,2185,5491,0.397924
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,1537,5491,0.279913
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,1907,5865,0.325149
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,2286,5865,0.38977
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,1672,5865,0.285081
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,2085,6261,0.333014
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,2450,6261,0.391311
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,1726,6261,0.275675
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,2255,6702,0.336467
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,2649,6702,0.395255
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,1798,6702,0.268278
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,2432,7125,0.341333
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,2787,7125,0.391158
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,1906,7125,0.267509
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,2641,7606,0.347226
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,2981,7606,0.391927
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,1984,7606,0.260847
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,2893,8108,0.356808
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,3171,8108,0.391095
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,2044,8108,0.252097
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,3097,8550,0.362222
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,3331,8550,0.389591
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,2122,8550,0.248187
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,3248,8866,0.366343
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,3469,8866,0.39127
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,2149,8866,0.242387
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,3434,9236,0.371806
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,3621,9236,0.392053
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,2181,9236,0.236141
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,3681,9718,0.378782
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,3780,9718,0.388969
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,2257,9718,0.232249
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,3896,10163,0.383351
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,3937,10163,0.387386
Machelen,23047,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,2330,10163,0.229263
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,530,1582,0.335019
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,399,1582,0.252212
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,653,1582,0.412769
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,564,1631,0.3458
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,414,1631,0.253832
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,653,1631,0.400368
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,594,1706,0.348183
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,462,1706,0.270809
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,650,1706,0.381008
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,639,1805,0.354017
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,524,1805,0.290305
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,642,1805,0.355679
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,666,1849,0.360195
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,553,1849,0.299081
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,630,1849,0.340725
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,705,1931,0.365096
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,569,1931,0.294666
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,657,1931,0.340238
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,750,2046,0.366569
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,595,2046,0.290811
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,701,2046,0.34262
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,819,2242,0.365299
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,675,2242,0.30107
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,748,2242,0.333631
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,866,2346,0.369139
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,707,2346,0.301364
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,773,2346,0.329497
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,906,2473,0.366357
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,731,2473,0.295592
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,836,2473,0.338051
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,987,2610,0.378161
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,774,2610,0.296552
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,849,2610,0.325287
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,1073,2842,0.377551
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,822,2842,0.289233
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,947,2842,0.333216
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,1176,3046,0.38608
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,880,3046,0.288903
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,990,3046,0.325016
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,1270,3252,0.390529
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,945,3252,0.29059
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,1037,3252,0.318881
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,1348,3456,0.390046
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,1008,3456,0.291667
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,1100,3456,0.318287
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,1410,3593,0.39243
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,1025,3593,0.285277
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,1158,3593,0.322293
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,1517,3873,0.391686
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,1129,3873,0.291505
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,1227,3873,0.316809
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,1631,4134,0.394533
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,1209,4134,0.292453
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,1294,4134,0.313014
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,1758,4418,0.397918
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,1291,4418,0.292214
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,1369,4418,0.309869
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,1898,4788,0.396408
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,1391,4788,0.290518
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,1499,4788,0.313074
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,2031,5157,0.393834
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,1532,5157,0.297072
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,1594,5157,0.309094
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,2127,5494,0.38715
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,1648,5494,0.299964
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,1719,5494,0.312887
Meise,23050,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,2287,5847,0.391141
