Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteitsgroep,Jaar,Aantal cursisten volwassenenonderwijs per nationaliteitsgroep,Totaal aantal cursisten,Procent
Hemiksem,11018,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,14,208,0.0673077
Hemiksem,11018,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,10,208,0.0480769
Hemiksem,11018,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,3,208,0.0144231
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,10,279,0.0358423
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,257,279,0.921147
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,8,279,0.0286738
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,4,279,0.0143369
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,2,279,0.00716846
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,14,279,0.0501792
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,2,279,0.00716846
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,2,279,0.00716846
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,2,279,0.00716846
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,19,275,0.0690909
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,244,275,0.887273
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,8,275,0.0290909
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,2,275,0.00727273
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,1,275,0.00363636
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,23,275,0.0836364
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,3,275,0.0109091
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,4,275,0.0145455
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,2,275,0.00727273
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,19,254,0.0748031
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,228,254,0.897638
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,5,254,0.019685
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,2,254,0.00787402
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,0,254,0.0
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,21,254,0.0826772
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,2,254,0.00787402
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,3,254,0.011811
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,0,254,0.0
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,20,240,0.0833333
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,208,240,0.866667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,10,240,0.0416667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,4,240,0.0166667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,1,240,0.00416667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,22,240,0.0916667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,1,240,0.00416667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,4,240,0.0166667
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,2,240,0.00833333
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,37,243,0.152263
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,195,243,0.802469
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,10,243,0.0411523
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,5,243,0.0205761
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,0,243,0.0
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,38,243,0.156379
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,1,243,0.00411523
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,4,243,0.0164609
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,1,243,0.00411523
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,20,237,0.0843882
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,202,237,0.852321
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,12,237,0.0506329
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,3,237,0.0126582
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,1,237,0.00421941
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,23,237,0.0970464
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,2,237,0.00843882
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,5,237,0.021097
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,4,237,0.0168776
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,20,226,0.0884956
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,188,226,0.831858
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,16,226,0.0707965
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,3,226,0.0132743
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,1,226,0.00442478
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,22,226,0.0973451
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,1,226,0.00442478
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,7,226,0.0309735
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,6,226,0.0265487
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,18,168,0.107143
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,148,168,0.880952
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,10,168,0.0595238
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,2,168,0.0119048
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,0,168,0.0
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,10,168,0.0595238
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,2,168,0.0119048
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,4,168,0.0238095
Hove,11021,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,4,168,0.0238095
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,36,489,0.0736196
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,401,489,0.820041
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,42,489,0.0858896
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,18,489,0.0368098
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,8,489,0.0163599
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,46,489,0.0940695
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,2,489,0.00408998
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,23,489,0.0470348
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,1,489,0.00204499
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,43,470,0.0914894
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,379,470,0.806383
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,40,470,0.0851064
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,15,470,0.0319149
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,5,470,0.0106383
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,51,470,0.108511
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,3,470,0.00638298
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,22,470,0.0468085
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,3,470,0.00638298
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,40,469,0.0852878
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,385,469,0.820896
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,33,469,0.0703625
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,12,469,0.0255864
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,6,469,0.0127932
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,51,469,0.108742
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,5,469,0.010661
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,18,469,0.0383795
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,3,469,0.00639659
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,48,463,0.103672
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,353,463,0.762419
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,53,463,0.114471
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,24,463,0.0518359
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,5,463,0.0107991
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,57,463,0.12311
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,4,463,0.00863931
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,27,463,0.0583153
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,2,463,0.00431965
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,57,469,0.121535
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,359,469,0.765458
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,44,469,0.0938166
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,16,469,0.0341151
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,3,469,0.00639659
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,66,469,0.140725
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,6,469,0.0127932
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,25,469,0.0533049
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,3,469,0.00639659
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,61,434,0.140553
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,331,434,0.762673
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,32,434,0.0737327
Kalmthout,11022,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,11,434,0.0253456
