Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2013,98,20883,4.69281
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2014,82,20913,3.92101
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2015,84,20886,4.02183
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2016,107,20873,5.12624
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2017,117,20952,5.58419
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2018,132,21074,6.26364
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2019,109,21115,5.16221
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2020,107,21203,5.04646
Kontich,11024,Nee,Interne uitwijking van vreemdelingen,2021,89,21260,4.18627
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2000,19,7864,2.41607
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2001,2,7903,0.25307
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2002,7,7973,0.87796
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2003,6,7977,0.75216
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2004,11,7959,1.38208
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2005,7,7979,0.8773
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2006,10,7977,1.2536
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2007,19,8035,2.36465
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2008,30,8089,3.70874
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2009,48,8229,5.83303
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2010,51,8363,6.09829
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2011,48,8522,5.63248
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2012,41,8620,4.75638
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2013,44,8668,5.07614
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2014,83,8752,9.48355
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2015,73,8767,8.32668
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2016,106,8821,12.01678
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2017,101,8781,11.50211
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2018,127,8787,14.45317
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2019,91,8718,10.43817
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2020,80,8641,9.25819
Lint,11025,Nee,Interne uitwijking van vreemdelingen,2021,88,8575,10.26239
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2000,77,25086,3.06944
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2001,47,24859,1.89066
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2002,48,24738,1.94033
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2003,63,24669,2.55381
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2004,77,24450,3.14928
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2005,74,24393,3.03366
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2006,92,24427,3.76632
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2007,86,24426,3.52084
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2008,112,24416,4.58716
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2009,152,24658,6.16433
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2010,171,24737,6.91272
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2011,150,24804,6.04741
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2012,208,25143,8.27268
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2013,230,25202,9.12626
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2014,191,25242,7.56675
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2015,225,25356,8.87364
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2016,242,25551,9.47125
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2017,311,25588,12.15413
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2018,264,25824,10.22305
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2019,232,26099,8.88923
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2020,261,26157,9.97821
Mortsel,11029,Nee,Interne uitwijking van vreemdelingen,2021,220,26170,8.40657
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2000,13,8405,1.5467
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2001,29,8513,3.40655
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2002,14,8555,1.63647
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2003,15,8590,1.74622
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2004,32,8637,3.70499
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2005,30,8714,3.44274
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2006,20,8798,2.27324
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2007,16,8922,1.79332
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2008,22,9154,2.40332
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2009,30,9230,3.25027
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2010,46,9268,4.96331
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2011,26,9387,2.76979
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2012,36,9461,3.80509
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2013,36,9582,3.75704
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2014,62,9833,6.3053
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2015,38,9962,3.8145
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2016,46,10136,4.53828
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2017,57,10236,5.56858
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2018,57,10424,5.46815
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2019,67,10501,6.38034
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2020,73,10546,6.92206
Niel,11030,Nee,Interne uitwijking van vreemdelingen,2021,57,10493,5.43219
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2000,8,17575,0.45519
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2001,25,17615,1.41924
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2002,16,17639,0.90708
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2003,17,17562,0.968
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2004,30,17708,1.69415
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2005,20,17725,1.12835
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2006,38,17827,2.1316
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2007,30,17948,1.6715
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2008,101,18051,5.59526
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2009,71,18124,3.91746
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2010,123,18253,6.73862
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2011,128,18424,6.94746
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2012,132,18463,7.14943
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2013,134,18581,7.21167
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2014,179,18607,9.62004
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2015,287,18696,15.35088
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2016,246,18856,13.04625
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2017,227,18981,11.95933
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2018,198,18981,10.43148
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2019,108,19008,5.68182
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2020,133,19187,6.93178
Ranst,11035,Nee,Interne uitwijking van vreemdelingen,2021,201,19249,10.4421
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2000,24,14583,1.64575
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2001,52,14550,3.57388
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2002,23,14470,1.5895
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2003,31,14489,2.13955
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2004,23,14588,1.57664
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2005,18,14560,1.23626
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2006,23,14628,1.57233
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2007,39,14650,2.66212
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2008,26,14694,1.76943
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2009,40,14657,2.72907
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2010,49,14612,3.35341
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2011,62,14756,4.20168
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2012,31,14876,2.08389
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2013,57,14922,3.81986
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2014,52,15025,3.4609
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2015,64,15118,4.23336
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2016,90,15140,5.94452
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2017,88,15083,5.83438
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2018,107,15114,7.07953
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2019,75,15090,4.97018
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2020,69,15050,4.58472
Rumst,11037,Nee,Interne uitwijking van vreemdelingen,2021,80,15146,5.28192
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2000,9,7743,1.16234
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2001,4,7711,0.51874
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2002,8,7666,1.04357
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2003,5,7670,0.65189
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2004,5,7746,0.64549
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2005,14,7824,1.78937
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2006,7,7806,0.89675
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2007,14,7914,1.76902
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2008,9,8034,1.12024
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2009,10,8072,1.23885
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2010,40,8104,4.93583
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2011,23,8080,2.84653
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2012,17,8088,2.10188
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2013,15,8201,1.82905
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2014,24,8183,2.93291
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2015,17,8208,2.07115
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2016,16,8259,1.93728
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2017,37,8357,4.42743
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2018,24,8433,2.84596
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2019,36,8518,4.22634
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2020,17,8529,1.9932
Schelle,11038,Nee,Interne uitwijking van vreemdelingen,2021,20,8559,2.33672
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2000,52,19562,2.65821
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2001,53,19563,2.7092
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2002,77,19595,3.92957
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2003,94,19586,4.79935
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2004,78,19652,3.96906
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2005,78,19618,3.97594
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2006,80,19575,4.08685
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2007,98,19537,5.01612
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2008,70,19521,3.58588
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2009,71,19541,3.63339
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2010,86,19496,4.41116
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2011,78,19429,4.01462
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2012,93,19472,4.77609
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2013,80,19308,4.14336
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2014,129,19400,6.64948
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2015,77,19375,3.97419
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2016,112,19434,5.7631
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2017,130,19516,6.6612
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2018,117,19585,5.97396
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2019,119,19652,6.05536
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2020,108,19873,5.43451
Schilde,11039,Nee,Interne uitwijking van vreemdelingen,2021,124,19925,6.22334
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2000,72,32733,2.19962
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2001,72,32720,2.20049
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2002,87,32777,2.6543
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2003,98,33063,2.96404
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2004,71,33190,2.1392
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2005,134,33230,4.0325
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2006,98,33160,2.95537
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2007,137,33132,4.13498
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2008,166,33259,4.99113
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2009,129,33247,3.88005
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2010,152,33342,4.55881
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2011,144,33600,4.28571
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2012,129,33766,3.82041
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2013,145,33776,4.29299
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2014,173,33871,5.10761
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2015,169,34016,4.96825
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2016,194,34063,5.69533
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2017,191,34273,5.5729
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2018,203,34462,5.89055
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2019,202,34517,5.85219
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2020,207,34316,6.03217
Schoten,11040,Nee,Interne uitwijking van vreemdelingen,2021,205,34291,5.97825
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2000,39,17143,2.27498
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2001,26,17253,1.50698
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2002,53,17318,3.0604
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2003,28,17312,1.61738
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2004,26,17389,1.4952
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2005,34,17433,1.95032
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2006,43,17589,2.44471
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2007,45,17627,2.5529
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2008,40,17735,2.25543
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2009,49,17833,2.74771
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2010,60,17966,3.33964
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2011,59,17961,3.2849
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2012,46,18028,2.55159
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2013,46,18140,2.53583
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2014,43,18304,2.34921
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2015,63,18407,3.42261
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2016,45,18515,2.43046
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2017,80,18498,4.32479
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2018,99,18529,5.34298
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2019,95,18710,5.0775
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2020,104,18789,5.53515
Stabroek,11044,Nee,Interne uitwijking van vreemdelingen,2021,86,18680,4.60385
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2000,27,8660,3.11778
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2001,17,8665,1.96192
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2002,24,8717,2.75324
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2003,11,8790,1.25142
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2004,17,8767,1.93909
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2005,18,8836,2.03712
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2006,22,8816,2.49546
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2007,20,8890,2.24972
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2008,37,8884,4.16479
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2009,27,8972,3.00936
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2010,55,8984,6.12199
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2011,39,9039,4.31464
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2012,64,9041,7.07886
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2013,41,9137,4.48725
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2014,40,9131,4.38068
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2015,57,9314,6.11982
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2016,69,9365,7.36786
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2017,61,9659,6.31535
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2018,64,9711,6.59046
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2019,77,9816,7.84434
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2020,75,9983,7.51277
Wijnegem,11050,Nee,Interne uitwijking van vreemdelingen,2021,61,10084,6.04919
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2000,17,11762,1.44533
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2001,21,11874,1.76857
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2002,33,11811,2.79401
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2003,23,11848,1.94126
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2004,10,11957,0.83633
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2005,25,12046,2.07538
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2006,32,12126,2.63896
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2007,48,12117,3.96138
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2008,35,12190,2.87121
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2009,40,12295,3.25336
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2010,77,12334,6.24291
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2011,76,12373,6.14241
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2012,60,12386,4.84418
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2013,81,12405,6.52963
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2014,88,12467,7.05863
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2015,80,12547,6.37603
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2016,120,12591,9.53062
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2017,110,12785,8.60383
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2018,82,12893,6.36004
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2019,93,12865,7.22892
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2020,80,12943,6.18095
Wommelgem,11052,Nee,Interne uitwijking van vreemdelingen,2021,96,12991,7.38973
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2000,40,17552,2.27894
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2001,53,17646,3.00351
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2002,58,17777,3.26264
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2003,42,17893,2.34729
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2004,53,18006,2.94346
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2005,58,18184,3.18962
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2006,74,18338,4.03534
Wuustwezel,11053,Nee,Interne uitwijking van vreemdelingen,2007,82,18605,4.40742
