Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringsattest hebben behaald naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringsattest hebben behaald,Procent
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,8,20,0.4
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),9,20,0.45
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,1,20,0.05
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,2,20,0.1
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,9,19,0.473684
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),8,19,0.421053
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,19,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,2,19,0.105263
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,14,20,0.7
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),6,20,0.3
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,20,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,20,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,23,35,0.657143
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),12,35,0.342857
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,35,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,35,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,16,20,0.8
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),3,20,0.15
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,20,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,20,0.05
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,25,29,0.862069
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),4,29,0.137931
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,29,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,29,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,30,38,0.789474
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),7,38,0.184211
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,38,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,38,0.0263158
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,25,34,0.735294
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),9,34,0.264706
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,34,0.0
Kontich,11024,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,34,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,8,12,0.666667
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),2,12,0.166667
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,12,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,2,12,0.166667
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,1,2,0.5
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,2,0.5
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,2,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,2,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,8,10,0.8
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,10,0.2
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,10,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,10,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,2,4,0.5
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,4,0.5
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,4,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,7,11,0.636364
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),4,11,0.363636
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,11,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,11,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,12,17,0.705882
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),5,17,0.294118
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,17,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,17,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,12,12,1.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),0,12,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,12,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,12,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,15,15,1.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),0,15,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,15,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,15,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,16,20,0.8
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),4,20,0.2
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,20,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,20,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,9,11,0.818182
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),1,11,0.0909091
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,11,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,1,11,0.0909091
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,11,12,0.916667
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),1,12,0.0833333
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,12,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,12,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,10,14,0.714286
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),4,14,0.285714
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,14,0.0
Lint,11025,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,14,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,23,26,0.884615
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),3,26,0.115385
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,26,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,26,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,50,60,0.833333
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),6,60,0.1
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,60,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,4,60,0.0666667
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,52,54,0.962963
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,54,0.037037
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,54,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,54,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,53,61,0.868852
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),7,61,0.114754
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,1,61,0.0163934
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,58,77,0.753247
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),18,77,0.233766
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,1,77,0.012987
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,77,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,63,77,0.818182
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),11,77,0.142857
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,1,77,0.012987
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,2,77,0.025974
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,50,61,0.819672
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),8,61,0.131148
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,1,61,0.0163934
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,2,61,0.0327869
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,75,95,0.789474
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),20,95,0.210526
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,95,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,95,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,38,54,0.703704
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),14,54,0.259259
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,1,54,0.0185185
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,54,0.0185185
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,60,67,0.895522
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),6,67,0.0895522
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,67,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,1,67,0.0149254
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,68,78,0.871795
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),8,78,0.102564
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,1,78,0.0128205
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,78,0.0128205
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,70,78,0.897436
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),7,78,0.0897436
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,78,0.0
Mortsel,11029,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,1,78,0.0128205
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,3,3,1.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),0,3,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,3,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,3,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,10,11,0.909091
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,11,0.0909091
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,11,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,11,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,7,9,0.777778
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,9,0.222222
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,9,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,9,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,6,8,0.75
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,8,0.25
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,8,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,9,11,0.818182
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),2,11,0.181818
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,11,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,11,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,4,5,0.8
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),1,5,0.2
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,5,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,5,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,12,13,0.923077
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),1,13,0.0769231
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,13,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,13,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,11,14,0.785714
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),1,14,0.0714286
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,14,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,2,14,0.142857
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,9,10,0.9
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),1,10,0.1
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,10,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,10,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,4,5,0.8
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),1,5,0.2
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,5,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,5,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,7,9,0.777778
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),2,9,0.222222
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,9,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,9,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,7,8,0.875
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),1,8,0.125
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,8,0.0
Niel,11030,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,8,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,16,18,0.888889
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,18,0.0555556
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,18,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,1,18,0.0555556
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,24,24,1.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),0,24,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,24,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,24,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,11,12,0.916667
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),0,12,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,12,0.0
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,12,0.0833333
Ranst,11035,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,16,16,1.0
