Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Aantal inwoners,Verhouding per 10000 inwoners
Londerzeel,23045,Nee,Inburgeraars met inburgeringscontract,2020,17,18861,9.01331
Londerzeel,23045,Nee,Inburgeraars met inburgeringscontract,2021,10,19016,5.25873
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2010,36,13330,27.0068
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2011,37,13566,27.2741
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2012,34,13738,24.7489
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2013,35,13987,25.0232
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2014,28,14271,19.6202
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2015,45,14454,31.1333
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2016,48,14764,32.5115
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2017,56,15135,37.0003
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2018,50,15417,32.4317
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2019,42,15469,27.1511
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2020,77,15605,49.3432
Machelen,23047,Nee,Inburgeraars met inburgeringscontract,2021,104,15895,65.4294
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2010,16,18382,8.70417
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2011,24,18338,13.0876
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2012,19,18418,10.316
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2013,19,18417,10.3166
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2014,5,18569,2.69266
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2015,11,18612,5.91017
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2016,28,18742,14.9397
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2017,24,18925,12.6816
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2018,31,19164,16.1762
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2019,28,19411,14.4248
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2020,16,19627,8.15204
Meise,23050,Nee,Inburgeraars met inburgeringscontract,2021,36,19790,18.191
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2010,12,15341,7.82218
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2011,22,15558,14.1406
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2012,18,15693,11.4701
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2013,15,15866,9.45418
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2014,12,15900,7.54717
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2015,25,15920,15.7035
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2016,24,16083,14.9226
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2017,26,16100,16.1491
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2018,38,16294,23.3215
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2019,28,16583,16.8848
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2020,21,16766,12.5253
Merchtem,23052,Nee,Inburgeraars met inburgeringscontract,2021,29,17154,16.9057
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2010,10,13270,7.5358
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2011,12,13450,8.92193
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2012,6,13679,4.38629
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2013,14,13985,10.0107
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2014,3,13975,2.14669
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2015,12,14140,8.48656
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2016,17,14208,11.9651
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2017,20,14356,13.9315
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2018,17,14378,11.8236
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2019,18,14547,12.3737
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2020,11,14746,7.45965
Opwijk,23060,Nee,Inburgeraars met inburgeringscontract,2021,12,14793,8.11194
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2010,7,24430,2.86533
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2011,31,24517,12.6443
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2012,17,24716,6.87814
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2013,28,24704,11.3342
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2014,18,24643,7.30431
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2015,10,24774,4.03649
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2016,27,24959,10.8177
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2017,38,25024,15.1854
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2018,51,25169,20.263
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2019,47,25403,18.5018
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2020,31,25497,12.1583
Overijse,23062,Nee,Inburgeraars met inburgeringscontract,2021,55,25655,21.4383
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2010,2,4390,4.55581
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2011,7,4445,15.748
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2012,0,4417,0.0
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2013,1,4436,2.25428
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2014,6,4374,13.7174
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2015,4,4402,9.08678
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2016,8,4424,18.0832
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2017,3,4409,6.80426
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2018,1,4372,2.28728
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2019,13,4479,29.0243
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2020,4,4537,8.8164
Pepingen,23064,Nee,Inburgeraars met inburgeringscontract,2021,10,4499,22.2272
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2010,35,31572,11.0858
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2011,37,31868,11.6104
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2012,43,32246,13.335
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2013,51,32677,15.6073
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2014,57,32933,17.3079
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2015,66,33270,19.8377
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2016,53,33512,15.8152
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2017,74,33758,21.9207
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2018,62,34038,18.2149
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2019,62,34228,18.1138
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2020,63,34621,18.197
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringscontract,2021,79,35061,22.5322
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2010,11,11435,9.61959
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2011,6,11589,5.17732
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2012,8,11640,6.87285
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2013,15,11616,12.9132
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2014,9,11744,7.66349
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2015,14,11859,11.8054
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2016,6,11924,5.03187
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2017,19,11944,15.9076
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2018,15,12090,12.4069
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2019,15,12135,12.3609
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2020,10,12279,8.14399
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringscontract,2021,18,12372,14.549
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2010,9,15006,5.9976
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2011,11,15071,7.29879
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2012,11,15142,7.26456
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2013,5,15318,3.26413
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2014,11,15319,7.18063
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2015,9,15335,5.86893
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2016,17,15286,11.1213
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2017,18,15428,11.6671
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2018,24,15481,15.5029
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2019,27,15746,17.1472
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2020,17,16012,10.617
Ternat,23086,Nee,Inburgeraars met inburgeringscontract,2021,17,16144,10.5302
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2010,101,39628,25.487
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2011,141,40493,34.8208
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2012,99,41005,24.1434
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2013,106,41432,25.5841
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2014,109,41843,26.0498
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2015,149,42418,35.1266
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2016,184,43017,42.7738
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2017,189,43653,43.296
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2018,188,44015,42.7127
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2019,200,44727,44.7157
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2020,115,45495,25.2775
Vilvoorde,23088,Nee,Inburgeraars met inburgeringscontract,2021,126,45715,27.5621
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2010,69,30446,22.6631
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2011,76,31243,24.3254
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2012,72,31715,22.7022
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2013,56,31960,17.5219
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2014,60,32388,18.5254
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2015,64,32678,19.585
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2016,83,33034,25.1256
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2017,131,33385,39.2392
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2018,121,33806,35.7925
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2019,171,34368,49.7556
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2020,127,34782,36.5131
Zaventem,23094,Nee,Inburgeraars met inburgeringscontract,2021,183,35184,52.0123
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2010,24,21928,10.9449
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2011,32,21960,14.5719
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2012,18,22249,8.09025
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2013,7,22437,3.11985
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2014,5,22587,2.21366
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2015,12,22778,5.26824
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2016,27,23068,11.7045
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2017,14,23240,6.0241
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2018,10,23325,4.28725
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2019,9,23358,3.85307
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2020,8,23260,3.43938
Zemst,23096,Nee,Inburgeraars met inburgeringscontract,2021,20,23314,8.57854
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2010,4,11163,3.58327
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2011,10,11297,8.85191
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2012,1,11260,0.888099
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2013,4,11265,3.55082
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2014,0,11277,0.0
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2015,10,11367,8.7974
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2016,5,11494,4.3501
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2017,3,11621,2.58153
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2018,2,11629,1.71984
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2019,9,11631,7.73794
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2020,9,11665,7.71539
Roosdaal,23097,Nee,Inburgeraars met inburgeringscontract,2021,8,11688,6.84463
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2010,3,4953,6.05694
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2011,12,4935,24.3161
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2012,15,5013,29.9222
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2013,13,5062,25.6815
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2014,3,5093,5.89044
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2015,6,5222,11.4899
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2016,10,5372,18.615
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2017,21,5457,38.4827
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2018,14,5599,25.0045
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2019,12,5689,21.0933
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2020,9,5653,15.9208
Drogenbos,23098,Nee,Inburgeraars met inburgeringscontract,2021,25,5699,43.8673
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2010,11,13368,8.22861
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2011,13,13402,9.70004
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2012,14,13585,10.3055
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2013,13,13556,9.58985
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2014,10,13570,7.3692
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2015,17,13697,12.4115
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2016,18,13713,13.1262
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2017,16,13657,11.7156
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2018,25,13690,18.2615
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2019,27,13730,19.665
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2020,16,13853,11.5498
Kraainem,23099,Nee,Inburgeraars met inburgeringscontract,2021,25,13847,18.0545
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2010,3,4755,6.30915
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2011,3,4805,6.2435
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2012,1,4787,2.08899
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2013,2,4807,4.1606
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2014,4,4792,8.34725
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2015,1,4745,2.10748
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2016,4,4752,8.41751
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2017,3,4722,6.35324
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2018,5,4760,10.5042
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2019,5,4671,10.7043
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2020,8,4696,17.0358
Linkebeek,23100,Nee,Inburgeraars met inburgeringscontract,2021,8,4739,16.8812
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2010,12,18029,6.65594
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2011,24,17952,13.369
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2012,16,17934,8.9216
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2013,18,17926,10.0413
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2014,13,18005,7.22022
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2015,17,17955,9.46811
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2016,20,18171,11.0065
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2017,17,18231,9.32478
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2018,15,18296,8.19851
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2019,29,18387,15.772
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2020,18,18519,9.71975
Sint-Genesius-Rode,23101,Nee,Inburgeraars met inburgeringscontract,2021,24,18626,12.8852
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2010,25,15156,16.4951
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2011,25,15288,16.3527
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2012,28,15341,18.2517
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2013,12,15507,7.73844
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2014,13,15586,8.34082
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2015,43,15721,27.3519
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2016,49,16059,30.5125
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2017,31,16130,19.2188
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2018,50,16347,30.5867
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2019,54,16491,32.7451
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2020,39,16814,23.195
Wemmel,23102,Nee,Inburgeraars met inburgeringscontract,2021,49,17013,28.8015
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2010,14,13682,10.2324
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2011,8,13705,5.83729
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2012,7,13830,5.06146
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2013,24,13924,17.2364
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2014,10,13894,7.19735
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2015,12,14032,8.55188
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2016,17,14095,12.061
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2017,20,14044,14.241
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2018,30,14021,21.3965
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2019,19,14258,13.3259
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2020,28,14269,19.623
Wezembeek-Oppem,23103,Nee,Inburgeraars met inburgeringscontract,2021,30,14254,21.0467
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2010,2,8821,2.26732
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2011,14,8873,15.7782
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2012,7,8915,7.85193
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2013,13,8879,14.6413
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2014,13,8925,14.5658
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2015,7,8963,7.80989
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2016,12,9033,13.2846
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2017,15,9033,16.6058
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2018,11,9024,12.1897
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2019,14,9074,15.4287
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2020,11,9096,12.0932
Lennik,23104,Nee,Inburgeraars met inburgeringscontract,2021,5,9190,5.4407
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2010,8,12397,6.45317
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2011,10,12461,8.02504
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2012,9,12615,7.13436
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2013,8,12851,6.2252
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2014,8,12953,6.17618
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2015,9,13016,6.91457
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2016,10,13079,7.64584
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2017,10,13129,7.61673
Affligem,23105,Nee,Inburgeraars met inburgeringscontract,2018,18,13225,13.6106
