Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Aantal inwoners,Verhouding per 10.000 inwoners
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,2,2076,9.63391
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,1,2058,4.85909
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,2,2073,9.64785
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,2,2056,9.72763
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,1,2040,4.90196
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,2,2000,10.0
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,1,2028,4.93097
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,1,2048,4.88281
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,1,2036,4.91159
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,0,2022,0.0
Horebeke,45062,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,1,2009,4.9776
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,6,6534,9.18274
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,4,6497,6.15669
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,1,6542,1.52858
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,5,6522,7.66636
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,4,6579,6.07995
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,2,6548,3.05437
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,0,6550,0.0
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,3,6563,4.57108
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,2,6567,3.04553
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,10,6616,15.1149
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,2,6579,3.03998
Lierde,45063,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,4,6626,6.03682
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,5,6418,7.79059
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,4,6448,6.20347
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,6,6428,9.33416
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,3,6350,4.72441
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,0,6332,0.0
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,1,6341,1.57704
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,3,6281,4.77631
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,3,6353,4.72218
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,0,6338,0.0
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,11,6343,17.342
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,1,6338,1.57778
Maarkedal,45064,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,6,6362,9.431
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,5,8062,6.20194
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,0,8095,0.0
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,1,8045,1.24301
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,7,8070,8.6741
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,2,8070,2.47831
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,2,8047,2.4854
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,2,8040,2.48756
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,2,8099,2.46944
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,2,8134,2.45881
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,4,8148,4.90918
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,4,8167,4.89776
Zwalm,45065,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,0,8224,0.0
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,21,15275,13.748
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,20,15344,13.0344
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,9,15424,5.83506
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,23,15507,14.832
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,15580,8.98588
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,13,15667,8.2977
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,16,15664,10.2145
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,13,15580,8.34403
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,15,15638,9.59202
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,19,15641,12.1476
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,15,15743,9.52804
Kruisem,45068,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,11,15750,6.98413
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,82,46299,17.711
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,48,46518,10.3186
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,42,46752,8.98357
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,54,46933,11.5058
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,51,47192,10.8069
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,62,47423,13.0738
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,96,47573,20.1795
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,106,47946,22.1082
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,102,48192,21.1653
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,99,48668,20.3419
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,125,49047,25.4858
Beveren,46003,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,131,49062,26.7009
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,15,15820,9.48167
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,26,15946,16.305
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,17,16028,10.6064
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,12,16164,7.4239
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,13,16306,7.97253
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,14,16421,8.52567
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,39,16541,23.5778
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,37,16589,22.3039
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,22,16657,13.2077
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,44,16745,26.2765
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,26,16846,15.4339
Kruibeke,46013,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,25,16785,14.8943
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,122,39174,31.1431
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,102,39546,25.7927
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,110,39882,27.5814
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,88,40104,21.9429
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,57,40332,14.1327
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,79,40494,19.5091
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,115,40626,28.307
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,85,41057,20.7029
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,106,41438,25.5804
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,108,41690,25.9055
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,83,42044,19.7412
Lokeren,46014,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,82,42145,19.4566
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,33,18501,17.8369
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,32,18780,17.0394
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,18876,3.70841
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,20,18968,10.5441
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,11,19076,5.76641
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,25,19235,12.9971
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,31,19204,16.1425
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,31,19252,16.1022
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,33,19273,17.1224
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,31,19370,16.0041
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,34,19499,17.4368
Sint-Gillis-Waas,46020,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,26,19590,13.2721
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,371,71806,51.667
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,287,72366,39.6595
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,253,72883,34.7132
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,218,73280,29.7489
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,176,73716,23.8754
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,299,74289,40.2482
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,556,75208,73.9283
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,379,76028,49.8501
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,364,76756,47.423
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,460,77679,59.2181
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,401,78531,51.0626
Sint-Niklaas,46021,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,450,79357,56.7058
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,30,17350,17.2911
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,13,17439,7.45456
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,17487,4.00297
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,11,17575,6.25889
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,8,17635,4.53643
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,9,17782,5.0613
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,24,17888,13.4168
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,27,18102,14.9155
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,31,18352,16.8919
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,20,18445,10.843
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,22,18687,11.7729
Stekene,46024,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,23,18863,12.1932
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,63,28147,22.3825
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,50,28502,17.5426
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,56,28889,19.3845
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,35,29012,12.064
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,44,29073,15.1343
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,59,29182,20.2179
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,82,29194,28.088
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,79,29515,26.7661
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,57,29528,19.3037
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,89,29926,29.74
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,74,30196,24.5066
Temse,46025,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,95,30287,31.3666
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,14,7785,17.9833
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,12,7856,15.2749
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,16,8004,19.99
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,7,8060,8.68486
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,8020,11.2219
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,11,8119,13.5485
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,12,8164,14.6987
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,8,8210,9.74421
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,7,8190,8.54701
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,20,8202,24.3843
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,12,8236,14.5702
As,71002,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,13,8279,15.7024
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,98,42758,22.9197
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,104,43203,24.0724
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,52,43661,11.9099
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,75,43975,17.0551
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,76,44262,17.1705
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,96,44885,21.388
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,122,45242,26.9661
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,84,45704,18.3791
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,67,46065,14.5447
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,104,46346,22.4399
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,62,46598,13.3053
Beringen,71004,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,85,46882,18.1306
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,36,18208,19.7715
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,29,18242,15.8974
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,32,18377,17.4131
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,30,18542,16.1795
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,24,18666,12.8576
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,29,18757,15.4609
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,36,18906,19.0416
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,58,19086,30.3888
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,47,19137,24.5598
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,64,19031,33.6293
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,54,19090,28.2871
Diepenbeek,71011,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,52,19157,27.1441
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,222,64757,34.282
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,277,64987,42.6239
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,193,65264,29.5722
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,190,65224,29.1304
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,220,65399,33.6397
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,197,65463,30.0933
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,254,65691,38.6659
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,223,65986,33.795
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,231,66110,34.9418
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,228,66227,34.427
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,170,66447,25.5843
Genk,71016,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,228,66673,34.1968
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,8,8121,9.851
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,9,8214,10.9569
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,9,8245,10.9157
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,8,8297,9.64204
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,10,8291,12.0613
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,14,8383,16.7005
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,23,8377,27.4561
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,12,8394,14.2959
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,8,8391,9.53402
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,6,8405,7.13861
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,11,8389,13.1124
Gingelom,71017,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,12,8426,14.2416
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,19,9136,20.7968
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,15,9242,16.2303
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,11,9352,11.7622
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,17,9422,18.0429
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,13,9480,13.7131
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,26,9546,27.2365
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,16,9566,16.7259
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,9511,10.5141
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,20,9461,21.1394
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,8,9427,8.48626
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,12,9485,12.6516
Halen,71020,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,13,9360,13.8889
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,322,73067,44.0691
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,353,73807,47.8274
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,272,74588,36.467
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,256,75579,33.8718
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,242,75991,31.8459
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,262,76331,34.3242
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,347,76685,45.25
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,369,77124,47.845
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,357,77651,45.9749
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,346,78296,44.1913
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,296,78714,37.6045
Hasselt,71022,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,378,79089,47.7943
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,25,12219,20.4599
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,27,12264,22.0157
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,24,12316,19.4868
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,23,12330,18.6537
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,12390,11.2994
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,23,12463,18.4546
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,24,12608,19.0355
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,16,12694,12.6044
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,19,12661,15.0067
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,33,12636,26.1159
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,17,12650,13.4387
Herk-de-Stad,71024,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,12716,15.7282
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,48,14907,32.1996
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,52,15070,34.5056
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,31,15172,20.4324
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,34,15178,22.4008
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,25,15210,16.4366
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,41,15213,26.9506
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,50,15358,32.5563
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,41,15526,26.4073
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,27,15625,17.28
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,37,15755,23.4846
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,66,15850,41.6404
Leopoldsburg,71034,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,148,16065,92.1257
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,16,14293,11.1943
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,17,14322,11.8699
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,22,14358,15.3225
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,14,14423,9.70672
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,8,14529,5.50623
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,14,14571,9.60813
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,23,14603,15.7502
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,24,14662,16.3688
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,16,14762,10.8386
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,23,14890,15.4466
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,15,14978,10.0147
Lummen,71037,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,9,15086,5.9658
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,6732,13.369
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,16,6687,23.927
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,17,6691,25.4073
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,9,6729,13.3749
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,6748,13.3373
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,7,6841,10.2324
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,16,6865,23.3066
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,6,6941,8.64429
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,9,6960,12.931
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,15,6947,21.5921
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,6998,14.2898
Nieuwerkerken,71045,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,9,7062,12.7443
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,365,39309,92.8541
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,529,39579,133.657
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,435,39747,109.442
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,167,39769,41.9925
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,165,39840,41.4157
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,181,39957,45.2987
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,209,40158,52.0444
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,212,40169,52.777
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,171,40473,42.2504
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,241,40590,59.3742
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,140,40672,34.4217
Sint-Truiden,71053,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,152,40557,37.4781
