Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen met huidige nationaliteit uit de MOE-landen,Aantal inwoners,Procent
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,29,17342,0.00167224
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,27,17369,0.00155449
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,36,17410,0.00206778
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,29,17396,0.00166705
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,33,17440,0.0018922
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,46,17489,0.00263022
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,51,17504,0.00291362
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,56,17574,0.00318653
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,66,17587,0.00375277
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,83,17731,0.00468107
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,83,17952,0.00462344
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,104,18126,0.00573761
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,133,18184,0.00731412
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,141,18165,0.00776218
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,141,18192,0.00775066
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,166,18336,0.00905323
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,172,18490,0.00930233
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,198,18608,0.0106406
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,221,18695,0.0118213
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,234,18872,0.0123993
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,268,19020,0.0140904
Kalmthout,11022,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,261,19179,0.0136086
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,58,25671,0.00225936
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,39,25642,0.00152094
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,36,25612,0.00140559
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,58,25881,0.00224103
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,57,25974,0.0021945
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,58,25975,0.00223292
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,51,25948,0.00196547
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,78,26104,0.00298805
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,114,26222,0.00434749
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,147,26297,0.00558999
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,158,26427,0.00597873
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,193,26437,0.00730037
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,212,26546,0.00798614
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,214,26506,0.00807364
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,205,26540,0.00772419
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,207,26702,0.00775223
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,220,26745,0.00822584
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,251,26750,0.00938318
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,287,26771,0.0107206
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,327,26850,0.0121788
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,342,26981,0.0126756
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,339,27157,0.012483
Kapellen,11023,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,385,27442,0.0140296
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,26,19874,0.00130824
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,16,19971,0.000801162
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,22,20059,0.00109676
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,24,20139,0.00119172
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,27,20170,0.00133862
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,38,20246,0.00187691
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,41,20239,0.00202579
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,55,20243,0.00271699
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,118,20297,0.00581367
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,100,20335,0.00491763
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,137,20489,0.00668651
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,173,20584,0.00840459
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,212,20739,0.0102223
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,236,20883,0.0113011
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,250,20913,0.0119543
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,267,20886,0.0127837
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,292,20873,0.0139894
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,296,20952,0.0141275
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,321,21074,0.015232
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,335,21115,0.0158655
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,349,21203,0.0164599
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,357,21260,0.0167921
Kontich,11024,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,396,21340,0.0185567
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,7,7864,0.000890132
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,3,7903,0.000379603
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,2,7973,0.000250847
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,3,7977,0.000376081
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,3,7959,0.000376932
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,5,7979,0.000626645
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,8,7977,0.00100288
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,11,8035,0.00136901
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,16,8089,0.0019779899999999998
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,31,8229,0.00376716
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,38,8363,0.00454382
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,36,8522,0.00422436
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,37,8620,0.00429234
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,59,8668,0.00680665
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,77,8752,0.00879799
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,77,8767,0.00878294
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,80,8821,0.00906927
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,90,8781,0.0102494
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,127,8787,0.0144532
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,158,8718,0.0181234
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,169,8641,0.0195579
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,179,8575,0.0208746
Lint,11025,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,200,8553,0.0233836
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,77,25086,0.00306944
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,69,24859,0.00277565
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,74,24738,0.00299135
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,88,24669,0.00356723
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,108,24450,0.00441718
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,125,24393,0.00512442
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,162,24427,0.00663201
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,178,24426,0.00728732
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,209,24416,0.00855996
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,262,24658,0.0106254
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,319,24737,0.0128957
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,391,24804,0.0157636
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,458,25143,0.0182158
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,474,25202,0.018808
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,482,25242,0.0190952
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,486,25356,0.0191671
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,526,25551,0.0205863
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,568,25588,0.0221979
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,581,25824,0.0224985
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,612,26099,0.0234492
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,604,26157,0.0230913
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,645,26170,0.0246465
Mortsel,11029,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,679,26189,0.0259269
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,44,8405,0.00523498
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,51,8513,0.00599084
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,48,8555,0.00561075
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,55,8590,0.00640279
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,56,8637,0.00648373
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,68,8714,0.00780353
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,57,8798,0.00647875
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,63,8922,0.0070612
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,72,9154,0.00786541
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,79,9230,0.00855905
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,88,9268,0.00949504
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,82,9387,0.00873549
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,94,9461,0.00993552
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,100,9582,0.0104362
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,109,9833,0.0110851
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,104,9962,0.0104397
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,114,10136,0.011247
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,135,10236,0.0131887
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,152,10424,0.0145817
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,171,10501,0.0162842
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,155,10546,0.0146975
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,164,10493,0.0156295
Niel,11030,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,158,10595,0.0149127
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,10,17575,0.00056899
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,9,17615,0.000510928
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,12,17639,0.000680311
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,11,17562,0.000626352
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,11,17708,0.000621188
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,8,17725,0.00045134
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,24,17827,0.00134627
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,21,17948,0.00117005
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,39,18051,0.00216055
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,52,18124,0.00286912
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,60,18253,0.00328713
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,70,18424,0.00379939
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,71,18463,0.00384553
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,60,18581,0.0032291
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,59,18607,0.00317085
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,76,18696,0.00406504
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,83,18856,0.00440178
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,91,18981,0.00479427
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,107,18981,0.00563722
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,128,19008,0.00673401
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,146,19187,0.00760932
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,185,19249,0.00961089
Ranst,11035,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,185,19366,0.00955282
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,28,14583,0.00192004
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,25,14550,0.00171821
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,12,14470,0.000829302
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,17,14489,0.0011733
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,14,14588,0.000959693
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,20,14560,0.00137363
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,24,14628,0.00164069
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,32,14650,0.0021843
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,37,14694,0.00251803
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,43,14657,0.00293375
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,41,14612,0.00280591
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,63,14756,0.00426945
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,77,14876,0.00517612
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,97,14922,0.00650047
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,83,15025,0.00552413
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,102,15118,0.00674692
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,109,15140,0.00719947
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,130,15083,0.00861898
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,144,15114,0.00952759
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,153,15090,0.0101392
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,163,15050,0.0108306
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,186,15146,0.0122805
Rumst,11037,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,215,15254,0.0140947
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,8,7743,0.00103319
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,7,7711,0.000907794
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,7,7666,0.000913123
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,10,7670,0.00130378
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,10,7746,0.00129099
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,19,7824,0.00242843
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,16,7806,0.00204971
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,12,7914,0.0015163
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,11,8034,0.00136918
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,11,8072,0.00136274
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,30,8104,0.00370188
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,23,8080,0.00284653
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,40,8088,0.0049456
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,33,8201,0.0040239
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,36,8183,0.00439936
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,41,8208,0.00499513
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,46,8259,0.00556968
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,65,8357,0.00777791
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,81,8433,0.00960512
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,91,8518,0.0106833
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,103,8529,0.0120764
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,109,8559,0.0127351
Schelle,11038,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,120,8692,0.0138058
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,31,19562,0.00158471
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,30,19563,0.00153351
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,23,19595,0.00117377
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,24,19586,0.00122537
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,34,19652,0.0017301
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,36,19618,0.00183505
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,45,19575,0.00229885
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,65,19537,0.00332702
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,69,19521,0.00353465
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,66,19541,0.00337751
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,82,19496,0.00420599
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,94,19429,0.00483813
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,79,19472,0.00405711
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,81,19308,0.00419515
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,84,19400,0.0043299
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,78,19375,0.00402581
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,97,19434,0.00499125
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,110,19516,0.0056364
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,115,19585,0.00587184
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,131,19652,0.00666599
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,141,19873,0.00709505
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,138,19925,0.00692597
Schilde,11039,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,157,20031,0.00783785
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,141,32733,0.00430758
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,107,32720,0.00327017
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,129,32777,0.00393569
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,131,33063,0.00396213
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,145,33190,0.00436879
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,153,33230,0.00460427
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,186,33160,0.00560917
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,193,33132,0.00582518
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,251,33259,0.00754683
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,252,33247,0.00757963
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,287,33342,0.00860776
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,329,33600,0.00979167
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,331,33766,0.00980276
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,358,33776,0.0105992
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,426,33871,0.0125771
Schoten,11040,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,467,34016,0.0137288
