Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen van buitenlandse herkomst zonder personen van Nederlandse herkomst,Aantal inwoners ,Procent
Stabroek,11044,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2208,18782,0.117559
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,373,8660,0.0430716
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,390,8665,0.0450087
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,394,8717,0.045199
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,428,8790,0.0486917
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,454,8767,0.0517851
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,490,8836,0.055455
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,500,8816,0.0567151
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,528,8890,0.0593926
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,567,8884,0.0638226
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,606,8972,0.0675435
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,662,8984,0.0736866
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,728,9039,0.0805399
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,803,9041,0.0888176
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,865,9137,0.09467
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,889,9131,0.0973606
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,964,9314,0.1035
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1049,9365,0.112013
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1245,9659,0.128895
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1393,9711,0.143446
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1554,9816,0.158313
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1713,9983,0.171592
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1922,10084,0.190599
Wijnegem,11050,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2129,10244,0.207829
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,487,11762,0.0414045
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,483,11874,0.0406771
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,506,11811,0.0428414
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,569,11848,0.048025
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,607,11957,0.0507652
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,674,12046,0.0559522
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,746,12126,0.0615207
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,763,12117,0.0629694
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,842,12190,0.069073
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,951,12295,0.0773485
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1035,12334,0.0839144
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1124,12373,0.090843
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1190,12386,0.0960762
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1252,12405,0.100927
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1389,12467,0.111414
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1478,12547,0.117797
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1566,12591,0.124375
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1736,12785,0.135784
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1887,12893,0.146358
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1989,12865,0.154606
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2149,12943,0.166036
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,2315,12991,0.1782
Wommelgem,11052,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2585,13181,0.196116
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,314,17552,0.0178897
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,331,17646,0.0187578
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,361,17777,0.0203071
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,391,17893,0.0218521
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,410,18006,0.0227702
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,446,18184,0.0245271
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,476,18338,0.025957
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,526,18605,0.028272
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,641,18839,0.0340252
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,720,19013,0.0378688
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,790,19213,0.041118
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,877,19371,0.0452739
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,976,19547,0.0499309
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1035,19731,0.0524555
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1117,19872,0.0562097
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1203,20124,0.0597794
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1272,20228,0.0628831
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1396,20459,0.068234
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1516,20671,0.0733395
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1696,20970,0.0808774
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1850,21213,0.0872107
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1932,21346,0.0905088
Wuustwezel,11053,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2048,21523,0.095154
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,221,12085,0.0182871
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,213,12144,0.0175395
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,233,12143,0.019188
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,263,12199,0.0215591
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,304,12260,0.0247961
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,330,12255,0.0269278
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,360,12286,0.0293016
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,375,12262,0.0305823
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,411,12344,0.0332955
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,404,12351,0.0327099
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,443,12387,0.0357633
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,469,12533,0.0374212
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,527,12580,0.0418919
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,577,12713,0.0453866
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,599,12729,0.0470579
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,624,12727,0.0490296
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,660,12768,0.0516917
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,719,12843,0.0559838
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,792,12985,0.0609935
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,859,13025,0.0659501
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,905,13071,0.0692372
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,936,13124,0.0713197
Zandhoven,11054,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1005,13172,0.0762982
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,535,20164,0.0265324
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,550,20120,0.027336
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,593,20134,0.0294527
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,608,20306,0.0299419
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,631,20400,0.0309314
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,646,20426,0.0316264
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,709,20638,0.0343541
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,746,20803,0.0358602
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,779,20996,0.0371023
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,841,21208,0.0396548
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,925,21265,0.0434987
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,992,21415,0.0463227
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1088,21555,0.0504755
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1098,21610,0.0508098
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1092,21573,0.0506188
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1139,21704,0.0524788
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1206,21764,0.0554126
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1245,21857,0.0569612
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1298,21739,0.0597084
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1440,21944,0.0656216
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1497,22065,0.067845
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1581,22142,0.0714028
Zoersel,11055,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1627,22317,0.0729041
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,953,17801,0.0535363
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,960,17744,0.0541028
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,987,17743,0.0556276
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,1106,17914,0.0617394
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1188,18000,0.066
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1254,18104,0.0692665
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1327,18231,0.0727881
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1430,18352,0.0779207
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1536,18420,0.0833876
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1682,18480,0.0910173
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1816,18573,0.0977763
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1955,18656,0.104792
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,2103,18643,0.112804
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,2316,18794,0.123231
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,2521,18952,0.13302
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,2737,18936,0.14454
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,2896,18957,0.152767
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,3141,18985,0.165446
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,3408,19002,0.17935
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,3766,19056,0.197628
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,4100,19154,0.214055
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,4359,19263,0.226289
Zwijndrecht,11056,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,4763,19243,0.247519
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,321,13922,0.023057
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,333,13949,0.0238727
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,352,14070,0.0250178
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,375,14058,0.0266752
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,390,14096,0.0276674
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,414,14150,0.029258
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,442,14083,0.0313854
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,471,14158,0.0332674
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,507,14225,0.0356415
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,572,14422,0.0396616
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,622,14531,0.042805
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,667,14616,0.0456349
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,729,14763,0.0493802
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,773,14948,0.0517126
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,845,15013,0.0562846
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,882,15083,0.0584764
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,993,15158,0.06551
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1025,15257,0.0671823
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1076,15304,0.0703084
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1199,15561,0.0770516
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1293,15602,0.082874
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1343,15620,0.0859795
Malle,11057,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1488,15756,0.0944402
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,188,10150,0.0185222
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,210,10169,0.020651
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,221,10242,0.0215778
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,238,10286,0.0231382
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,256,10345,0.0247463
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,291,10438,0.0278789
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,321,10612,0.0302488
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,348,10668,0.0326209
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,395,10730,0.0368127
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,448,10817,0.0414163
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,506,10889,0.0464689
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,540,10891,0.0495822
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,588,10960,0.0536496
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,621,11013,0.0563879
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,644,11034,0.0583651
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,748,11174,0.0669411
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,770,11203,0.0687316
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,824,11385,0.0723759
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,933,11507,0.0810811
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1016,11527,0.0881409
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1095,11656,0.093943
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1172,11710,0.100085
Berlaar,12002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1271,11730,0.108355
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,281,14089,0.0199446
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,327,14237,0.0229683
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,347,14229,0.0243868
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,357,14241,0.0250685
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,381,14314,0.0266173
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,404,14387,0.0280809
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,466,14510,0.0321158
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,498,14499,0.0343472
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,568,14557,0.039019
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,641,14611,0.0438711
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,720,14669,0.0490831
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,736,14656,0.0502183
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,832,14722,0.0565141
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,908,14828,0.0612355
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,942,14778,0.0637434
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1021,14769,0.0691313
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1064,14704,0.0723613
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1149,14826,0.077499
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1225,14951,0.0819343
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1376,15010,0.0916722
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1526,15078,0.101207
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1615,15177,0.106411
Bonheiden,12005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1739,15319,0.113519
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,745,19939,0.037364
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,782,19841,0.0394133
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,800,19906,0.0401889
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,848,19939,0.0425297
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,844,19921,0.0423674
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,897,19939,0.0449872
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,984,20064,0.0490431
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1032,20235,0.0510007
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1065,20341,0.0523573
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1142,20475,0.0557753
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1153,20556,0.0560907
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1201,20727,0.0579437
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1283,20866,0.0614876
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1335,20810,0.0641519
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1445,20858,0.069278
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1520,20940,0.0725883
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1588,21039,0.0754789
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1643,21129,0.0777604
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1724,21186,0.0813745
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1830,21366,0.0856501
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1946,21353,0.0911347
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,2083,21428,0.0972093
Bornem,12007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2273,21599,0.105236
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,466,15971,0.0291779
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,476,15938,0.0298657
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,537,16005,0.033552
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,584,16009,0.0364795
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,591,15957,0.037037
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,619,15991,0.0387093
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,664,16019,0.0414508
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,720,16140,0.0446097
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,777,16238,0.0478507
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,869,16429,0.0528943
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,970,16577,0.0585148
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1085,16770,0.0646989
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1223,16941,0.0721917
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1305,17037,0.076598
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1374,17119,0.0802617
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1516,17131,0.0884945
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1710,17292,0.0988897
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1861,17302,0.10756
Duffel,12009,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1970,17385,0.113316
