Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen van buitenlandse herkomst zonder personen van Nederlandse herkomst,Aantal inwoners ,Procent
Lendelede,34025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,292,5768,0.0506241
Lendelede,34025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,320,5742,0.0557297
Lendelede,34025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,316,5747,0.0549852
Lendelede,34025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,372,5787,0.064282
Lendelede,34025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,398,5766,0.0690253
Lendelede,34025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,415,5803,0.0715147
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,3608,32028,0.112651
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,3675,31918,0.115139
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,3864,32156,0.120164
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,3905,32080,0.121727
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,4111,32141,0.127905
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,4294,32325,0.132838
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,4541,32413,0.140098
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,4797,32439,0.147878
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,5206,32466,0.160352
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,5539,32610,0.169856
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,5750,32530,0.17676
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,6078,32731,0.185696
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,6269,32683,0.191812
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,6467,32707,0.197725
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,6809,32964,0.206559
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,6943,32905,0.211001
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,7186,32877,0.218572
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,7604,33112,0.229645
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,7879,33190,0.237391
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,8275,33385,0.247866
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,8681,33540,0.258825
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,9053,33708,0.268571
Menen,34027,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,9588,33982,0.282149
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,1446,35839,0.0403471
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,1561,35842,0.0435523
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,1646,35954,0.0457807
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,1735,35940,0.0482749
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1870,35977,0.0519777
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1959,35919,0.0545394
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,2010,35852,0.0560638
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,2156,35831,0.0601714
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,2405,35971,0.0668594
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,2575,36190,0.0711523
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,2678,36306,0.0737619
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,2889,36593,0.0789495
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,3097,36751,0.0842698
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,3347,36960,0.0905574
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,3570,37155,0.096084
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,3825,37341,0.102434
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,4057,37606,0.107882
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,4314,37871,0.113913
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,4576,38125,0.120026
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,4817,38266,0.125882
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,5045,38350,0.131551
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,5362,38535,0.139146
Waregem,34040,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,5818,38948,0.149379
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,1037,31374,0.0330528
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,1089,31357,0.0347291
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,1176,31276,0.0376007
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,1244,31172,0.0399076
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1282,31084,0.0412431
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1338,31059,0.0430793
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1420,31020,0.0457769
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1506,30926,0.0486969
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1554,30934,0.050236
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1638,30990,0.0528558
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1721,30975,0.0555609
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1802,31066,0.0580055
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1885,31076,0.0606577
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1989,31100,0.063955
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,2117,31063,0.0681518
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,2264,31307,0.0723161
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,2384,31291,0.076188
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,2587,31457,0.0822392
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,2726,31412,0.0867821
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2857,31406,0.0909699
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,3043,31579,0.0963615
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,3200,31503,0.101578
Wevelgem,34041,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,3354,31565,0.106257
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,582,23489,0.0247776
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,607,23451,0.0258838
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,649,23404,0.0277303
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,653,23392,0.0279155
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,665,23536,0.0282546
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,733,23666,0.0309727
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,805,23674,0.0340035
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,829,23809,0.0348188
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,904,23900,0.0378243
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,981,24045,0.0407985
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1053,24113,0.0436694
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1131,24100,0.0469295
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1160,24209,0.0479161
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1179,24197,0.048725
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1247,24258,0.0514057
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1328,24271,0.0547155
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1430,24353,0.0587197
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1499,24530,0.0611088
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1618,24619,0.0657216
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1744,24656,0.0707333
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1895,24814,0.0763682
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1952,24853,0.0785418
Zwevegem,34042,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2117,25140,0.0842084
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,209,1858,0.112487
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,219,1873,0.116925
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,233,1919,0.121417
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,244,1969,0.123921
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,248,1999,0.124062
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,261,2040,0.127941
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,264,2030,0.130049
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,294,2047,0.143625
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,303,2051,0.147733
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,327,2105,0.155344
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,340,2110,0.161137
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,346,2126,0.162747
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,343,2110,0.162559
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,356,2126,0.167451
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,362,2120,0.170755
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,399,2155,0.185151
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,421,2133,0.197375
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,456,2142,0.212885
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,438,2087,0.209871
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,424,2049,0.20693
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,449,2071,0.216803
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,464,2076,0.223507
Spiere-Helkijn,34043,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,483,2056,0.234922
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,656,14076,0.0466041
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,691,14294,0.048342
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,751,14473,0.0518897
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,822,14605,0.0562821
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,884,14803,0.0597176
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,930,14982,0.0620745
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,986,15118,0.0652203
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1043,15343,0.0679789
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1119,15594,0.0717584
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1165,15905,0.0732474
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1230,16202,0.0759166
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1261,16383,0.07697
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1350,16496,0.081838
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1425,16754,0.0850543
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1465,16962,0.0863695
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1600,17301,0.0924802
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1660,17360,0.0956221
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1810,17585,0.102929
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1946,17828,0.109154
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2083,18095,0.115115
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2148,18141,0.118406
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,2183,18086,0.120701
Bredene,35002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2271,18167,0.125007
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,254,11085,0.0229138
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,244,11147,0.0218893
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,252,11199,0.022502
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,259,11162,0.0232037
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,284,11184,0.0253934
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,285,11159,0.0255399
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,304,11125,0.0273258
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,319,11170,0.0285586
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,378,11383,0.0332074
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,436,11702,0.0372586
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,475,11727,0.0405048
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,512,11782,0.0434561
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,547,11792,0.0463874
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,556,11871,0.0468368
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,577,11826,0.0487908
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,607,11753,0.0516464
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,682,11851,0.0575479
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,749,12021,0.0623076
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,777,12063,0.0644118
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,896,12178,0.0735753
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,957,12166,0.0786618
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,974,12107,0.0804493
Gistel,35005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1007,12106,0.0831819
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,215,13242,0.0162362
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,226,13272,0.0170283
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,258,13349,0.0193273
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,262,13429,0.01951
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,272,13389,0.0203152
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,272,13340,0.0203898
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,294,13423,0.0219027
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,331,13493,0.0245312
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,352,13571,0.0259377
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,368,13687,0.0268868
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,408,13839,0.0294819
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,439,13860,0.0316739
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,453,13898,0.0325946
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,467,13869,0.0336722
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,501,13929,0.0359681
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,574,13952,0.0411411
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,572,13945,0.0410183
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,617,13950,0.0442294
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,642,13939,0.0460578
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,706,14050,0.0502491
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,729,14041,0.0519194
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,777,14068,0.0552317
Ichtegem,35006,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,824,14139,0.0582785
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,663,16583,0.0399807
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,672,16668,0.0403168
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,687,16930,0.0405789
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,725,17217,0.0421095
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,770,17501,0.0439975
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,788,17690,0.0445449
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,808,17841,0.0452889
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,881,18080,0.0487279
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,936,18377,0.0509332
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,951,18614,0.0510906
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1003,18636,0.0538206
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1063,18893,0.0562642
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1131,19052,0.0593638
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1163,19083,0.0609443
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1207,19177,0.06294
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1259,19302,0.0652264
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1292,19262,0.0670751
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1387,19186,0.0722923
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1492,19371,0.0770224
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1493,19336,0.0772135
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1521,19578,0.0776892
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1582,19676,0.0804025
Middelkerke,35011,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1642,19723,0.0832531
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,5166,67279,0.0767847
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,5222,67334,0.0775537
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,5495,67574,0.0813183
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,5797,68065,0.0851686
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,6108,68273,0.0894644
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,6559,68594,0.0956206
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,7122,68931,0.103321
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,7679,69115,0.111105
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,8226,69093,0.119057
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,8698,69061,0.125947
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,9276,69064,0.13431
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,10203,69732,0.146317
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,10982,70284,0.156252
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,11368,69969,0.162472
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,12036,70274,0.171272
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,12736,70460,0.180755
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,13469,70600,0.190779
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,14374,70994,0.202468
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,15274,71332,0.214125
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,16049,71494,0.22448
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,16782,71647,0.234232
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,17567,71755,0.244819
Oostende,35013,Ja,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,18102,71557,0.252973
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,200,8810,0.0227015
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,207,8813,0.023488
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,203,8794,0.0230839
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,213,8781,0.0242569
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,233,8834,0.0263754
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,226,8884,0.025439
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,254,8929,0.0284466
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,260,8947,0.02906
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,259,8955,0.0289224
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,266,8983,0.0296115
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,270,8972,0.0300936
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,293,9042,0.0324043
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,352,9110,0.0386389
Oudenburg,35014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,411,9094,0.0451946
