Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2014,63,22751,2.76911
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2015,109,22809,4.77882
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2016,83,22833,3.63509
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2017,81,22924,3.53341
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2018,112,22952,4.87975
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2019,73,23029,3.16992
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2020,96,23078,4.15981
Scherpenheuvel-Zichem,24134,Nee,Externe inwijking van vreemdelingen,2021,109,23135,4.71148
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2000,9,9814,0.91706
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2001,2,9877,0.20249
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2002,7,9894,0.7075
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2003,10,9898,1.01031
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2004,2,9877,0.20249
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2005,3,9931,0.30208
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2006,12,10009,1.19892
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2007,12,10103,1.18777
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2008,10,10221,0.97838
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2009,16,10341,1.54724
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2010,16,10391,1.53979
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2011,11,10424,1.05526
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2012,17,10539,1.61306
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2013,14,10581,1.32313
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2014,19,10659,1.78253
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2015,22,10643,2.06709
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2016,22,10674,2.06108
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2017,24,10680,2.24719
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2018,41,10707,3.82927
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2019,34,10747,3.16367
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2020,46,10783,4.26597
Tielt-Winge,24135,Nee,Externe inwijking van vreemdelingen,2021,37,10877,3.40167
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2000,1,5071,0.1972
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2001,3,5069,0.59183
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2002,3,5101,0.58812
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2003,3,5091,0.58928
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2004,4,5115,0.78201
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2005,4,5162,0.77489
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2006,2,5189,0.38543
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2007,5,5216,0.95859
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2008,5,5235,0.95511
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2009,5,5264,0.94985
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2010,6,5239,1.14526
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2011,6,5312,1.12952
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2012,3,5269,0.56937
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2013,12,5300,2.26415
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2014,5,5300,0.9434
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2015,7,5382,1.30063
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2016,14,5305,2.63902
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2017,2,5326,0.37552
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2018,7,5298,1.32125
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2019,20,5271,3.79435
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2020,21,5321,3.94663
Glabbeek,24137,Nee,Externe inwijking van vreemdelingen,2021,10,5340,1.87266
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2000,5,14525,0.34423
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2001,5,14557,0.34348
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2002,11,14551,0.75596
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2003,8,14540,0.55021
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2004,9,14545,0.61877
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2005,9,14550,0.61856
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2006,8,14642,0.54637
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2007,15,14691,1.02103
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2008,9,14808,0.60778
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2009,15,14910,1.00604
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2010,37,15064,2.45619
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2011,37,15214,2.43197
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2012,33,15357,2.14886
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2013,29,15389,1.88446
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2014,32,15428,2.07415
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2015,43,15481,2.7776
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2016,27,15502,1.74171
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2017,39,15604,2.49936
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2018,32,15687,2.03991
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2019,45,15763,2.85479
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2020,24,15817,1.51735
Beernem,31003,Nee,Externe inwijking van vreemdelingen,2021,53,15845,3.3449
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2000,25,17414,1.43563
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2001,24,17538,1.36846
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2002,43,17726,2.42582
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2003,39,17897,2.17914
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2004,39,18088,2.15613
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2005,27,18135,1.48883
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2006,47,18175,2.58597
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2007,76,18329,4.14643
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2008,66,18443,3.57859
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2009,92,18660,4.93033
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2010,70,18907,3.70233
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2011,101,19096,5.28907
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2012,106,19337,5.48172
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2013,88,19682,4.47109
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2014,105,19879,5.28196
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2015,88,20014,4.39692
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2016,125,20013,6.24594
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2017,119,20265,5.87219
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2018,98,20349,4.81596
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2019,150,20436,7.33999
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2020,79,20463,3.86063
Blankenberge,31004,Nee,Externe inwijking van vreemdelingen,2021,136,20479,6.64095
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2000,541,116246,4.65392
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2001,514,116559,4.40978
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2002,600,116836,5.1354
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2003,521,116811,4.4602
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2004,578,117025,4.93912
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2005,655,117327,5.58269
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2006,593,117224,5.05869
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2007,789,116982,6.74463
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2008,700,117113,5.97713
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2009,711,116969,6.07853
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2010,765,116741,6.55297
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2011,894,116885,7.64854
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2012,875,117170,7.46778
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2013,706,117577,6.00458
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2014,945,117377,8.05098
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2015,942,117886,7.99077
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2016,1072,118053,9.08067
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2017,1106,118187,9.35805
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2018,1172,118284,9.90836
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2019,1296,118325,10.95288
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2020,901,118656,7.59338
Brugge,31005,Ja,Externe inwijking van vreemdelingen,2021,1062,118467,8.96452
Damme,31006,Nee,Externe inwijking van vreemdelingen,2000,15,11058,1.35648
Damme,31006,Nee,Externe inwijking van vreemdelingen,2001,9,11080,0.81227
Damme,31006,Nee,Externe inwijking van vreemdelingen,2002,9,11038,0.81537
Damme,31006,Nee,Externe inwijking van vreemdelingen,2003,9,11001,0.81811
Damme,31006,Nee,Externe inwijking van vreemdelingen,2004,16,10922,1.46493
Damme,31006,Nee,Externe inwijking van vreemdelingen,2005,21,10875,1.93103
Damme,31006,Nee,Externe inwijking van vreemdelingen,2006,3,10899,0.27525
Damme,31006,Nee,Externe inwijking van vreemdelingen,2007,11,10853,1.01354
Damme,31006,Nee,Externe inwijking van vreemdelingen,2008,24,10874,2.2071
Damme,31006,Nee,Externe inwijking van vreemdelingen,2009,10,10833,0.92311
Damme,31006,Nee,Externe inwijking van vreemdelingen,2010,14,10839,1.29163
Damme,31006,Nee,Externe inwijking van vreemdelingen,2011,20,10845,1.84417
Damme,31006,Nee,Externe inwijking van vreemdelingen,2012,25,10844,2.30542
Damme,31006,Nee,Externe inwijking van vreemdelingen,2013,21,10855,1.93459
Damme,31006,Nee,Externe inwijking van vreemdelingen,2014,20,10845,1.84417
Damme,31006,Nee,Externe inwijking van vreemdelingen,2015,26,10883,2.38905
Damme,31006,Nee,Externe inwijking van vreemdelingen,2016,31,10907,2.84221
Damme,31006,Nee,Externe inwijking van vreemdelingen,2017,28,10945,2.55825
Damme,31006,Nee,Externe inwijking van vreemdelingen,2018,28,11008,2.5436
Damme,31006,Nee,Externe inwijking van vreemdelingen,2019,43,10993,3.91158
Damme,31006,Nee,Externe inwijking van vreemdelingen,2020,19,11019,1.72429
Damme,31006,Nee,Externe inwijking van vreemdelingen,2021,22,10973,2.00492
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2000,9,13609,0.66133
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2001,6,13650,0.43956
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2002,12,13692,0.87642
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2003,27,13625,1.98165
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2004,16,13656,1.17165
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2005,10,13657,0.73223
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2006,14,13572,1.03154
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2007,29,13615,2.13
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2008,16,13677,1.16985
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2009,18,13764,1.30776
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2010,19,13624,1.3946
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2011,29,13688,2.11864
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2012,36,13781,2.61229
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2013,31,13879,2.23359
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2014,28,13857,2.02064
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2015,18,13854,1.29926
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2016,49,13862,3.53484
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2017,43,13944,3.08376
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2018,31,13880,2.23343
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2019,23,13865,1.65885
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2020,41,13868,2.95645
Jabbeke,31012,Nee,Externe inwijking van vreemdelingen,2021,32,14081,2.27257
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2000,16,21218,0.75408
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2001,18,21166,0.85042
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2002,18,21230,0.84786
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2003,21,21320,0.98499
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2004,11,21392,0.51421
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2005,26,21543,1.20689
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2006,18,21796,0.82584
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2007,26,21948,1.18462
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2008,49,22117,2.21549
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2009,42,22343,1.87978
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2010,43,22452,1.9152
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2011,62,22536,2.75115
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2012,93,22764,4.0854
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2013,98,22957,4.26885
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2014,83,23024,3.60493
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2015,68,23120,2.94118
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2016,55,23132,2.37766
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2017,95,23289,4.07918
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2018,76,23580,3.22307
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2019,101,23698,4.26196
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2020,63,23805,2.6465
Oostkamp,31022,Nee,Externe inwijking van vreemdelingen,2021,81,23832,3.39879
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2000,29,18838,1.53944
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2001,33,18800,1.75532
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2002,18,18790,0.95796
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2003,33,18841,1.7515
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2004,14,18981,0.73758
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2005,35,19181,1.82472
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2006,46,19453,2.36467
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2007,50,19539,2.55898
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2008,105,19745,5.3178
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2009,65,19762,3.28914
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2010,81,19885,4.07342
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2011,104,19974,5.20677
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2012,119,20149,5.906
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2013,70,20284,3.451
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2014,94,20395,4.60897
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2015,107,20343,5.25979
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2016,76,20486,3.70985
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2017,96,20503,4.68224
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2018,87,20530,4.2377
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2019,85,20463,4.15384
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2020,90,20467,4.39732
Torhout,31033,Nee,Externe inwijking van vreemdelingen,2021,87,20490,4.24597
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2000,9,22020,0.40872
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2001,9,21993,0.40922
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2002,18,21918,0.82124
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2003,19,21938,0.86608
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2004,17,21853,0.77793
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2005,27,21763,1.24064
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2006,27,21835,1.23655
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2007,38,21940,1.732
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2008,42,22067,1.90329
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2009,36,22058,1.63206
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2010,37,22180,1.66817
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2011,75,22357,3.35465
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2012,67,22320,3.00179
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2013,63,22349,2.81892
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2014,80,22299,3.5876
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2015,79,22407,3.52568
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2016,69,22479,3.06953
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2017,82,22554,3.63572
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2018,93,22635,4.10868
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2019,66,22819,2.89233
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2020,62,22852,2.71311
Zedelgem,31040,Nee,Externe inwijking van vreemdelingen,2021,77,22901,3.3623
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2000,3,2790,1.07527
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2001,6,2798,2.14439
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2002,1,2779,0.35984
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2003,4,2765,1.44665
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2004,0,2748,0.0
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2005,0,2759,0.0
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2006,1,2776,0.36023
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2007,1,2743,0.36456
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2008,1,2760,0.36232
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2009,3,2796,1.07296
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2010,3,2796,1.07296
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2011,6,2761,2.17313
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2012,15,2760,5.43478
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2013,5,2765,1.80832
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2014,5,2740,1.82482
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2015,1,2713,0.3686
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2016,6,2711,2.21321
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2017,5,2768,1.80636
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2018,2,2730,0.7326
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2019,15,2721,5.51268
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2020,8,2709,2.95312
Zuienkerke,31042,Nee,Externe inwijking van vreemdelingen,2021,7,2750,2.54545
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2000,92,33148,2.77543
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2001,80,33296,2.40269
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2002,78,33451,2.33177
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2003,81,33567,2.41308
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2004,112,33777,3.31587
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2005,136,33823,4.02093
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2006,111,34063,3.25867
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2007,133,34132,3.89664
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2008,138,34024,4.05596
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2009,188,33879,5.54916
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2010,261,33825,7.71619
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2011,250,33987,7.35575
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2012,239,34004,7.02858
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2013,198,33753,5.86615
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2014,239,33556,7.12242
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2015,239,33452,7.14457
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2016,298,33311,8.94599
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2017,278,33197,8.37425
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2018,324,33097,9.78941
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2019,313,33126,9.44877
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2020,253,33089,7.64605
Knokke-Heist,31043,Nee,Externe inwijking van vreemdelingen,2021,300,33086,9.06728
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2000,14,15443,0.90656
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2001,20,15465,1.29324
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2002,19,15480,1.22739
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2003,8,15494,0.51633
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2004,11,15558,0.70703
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2005,20,15636,1.2791
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2006,18,15733,1.14409
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2007,25,15764,1.58589
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2008,32,16004,1.9995
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2009,31,16147,1.91986
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2010,42,16275,2.58065
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2011,28,16365,1.71097
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2012,55,16432,3.34713
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2013,75,16520,4.53995
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2014,69,16542,4.1712
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2015,90,16515,5.44959
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2016,101,16551,6.10235
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2017,77,16719,4.60554
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2018,82,16739,4.89874
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2019,109,16743,6.51018
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2020,94,16843,5.58095
Diksmuide,32003,Nee,Externe inwijking van vreemdelingen,2021,86,16815,5.11448
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2000,5,8946,0.55891
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2001,6,9003,0.66644
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2002,3,8958,0.3349
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2003,5,8957,0.55822
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2004,10,8932,1.11957
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2005,11,9007,1.22127
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2006,5,9051,0.55243
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2007,14,9104,1.53779
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2008,11,9309,1.18165
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2009,10,9479,1.05496
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2010,11,9587,1.14739
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2011,8,9637,0.83013
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2012,11,9729,1.13064
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2013,30,9887,3.03429
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2014,37,9895,3.73926
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2015,39,9994,3.90234
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2016,46,10037,4.58304
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2017,39,10028,3.88911
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2018,52,10032,5.18341
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2019,65,10098,6.43692
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2020,43,10110,4.25321
Houthulst,32006,Nee,Externe inwijking van vreemdelingen,2021,53,10214,5.18896
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2000,3,8154,0.36792
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2001,3,8147,0.36823
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2002,3,8168,0.36729
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2003,1,8219,0.12167
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2004,2,8217,0.2434
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2005,6,8254,0.72692
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2006,3,8291,0.36184
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2007,11,8325,1.32132
Koekelare,32010,Nee,Externe inwijking van vreemdelingen,2008,6,8344,0.71908
