Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2012,165,20349,8.10851
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2013,115,20412,5.63394
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2014,96,20401,4.70565
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2015,109,20427,5.33607
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2016,113,20609,5.48304
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2017,134,20681,6.47938
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2018,111,20870,5.31864
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2019,148,20792,7.11812
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2020,106,21026,5.04138
Sint-Katelijne-Waver,12035,Nee,Externe inwijking van vreemdelingen,2021,144,21197,6.79341
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2000,54,22508,2.39915
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2001,51,22556,2.26104
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2002,69,22622,3.05013
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2003,69,22687,3.04139
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2004,51,22838,2.23312
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2005,65,22889,2.83979
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2006,68,23044,2.95088
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2007,95,23300,4.07725
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2008,108,23660,4.56467
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2009,103,23965,4.29793
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2010,99,24204,4.09023
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2011,146,24527,5.95262
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2012,143,24825,5.76032
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2013,144,25059,5.74644
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2014,165,25327,6.51479
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2015,166,25446,6.52362
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2016,156,25745,6.05943
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2017,167,26088,6.40141
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2018,151,26223,5.7583
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2019,245,26462,9.25856
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2020,226,26826,8.42466
Willebroek,12040,Nee,Externe inwijking van vreemdelingen,2021,181,27081,6.68365
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2000,18,23296,0.77266
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2001,32,23331,1.37157
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2002,22,23391,0.94053
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2003,23,23463,0.98027
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2004,21,23449,0.89556
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2005,23,23626,0.9735
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2006,28,23810,1.17598
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2007,42,24069,1.74498
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2008,40,24289,1.64684
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2009,45,24476,1.83854
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2010,45,24607,1.82875
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2011,59,24744,2.38442
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2012,52,24828,2.09441
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2013,69,25021,2.75768
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2014,43,25213,1.70547
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2015,43,25338,1.69706
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2016,71,25331,2.80289
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2017,68,25602,2.65604
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2018,48,25932,1.85099
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2019,85,25882,3.28414
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2020,62,26142,2.37166
Puurs-Sint-Amands,12041,Nee,Externe inwijking van vreemdelingen,2021,73,26208,2.78541
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2000,110,11805,9.31809
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2001,128,11883,10.77169
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2002,187,11934,15.66952
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2003,129,12040,10.71429
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2004,93,12119,7.6739
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2005,108,12179,8.86772
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2006,139,12215,11.37945
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2007,168,12329,13.62641
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2008,182,12528,14.52746
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2009,111,12679,8.75463
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2010,120,12758,9.40586
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2011,117,12855,9.10152
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2012,104,12894,8.06577
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2013,90,12941,6.95464
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2014,108,12956,8.33591
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2015,139,13053,10.64889
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2016,193,13142,14.68574
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2017,155,13261,11.68841
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2018,166,13281,12.49906
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2019,134,13293,10.08049
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2020,141,13290,10.60948
Arendonk,13001,Nee,Externe inwijking van vreemdelingen,2021,153,13207,11.58477
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2000,62,2120,29.24528
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2001,79,2156,36.64193
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2002,96,2200,43.63636
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2003,78,2235,34.89933
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2004,67,2247,29.81753
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2005,76,2276,33.39192
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2006,73,2306,31.65655
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2007,97,2337,41.5062
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2008,97,2384,40.68792
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2009,106,2431,43.60346
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2010,97,2504,38.73802
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2011,55,2594,21.20278
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2012,80,2592,30.8642
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2013,67,2630,25.47529
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2014,88,2618,33.61345
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2015,82,2680,30.59701
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2016,62,2663,23.28201
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2017,70,2695,25.97403
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2018,102,2705,37.70795
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2019,150,2760,54.34783
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2020,100,2865,34.90401
Baarle-Hertog,13002,Nee,Externe inwijking van vreemdelingen,2021,93,2935,31.68654
Balen,13003,Nee,Externe inwijking van vreemdelingen,2000,48,19290,2.48834
Balen,13003,Nee,Externe inwijking van vreemdelingen,2001,86,19410,4.43071
Balen,13003,Nee,Externe inwijking van vreemdelingen,2002,83,19581,4.2388
Balen,13003,Nee,Externe inwijking van vreemdelingen,2003,100,19716,5.07202
Balen,13003,Nee,Externe inwijking van vreemdelingen,2004,70,19871,3.52272
Balen,13003,Nee,Externe inwijking van vreemdelingen,2005,94,20111,4.67406
Balen,13003,Nee,Externe inwijking van vreemdelingen,2006,73,20276,3.60032
Balen,13003,Nee,Externe inwijking van vreemdelingen,2007,94,20379,4.61259
Balen,13003,Nee,Externe inwijking van vreemdelingen,2008,50,20638,2.42272
Balen,13003,Nee,Externe inwijking van vreemdelingen,2009,54,20811,2.59478
Balen,13003,Nee,Externe inwijking van vreemdelingen,2010,85,21022,4.04338
Balen,13003,Nee,Externe inwijking van vreemdelingen,2011,86,21305,4.03661
Balen,13003,Nee,Externe inwijking van vreemdelingen,2012,84,21570,3.8943
Balen,13003,Nee,Externe inwijking van vreemdelingen,2013,92,21772,4.22561
Balen,13003,Nee,Externe inwijking van vreemdelingen,2014,72,21817,3.30018
Balen,13003,Nee,Externe inwijking van vreemdelingen,2015,79,21969,3.59598
Balen,13003,Nee,Externe inwijking van vreemdelingen,2016,67,22168,3.02237
Balen,13003,Nee,Externe inwijking van vreemdelingen,2017,109,22356,4.87565
Balen,13003,Nee,Externe inwijking van vreemdelingen,2018,97,22426,4.32534
Balen,13003,Nee,Externe inwijking van vreemdelingen,2019,124,22618,5.48236
Balen,13003,Nee,Externe inwijking van vreemdelingen,2020,86,22813,3.76978
Balen,13003,Nee,Externe inwijking van vreemdelingen,2021,90,22853,3.93821
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2000,58,15698,3.69474
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2001,54,15850,3.40694
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2002,83,16029,5.17811
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2003,46,16091,2.85874
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2004,67,16185,4.13964
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2005,68,16296,4.1728
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2006,50,16482,3.03361
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2007,86,16600,5.18072
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2008,84,16755,5.01343
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2009,69,16931,4.07536
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2010,103,17003,6.05775
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2011,101,17035,5.92897
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2012,90,17167,5.24262
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2013,96,17340,5.53633
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2014,68,17550,3.87464
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2015,85,17600,4.82955
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2016,97,17829,5.44057
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2017,88,17907,4.91428
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2018,99,17931,5.52116
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2019,86,18084,4.75559
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2020,96,18128,5.29568
Beerse,13004,Nee,Externe inwijking van vreemdelingen,2021,77,18194,4.23216
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2000,15,8545,1.75541
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2001,24,8489,2.82719
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2002,38,8555,4.44185
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2003,57,8607,6.62252
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2004,33,8718,3.78527
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2005,31,8747,3.54407
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2006,28,8773,3.19161
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2007,27,8865,3.04569
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2008,49,8931,5.48651
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2009,50,9049,5.52547
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2010,43,9107,4.72164
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2011,30,9177,3.26904
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2012,26,9231,2.8166
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2013,41,9286,4.41525
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2014,42,9350,4.49198
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2015,47,9400,5.0
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2016,46,9420,4.88323
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2017,49,9527,5.14328
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2018,46,9540,4.8218
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2019,67,9598,6.98062
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2020,49,9605,5.10151
Dessel,13006,Nee,Externe inwijking van vreemdelingen,2021,53,9659,5.48711
Geel,13008,Nee,Externe inwijking van vreemdelingen,2000,100,33677,2.96939
Geel,13008,Nee,Externe inwijking van vreemdelingen,2001,93,33879,2.74506
Geel,13008,Nee,Externe inwijking van vreemdelingen,2002,132,34169,3.86315
Geel,13008,Nee,Externe inwijking van vreemdelingen,2003,138,34350,4.01747
Geel,13008,Nee,Externe inwijking van vreemdelingen,2004,105,34444,3.04843
Geel,13008,Nee,Externe inwijking van vreemdelingen,2005,151,34758,4.34432
Geel,13008,Nee,Externe inwijking van vreemdelingen,2006,154,35189,4.37637
Geel,13008,Nee,Externe inwijking van vreemdelingen,2007,188,35502,5.29548
Geel,13008,Nee,Externe inwijking van vreemdelingen,2008,226,36013,6.27551
Geel,13008,Nee,Externe inwijking van vreemdelingen,2009,196,36711,5.339
Geel,13008,Nee,Externe inwijking van vreemdelingen,2010,247,36990,6.67748
Geel,13008,Nee,Externe inwijking van vreemdelingen,2011,269,37483,7.17659
Geel,13008,Nee,Externe inwijking van vreemdelingen,2012,232,37848,6.12978
Geel,13008,Nee,Externe inwijking van vreemdelingen,2013,254,38101,6.66649
Geel,13008,Nee,Externe inwijking van vreemdelingen,2014,279,38450,7.25618
Geel,13008,Nee,Externe inwijking van vreemdelingen,2015,347,38837,8.93478
Geel,13008,Nee,Externe inwijking van vreemdelingen,2016,308,39225,7.85214
Geel,13008,Nee,Externe inwijking van vreemdelingen,2017,349,39560,8.82204
Geel,13008,Nee,Externe inwijking van vreemdelingen,2018,416,39923,10.42006
Geel,13008,Nee,Externe inwijking van vreemdelingen,2019,473,40353,11.72156
Geel,13008,Nee,Externe inwijking van vreemdelingen,2020,335,40709,8.22914
Geel,13008,Nee,Externe inwijking van vreemdelingen,2021,449,40781,11.01003
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2000,10,10449,0.95703
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2001,11,10483,1.04932
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2002,12,10534,1.13917
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2003,22,10599,2.07567
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2004,13,10690,1.21609
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2005,14,10706,1.30768
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2006,18,10747,1.67489
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2007,25,10801,2.3146
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2008,25,10814,2.31182
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2009,17,10890,1.56107
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2010,24,10975,2.18679
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2011,35,11051,3.16713
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2012,28,11047,2.53462
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2013,30,11026,2.72084
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2014,33,11095,2.97431
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2015,33,11128,2.96549
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2016,24,11204,2.14209
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2017,24,11237,2.1358
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2018,47,11123,4.22548
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2019,26,11155,2.33079
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2020,22,11172,1.96921
Grobbendonk,13010,Nee,Externe inwijking van vreemdelingen,2021,23,11249,2.04463
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2000,49,25474,1.92353
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2001,38,25582,1.48542
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2002,55,25572,2.15079
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2003,37,25689,1.44031
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2004,44,25869,1.70088
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2005,67,25904,2.58647
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2006,76,26071,2.91512
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2007,91,26152,3.47966
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2008,70,26266,2.66504
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2009,88,26446,3.32754
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2010,126,26759,4.7087
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2011,123,27124,4.53473
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2012,131,27368,4.78661
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2013,143,27438,5.21175
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2014,142,27637,5.13804
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2015,103,27677,3.7215
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2016,128,27728,4.61627
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2017,204,27800,7.33813
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2018,188,28117,6.68635
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2019,221,28177,7.84328
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2020,170,28272,6.01302
Herentals,13011,Nee,Externe inwijking van vreemdelingen,2021,159,28194,5.6395
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2000,3,8302,0.36136
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2001,4,8315,0.48106
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2002,8,8295,0.96444
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2003,7,8324,0.84094
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2004,26,8359,3.11042
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2005,5,8415,0.59418
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2006,12,8361,1.43524
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2007,26,8462,3.07256
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2008,27,8530,3.1653
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2009,39,8628,4.52017
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2010,35,8703,4.0216
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2011,51,8724,5.84594
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2012,52,8747,5.9449
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2013,71,8781,8.08564
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2014,32,8803,3.63512
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2015,43,8804,4.88414
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2016,52,8806,5.90506
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2017,56,8845,6.33126
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2018,67,8951,7.4852
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2019,56,9061,6.18033
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2020,70,9109,7.68471
Herenthout,13012,Nee,Externe inwijking van vreemdelingen,2021,89,9185,9.68971
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2000,9,13632,0.66021
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2001,15,13653,1.09866
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2002,15,13581,1.10448
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2003,19,13553,1.4019
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2004,12,13613,0.88151
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2005,13,13732,0.94669
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2006,45,13836,3.25239
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2007,65,13929,4.66652
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2008,62,14109,4.39436
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2009,50,14267,3.50459
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2010,62,14247,4.35179
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2011,59,14386,4.10121
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2012,46,14399,3.19467
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2013,30,14396,2.08391
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2014,33,14439,2.28548
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2015,40,14516,2.75558
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2016,27,14491,1.86323
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2017,33,14408,2.29039
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2018,26,14537,1.78854
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2019,37,14523,2.54768
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2020,32,14521,2.2037
Herselt,13013,Nee,Externe inwijking van vreemdelingen,2021,54,14649,3.68626
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2000,298,17751,16.78779
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2001,332,17870,18.57862
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2002,365,18036,20.2373
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2003,421,18201,23.1306
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2004,287,18445,15.55977
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2005,327,18512,17.66422
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2006,411,18582,22.11818
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2007,392,18905,20.73526
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2008,444,19194,23.13223
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2009,416,19578,21.24834
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2010,384,19754,19.4391
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2011,413,20054,20.5944
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2012,395,20386,19.37604
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2013,360,20549,17.5191
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2014,482,20867,23.09867
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2015,457,21077,21.6824
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2016,453,21183,21.38507
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2017,471,21300,22.11268
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2018,447,21333,20.95345
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2019,467,21355,21.86841
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2020,436,21424,20.35101
Hoogstraten,13014,Nee,Externe inwijking van vreemdelingen,2021,590,21560,27.36549
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2000,8,8626,0.92743
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2001,12,8690,1.3809
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2002,7,8813,0.79428
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2003,10,8942,1.11832
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2004,18,8990,2.00222
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2005,20,9105,2.1966
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2006,20,9167,2.18174
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2007,18,9371,1.92082
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2008,33,9592,3.44037
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2009,37,9779,3.78362
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2010,23,9864,2.33171
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2011,30,9968,3.00963
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2012,25,10061,2.48484
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2013,18,10175,1.76904
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2014,23,10254,2.24303
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2015,9,10268,0.87651
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2016,20,10255,1.95027
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2017,23,10328,2.22696
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2018,20,10382,1.92641
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2019,21,10424,2.01458
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2020,10,10471,0.95502
Hulshout,13016,Nee,Externe inwijking van vreemdelingen,2021,15,10553,1.4214
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2000,32,17554,1.82295
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2001,34,17633,1.9282
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2002,50,17664,2.83062
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2003,38,17700,2.14689
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2004,38,17767,2.1388
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2005,55,17899,3.0728
Kasterlee,13017,Nee,Externe inwijking van vreemdelingen,2006,68,17908,3.79719
