Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal leerlingen dat in gewoon secundair onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen, naar thuistaal, wonend in de gemeente","Aantal leerlingen in het gewoon secundair onderwijs, naar thuistaal, wonend in de gemeente",Procent
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,5,482,0.0103734
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,43,0.0
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,9,486,0.0185185
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,40,0.025
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,6,507,0.0118343
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,48,0.0
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,21,462,0.0454545
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,10,0.2
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,25,487,0.0513347
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,3,13,0.230769
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,19,483,0.0393375
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,4,18,0.222222
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,11,497,0.0221328
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,20,0.1
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,7,487,0.0143737
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,18,0.0555556
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,12,502,0.0239044
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,23,0.0
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,19,514,0.036965
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,28,0.0357143
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,13,488,0.0266393
Wachtebeke,44073,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,27,0.037037
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,18,976,0.0184426
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,20,0.3
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,12,944,0.0127119
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,7,26,0.269231
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,9,936,0.00961538
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,9,34,0.264706
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,10,932,0.0107296
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,9,37,0.243243
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,13,938,0.0138593
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,6,42,0.142857
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,13,906,0.0143488
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,9,49,0.183673
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,11,905,0.0121547
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,8,55,0.145455
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,9,912,0.00986842
Zulte,44081,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,13,64,0.203125
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,57,2559,0.0222743
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,30,100,0.3
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,63,2520,0.025
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,25,119,0.210084
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,56,2453,0.0228292
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,29,136,0.213235
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,55,2441,0.0225317
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,33,159,0.207547
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,54,2461,0.0219423
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,30,161,0.186335
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,50,2481,0.0201532
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,31,169,0.183432
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,47,2488,0.0188907
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,35,178,0.196629
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,40,2577,0.0155219
Deinze,44083,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,33,204,0.161765
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,33,1859,0.0177515
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,13,38,0.342105
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,30,1845,0.0162602
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,15,40,0.375
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,44,1774,0.0248027
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,13,38,0.342105
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,31,1758,0.0176337
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,15,46,0.326087
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,31,1774,0.0174746
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,19,51,0.372549
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,29,1791,0.0161921
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,10,48,0.208333
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,32,1798,0.0177976
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,12,60,0.2
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,27,1787,0.0151091
Aalter,44084,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,13,69,0.188406
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,44,1576,0.0279188
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,41,0.146341
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,39,1530,0.0254902
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,10,51,0.196078
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,44,1492,0.0294906
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,8,51,0.156863
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,35,1432,0.0244413
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,11,58,0.189655
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,27,1408,0.0191761
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,15,78,0.192308
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,25,1418,0.0176305
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,20,84,0.238095
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,22,1449,0.0151829
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,22,92,0.23913
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,20,1495,0.0133779
Lievegem,44085,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,22,109,0.201835
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,49,1784,0.0274664
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,28,114,0.245614
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,54,1727,0.0312681
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,22,98,0.22449
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,53,1741,0.0304423
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,22,104,0.211538
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,40,1685,0.0237389
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,23,120,0.191667
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,38,1689,0.0224985
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,20,150,0.133333
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,32,1724,0.0185615
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,21,155,0.135484
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,33,1724,0.0191415
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,21,171,0.122807
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,31,1806,0.017165
Oudenaarde,45035,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,25,179,0.139665
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,64,1100,0.0581818
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,86,385,0.223377
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,61,1087,0.0561178
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,78,399,0.195489
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,63,1060,0.059434
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,71,441,0.160998
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,60,1055,0.056872
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,80,487,0.164271
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,46,1050,0.0438095
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,79,518,0.15251
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,50,1060,0.0471698
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,80,574,0.139373
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,45,1078,0.041744
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,86,633,0.135861
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,42,1062,0.039548
Ronse,45041,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,86,698,0.123209
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,23,839,0.0274136
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,32,0.1875
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,23,848,0.0271226
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,10,32,0.3125
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,21,880,0.0238636
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,8,35,0.228571
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,15,877,0.0171038
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,6,36,0.166667
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,12,868,0.0138249
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,6,37,0.162162
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,13,878,0.0148064
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,45,0.155556
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,14,891,0.0157127
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,4,51,0.0784314
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,10,885,0.0112994
Brakel,45059,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,4,58,0.0689655
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,11,388,0.0283505
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,3,6,0.5
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,5,385,0.012987
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,3,8,0.375
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,5,371,0.0134771
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,4,8,0.5
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,5,372,0.0134409
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,7,0.142857
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,4,374,0.0106952
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,14,0.142857
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,5,403,0.0124069
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,4,17,0.235294
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,4,412,0.00970874
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,3,18,0.166667
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,4,429,0.00932401
Kluisbergen,45060,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,3,19,0.157895
