Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen dat zich als kiezer heeft ingeschreven per nationaliteitsgroep,Aantal potentiële kiezers per nationaliteitsgroep,Procent
Kruibeke,46013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,32,315,0.101587
Kruibeke,46013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,10,122,0.0819672
Lokeren,46014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,31,647,0.0479134
Lokeren,46014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,15,754,0.0198939
Lokeren,46014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,39,994,0.0392354
Lokeren,46014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,18,947,0.0190074
Sint-Gillis-Waas,46020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,43,434,0.0990783
Sint-Gillis-Waas,46020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,49,0.0204082
Sint-Gillis-Waas,46020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,44,519,0.0847784
Sint-Gillis-Waas,46020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,104,0.0384615
Sint-Niklaas,46021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,109,1324,0.0823263
Sint-Niklaas,46021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,94,1057,0.0889309
Sint-Niklaas,46021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,193,2242,0.0860839
Sint-Niklaas,46021,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,145,1607,0.0902302
Stekene,46024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,53,472,0.112288
Stekene,46024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,36,0.0
Stekene,46024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,55,585,0.0940171
Stekene,46024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,69,0.0144928
Temse,46025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,35,500,0.07
Temse,46025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,17,326,0.0521472
Temse,46025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,43,731,0.0588235
Temse,46025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,19,451,0.0421286
As,71002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,57,349,0.163324
As,71002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,37,0.135135
As,71002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,42,360,0.116667
As,71002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,37,0.027027
Beringen,71004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,228,1129,0.201949
Beringen,71004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,25,466,0.0536481
Beringen,71004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,260,1388,0.18732
Beringen,71004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,41,695,0.0589928
Diepenbeek,71011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,47,339,0.138643
Diepenbeek,71011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,54,0.0185185
Diepenbeek,71011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,41,425,0.0964706
Diepenbeek,71011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,5,87,0.0574713
Genk,71016,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1309,5448,0.240272
Genk,71016,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,142,1141,0.124452
Genk,71016,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,1171,5130,0.228265
Genk,71016,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,156,1254,0.124402
Gingelom,71017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,23,106,0.216981
Gingelom,71017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,22,39,0.564103
Gingelom,71017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,32,162,0.197531
Gingelom,71017,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,12,38,0.315789
Halen,71020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,7,173,0.0404624
Halen,71020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,21,0.0952381
Halen,71020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,12,196,0.0612245
Halen,71020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,45,0.0222222
Hasselt,71022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,277,1910,0.145026
Hasselt,71022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,86,735,0.117007
Hasselt,71022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,300,2455,0.1222
Hasselt,71022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,148,962,0.153846
Herk-de-Stad,71024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,19,152,0.125
Herk-de-Stad,71024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,39,0.0512821
Herk-de-Stad,71024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,28,216,0.12963
Herk-de-Stad,71024,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,22,67,0.328358
Leopoldsburg,71034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,41,428,0.0957944
Leopoldsburg,71034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,155,0.0258065
Leopoldsburg,71034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,48,573,0.0837696
Leopoldsburg,71034,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,13,228,0.0570175
Lummen,71037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,17,259,0.0656371
Lummen,71037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,34,0.0882353
Lummen,71037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,31,330,0.0939394
Lummen,71037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,52,0.0576923
Nieuwerkerken,71045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,9,75,0.12
Nieuwerkerken,71045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,20,0.05
Nieuwerkerken,71045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,17,133,0.12782
Nieuwerkerken,71045,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,14,40,0.35
Sint-Truiden,71053,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,101,697,0.144907
Sint-Truiden,71053,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,132,348,0.37931
Sint-Truiden,71053,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,104,973,0.106886
Sint-Truiden,71053,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,123,444,0.277027
Tessenderlo,71057,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,21,275,0.0763636
Tessenderlo,71057,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,56,0.0892857
Tessenderlo,71057,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,20,369,0.0542005
Tessenderlo,71057,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,97,0.0412371
Zonhoven,71066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,47,478,0.0983264
Zonhoven,71066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,99,0.040404
Zonhoven,71066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,43,509,0.0844794
Zonhoven,71066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,8,108,0.0740741
Zutendaal,71067,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,146,561,0.26025
Zutendaal,71067,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,28,0.0
Zutendaal,71067,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,137,593,0.231029
Zutendaal,71067,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,29,0.103448
Ham,71069,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,29,214,0.135514
Ham,71069,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,50,0.12
Ham,71069,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,24,248,0.0967742
Ham,71069,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,5,59,0.0847458
Heusden-Zolder,71070,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,189,1097,0.172288
Heusden-Zolder,71070,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,46,438,0.105023
Heusden-Zolder,71070,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,158,1326,0.119155
Heusden-Zolder,71070,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,36,534,0.0674157
Bocholt,72003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,202,1110,0.181982
Bocholt,72003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,37,0.0810811
Bocholt,72003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,161,1193,0.134954
Bocholt,72003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,58,0.0172414
Bree,72004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,80,695,0.115108
Bree,72004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,43,0.139535
Bree,72004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,82,893,0.0918253
Bree,72004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,10,78,0.128205
Kinrooi,72018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,170,1643,0.103469
Kinrooi,72018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,26,0.0384615
Kinrooi,72018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,184,1763,0.104368
Kinrooi,72018,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,5,53,0.0943396
Lommel,72020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,431,3848,0.112006
Lommel,72020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,14,138,0.101449
Lommel,72020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,387,4068,0.0951327
Lommel,72020,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,8,227,0.0352423
Maaseik,72021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,298,2549,0.116909
Maaseik,72021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,114,0.0350877
Maaseik,72021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,251,2785,0.0901257
Maaseik,72021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,162,0.0246914
Peer,72030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,52,521,0.0998081
Peer,72030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,52,0.0769231
Peer,72030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,45,624,0.0721154
Peer,72030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,11,77,0.142857
Hamont-Achel,72037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,422,3403,0.124008
Hamont-Achel,72037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,11,53,0.207547
Hamont-Achel,72037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,458,3580,0.127933
Hamont-Achel,72037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,10,91,0.10989
Hechtel-Eksel,72038,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,103,865,0.119075
Hechtel-Eksel,72038,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,42,0.0714286
Hechtel-Eksel,72038,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,104,845,0.123077
Hechtel-Eksel,72038,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,66,0.0151515
Houthalen-Helchteren,72039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,553,1955,0.282864
Houthalen-Helchteren,72039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,67,339,0.19764
Houthalen-Helchteren,72039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,463,1865,0.248257
Houthalen-Helchteren,72039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,84,411,0.20438
Dilsen-Stokkem,72041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,345,1662,0.207581
Dilsen-Stokkem,72041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,26,131,0.198473
Dilsen-Stokkem,72041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,284,1750,0.162286
Dilsen-Stokkem,72041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,12,133,0.0902256
Alken,73001,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,25,139,0.179856
Alken,73001,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,10,41,0.243902
Alken,73001,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,43,141,0.304965
Alken,73001,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,30,65,0.461538
Bilzen,73006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,329,1170,0.281197
Bilzen,73006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,204,0.0196078
Bilzen,73006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,337,1425,0.236491
Bilzen,73006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,20,229,0.0873362
Borgloon,73009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,40,239,0.167364
Borgloon,73009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,49,0.122449
Borgloon,73009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,39,303,0.128713
Borgloon,73009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,27,85,0.317647
Heers,73022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,18,120,0.15
Heers,73022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,27,0.296296
Heers,73022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,15,181,0.0828729
Heers,73022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,42,0.0714286
Herstappe,73028,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,3,3,1.0
Herstappe,73028,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,2,3,0.666667
Hoeselt,73032,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,37,183,0.202186
Hoeselt,73032,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,38,0.0
Hoeselt,73032,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,35,228,0.153509
Hoeselt,73032,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,36,0.0
Kortessem,73040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,33,129,0.255814
Kortessem,73040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,26,0.115385
Kortessem,73040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,38,177,0.214689
Kortessem,73040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,38,0.0789474
Lanaken,73042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1739,5672,0.306594
Lanaken,73042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,25,100,0.25
Lanaken,73042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,1651,5942,0.277853
Lanaken,73042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,17,174,0.0977011
Riemst,73066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,336,2296,0.146341
Riemst,73066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,40,0.05
Riemst,73066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,327,2428,0.134679
Riemst,73066,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,93,0.0107527
Tongeren,73083,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,150,847,0.177096
Tongeren,73083,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,16,158,0.101266
Tongeren,73083,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,148,946,0.156448
Tongeren,73083,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,22,273,0.0805861
Wellen,73098,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,13,80,0.1625
Wellen,73098,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,20,0.05
Wellen,73098,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,15,81,0.185185
Wellen,73098,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,16,0.0
Maasmechelen,73107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1810,5106,0.354485
Maasmechelen,73107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,91,470,0.193617
Maasmechelen,73107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,1554,5198,0.298961
Maasmechelen,73107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,93,595,0.156303
Voeren,73109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,734,908,0.80837
Voeren,73109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,16,0.0625
Voeren,73109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,730,940,0.776596
Voeren,73109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,14,0.214286
