Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringsattest hebben behaald,Aantal inwoners,Verhouding per 10000 inwoners
Deinze,44083,Nee,Inburgeraars met inburgeringsattest,2021,61,43922,13.8883
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2010,7,27665,2.53027
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2011,14,27904,5.0172
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2012,11,28076,3.91794
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2013,14,28237,4.95803
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2014,15,28239,5.3118
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2015,19,28250,6.72566
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2016,13,28435,4.57183
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2017,32,28563,11.2033
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2018,23,28784,7.99055
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2019,30,28906,10.3785
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2020,29,29182,9.93763
Aalter,44084,Nee,Inburgeraars met inburgeringsattest,2021,37,29242,12.653
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2010,5,25495,1.96117
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2011,18,25572,7.03895
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2012,19,25663,7.40366
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2013,12,25804,4.65044
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2014,9,25804,3.48783
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2015,12,25756,4.65911
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2016,12,25842,4.6436
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2017,20,25812,7.74833
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2018,27,26007,10.3818
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2019,24,26162,9.17361
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2020,18,26310,6.84151
Lievegem,44085,Nee,Inburgeraars met inburgeringsattest,2021,22,26441,8.32041
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2010,21,29702,7.07023
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2011,33,29967,11.0121
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2012,32,30248,10.5792
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2013,26,30412,8.54926
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2014,28,30641,9.13808
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2015,24,30788,7.79524
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2016,34,30990,10.9713
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2017,39,30972,12.592
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2018,57,31132,18.3091
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2019,44,31393,14.0159
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2020,45,31612,14.2351
Oudenaarde,45035,Nee,Inburgeraars met inburgeringsattest,2021,62,31650,19.5893
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2010,20,25146,7.95355
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2011,32,25176,12.7105
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2012,37,25403,14.5652
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2013,25,25565,9.77899
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2014,40,25629,15.6073
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2015,57,25783,22.1076
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2016,35,25925,13.5005
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2017,41,26092,15.7136
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2018,66,26337,25.0598
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2019,59,26479,22.2818
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2020,74,26374,28.0579
Ronse,45041,Nee,Inburgeraars met inburgeringsattest,2021,51,26510,19.238
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2010,2,14109,1.41753
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2011,7,14179,4.93688
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2012,8,14330,5.58269
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2013,1,14422,0.693385
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2014,5,14476,3.45399
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2015,5,14640,3.4153
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2016,3,14787,2.02881
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2017,8,14797,5.4065
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2018,14,14781,9.47162
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2019,2,14801,1.35126
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2020,15,14803,10.1331
Brakel,45059,Nee,Inburgeraars met inburgeringsattest,2021,10,14762,6.77415
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2010,1,6436,1.55376
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2011,3,6478,4.63106
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2012,7,6446,10.8594
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2013,1,6464,1.54703
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2014,1,6395,1.56372
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2015,1,6443,1.55207
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2016,3,6445,4.65477
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2017,3,6447,4.65333
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2018,4,6453,6.19867
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2019,2,6488,3.08261
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2020,1,6577,1.52045
Kluisbergen,45060,Nee,Inburgeraars met inburgeringsattest,2021,8,6682,11.9725
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2010,2,6264,3.19285
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2011,1,6273,1.59413
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2012,1,6275,1.59363
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2013,1,6310,1.58479
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2014,0,6323,0.0
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2015,4,6332,6.31712
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2016,1,6326,1.58078
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2017,3,6399,4.68823
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2018,3,6440,4.65839
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2019,4,6397,6.25293
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2020,7,6395,10.9461
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringsattest,2021,5,6445,7.75795
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2010,2,2049,9.76086
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2011,2,2076,9.63391
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2012,0,2058,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2013,0,2073,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2014,0,2056,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2015,0,2040,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2016,0,2000,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2017,0,2028,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2018,0,2048,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2019,0,2036,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2020,0,2022,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringsattest,2021,1,2009,4.9776
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2010,0,6534,0.0
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2011,2,6497,3.07834
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2012,0,6542,0.0
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2013,1,6522,1.53327
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2014,2,6579,3.03998
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2015,4,6548,6.10874
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2016,0,6550,0.0
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2017,1,6563,1.52369
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2018,1,6567,1.52277
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2019,1,6616,1.51149
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2020,5,6579,7.59994
Lierde,45063,Nee,Inburgeraars met inburgeringsattest,2021,2,6626,3.01841
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2010,0,6418,0.0
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2011,4,6448,6.20347
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2012,1,6428,1.55569
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2013,3,6350,4.72441
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2014,2,6332,3.15856
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2015,1,6341,1.57704
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2016,1,6281,1.5921
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2017,1,6353,1.57406
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2018,2,6338,3.15557
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2019,0,6343,0.0
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2020,5,6338,7.88892
Maarkedal,45064,Nee,Inburgeraars met inburgeringsattest,2021,0,6362,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2010,6,8062,7.44232
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2011,3,8095,3.70599
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2012,1,8045,1.24301
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2013,1,8070,1.23916
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2014,0,8070,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2015,0,8047,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2016,0,8040,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2017,0,8099,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2018,1,8134,1.22941
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2019,0,8148,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2020,2,8167,2.44888
Zwalm,45065,Nee,Inburgeraars met inburgeringsattest,2021,2,8224,2.43191
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2010,5,15275,3.27332
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2011,6,15344,3.91032
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2012,11,15424,7.13174
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2013,9,15507,5.80383
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2014,11,15580,7.06033
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2015,4,15667,2.55314
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2016,4,15664,2.55363
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2017,9,15580,5.77664
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2018,10,15638,6.39468
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2019,9,15641,5.75411
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2020,13,15743,8.25764
Kruisem,45068,Nee,Inburgeraars met inburgeringsattest,2021,9,15750,5.71429
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2010,20,46299,4.31975
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2011,27,46518,5.8042
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2012,32,46752,6.84463
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2013,47,46933,10.0143
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2014,39,47192,8.26411
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2015,44,47423,9.2782
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2016,45,47573,9.45915
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2017,77,47946,16.0597
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2018,85,48192,17.6378
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2019,78,48668,16.027
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2020,95,49047,19.3692
Beveren,46003,Nee,Inburgeraars met inburgeringsattest,2021,77,49062,15.6944
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2010,11,15820,6.95322
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2011,6,15946,3.7627
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2012,7,16028,4.36736
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2013,11,16164,6.80525
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2014,18,16306,11.0389
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2015,4,16421,2.43591
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2016,16,16541,9.67293
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2017,15,16589,9.04214
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2018,22,16657,13.2077
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2019,21,16745,12.5411
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2020,22,16846,13.0595
Kruibeke,46013,Nee,Inburgeraars met inburgeringsattest,2021,23,16785,13.7027
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2010,77,39174,19.6559
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2011,62,39546,15.6779
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2012,81,39882,20.3099
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2013,64,40104,15.9585
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2014,78,40332,19.3395
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2015,62,40494,15.3109
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2016,55,40626,13.5381
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2017,75,41057,18.2673
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2018,87,41438,20.9952
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2019,70,41690,16.7906
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2020,83,42044,19.7412
Lokeren,46014,Nee,Inburgeraars met inburgeringsattest,2021,66,42145,15.6602
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2010,20,18501,10.8102
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2011,12,18780,6.38978
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2012,8,18876,4.23819
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2013,7,18968,3.69043
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2014,16,19076,8.3875
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2015,6,19235,3.11931
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2016,11,19204,5.72797
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2017,21,19252,10.908
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2018,15,19273,7.78291
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2019,28,19370,14.4553
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2020,25,19499,12.8212
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringsattest,2021,22,19590,11.2302
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2010,121,71806,16.851
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2011,153,72366,21.1425
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2012,154,72883,21.1298
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2013,183,73280,24.9727
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2014,187,73716,25.3676
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2015,173,74289,23.2874
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2016,225,75208,29.917
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2017,257,76028,33.8033
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2018,300,76756,39.0849
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2019,309,77679,39.7791
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2020,315,78531,40.1115
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringsattest,2021,307,79357,38.6859
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2010,13,17350,7.4928
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2011,16,17439,9.17484
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2012,13,17487,7.43409
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2013,7,17575,3.98293
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2014,10,17635,5.67054
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2015,11,17782,6.18603
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2016,6,17888,3.3542
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2017,7,18102,3.86698
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2018,29,18352,15.8021
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2019,14,18445,7.59013
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2020,22,18687,11.7729
Stekene,46024,Nee,Inburgeraars met inburgeringsattest,2021,17,18863,9.01235
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2010,20,28147,7.10555
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2011,27,28502,9.47302
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2012,26,28889,8.99997
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2013,30,29012,10.3405
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2014,41,29073,14.1024
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2015,27,29182,9.25228
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2016,54,29194,18.497
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2017,45,29515,15.2465
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2018,50,29528,16.9331
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2019,57,29926,19.047
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2020,66,30196,21.8572
Temse,46025,Nee,Inburgeraars met inburgeringsattest,2021,53,30287,17.4993
As,71002,Nee,Inburgeraars met inburgeringsattest,2010,5,7785,6.42261
As,71002,Nee,Inburgeraars met inburgeringsattest,2011,3,7856,3.81874
As,71002,Nee,Inburgeraars met inburgeringsattest,2012,9,8004,11.2444
As,71002,Nee,Inburgeraars met inburgeringsattest,2013,9,8060,11.1663
As,71002,Nee,Inburgeraars met inburgeringsattest,2014,9,8020,11.2219
As,71002,Nee,Inburgeraars met inburgeringsattest,2015,6,8119,7.39007
As,71002,Nee,Inburgeraars met inburgeringsattest,2016,4,8164,4.89956
As,71002,Nee,Inburgeraars met inburgeringsattest,2017,4,8210,4.87211
As,71002,Nee,Inburgeraars met inburgeringsattest,2018,5,8190,6.10501
As,71002,Nee,Inburgeraars met inburgeringsattest,2019,4,8202,4.87686
As,71002,Nee,Inburgeraars met inburgeringsattest,2020,14,8236,16.9985
As,71002,Nee,Inburgeraars met inburgeringsattest,2021,11,8279,13.2866
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2010,63,42758,14.7341
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2011,62,43203,14.3509
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2012,43,43661,9.84861
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2013,41,43975,9.32348
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2014,66,44262,14.9112
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2015,49,44885,10.9168
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2016,63,45242,13.9251
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2017,71,45704,15.5347
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2018,63,46065,13.6763
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2019,54,46346,11.6515
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2020,73,46598,15.6659
Beringen,71004,Nee,Inburgeraars met inburgeringsattest,2021,89,46882,18.9838
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2010,20,18208,10.9842
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2011,23,18242,12.6083
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2012,17,18377,9.25069
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2013,15,18542,8.08974
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2014,28,18666,15.0005
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2015,25,18757,13.3284
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2016,21,18906,11.1076
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2017,27,19086,14.1465
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2018,33,19137,17.2441
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2019,41,19031,21.5438
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2020,35,19090,18.3342
Diepenbeek,71011,Nee,Inburgeraars met inburgeringsattest,2021,52,19157,27.1441
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2010,134,64757,20.6927
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2011,119,64987,18.3114
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2012,150,65264,22.9836
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2013,120,65224,18.3981
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2014,149,65399,22.7832
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2015,153,65463,23.372
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2016,122,65691,18.5718
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2017,127,65986,19.2465
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2018,147,66110,22.2357
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2019,168,66227,25.3673
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2020,170,66447,25.5843
Genk,71016,Ja,Inburgeraars met inburgeringsattest,2021,179,66673,26.8474
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2010,3,8121,3.69413
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2011,2,8214,2.43487
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2012,8,8245,9.70285
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2013,4,8297,4.82102
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2014,4,8291,4.82451
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2015,10,8383,11.9289
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2016,9,8377,10.7437
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2017,5,8394,5.95664
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2018,3,8391,3.57526
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2019,3,8405,3.5693
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2020,4,8389,4.76815
Gingelom,71017,Nee,Inburgeraars met inburgeringsattest,2021,9,8426,10.6812
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2010,8,9136,8.75657
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2011,15,9242,16.2303
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2012,5,9352,5.34645
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2013,5,9422,5.30673
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2014,9,9480,9.49367
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2015,9,9546,9.42803
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2016,19,9566,19.862
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2017,4,9511,4.20566
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2018,9,9461,9.51274
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2019,6,9427,6.3647
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2020,6,9485,6.32578
Halen,71020,Nee,Inburgeraars met inburgeringsattest,2021,9,9360,9.61538
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2010,144,73067,19.7079
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2011,221,73807,29.943
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2012,200,74588,26.814
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2013,189,75579,25.0069
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2014,229,75991,30.1351
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2015,176,76331,23.0575
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2016,198,76685,25.8199
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2017,225,77124,29.1738
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2018,294,77651,37.8617
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2019,249,78296,31.8024
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2020,286,78714,36.3341
Hasselt,71022,Ja,Inburgeraars met inburgeringsattest,2021,316,79089,39.955
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2010,15,12219,12.276
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2011,13,12264,10.6001
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2012,13,12316,10.5554
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2013,8,12330,6.48824
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2014,14,12390,11.2994
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2015,19,12463,15.2451
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2016,18,12608,14.2766
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringsattest,2017,11,12694,8.66551
