Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringsattest hebben behaald,Aantal inwoners,Verhouding per 10000 inwoners
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2010,4,7526,5.31491
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2011,2,7559,2.64585
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2012,7,7640,9.1623
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2013,9,7702,11.6853
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2014,5,7689,6.5028
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2015,1,7773,1.2865
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2016,9,7777,11.5726
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2017,7,7778,8.99974
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2018,3,7848,3.82263
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2019,3,7861,3.81631
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2020,7,7936,8.82056
Vorselaar,13044,Nee,Inburgeraars met inburgeringsattest,2021,6,7995,7.50469
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2010,6,10300,5.82524
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2011,8,10475,7.63723
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2012,3,10700,2.80374
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2013,3,10704,2.80269
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2014,7,10747,6.51345
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2015,4,10961,3.6493
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2016,15,10935,13.7174
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2017,13,11005,11.8128
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2018,8,11159,7.1691
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2019,10,11187,8.93895
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2020,10,11343,8.81601
Vosselaar,13046,Nee,Inburgeraars met inburgeringsattest,2021,12,11443,10.4868
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2010,16,23896,6.69568
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2011,16,24200,6.61157
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2012,15,24379,6.15284
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2013,22,24497,8.98069
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2014,22,24494,8.98179
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2015,21,24594,8.53867
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2016,19,24705,7.69075
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2017,19,24688,7.69605
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2018,27,24884,10.8503
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2019,16,25051,6.38697
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2020,28,25119,11.1469
Westerlo,13049,Nee,Inburgeraars met inburgeringsattest,2021,14,25288,5.53622
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2010,5,15328,3.262
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2011,5,15430,3.24044
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2012,7,15533,4.50653
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2013,7,15598,4.48775
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2014,13,15657,8.303
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2015,13,15810,8.22264
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2016,10,15851,6.30875
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2017,8,15874,5.03969
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2018,7,16020,4.36954
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2019,10,16101,6.21079
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2020,8,16186,4.94254
Laakdal,13053,Nee,Inburgeraars met inburgeringsattest,2021,8,16293,4.91008
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2010,18,30228,5.95474
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2011,52,30557,17.0174
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2012,46,30875,14.8988
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2013,29,31417,9.23067
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2014,35,31754,11.0222
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2015,45,32069,14.0322
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2016,49,32402,15.1225
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2017,57,32706,17.428
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2018,58,32958,17.5982
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2019,55,33158,16.5872
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2020,64,33505,19.1016
Asse,23002,Nee,Inburgeraars met inburgeringsattest,2021,73,33827,21.5804
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2010,9,23903,3.76522
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2011,12,24209,4.95683
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2012,13,24244,5.36215
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2013,15,24322,6.16726
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2014,21,24496,8.57283
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2015,14,24588,5.69383
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2016,11,24745,4.44534
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2017,18,24992,7.2023
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2018,20,25069,7.97798
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2019,18,25251,7.12843
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2020,25,25343,9.86466
Beersel,23003,Nee,Inburgeraars met inburgeringsattest,2021,14,25756,5.43563
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2010,0,2133,0.0
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2011,0,2155,0.0
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2012,2,2171,9.21234
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2013,0,2174,0.0
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2014,0,2171,0.0
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2015,0,2185,0.0
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2016,1,2151,4.649
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2017,3,2160,13.8889
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2018,2,2204,9.07441
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2019,1,2159,4.63177
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2020,0,2178,0.0
Bever,23009,Nee,Inburgeraars met inburgeringsattest,2021,0,2201,0.0
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2010,20,39998,5.00025
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2011,32,40201,7.96
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2012,36,40388,8.91354
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2013,32,40737,7.85527
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2014,37,41034,9.01691
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2015,37,41243,8.97122
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2016,36,41450,8.68516
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2017,40,42024,9.51837
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2018,57,42434,13.4326
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2019,46,42847,10.7359
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2020,49,43423,11.2843
Dilbeek,23016,Nee,Inburgeraars met inburgeringsattest,2021,50,43732,11.4333
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2010,1,8398,1.19076
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2011,4,8515,4.69759
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2012,2,8535,2.34329
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2013,5,8588,5.82208
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2014,1,8557,1.16863
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2015,5,8632,5.7924
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2016,1,8670,1.1534
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2017,4,8702,4.59664
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2018,3,8725,3.4384
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2019,1,8746,1.14338
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2020,3,8836,3.3952
Galmaarden,23023,Nee,Inburgeraars met inburgeringsattest,2021,3,8814,3.40368
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2010,5,9015,5.54631
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2011,3,9104,3.29525
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2012,6,9181,6.53524
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2013,3,9156,3.27654
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2014,6,9198,6.52316
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2015,4,9218,4.33934
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2016,7,9212,7.59878
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2017,6,9238,6.49491
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2018,4,9236,4.33088
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2019,5,9170,5.45256
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2020,8,9189,8.70606
Gooik,23024,Nee,Inburgeraars met inburgeringsattest,2021,4,9230,4.33369
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2010,9,35169,2.55907
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2011,27,35443,7.61787
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2012,26,35810,7.26054
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2013,26,36188,7.1847
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2014,47,36524,12.8683
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2015,40,36558,10.9415
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2016,42,36742,11.4311
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2017,51,37030,13.7726
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2018,37,37355,9.90497
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2019,63,37542,16.7812
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2020,44,37972,11.5875
Grimbergen,23025,Nee,Inburgeraars met inburgeringsattest,2021,56,38314,14.6161
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2010,36,36000,10.0
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2011,43,36277,11.8532
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2012,49,36852,13.2964
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2013,36,37104,9.70246
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2014,67,37453,17.8891
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2015,38,38023,9.99395
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2016,45,38289,11.7527
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2017,51,38680,13.1851
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2018,47,39096,12.0217
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2019,39,39540,9.86343
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2020,51,40182,12.6923
Halle,23027,Nee,Inburgeraars met inburgeringsattest,2021,58,40656,14.266
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2010,3,6573,4.56413
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2011,2,6618,3.02206
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2012,2,6572,3.04321
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2013,3,6560,4.57317
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2014,1,6565,1.52323
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2015,2,6612,3.0248
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2016,3,6617,4.53378
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2017,3,6592,4.55097
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2018,2,6643,3.01069
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2019,2,6665,3.00075
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2020,2,6699,2.98552
Herne,23032,Nee,Inburgeraars met inburgeringsattest,2021,4,6706,5.96481
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2010,8,10298,7.7685
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2011,4,10419,3.83914
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2012,9,10539,8.53971
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2013,6,10545,5.6899
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2014,5,10630,4.70367
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2015,2,10796,1.85254
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2016,6,10915,5.49702
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2017,8,11104,7.20461
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2018,14,11172,12.5313
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2019,11,11321,9.71646
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2020,15,11408,13.1487
Hoeilaart,23033,Nee,Inburgeraars met inburgeringsattest,2021,9,11509,7.81997
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2010,0,11222,0.0
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2011,4,11243,3.55777
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2012,6,11316,5.30223
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2013,6,11470,5.23104
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2014,10,11517,8.68282
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2015,6,11597,5.17375
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2016,2,11689,1.71101
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2017,11,11768,9.34738
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2018,5,11898,4.20239
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2019,8,11972,6.68226
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2020,11,12129,9.06917
Kampenhout,23038,Nee,Inburgeraars met inburgeringsattest,2021,9,12280,7.32899
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2010,5,9027,5.53894
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2011,6,9083,6.60575
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2012,13,9161,14.1906
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2013,3,9244,3.24535
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2014,8,9200,8.69565
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2015,2,9316,2.14684
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2016,6,9370,6.40342
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2017,10,9382,10.6587
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2018,8,9396,8.51426
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2019,7,9413,7.43652
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2020,7,9501,7.36765
Kapelle-op-den-Bos,23039,Nee,Inburgeraars met inburgeringsattest,2021,13,9524,13.6497
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2010,3,12354,2.42836
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2011,13,12526,10.3784
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2012,6,12646,4.74458
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2013,14,12643,11.0733
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2014,14,12818,10.9221
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2015,23,12902,17.8267
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2016,11,12919,8.51459
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2017,8,13103,6.10547
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2018,14,13188,10.6157
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2019,13,13295,9.77811
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2020,17,13397,12.6894
Liedekerke,23044,Nee,Inburgeraars met inburgeringsattest,2021,24,13482,17.8015
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2010,1,17655,0.566412
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2011,14,17778,7.8749
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2012,13,17869,7.27517
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2013,10,17976,5.56297
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2014,9,18055,4.98477
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2015,12,18233,6.58147
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2016,13,18274,7.11393
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2017,10,18385,5.43922
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2018,8,18620,4.29646
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2019,9,18749,4.80026
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2020,10,18861,5.30195
Londerzeel,23045,Nee,Inburgeraars met inburgeringsattest,2021,12,19016,6.31048
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2010,19,13330,14.2536
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2011,20,13566,14.7427
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2012,14,13738,10.1907
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2013,28,13987,20.0186
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2014,33,14271,23.1238
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2015,22,14454,15.2207
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2016,27,14764,18.2877
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2017,27,15135,17.8394
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2018,32,15417,20.7563
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2019,37,15469,23.9188
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2020,35,15605,22.4287
Machelen,23047,Nee,Inburgeraars met inburgeringsattest,2021,43,15895,27.0525
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2010,5,18382,2.72005
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2011,10,18338,5.45316
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2012,14,18418,7.60126
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2013,11,18417,5.97274
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2014,8,18569,4.30826
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2015,9,18612,4.83559
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2016,10,18742,5.33561
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2017,21,18925,11.0964
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2018,12,19164,6.26174
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2019,17,19411,8.75792
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2020,19,19627,9.68054
Meise,23050,Nee,Inburgeraars met inburgeringsattest,2021,26,19790,13.1379
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2010,7,15341,4.56294
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2011,15,15558,9.64134
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2012,12,15693,7.64672
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2013,14,15866,8.8239
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2014,11,15900,6.91824
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2015,10,15920,6.28141
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2016,20,16083,12.4355
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2017,20,16100,12.4224
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2018,12,16294,7.36467
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2019,38,16583,22.915
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2020,22,16766,13.1218
Merchtem,23052,Nee,Inburgeraars met inburgeringsattest,2021,25,17154,14.5739
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2010,7,13270,5.27506
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2011,9,13450,6.69145
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2012,8,13679,5.84838
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2013,6,13985,4.29031
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2014,8,13975,5.72451
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2015,7,14140,4.9505
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2016,11,14208,7.74212
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2017,17,14356,11.8417
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2018,8,14378,5.56406
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2019,18,14547,12.3737
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2020,10,14746,6.7815
Opwijk,23060,Nee,Inburgeraars met inburgeringsattest,2021,11,14793,7.43595
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2010,9,24430,3.684
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2011,10,24517,4.0788
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2012,17,24716,6.87814
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2013,10,24704,4.04793
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2014,31,24643,12.5796
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2015,12,24774,4.84379
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2016,19,24959,7.61248
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2017,16,25024,6.39386
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2018,24,25169,9.53554
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2019,32,25403,12.5969
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2020,27,25497,10.5895
Overijse,23062,Nee,Inburgeraars met inburgeringsattest,2021,23,25655,8.96511
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2010,0,4390,0.0
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2011,1,4445,2.24972
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2012,2,4417,4.52796
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2013,3,4436,6.76285
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2014,1,4374,2.28624
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2015,1,4402,2.27169
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2016,3,4424,6.78119
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2017,1,4409,2.26809
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2018,1,4372,2.28728
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2019,2,4479,4.46528
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2020,6,4537,13.2246
Pepingen,23064,Nee,Inburgeraars met inburgeringsattest,2021,1,4499,2.22272
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2010,17,31572,5.38452
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2011,31,31868,9.72763
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2012,29,32246,8.99336
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2013,34,32677,10.4049
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2014,49,32933,14.8787
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2015,40,33270,12.0228
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2016,36,33512,10.7424
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2017,30,33758,8.88678
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2018,27,34038,7.93231
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2019,38,34228,11.102
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2020,39,34621,11.2648
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars met inburgeringsattest,2021,49,35061,13.9756
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2010,2,11435,1.74902
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2011,4,11589,3.45155
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2012,2,11640,1.71821
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2013,5,11616,4.30441
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2014,8,11744,6.81199
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2015,10,11859,8.43241
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2016,5,11924,4.19322
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2017,9,11944,7.53516
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2018,16,12090,13.2341
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2019,20,12135,16.4813
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2020,8,12279,6.51519
Steenokkerzeel,23081,Nee,Inburgeraars met inburgeringsattest,2021,12,12372,9.69932
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2010,10,15006,6.664
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2011,9,15071,5.97173
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2012,8,15142,5.28332
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2013,7,15318,4.56979
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2014,4,15319,2.61114
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2015,8,15335,5.21682
Ternat,23086,Nee,Inburgeraars met inburgeringsattest,2016,6,15286,3.92516
