Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal OKAN-leerlingen, wonend in de gemeente","Aantal OKAN-leerlingen, naar thuistaal, wonend in de gemeente",Procent
Willebroek,12040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,11,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,5,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,5,0.4
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,3,5,0.6
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,8,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,5,8,0.625
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,3,8,0.375
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,10,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,10,10,1.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,10,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,9,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,8,9,0.888889
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,1,9,0.111111
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,8,0.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,8,8,1.0
Puurs-Sint-Amands,12041,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,8,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,39,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,24,39,0.615385
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,15,39,0.384615
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,54,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,38,54,0.703704
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,16,54,0.296296
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,24,38,0.631579
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Onbekend,14,38,0.368421
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,0,16,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,11,16,0.6875
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,5,16,0.3125
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,55,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,14,55,0.254545
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,41,55,0.745455
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,31,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,15,31,0.483871
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,16,31,0.516129
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,19,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,16,19,0.842105
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,3,19,0.157895
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,29,0.0
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,21,29,0.724138
Arendonk,13001,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,8,29,0.275862
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,1,5,0.2
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,3,5,0.6
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,1,5,0.2
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,1,2,0.5
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,2,0.5
Baarle-Hertog,13002,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,2,0.0
Balen,13003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Balen,13003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,3,0.666667
Balen,13003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,1,3,0.333333
Balen,13003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Balen,13003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Balen,13003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,3,3,1.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,3,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,1,5,0.2
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,4,5,0.8
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,5,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,5,0.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,5,5,1.0
Beerse,13004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,5,0.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,1,0.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,1,1.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,1,0.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,2,0.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,2,1.0
Dessel,13006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,2,0.0
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,6,0.0
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,5,6,0.833333
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,1,6,0.166667
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,13,0.0
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,11,13,0.846154
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,2,13,0.153846
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Nederlands,2,14,0.142857
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,11,14,0.785714
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Onbekend,1,14,0.0714286
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,1,17,0.0588235
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,11,17,0.647059
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,5,17,0.294118
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,1,22,0.0454545
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,14,22,0.636364
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,7,22,0.318182
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,16,0.0
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,14,16,0.875
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,2,16,0.125
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,1,21,0.047619
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,20,21,0.952381
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,21,0.0
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,38,0.0
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,31,38,0.815789
Geel,13008,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,7,38,0.184211
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,1,0.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,1,1.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,1,0.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,5,5,1.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Grobbendonk,13010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,11,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,11,11,1.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,11,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,13,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,13,13,1.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,13,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,9,9,1.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,1,12,0.0833333
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,11,12,0.916667
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,0,12,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,11,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,11,11,1.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,11,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,12,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,12,12,1.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,12,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,2,18,0.111111
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,16,18,0.888889
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,18,0.0
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,1,12,0.0833333
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,10,12,0.833333
Herentals,13011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,1,12,0.0833333
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,7,0.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,7,7,1.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,7,0.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,3,0.666667
Herenthout,13012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,1,3,0.333333
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,2,0.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,2,1.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,2,0.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,2,0.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,2,1.0
Herselt,13013,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,2,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,11,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,11,11,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,11,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,4,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,4,4,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,4,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,5,5,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,0,5,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,5,5,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,0,5,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,9,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,9,9,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,9,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,10,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,10,10,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,10,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,9,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,9,9,1.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,9,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,7,0.0
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,6,7,0.857143
Hoogstraten,13014,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,1,7,0.142857
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,1,0.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,1,1.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,1,0.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Hulshout,13016,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,3,0.666667
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,1,3,0.333333
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,8,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,8,8,1.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,8,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,11,0.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,11,11,1.0
Kasterlee,13017,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,11,0.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,2,0.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,2,1.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,2,0.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,5,0.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,5,5,1.0
Lille,13019,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,5,0.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,1,0.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,1,1.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,1,0.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,5,5,1.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,6,0.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,6,6,1.0
Meerhout,13021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,6,0.0
Merksplas,13023,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,1,0.0
Merksplas,13023,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,1,1.0
Merksplas,13023,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,1,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,9,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,9,9,1.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,9,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,1,13,0.0769231
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,12,13,0.923077
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,13,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,0,10,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,8,10,0.8
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,2,10,0.2
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,13,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,12,13,0.923077
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,1,13,0.0769231
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,11,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,11,11,1.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,11,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,18,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,18,18,1.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,18,0.0
Mol,13025,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,11,0.0
