Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal OKAN-leerlingen, wonend in de gemeente","Aantal OKAN-leerlingen, naar thuistaal, wonend in de gemeente",Procent
Zoutleeuw,24130,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,1,0.0
Zoutleeuw,24130,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,1,1.0
Zoutleeuw,24130,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,1,0.0
Linter,24133,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Linter,24133,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Linter,24133,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,3,3,1.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,3,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,18,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,18,18,1.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,18,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,23,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,22,23,0.956522
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,1,23,0.0434783
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,17,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,16,17,0.941176
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,1,17,0.0588235
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,27,0.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,27,27,1.0
Scherpenheuvel-Zichem,24134,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,27,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,6,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,6,6,1.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,6,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,6,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,6,6,1.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,6,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,1,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,1,1.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,1,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,7,0.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,7,1.0
Tielt-Winge,24135,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,7,0.0
Glabbeek,24137,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Glabbeek,24137,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Glabbeek,24137,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Glabbeek,24137,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Glabbeek,24137,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Glabbeek,24137,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,6,0.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,6,0.333333
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,4,6,0.666667
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,3,3,1.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,3,0.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,1,8,0.125
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,7,8,0.875
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,8,0.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Beernem,31003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,3,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,3,3,1.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,3,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,4,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,4,4,1.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,4,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,4,8,0.5
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Onbekend,4,8,0.5
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,7,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,6,7,0.857143
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,1,7,0.142857
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,9,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,8,9,0.888889
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,1,9,0.111111
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,7,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,6,7,0.857143
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,1,7,0.142857
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,6,0.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,6,6,1.0
Blankenberge,31004,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,6,0.0
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,27,0.0
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,17,27,0.62963
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,10,27,0.37037
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,17,0.0
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,11,17,0.647059
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,6,17,0.352941
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,19,28,0.678571
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Onbekend,9,28,0.321429
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,1,34,0.0294118
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,30,34,0.882353
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,3,34,0.0882353
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,3,51,0.0588235
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,33,51,0.647059
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,15,51,0.294118
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,70,0.0
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,58,70,0.828571
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,12,70,0.171429
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,1,57,0.0175439
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,47,57,0.824561
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,9,57,0.157895
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,72,0.0
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,62,72,0.861111
Brugge,31005,Ja,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,10,72,0.138889
Damme,31006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,27,0.0
Damme,31006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,23,27,0.851852
Damme,31006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,4,27,0.148148
Damme,31006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,1,0.0
Damme,31006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,1,1.0
Damme,31006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,1,0.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,1,1.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,2,0.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,2,1.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,2,0.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Jabbeke,31012,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,1,1,1.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,1,0.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,1,0.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,3,3,1.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,3,0.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,3,0.666667
Oostkamp,31022,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,1,3,0.333333
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,5,0.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,4,5,0.8
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,1,5,0.2
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,7,0.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,6,7,0.857143
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,1,7,0.142857
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,13,0.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,10,13,0.769231
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,3,13,0.230769
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,7,0.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,7,1.0
Torhout,31033,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,7,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,2,4,0.5
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,4,0.5
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,4,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,3,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,3,1.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,3,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,7,0.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,7,1.0
Zedelgem,31040,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,7,0.0
Zuienkerke,31042,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Zuienkerke,31042,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,1,0.0
Zuienkerke,31042,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,1,1,1.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,4,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,3,4,0.75
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,1,4,0.25
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,3,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,3,3,1.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,3,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,5,6,0.833333
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Onbekend,1,6,0.166667
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,0,7,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,6,7,0.857143
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,1,7,0.142857
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,6,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,6,6,1.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,6,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,7,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,6,7,0.857143
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,1,7,0.142857
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,10,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,10,10,1.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,10,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,15,0.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,15,15,1.0
Knokke-Heist,31043,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,15,0.0
Diksmuide,32003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,6,0.0
Diksmuide,32003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,6,6,1.0
Diksmuide,32003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,6,0.0
Diksmuide,32003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,2,0.0
Diksmuide,32003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,2,0.5
Diksmuide,32003,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,1,2,0.5
Houthulst,32006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,2,0.0
Houthulst,32006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,2,1.0
Houthulst,32006,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,2,0.0
Koekelare,32010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,1,0.0
Koekelare,32010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,1,1.0
Koekelare,32010,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,1,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,1,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,1,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,1,1,1.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,2,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,2,1.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,2,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,8,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,7,8,0.875
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,1,8,0.125
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,2,0.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,2,1.0
Kortemark,32011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,2,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,7,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,7,7,1.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,7,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,7,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,7,7,1.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,7,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Niet Nederlands,10,11,0.909091
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2013,Onbekend,1,11,0.0909091
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Nederlands,0,11,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Niet Nederlands,10,11,0.909091
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2015,Onbekend,1,11,0.0909091
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Nederlands,0,16,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Niet Nederlands,16,16,1.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2016,Onbekend,0,16,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Nederlands,0,27,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Niet Nederlands,27,27,1.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2017,Onbekend,0,27,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,1,16,0.0625
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,15,16,0.9375
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,16,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Nederlands,0,28,0.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Niet Nederlands,28,28,1.0
Ieper,33011,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2019,Onbekend,0,28,0.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Nederlands,0,3,0.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Niet Nederlands,3,3,1.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2011,Onbekend,0,3,0.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Nederlands,0,2,0.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,2,1.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2012,Onbekend,0,2,0.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Nederlands,0,4,0.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,4,1.0
Poperinge,33021,Nee,"Leerlingen OKAN, naar woonplaats, naar thuistaal",2018,Onbekend,0,4,0.0
