Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,38,0.0263158
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,15,22,0.681818
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),7,22,0.318182
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,22,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,22,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,23,26,0.884615
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),3,26,0.115385
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,26,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,26,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,15,29,0.517241
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),14,29,0.482759
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,29,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,29,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,13,15,0.866667
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),2,15,0.133333
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,15,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,15,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,21,25,0.84
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),4,25,0.16
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,25,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,54,62,0.870968
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,6,62,0.0967742
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,2,62,0.0322581
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,46,50,0.92
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,4,50,0.08
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,50,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,40,54,0.740741
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),13,54,0.240741
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,54,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,1,54,0.0185185
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,33,42,0.785714
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),9,42,0.214286
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,42,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,42,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,40,63,0.634921
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),20,63,0.31746
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,63,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,3,63,0.047619
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,69,81,0.851852
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),11,81,0.135802
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,1,81,0.0123457
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,81,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,68,84,0.809524
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),12,84,0.142857
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,1,84,0.0119048
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,3,84,0.0357143
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,56,60,0.933333
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),2,60,0.0333333
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,1,60,0.0166667
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,60,0.0166667
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,59,72,0.819444
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),13,72,0.180556
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,72,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,72,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,63,87,0.724138
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),20,87,0.229885
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,1,87,0.0114943
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,3,87,0.0344828
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,46,62,0.741935
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),14,62,0.225806
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,2,62,0.0322581
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,62,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,79,115,0.686957
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),35,115,0.304348
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,1,115,0.00869565
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,115,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,18,20,0.9
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,2,20,0.1
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,20,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,33,34,0.970588
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,1,34,0.0294118
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,34,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,12,13,0.923077
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),1,13,0.0769231
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,13,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,13,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,19,20,0.95
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),1,20,0.05
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,20,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,20,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,9,17,0.529412
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),6,17,0.352941
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,17,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,2,17,0.117647
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,23,26,0.884615
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),2,26,0.0769231
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,26,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,1,26,0.0384615
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,23,30,0.766667
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),4,30,0.133333
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,1,30,0.0333333
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,2,30,0.0666667
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,18,21,0.857143
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),2,21,0.0952381
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,1,21,0.047619
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,21,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,28,31,0.903226
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),1,31,0.0322581
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,31,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,2,31,0.0645161
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,37,42,0.880952
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),4,42,0.0952381
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,1,42,0.0238095
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,42,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,12,17,0.705882
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),5,17,0.294118
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,17,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,17,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,31,42,0.738095
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),10,42,0.238095
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,42,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,1,42,0.0238095
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,86,91,0.945055
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,3,91,0.032967
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,2,91,0.021978
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,134,141,0.950355
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,4,141,0.0283688
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,3,141,0.0212766
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,125,133,0.93985
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),3,133,0.0225564
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,133,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,5,133,0.037594
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,22,26,0.846154
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),3,26,0.115385
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,1,26,0.0384615
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,26,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,18,27,0.666667
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),7,27,0.259259
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,2,27,0.0740741
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,27,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,25,36,0.694444
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),9,36,0.25
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,1,36,0.0277778
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,1,36,0.0277778
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,81,88,0.920455
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),7,88,0.0795455
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,88,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,88,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,40,46,0.869565
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),2,46,0.0434783
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,1,46,0.0217391
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,3,46,0.0652174
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,34,37,0.918919
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),2,37,0.0540541
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,1,37,0.027027
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,37,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,67,75,0.893333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),7,75,0.0933333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,1,75,0.0133333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,75,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,70,78,0.897436
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),8,78,0.102564
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,78,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,78,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,48,60,0.8
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),11,60,0.183333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,1,60,0.0166667
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,60,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,7,8,0.875
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,1,8,0.125
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,8,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,7,7,1.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,0,7,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,7,0.0
