Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2008,50,20297,2.46342
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2009,74,20335,3.63905
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2010,81,20489,3.95334
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2011,87,20584,4.22658
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2012,91,20739,4.38787
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2013,113,20883,5.4111
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2014,92,20913,4.39918
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2015,100,20886,4.7879
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2016,128,20873,6.13232
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2017,154,20952,7.35013
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2018,157,21074,7.44994
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2019,141,21115,6.67772
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2020,137,21203,6.46135
Kontich,11024,Nee,Interne inwijking van vreemdelingen,2021,153,21260,7.19661
Lint,11025,Nee,Interne inwijking van vreemdelingen,2000,9,7864,1.14446
Lint,11025,Nee,Interne inwijking van vreemdelingen,2001,7,7903,0.88574
Lint,11025,Nee,Interne inwijking van vreemdelingen,2002,7,7973,0.87796
Lint,11025,Nee,Interne inwijking van vreemdelingen,2003,5,7977,0.6268
Lint,11025,Nee,Interne inwijking van vreemdelingen,2004,7,7959,0.87951
Lint,11025,Nee,Interne inwijking van vreemdelingen,2005,11,7979,1.37862
Lint,11025,Nee,Interne inwijking van vreemdelingen,2006,15,7977,1.88041
Lint,11025,Nee,Interne inwijking van vreemdelingen,2007,16,8035,1.99129
Lint,11025,Nee,Interne inwijking van vreemdelingen,2008,16,8089,1.97799
Lint,11025,Nee,Interne inwijking van vreemdelingen,2009,30,8229,3.64564
Lint,11025,Nee,Interne inwijking van vreemdelingen,2010,25,8363,2.98936
Lint,11025,Nee,Interne inwijking van vreemdelingen,2011,19,8522,2.22952
Lint,11025,Nee,Interne inwijking van vreemdelingen,2012,37,8620,4.29234
Lint,11025,Nee,Interne inwijking van vreemdelingen,2013,53,8668,6.11444
Lint,11025,Nee,Interne inwijking van vreemdelingen,2014,37,8752,4.22761
Lint,11025,Nee,Interne inwijking van vreemdelingen,2015,42,8767,4.79069
Lint,11025,Nee,Interne inwijking van vreemdelingen,2016,42,8821,4.76136
Lint,11025,Nee,Interne inwijking van vreemdelingen,2017,66,8781,7.51623
Lint,11025,Nee,Interne inwijking van vreemdelingen,2018,77,8787,8.76295
Lint,11025,Nee,Interne inwijking van vreemdelingen,2019,98,8718,11.24111
Lint,11025,Nee,Interne inwijking van vreemdelingen,2020,64,8641,7.40655
Lint,11025,Nee,Interne inwijking van vreemdelingen,2021,64,8575,7.46356
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2000,50,25086,1.99314
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2001,86,24859,3.45951
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2002,59,24738,2.38499
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2003,70,24669,2.83757
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2004,82,24450,3.35378
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2005,84,24393,3.44361
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2006,109,24427,4.46228
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2007,128,24426,5.24032
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2008,157,24416,6.43021
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2009,178,24658,7.21875
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2010,198,24737,8.0042
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2011,268,24804,10.80471
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2012,255,25143,10.14199
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2013,257,25202,10.1976
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2014,221,25242,8.75525
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2015,306,25356,12.06815
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2016,315,25551,12.32828
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2017,382,25588,14.92887
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2018,330,25824,12.77881
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2019,333,26099,12.75911
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2020,339,26157,12.9602
Mortsel,11029,Nee,Interne inwijking van vreemdelingen,2021,322,26170,12.30417
Niel,11030,Nee,Interne inwijking van vreemdelingen,2000,38,8405,4.52112
Niel,11030,Nee,Interne inwijking van vreemdelingen,2001,17,8513,1.99695
Niel,11030,Nee,Interne inwijking van vreemdelingen,2002,16,8555,1.87025
Niel,11030,Nee,Interne inwijking van vreemdelingen,2003,21,8590,2.4447
Niel,11030,Nee,Interne inwijking van vreemdelingen,2004,27,8637,3.12609
Niel,11030,Nee,Interne inwijking van vreemdelingen,2005,20,8714,2.29516
Niel,11030,Nee,Interne inwijking van vreemdelingen,2006,31,8798,3.52353
Niel,11030,Nee,Interne inwijking van vreemdelingen,2007,26,8922,2.91414
Niel,11030,Nee,Interne inwijking van vreemdelingen,2008,48,9154,5.24361
Niel,11030,Nee,Interne inwijking van vreemdelingen,2009,43,9230,4.65872
Niel,11030,Nee,Interne inwijking van vreemdelingen,2010,56,9268,6.0423
Niel,11030,Nee,Interne inwijking van vreemdelingen,2011,52,9387,5.53958
Niel,11030,Nee,Interne inwijking van vreemdelingen,2012,54,9461,5.70764
Niel,11030,Nee,Interne inwijking van vreemdelingen,2013,59,9582,6.15738
Niel,11030,Nee,Interne inwijking van vreemdelingen,2014,50,9833,5.08492
Niel,11030,Nee,Interne inwijking van vreemdelingen,2015,62,9962,6.22365
Niel,11030,Nee,Interne inwijking van vreemdelingen,2016,97,10136,9.56985
Niel,11030,Nee,Interne inwijking van vreemdelingen,2017,117,10236,11.43025
Niel,11030,Nee,Interne inwijking van vreemdelingen,2018,94,10424,9.01765
Niel,11030,Nee,Interne inwijking van vreemdelingen,2019,91,10501,8.66584
Niel,11030,Nee,Interne inwijking van vreemdelingen,2020,48,10546,4.55149
Niel,11030,Nee,Interne inwijking van vreemdelingen,2021,79,10493,7.52883
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2000,11,17575,0.62589
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2001,16,17615,0.90832
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2002,13,17639,0.737
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2003,24,17562,1.36659
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2004,17,17708,0.96002
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2005,27,17725,1.52327
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2006,28,17827,1.57065
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2007,43,17948,2.39581
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2008,52,18051,2.88073
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2009,38,18124,2.09667
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2010,87,18253,4.76634
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2011,39,18424,2.1168
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2012,65,18463,3.52055
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2013,66,18581,3.55202
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2014,81,18607,4.3532
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2015,92,18696,4.92084
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2016,91,18856,4.82605
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2017,96,18981,5.05769
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2018,72,18981,3.79327
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2019,88,19008,4.62963
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2020,93,19187,4.84703
Ranst,11035,Nee,Interne inwijking van vreemdelingen,2021,74,19249,3.84436
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2000,25,14583,1.71432
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2001,22,14550,1.51203
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2002,27,14470,1.86593
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2003,21,14489,1.44938
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2004,24,14588,1.64519
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2005,19,14560,1.30495
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2006,41,14628,2.80284
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2007,47,14650,3.20819
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2008,49,14694,3.33469
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2009,34,14657,2.31971
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2010,70,14612,4.79058
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2011,77,14756,5.21822
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2012,56,14876,3.76445
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2013,85,14922,5.69629
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2014,77,15025,5.12479
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2015,80,15118,5.29171
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2016,98,15140,6.47292
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2017,88,15083,5.83438
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2018,94,15114,6.2194
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2019,77,15090,5.10272
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2020,100,15050,6.64452
Rumst,11037,Nee,Interne inwijking van vreemdelingen,2021,89,15146,5.87614
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2000,9,7743,1.16234
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2001,2,7711,0.25937
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2002,11,7666,1.43491
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2003,8,7670,1.04302
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2004,18,7746,2.32378
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2005,13,7824,1.66155
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2006,8,7806,1.02485
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2007,20,7914,2.52717
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2008,22,8034,2.73836
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2009,11,8072,1.36274
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2010,13,8104,1.60415
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2011,22,8080,2.72277
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2012,12,8088,1.48368
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2013,11,8201,1.3413
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2014,26,8183,3.17732
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2015,28,8208,3.41131
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2016,48,8259,5.81184
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2017,60,8357,7.17961
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2018,59,8433,6.99632
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2019,34,8518,3.99155
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2020,25,8529,2.93118
Schelle,11038,Nee,Interne inwijking van vreemdelingen,2021,55,8559,6.42598
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2000,71,19562,3.62949
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2001,94,19563,4.80499
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2002,66,19595,3.36821
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2003,89,19586,4.54406
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2004,80,19652,4.07083
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2005,97,19618,4.94444
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2006,73,19575,3.72925
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2007,99,19537,5.06731
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2008,85,19521,4.35429
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2009,85,19541,4.34983
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2010,87,19496,4.46245
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2011,75,19429,3.86021
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2012,98,19472,5.03287
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2013,101,19308,5.23099
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2014,82,19400,4.2268
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2015,138,19375,7.12258
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2016,115,19434,5.91746
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2017,106,19516,5.43144
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2018,123,19585,6.28032
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2019,137,19652,6.9713
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2020,108,19873,5.43451
Schilde,11039,Nee,Interne inwijking van vreemdelingen,2021,129,19925,6.47428
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2000,68,32733,2.07741
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2001,73,32720,2.23105
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2002,101,32777,3.08143
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2003,96,33063,2.90355
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2004,135,33190,4.06749
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2005,100,33230,3.00933
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2006,103,33160,3.10615
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2007,175,33132,5.2819
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2008,143,33259,4.29959
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2009,137,33247,4.12067
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2010,193,33342,5.78849
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2011,188,33600,5.59524
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2012,223,33766,6.60428
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2013,252,33776,7.46092
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2014,233,33871,6.87904
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2015,209,34016,6.14417
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2016,299,34063,8.77785
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2017,266,34273,7.76121
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2018,300,34462,8.70524
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2019,275,34517,7.96709
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2020,231,34316,6.73155
Schoten,11040,Nee,Interne inwijking van vreemdelingen,2021,243,34291,7.08641
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2000,39,17143,2.27498
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2001,29,17253,1.68087
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2002,50,17318,2.88717
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2003,39,17312,2.25277
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2004,43,17389,2.47283
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2005,37,17433,2.12241
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2006,37,17589,2.10359
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2007,49,17627,2.77983
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2008,50,17735,2.81928
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2009,35,17833,1.96265
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2010,37,17966,2.05945
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2011,55,17961,3.06219
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2012,76,18028,4.21566
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2013,87,18140,4.79603
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2014,74,18304,4.04283
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2015,83,18407,4.50915
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2016,131,18515,7.07534
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2017,111,18498,6.00065
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2018,119,18529,6.42236
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2019,101,18710,5.39818
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2020,145,18789,7.71728
Stabroek,11044,Nee,Interne inwijking van vreemdelingen,2021,141,18680,7.54818
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2000,19,8660,2.194
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2001,8,8665,0.92325
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2002,27,8717,3.0974
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2003,20,8790,2.27531
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2004,22,8767,2.50941
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2005,14,8836,1.58443
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2006,23,8816,2.60889
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2007,33,8890,3.71204
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2008,37,8884,4.16479
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2009,55,8972,6.13018
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2010,42,8984,4.67498
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2011,38,9039,4.204
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2012,64,9041,7.07886
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2013,54,9137,5.91004
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2014,87,9131,9.52798
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2015,63,9314,6.76401
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2016,145,9365,15.48318
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2017,103,9659,10.66363
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2018,144,9711,14.82854
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2019,98,9816,9.9837
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2020,101,9983,10.1172
Wijnegem,11050,Nee,Interne inwijking van vreemdelingen,2021,107,10084,10.61087
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2000,20,11762,1.70039
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2001,31,11874,2.61075
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2002,36,11811,3.04801
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2003,16,11848,1.35044
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2004,29,11957,2.42536
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2005,45,12046,3.73568
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2006,34,12126,2.80389
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2007,54,12117,4.45655
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2008,69,12190,5.66038
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2009,59,12295,4.7987
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2010,72,12334,5.83752
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2011,67,12373,5.41502
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2012,74,12386,5.97449
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2013,132,12405,10.64087
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2014,104,12467,8.34202
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2015,114,12547,9.08584
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2016,145,12591,11.51616
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2017,119,12785,9.30778
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2018,109,12893,8.4542
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2019,135,12865,10.49359
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2020,153,12943,11.82106
Wommelgem,11052,Nee,Interne inwijking van vreemdelingen,2021,160,12991,12.31622
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2000,64,17552,3.64631
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2001,55,17646,3.11685
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2002,39,17777,2.19385
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2003,63,17893,3.52093
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2004,57,18006,3.16561
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2005,59,18184,3.24461
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2006,81,18338,4.41706
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2007,69,18605,3.70868
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2008,68,18839,3.60953
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2009,65,19013,3.41871
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2010,95,19213,4.94457
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2011,80,19371,4.12988
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2012,88,19547,4.50197
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2013,89,19731,4.51067
Wuustwezel,11053,Nee,Interne inwijking van vreemdelingen,2014,73,19872,3.67351
