Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal leerlingen dat in gewoon lager onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen, naar thuistaal, wonend in de gemeente","Aantal leerlingen in het gewoon lager onderwijs, naar thuistaal, wonend in de gemeente",Procent
Brugge,31005,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,10,5193,0.00192567
Brugge,31005,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,23,829,0.0277443
Brugge,31005,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,8,4944,0.00161812
Brugge,31005,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,20,857,0.0233372
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,5,625,0.008
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,9,0.0
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,2,631,0.00316957
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,9,0.0
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,3,601,0.00499168
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,7,41,0.170732
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,2,602,0.00332226
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,16,0.0625
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,2,601,0.00332779
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,23,0.0434783
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,612,0.00163399
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,20,0.05
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,1,613,0.00163132
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,20,0.05
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,0,593,0.0
Damme,31006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,55,0.0181818
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,1,804,0.00124378
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,12,0.0833333
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,0,811,0.0
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,11,0.0
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,839,0.0011919
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,11,0.0909091
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,5,837,0.00597372
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,17,0.0
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,3,829,0.00361882
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,17,0.0
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,838,0.00119332
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,21,0.0
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,4,816,0.00490196
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,22,0.0
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,777,0.002574
Jabbeke,31012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,25,0.0
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,2,1373,0.00145666
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,37,0.0540541
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,1,1408,0.000710227
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,43,0.0232558
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,4,1433,0.00279135
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,48,0.0
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,3,1442,0.00208044
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,58,0.0344828
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,1,1462,0.000683995
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,66,0.030303
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,2,1431,0.00139762
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,69,0.0289855
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,2,1404,0.0014245
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,2,83,0.0240964
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,1344,0.0014881
Oostkamp,31022,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,2,98,0.0204082
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,4,1041,0.00384246
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,5,37,0.135135
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,5,1069,0.00467727
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,4,42,0.0952381
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,1122,0.000891266
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,5,53,0.0943396
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,3,1185,0.00253165
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,7,51,0.137255
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,4,1206,0.00331675
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,62,0.0645161
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,5,1215,0.00411523
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,70,0.1
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,2,1244,0.00160772
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,6,76,0.0789474
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,1239,0.00161421
Torhout,31033,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,4,83,0.0481928
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,1,1350,0.000740741
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,32,0.03125
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,0,1382,0.0
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,31,0.0322581
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,2,1440,0.00138889
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,5,37,0.135135
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,1443,0.000693001
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,5,35,0.142857
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,3,1433,0.00209351
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,35,0.0857143
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,2,1403,0.00142552
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,4,34,0.117647
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,3,1351,0.00222058
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,4,58,0.0689655
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,3,1346,0.00222883
Zedelgem,31040,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,5,59,0.0847458
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,1,142,0.00704225
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,4,0.0
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,1,141,0.0070922
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,5,0.0
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,135,0.00740741
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,3,0.0
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,127,0.00787402
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,5,0.0
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,1,124,0.00806452
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,5,0.4
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,121,0.00826446
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,5,0.4
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,0,109,0.0
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,6,0.166667
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,0,105,0.0
Zuienkerke,31042,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,5,0.2
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,8,981,0.00815494
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,14,160,0.0875
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,3,971,0.0030896
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,11,175,0.0628571
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,2,978,0.00204499
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,11,193,0.0569948
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,2,931,0.00214823
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,11,197,0.0558376
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,1,885,0.00112994
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,16,237,0.0675105
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,851,0.00117509
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,14,252,0.0555556
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,5,856,0.00584112
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,15,264,0.0568182
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,5,788,0.00634518
Knokke-Heist,31043,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,11,270,0.0407407
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,2,960,0.00208333
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,29,0.0689655
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,1,964,0.00103734
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,2,30,0.0666667
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,993,0.00100705
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,30,0.0666667
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,977,0.00102354
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,45,0.0444444
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,5,968,0.00516529
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,50,0.02
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,3,976,0.00307377
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,62,0.0322581
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,2,952,0.00210084
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,61,0.0
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,908,0.00220264
Diksmuide,32003,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,59,0.0169492
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,1,586,0.00170648
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,10,0.0
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,3,617,0.00486224
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,9,0.0
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,631,0.00158479
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,11,0.0909091
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,0,637,0.0
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,16,0.0
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,1,667,0.00149925
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,16,0.0
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,697,0.00143472
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,25,0.04
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,1,682,0.00146628
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,24,0.0416667
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,679,0.00294551
Houthulst,32006,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,30,0.0333333
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,2,462,0.004329
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,14,0.0
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,4,485,0.00824742
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,2,14,0.142857
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,0,502,0.0
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,10,0.1
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,558,0.00179211
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,7,0.0
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,2,587,0.00340716
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,5,0.2
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,2,592,0.00337838
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,7,0.142857
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,3,597,0.00502513
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,9,0.0
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,1,584,0.00171233
Koekelare,32010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,11,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,0,643,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,9,0.111111
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,0,713,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,13,0.0769231
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,753,0.00132802
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,12,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,779,0.0012837
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,13,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,3,793,0.0037831
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,17,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,782,0.00127877
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,19,0.0
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,2,808,0.00247525
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,22,0.0454545
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,3,783,0.00383142
Kortemark,32011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,2,25,0.08
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,0,201,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,2,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,0,200,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,1,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,0,203,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,3,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,0,218,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,5,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,0,220,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,8,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,0,235,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,6,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,0,227,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,10,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,0,230,0.0
Lo-Reninge,32030,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,12,0.0
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,3,1773,0.00169205
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,4,124,0.0322581
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,6,1777,0.00337648
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,4,127,0.0314961
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,4,1779,0.00224845
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,124,0.016129
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,4,1788,0.00223714
Ieper,33011,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,166,0.0120482
