Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Statuut,Aantal meerderjarige nieuwkomers naar statuut,Aantal meerderjarige nieuwkomers,Procent
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,1,15,0.06667
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,5,15,0.33333
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,0,15,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,4,25,0.16
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,2,25,0.08
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,25,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,1,25,0.04
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,5,25,0.2
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,11,25,0.44
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,1,25,0.04
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,1,25,0.04
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,13,28,0.46429
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,1,28,0.03571
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,28,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,0,28,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,7,28,0.25
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,6,28,0.21429
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,1,28,0.03571
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,8,24,0.33333
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,6,24,0.25
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,24,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,0,24,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,2,24,0.08333
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,8,24,0.33333
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,0,24,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,7,26,0.26923
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,3,26,0.11538
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,2,26,0.07692
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,8,26,0.30769
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,6,26,0.23077
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,14,26,0.53846
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,1,26,0.03846
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,11,26,0.42308
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,0,26,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,13,25,0.52
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,0,25,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,25,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,2,25,0.08
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,25,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,10,25,0.4
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,25,0.0
Ham,71069,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,0,25,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,27,244,0.11066
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,114,244,0.46721
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,2,244,0.0082
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,26,244,0.10656
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,74,244,0.30328
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,1,244,0.0041
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,32,226,0.14159
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,139,226,0.61504
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,226,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,0,226,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,6,226,0.02655
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,49,226,0.21681
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,226,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,41,179,0.22905
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,97,179,0.5419
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,179,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,1,179,0.00559
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,2,179,0.01117
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,38,179,0.21229
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,179,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,55,135,0.40741
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,33,135,0.24444
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,135,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,0,135,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,1,135,0.00741
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,31,135,0.22963
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,15,135,0.11111
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,50,188,0.26596
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,69,188,0.36702
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,1,188,0.00532
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,1,188,0.00532
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,188,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,40,188,0.21277
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,27,188,0.14362
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,37,151,0.24503
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,64,151,0.42384
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,151,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,5,151,0.03311
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,0,151,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,31,151,0.2053
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,14,151,0.09272
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,32,149,0.21477
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,69,149,0.46309
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,149,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,4,149,0.02685
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,1,149,0.00671
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,38,149,0.25503
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,4,149,0.02685
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,1,149,0.00671
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,40,154,0.25974
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,50,154,0.32468
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,154,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,6,154,0.03896
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,9,154,0.05844
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,46,154,0.2987
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,3,154,0.01948
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,45,195,0.23077
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,71,195,0.3641
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,1,195,0.00513
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,8,195,0.04103
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,22,195,0.11282
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,45,195,0.23077
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,3,195,0.01538
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,44,187,0.23529
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,56,187,0.29947
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,1,187,0.00535
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,6,187,0.03209
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,27,187,0.14439
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,46,187,0.24599
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,187,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,7,187,0.03743
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,58,216,0.26852
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,60,216,0.27778
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,216,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,8,216,0.03704
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,26,216,0.12037
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,54,216,0.25
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,1,216,0.00463
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,9,216,0.04167
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,52,163,0.31902
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,44,163,0.26994
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,163,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,5,163,0.03067
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,2,163,0.01227
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,50,163,0.30675
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,163,0.0
Heusden-Zolder,71070,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,10,163,0.06135
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,7,59,0.11864
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,10,59,0.16949
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,6,59,0.10169
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,2,59,0.0339
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,30,59,0.50847
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,4,59,0.0678
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,5,35,0.14286
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,10,35,0.28571
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,35,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,2,35,0.05714
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,0,35,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,18,35,0.51429
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,35,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,12,52,0.23077
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,18,52,0.34615
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,52,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,10,52,0.19231
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,52,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,12,52,0.23077
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,52,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,13,48,0.27083
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,4,48,0.08333
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,48,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,0,48,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,1,48,0.02083
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,12,48,0.25
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,18,48,0.375
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,9,47,0.19149
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,0,47,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,47,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,11,47,0.23404
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,1,47,0.02128
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,11,47,0.23404
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,15,47,0.31915
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,10,66,0.15152
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,9,66,0.13636
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,66,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,22,66,0.33333
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,14,66,0.21212
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,7,66,0.10606
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,4,66,0.06061
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,10,70,0.14286
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,12,70,0.17143
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,70,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,11,70,0.15714
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,22,70,0.31429
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,12,70,0.17143
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,2,70,0.02857
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,1,70,0.01429
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,9,63,0.14286
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,6,63,0.09524
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,63,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,14,63,0.22222
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,15,63,0.2381
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,18,63,0.28571
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,1,63,0.01587
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,13,63,0.20635
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,5,63,0.07937
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,63,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,18,63,0.28571
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,18,63,0.28571
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,8,63,0.12698
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,1,63,0.01587
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,8,65,0.12308
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,10,65,0.15385
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,65,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,21,65,0.32308
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,8,65,0.12308
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,16,65,0.24615
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,1,65,0.01538
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,1,65,0.01538
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,14,53,0.26415
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,2,53,0.03774
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,53,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,16,53,0.30189
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,6,53,0.11321
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,11,53,0.20755
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,53,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,4,53,0.07547
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,12,74,0.16216
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,14,74,0.18919
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,74,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,35,74,0.47297
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,74,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,11,74,0.14865
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,74,0.0
Bocholt,72003,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,2,74,0.02703
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,8,58,0.13793
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,7,58,0.12069
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,13,58,0.22414
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,3,58,0.05172
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,25,58,0.43103
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,2,58,0.03448
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,24,68,0.35294
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,4,68,0.05882
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,68,0.0
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,20,68,0.29412
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,0,68,0.0
Bree,72004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,20,68,0.29412
