Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Statuut,Aantal meerderjarige nieuwkomers naar statuut,Aantal meerderjarige nieuwkomers,Procent
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,3,85,0.03529
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,1,85,0.01176
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,4,85,0.04706
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,23,85,0.27059
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,21,85,0.24706
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,85,0.0
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,7,85,0.08235
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,19,71,0.26761
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,1,71,0.01408
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,1,71,0.01408
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,10,71,0.14085
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,11,71,0.15493
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,28,71,0.39437
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,71,0.0
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,1,71,0.01408
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,27,59,0.45763
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,4,59,0.0678
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,1,59,0.01695
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,6,59,0.10169
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,59,0.0
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,18,59,0.30508
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,59,0.0
Schoten,11040,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,3,59,0.05085
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,6,35,0.17143
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,1,35,0.02857
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,3,35,0.08571
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,2,35,0.05714
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,20,35,0.57143
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,3,35,0.08571
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,16,41,0.39024
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,4,41,0.09756
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,2,41,0.04878
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,4,41,0.09756
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,1,41,0.02439
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,14,41,0.34146
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,41,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,10,36,0.27778
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,0,36,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,36,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,12,36,0.33333
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,36,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,14,36,0.38889
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,36,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,13,44,0.29545
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,0,44,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,1,44,0.02273
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,5,44,0.11364
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,1,44,0.02273
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,14,44,0.31818
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,10,44,0.22727
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,6,40,0.15
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,0,40,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,40,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,15,40,0.375
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,40,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,11,40,0.275
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,8,40,0.2
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,12,43,0.27907
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,6,43,0.13953
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,43,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,4,43,0.09302
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,5,43,0.11628
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,14,43,0.32558
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,2,43,0.04651
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,16,52,0.30769
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,6,52,0.11538
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,52,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,7,52,0.13462
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,7,52,0.13462
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,15,52,0.28846
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,0,52,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,1,52,0.01923
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,47,82,0.57317
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,2,82,0.02439
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,82,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,5,82,0.06098
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,8,82,0.09756
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,18,82,0.21951
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,2,82,0.02439
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,14,46,0.30435
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,0,46,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,46,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,6,46,0.13043
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,9,46,0.19565
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,16,46,0.34783
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,1,46,0.02174
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,44,82,0.53659
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,1,82,0.0122
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,82,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,9,82,0.10976
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,6,82,0.07317
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,18,82,0.21951
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,82,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,4,82,0.04878
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,18,49,0.36735
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,6,49,0.12245
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,49,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,3,49,0.06122
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,7,49,0.14286
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,14,49,0.28571
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,49,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,1,49,0.02041
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,21,56,0.375
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,5,56,0.08929
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,56,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,13,56,0.23214
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,56,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,17,56,0.30357
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,56,0.0
Stabroek,11044,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,0,56,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,5,34,0.14706
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,3,34,0.08824
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,4,34,0.11765
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,13,34,0.38235
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,8,34,0.23529
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,1,34,0.02941
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,10,28,0.35714
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,5,28,0.17857
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,28,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,2,28,0.07143
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,2,28,0.07143
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,9,28,0.32143
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,28,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,5,19,0.26316
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,2,19,0.10526
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,19,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,3,19,0.15789
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,19,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,9,19,0.47368
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,19,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,7,20,0.35
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,3,20,0.15
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,20,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,0,20,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,0,20,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,8,20,0.4
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,2,20,0.1
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,8,31,0.25806
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,2,31,0.06452
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,31,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,9,31,0.29032
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,31,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,8,31,0.25806
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,4,31,0.12903
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,7,29,0.24138
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,3,29,0.10345
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,29,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,1,29,0.03448
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,7,29,0.24138
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,11,29,0.37931
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,0,29,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,7,42,0.16667
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,9,42,0.21429
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,42,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,3,42,0.07143
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,12,42,0.28571
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,4,42,0.09524
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,2,42,0.04762
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,5,42,0.11905
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,11,50,0.22
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,5,50,0.1
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,50,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,2,50,0.04
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,13,50,0.26
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,13,50,0.26
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,6,50,0.12
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,9,28,0.32143
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,3,28,0.10714
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,28,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,1,28,0.03571
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,10,28,0.35714
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,4,28,0.14286
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,1,28,0.03571
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,14,39,0.35897
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,7,39,0.17949
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,39,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,1,39,0.02564
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,8,39,0.20513
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,6,39,0.15385
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,39,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,3,39,0.07692
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,10,35,0.28571
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,2,35,0.05714
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,35,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,0,35,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,9,35,0.25714
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,9,35,0.25714
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,35,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,5,35,0.14286
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,12,34,0.35294
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,2,34,0.05882
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,34,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,2,34,0.05882
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,34,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,11,34,0.32353
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,34,0.0
Wijnegem,11050,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,7,34,0.20588
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,10,59,0.16949
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,4,59,0.0678
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,13,59,0.22034
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,8,59,0.13559
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,21,59,0.35593
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,3,59,0.05085
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,9,42,0.21429
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,4,42,0.09524
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,1,42,0.02381
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,13,42,0.30952
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,4,42,0.09524
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,11,42,0.2619
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,42,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,8,33,0.24242
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,0,33,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,33,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,8,33,0.24242
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,33,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,17,33,0.51515
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,33,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,22,48,0.45833
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,2,48,0.04167
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,48,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,10,48,0.20833
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,0,48,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,10,48,0.20833
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,4,48,0.08333
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,14,49,0.28571
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,1,49,0.02041
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,49,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,19,49,0.38776
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,49,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,14,49,0.28571
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,1,49,0.02041
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,8,43,0.18605
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,5,43,0.11628
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,43,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,0,43,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,12,43,0.27907
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,15,43,0.34884
