Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal huurders,Aantal inwoners per nationaliteitsgroep,Procent
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,12,200,0.06
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,233,19250,0.0121039
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),5,343,0.0145773
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,15,264,0.0568182
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,237,19136,0.012385
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),5,382,0.013089
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,22,293,0.0750853
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,230,19378,0.0118691
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),5,442,0.0113122
Erpe-Mere,41082,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,23,326,0.0705521
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,352,14529,0.0242274
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),3,146,0.0205479
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,2,87,0.0229885
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,351,14551,0.0241221
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),3,148,0.0202703
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,1,91,0.010989
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,354,14577,0.0242848
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),4,158,0.0253165
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,112,0.0267857
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,353,14463,0.0244071
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),4,174,0.0229885
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,7,121,0.0578512
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,351,14463,0.0242688
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),4,191,0.0209424
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,8,131,0.0610687
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,349,14485,0.0240939
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,211,0.014218
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,9,153,0.0588235
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,358,14580,0.0245542
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),3,218,0.0137615
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,10,160,0.0625
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,358,14734,0.0242975
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),3,207,0.0144928
Berlare,42003,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,8,152,0.0526316
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,118,14094,0.00837236
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),1,134,0.00746269
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,5,94,0.0531915
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,127,14168,0.00896386
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,140,0.00714286
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,5,81,0.0617284
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,131,14252,0.00919169
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),0,165,0.0
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,7,91,0.0769231
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,141,14195,0.00993308
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),1,173,0.00578035
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,9,101,0.0891089
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,143,14219,0.010057
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),1,187,0.00534759
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,9,127,0.0708661
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,157,14120,0.011119
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),2,221,0.00904977
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,15,134,0.11194
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,174,14098,0.0123422
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,277,0.0144404
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,15,142,0.105634
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,177,14173,0.0124885
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),4,317,0.0126183
Buggenhout,42004,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,17,172,0.0988372
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,1602,43245,0.0370447
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),15,630,0.0238095
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,87,618,0.140777
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,1586,43393,0.0365497
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),14,687,0.0203785
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,94,688,0.136628
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,1616,43450,0.0371922
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),17,750,0.0226667
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,96,738,0.130081
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,1657,43762,0.0378639
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),19,824,0.0230583
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,98,781,0.12548
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,1624,43819,0.0370615
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),17,867,0.0196078
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,99,897,0.110368
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,1634,43709,0.0373836
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),20,955,0.0209424
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,96,1009,0.0951437
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,1638,43622,0.0375499
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),21,1047,0.0200573
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,105,1100,0.0954545
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,1633,43586,0.0374662
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),22,1117,0.0196956
Dendermonde,42006,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,115,1167,0.0985433
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,1102,23716,0.0464665
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),6,405,0.0148148
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,63,422,0.149289
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,1086,23751,0.0457244
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),8,495,0.0161616
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,63,427,0.147541
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,1110,23632,0.0469702
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),8,558,0.0143369
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,61,413,0.1477
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,1148,23705,0.0484286
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),9,567,0.015873
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,65,430,0.151163
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,1123,23719,0.047346
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),9,580,0.0155172
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,66,468,0.141026
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,1106,23711,0.046645
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),11,631,0.0174326
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,62,487,0.12731
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,1119,23620,0.0473751
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),11,695,0.0158273
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,63,550,0.114545
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,1124,23567,0.0476938
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),11,796,0.0138191
Hamme,42008,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,62,583,0.106346
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,168,12148,0.0138294
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),1,100,0.01
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,4,76,0.0526316
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,167,12160,0.0137336
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,104,0.00961538
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,4,72,0.0555556
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,162,12206,0.0132722
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),1,124,0.00806452
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,5,75,0.0666667
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,160,12288,0.0130208
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,149,0.0134228
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,7,78,0.0897436
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,159,12267,0.0129616
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,157,0.0127389
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,8,96,0.0833333
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,159,12216,0.0130157
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,180,0.0166667
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,7,91,0.0769231
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,154,12091,0.0127367
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,175,0.0228571
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,7,104,0.0673077
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,153,12074,0.0126719
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),4,187,0.0213904
Laarne,42010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,7,100,0.07
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,117,18007,0.00649747
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,256,0.0
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,6,208,0.0288462
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,127,18109,0.00701309
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,307,0.00325733
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,13,219,0.0593607
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,122,18113,0.00673549
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,366,0.00546448
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,14,239,0.0585774
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,160,18175,0.0088033
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,403,0.00496278
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,14,265,0.0528302
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,218,18353,0.0118782
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,394,0.00507614
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,14,319,0.0438871
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,236,18429,0.0128059
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),2,423,0.00472813
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,11,343,0.03207
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,238,18503,0.0128628
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),2,480,0.00416667
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,9,338,0.0266272
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,249,18703,0.0133134
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),2,506,0.00395257
Lebbeke,42011,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,9,329,0.0273556
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,211,10284,0.0205173
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),5,172,0.0290698
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,11,134,0.0820896
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,208,10290,0.0202138
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),6,206,0.0291262
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,10,145,0.0689655
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,215,10315,0.0208434
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),5,218,0.0229358
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,9,142,0.0633803
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,218,10365,0.0210323
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),6,218,0.0275229
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,10,153,0.0653595
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,237,10294,0.0230231
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),5,228,0.0219298
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,7,227,0.030837
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,241,10281,0.0234413
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),4,249,0.0160643
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,8,238,0.0336134
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,235,10289,0.0228399
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,253,0.0158103
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,9,259,0.034749
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,231,10393,0.0222265
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),4,274,0.0145985
Waasmunster,42023,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,11,266,0.0413534
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,501,23331,0.0214736
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),7,420,0.0166667
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,52,547,0.095064
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,497,23506,0.0211435
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),9,536,0.016791
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,54,593,0.0910624
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,505,23506,0.0214839
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),11,610,0.0180328
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,57,639,0.0892019
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,495,23482,0.02108
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),17,682,0.0249267
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,64,654,0.0978593
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,494,23584,0.0209464
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),19,757,0.0250991
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,70,737,0.0949796
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,541,23764,0.0227655
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),15,889,0.0168729
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,49,824,0.059466
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,545,23903,0.0228005
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),15,969,0.0154799
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,41,943,0.0434783
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,528,23918,0.0220754
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),12,1053,0.011396
Wetteren,42025,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,42,1050,0.04
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,89,11249,0.00791181
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,106,0.0
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,8,95,0.0842105
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,88,11231,0.00783546
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),0,114,0.0
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,8,97,0.0824742
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,88,11278,0.0078028
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),1,133,0.0075188
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,7,98,0.0714286
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,91,11253,0.00808673
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),0,155,0.0
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,6,93,0.0645161
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,90,11269,0.00798651
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),0,175,0.0
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,6,112,0.0535714
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,92,11275,0.00815965
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),0,181,0.0
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,5,122,0.0409836
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,91,11343,0.00802257
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),1,211,0.00473934
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,4,118,0.0338983
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,98,11317,0.00865954
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),1,220,0.00454545
Wichelen,42026,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,6,112,0.0535714
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,451,19600,0.0230102
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),5,531,0.0094162
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,33,613,0.0538336
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,451,19536,0.0230856
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),5,583,0.00857633
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,37,594,0.0622896
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,470,19536,0.0240581
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),5,685,0.00729927
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,38,627,0.0606061
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,483,19431,0.0248572
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),7,713,0.00981767
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,46,641,0.0717629
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,492,19409,0.0253491
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),8,742,0.0107817
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,51,765,0.0666667
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,510,19342,0.0263675
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),12,818,0.0146699
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,54,816,0.0661765
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,514,19377,0.0265263
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),11,891,0.0123457
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,52,857,0.0606768
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,518,19416,0.026679
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),11,989,0.0111223
Zele,42028,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,56,933,0.0600214
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,135,13466,0.0100252
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),5,354,0.0141243
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,4,83,0.0481928
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,135,13502,0.00999852
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),5,367,0.013624
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,4,82,0.0487805
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,135,13594,0.00993085
Assenede,43002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),5,371,0.0134771
