Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal huurders,Aantal inwoners per nationaliteitsgroep,Procent
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,93,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,3,34,0.0882353
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,72,7542,0.00954654
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),0,114,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,33,0.0909091
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,70,7632,0.00917191
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),0,109,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,32,0.09375
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,70,7616,0.00919118
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),0,120,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,3,41,0.0731707
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,84,7605,0.0110454
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),0,122,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,1,51,0.0196078
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,87,7656,0.0113636
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),0,138,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,1,54,0.0185185
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,88,7676,0.0114643
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),0,133,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,1,52,0.0192308
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,90,7728,0.011646
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),0,146,0.0
Vorselaar,13044,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,2,62,0.0322581
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,111,10166,0.0109187
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,464,0.00431034
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,3,74,0.0405405
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,104,10168,0.0102282
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),2,497,0.00402414
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,82,0.0365854
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,97,10350,0.00937198
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,512,0.00390625
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,99,0.030303
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,94,10317,0.00911118
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,521,0.00383877
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,4,97,0.0412371
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,99,10361,0.00955506
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),3,536,0.00559701
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,5,108,0.0462963
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,97,10475,0.00926014
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,540,0.00555556
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,5,144,0.0347222
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,96,10499,0.00914373
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),3,526,0.00570342
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,5,162,0.0308642
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,97,10635,0.00912083
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),4,534,0.00749064
Vosselaar,13046,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,5,174,0.0287356
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,397,23818,0.0166681
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),5,471,0.0106157
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,9,208,0.0432692
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,394,23848,0.0165213
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),5,467,0.0107066
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,12,179,0.0670391
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,398,23833,0.0166995
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),6,550,0.0109091
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,12,211,0.056872
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,402,23922,0.0168046
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),7,563,0.0124334
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,11,220,0.05
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,416,23897,0.017408
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),8,566,0.0141343
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,14,225,0.0622222
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,421,23971,0.0175629
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),9,647,0.0139104
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,14,266,0.0526316
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,438,24067,0.0181992
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),19,699,0.0271817
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,17,285,0.0596491
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,435,24073,0.01807
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),19,746,0.0254692
Westerlo,13049,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,20,300,0.0666667
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,317,15204,0.0208498
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,310,0.00645161
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,4,84,0.047619
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,321,15253,0.021045
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),2,317,0.00630915
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,6,87,0.0689655
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,326,15360,0.021224
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),3,363,0.00826446
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,6,87,0.0689655
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,340,15420,0.0220493
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),3,347,0.00864553
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,7,84,0.0833333
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,369,15429,0.023916
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,344,0.00581395
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,9,101,0.0891089
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,372,15525,0.0239614
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,388,0.00773196
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,9,107,0.0841121
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,370,15565,0.0237713
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,416,0.00961538
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,10,120,0.0833333
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,364,15602,0.0233303
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),6,461,0.0130152
Laakdal,13053,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,11,123,0.0894309
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,331,28625,0.0115633
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),8,1675,0.00477612
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,22,1117,0.0196956
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,340,28699,0.0118471
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),8,1902,0.0042061
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,21,1153,0.0182134
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,376,28778,0.0130655
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),12,2086,0.00575264
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,24,1205,0.019917
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,373,28924,0.0128959
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),14,2225,0.00629213
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,40,1253,0.0319234
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,400,28921,0.0138308
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),15,2434,0.0061627
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,21,1351,0.015544
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,401,28967,0.0138433
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),15,2627,0.00570994
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,22,1364,0.016129
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,403,28966,0.0139129
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),15,2855,0.00525394
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,21,1337,0.0157068
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,421,29038,0.0144982
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),16,3107,0.00514966
Asse,23002,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,23,1360,0.0169118
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,335,22088,0.0151666
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),17,1793,0.00948132
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,22,441,0.0498866
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,347,22187,0.0156398
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),16,1836,0.0087146
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,22,473,0.0465116
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,343,22114,0.0155105
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),17,2019,0.00842001
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,18,455,0.0395604
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,380,22158,0.0171496
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),19,2123,0.0089496
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,23,464,0.049569
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,409,22254,0.0183787
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),18,2243,0.00802497
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,9,495,0.0181818
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,408,22320,0.0182796
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),18,2289,0.0078637
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,9,460,0.0195652
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,393,22407,0.0175392
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),16,2374,0.00673968
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,9,470,0.0191489
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,390,22413,0.0174006
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),14,2480,0.00564516
Beersel,23003,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,9,450,0.02
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,4,2120,0.00188679
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,41,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,0,13,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,2,2112,0.00094697
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),0,41,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,0,18,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,4,2127,0.00188058
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),0,39,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,0,19,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,4,2091,0.00191296
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),0,39,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,1,21,0.047619
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,4,2089,0.00191479
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),0,44,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,1,27,0.037037
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,4,2105,0.00190024
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),0,52,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,1,47,0.0212766
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,9,2060,0.00436893
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),0,50,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,1,49,0.0204082
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,4,2070,0.00193237
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),0,61,0.0
Bever,23009,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,1,47,0.0212766
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,483,37550,0.0128628
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),13,2201,0.00590641
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,28,986,0.0283976
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,493,37626,0.0131026
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),12,2393,0.00501463
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,28,1015,0.0275862
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,568,37666,0.0150799
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),10,2520,0.00396825
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,22,1057,0.0208136
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,564,37702,0.0149594
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),13,2664,0.00487988
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,46,1084,0.0424354
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,602,37942,0.0158663
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),25,2940,0.0085034
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,28,1142,0.0245184
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,600,38187,0.0157122
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),23,3074,0.00748211
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,30,1173,0.0255754
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,603,38433,0.0156896
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),23,3246,0.00708564
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,33,1168,0.0282534
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,636,38805,0.0163896
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),29,3407,0.00851189
Dilbeek,23016,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,33,1211,0.0272502
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,67,8472,0.0079084
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),1,82,0.0121951
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,2,34,0.0588235
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,68,8437,0.00805974
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),2,89,0.0224719
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,1,31,0.0322581
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,67,8471,0.00790934
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,116,0.0172414
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,2,45,0.0444444
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,65,8514,0.00763448
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,120,0.0166667
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,3,36,0.0833333
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,66,8529,0.0077383
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),1,132,0.00757576
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,1,41,0.0243902
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,67,8536,0.00784911
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),2,138,0.0144928
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,0,51,0.0
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,65,8530,0.00762016
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),2,158,0.0126582
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,1,58,0.0172414
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,66,8603,0.00767174
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),2,165,0.0121212
Galmaarden,23023,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,1,68,0.0147059
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,29,8968,0.00323372
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),1,118,0.00847458
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,1,70,0.0142857
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,32,8969,0.00356784
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,138,0.00724638
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,1,91,0.010989
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,47,8987,0.00522978
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),0,139,0.0
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,0,92,0.0
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,45,8965,0.00501952
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),1,161,0.00621118
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,1,86,0.0116279
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,47,8965,0.00524261
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),1,175,0.00571429
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,0,98,0.0
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,44,8964,0.00490852
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),1,182,0.00549451
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,0,90,0.0
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,44,8907,0.00493993
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),1,161,0.00621118
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,0,102,0.0
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,50,8892,0.00562303
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),1,185,0.00540541
Gooik,23024,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,0,112,0.0
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,328,32913,0.00996567
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),12,2264,0.00530035
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,29,1011,0.0286845
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,331,32993,0.0100324
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),11,2477,0.00444086
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,30,1054,0.028463
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,337,32939,0.010231
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),9,2580,0.00348837
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,27,1039,0.0259865
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,337,32991,0.0102149
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),9,2640,0.00340909
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,45,1111,0.0405041
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,370,33048,0.0111958
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),11,2808,0.00391738
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,11,1174,0.00936968
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,368,33269,0.0110613
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),10,2917,0.00342818
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,14,1169,0.011976
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,364,33265,0.0109424
