Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal jongeren die niet meer leerplichtig zijn en Vlaams secundair onderwijs verlaten zonder kwalificatie, wonend in de gemeente, naar thuistaal",Aantal vroegtijdige schoolverlaters en aantal leerlingen dat wel kwalificatie heeft gehaald,Procent
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,14,136,0.102941
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,2,9,0.222222
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,10,130,0.0769231
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,11,0.0909091
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,10,120,0.0833333
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,1,11,0.0909091
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,12,124,0.0967742
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,14,0.0714286
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,8,107,0.0747664
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,2,12,0.166667
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,14,116,0.12069
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,11,0.0
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,9,116,0.0775862
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,7,30,0.233333
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,17,121,0.140496
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,17,0.176471
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,7,100,0.07
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,21,0.047619
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,6,96,0.0625
Landen,24059,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,3,23,0.130435
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,71,692,0.102601
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,34,77,0.441558
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,62,678,0.0914454
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,29,79,0.367089
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,56,741,0.0755735
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,28,73,0.383562
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,64,745,0.085906
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,29,101,0.287129
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,54,673,0.0802377
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,25,98,0.255102
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,70,709,0.0987306
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,30,99,0.30303
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,46,669,0.0687593
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,36,128,0.28125
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,80,705,0.113475
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,26,123,0.211382
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,70,673,0.104012
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,41,141,0.29078
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,73,688,0.106105
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,52,138,0.376812
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,46,654,0.0703364
Leuven,24062,Ja,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,23,117,0.196581
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,12,152,0.0789474
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,0,4,0.0
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,9,167,0.0538922
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,1,6,0.166667
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,11,171,0.0643275
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,1,0.0
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,13,170,0.0764706
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,1,3,0.333333
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,5,156,0.0320513
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,2,0.0
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,11,156,0.0705128
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,2,0.0
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,8,166,0.0481928
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,7,0.142857
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,8,127,0.0629921
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,4,8,0.5
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,11,150,0.0733333
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,6,0.333333
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,9,127,0.0708661
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,6,0.0
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,5,148,0.0337838
Lubbeek,24066,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,3,11,0.272727
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,6,132,0.0454545
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,0,5,0.0
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,10,158,0.0632911
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,3,0.0
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,4,131,0.0305344
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,7,0.285714
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,5,120,0.0416667
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,1,5,0.2
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,5,108,0.0462963
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,6,0.333333
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,3,137,0.0218978
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,6,0.166667
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,2,128,0.015625
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,3,9,0.333333
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,3,113,0.0265487
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,7,0.142857
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,5,127,0.0393701
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,13,0.230769
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,8,109,0.0733945
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,3,14,0.214286
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,9,111,0.0810811
Oud-Heverlee,24086,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,5,11,0.454545
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,10,207,0.0483092
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,1,5,0.2
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,16,208,0.0769231
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,5,0.0
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,18,212,0.0849057
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,23,188,0.12234
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,0,2,0.0
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,16,185,0.0864865
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,3,0.0
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,16,171,0.0935673
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,4,0.0
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,17,172,0.0988372
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,6,0.166667
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,8,165,0.0484848
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,6,0.166667
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,10,139,0.0719424
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,8,0.125
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,7,167,0.0419162
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,3,9,0.333333
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,10,158,0.0632911
Rotselaar,24094,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,3,15,0.2
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,7,110,0.0636364
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,2,24,0.0833333
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,4,117,0.034188
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,3,19,0.157895
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,6,117,0.0512821
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,3,26,0.115385
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,9,117,0.0769231
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,4,28,0.142857
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,5,120,0.0416667
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,17,0.117647
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,7,128,0.0546875
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,3,28,0.107143
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,8,117,0.0683761
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,3,32,0.09375
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,5,127,0.0393701
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,4,45,0.0888889
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,12,140,0.0857143
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,54,0.037037
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,9,134,0.0671642
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,4,44,0.0909091
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,9,127,0.0708661
Tervuren,24104,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,54,0.0
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,35,268,0.130597
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,15,28,0.535714
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,33,269,0.122677
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,6,24,0.25
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,31,282,0.109929
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,8,18,0.444444
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,27,257,0.105058
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,4,14,0.285714
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,10,240,0.0416667
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,14,0.428571
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,19,245,0.077551
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,10,23,0.434783
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,22,234,0.0940171
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,8,28,0.285714
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,23,265,0.0867925
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,11,37,0.297297
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,13,224,0.0580357
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,13,35,0.371429
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,34,275,0.123636
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,15,63,0.238095
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,21,243,0.0864198
Tienen,24107,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,12,58,0.206897
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,11,161,0.068323
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,1,2,0.5
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,10,179,0.0558659
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,2,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,12,160,0.075
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,2,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,7,157,0.044586
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,0,4,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,14,153,0.0915033
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,2,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,10,166,0.060241
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,3,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,12,141,0.0851064
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,4,9,0.444444
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,8,158,0.0506329
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,8,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,11,128,0.0859375
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,2,0.0
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,11,148,0.0743243
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,3,5,0.6
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,12,134,0.0895522
Tremelo,24109,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,6,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,9,81,0.111111
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,0,2,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,6,71,0.084507
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,4,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,6,84,0.0714286
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,3,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,2,71,0.028169
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,0,3,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,3,61,0.0491803
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,3,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,7,71,0.0985915
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,2,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,4,73,0.0547945
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,3,0.333333
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,5,83,0.060241
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,5,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Nederlands,7,75,0.0933333
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,4,0.25
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Nederlands,2,75,0.0266667
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,7,0.142857
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Nederlands,0,75,0.0
Zoutleeuw,24130,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2020,Niet Nederlands,2,5,0.4
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Nederlands,3,72,0.0416667
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2010,Niet Nederlands,0,1,0.0
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Nederlands,2,82,0.0243902
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2011,Niet Nederlands,0,1,0.0
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Nederlands,4,82,0.0487805
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,3,0.0
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Nederlands,3,58,0.0517241
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2013,Niet Nederlands,2,3,0.666667
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Nederlands,5,69,0.0724638
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,4,0.0
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Nederlands,1,71,0.0140845
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,1,1.0
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2016,Nederlands,4,70,0.0571429
Linter,24133,Nee,"Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal",2017,Nederlands,2,71,0.028169
