Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Leeftijd,Aantal meerderjarige nieuwkomers naar leeftijdsgroep,Aantal meerderjarige nieuwkomers,Procent
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,92,0.0217391
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,19,19,1.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,19,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,15,15,1.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,15,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,18,18,1.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,18,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,21,21,1.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,21,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,18,26,0.692308
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,8,26,0.307692
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,26,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,26,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,14,24,0.583333
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,8,24,0.333333
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,2,24,0.0833333
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,24,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,12,17,0.705882
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,5,17,0.294118
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,0,17,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,17,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,22,31,0.709677
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,6,31,0.193548
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,3,31,0.0967742
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,31,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,17,34,0.5
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,14,34,0.411765
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,3,34,0.0882353
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,34,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,7,19,0.368421
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,8,19,0.421053
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,4,19,0.210526
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,19,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,21,33,0.636364
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,10,33,0.30303
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,33,0.0606061
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,33,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,13,18,0.722222
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,5,18,0.277778
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,0,18,0.0
Ledegem,36010,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,18,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,18,18,1.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,18,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,5,5,1.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,5,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,14,14,1.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,14,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,7,7,1.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,7,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,5,8,0.625
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,3,8,0.375
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,8,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,8,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,9,10,0.9
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,1,10,0.1
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,10,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,10,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,21,37,0.567568
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,11,37,0.297297
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,4,37,0.108108
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,37,0.027027
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,12,18,0.666667
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,6,18,0.333333
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,0,18,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,18,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,14,22,0.636364
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,5,22,0.227273
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,3,22,0.136364
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,22,0.0
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,14,31,0.451613
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,14,31,0.451613
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,2,31,0.0645161
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,31,0.0322581
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,14,21,0.666667
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,4,21,0.190476
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,1,21,0.047619
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,2,21,0.0952381
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,10,19,0.526316
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,7,19,0.368421
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,1,19,0.0526316
Lichtervelde,36011,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,19,0.0526316
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,20,21,0.952381
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,21,0.047619
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,27,30,0.9
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,3,30,0.1
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,16,16,1.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,16,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,24,24,1.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,24,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,17,24,0.708333
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,7,24,0.291667
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,24,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,24,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,16,28,0.571429
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,9,28,0.321429
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,3,28,0.107143
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,28,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,18,28,0.642857
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,9,28,0.321429
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,1,28,0.0357143
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,28,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,13,20,0.65
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,5,20,0.25
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,2,20,0.1
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,20,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,26,44,0.590909
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,10,44,0.227273
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,8,44,0.181818
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,44,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,25,43,0.581395
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,15,43,0.348837
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,3,43,0.0697674
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,43,0.0
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,13,25,0.52
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,8,25,0.32
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,25,0.08
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,2,25,0.08
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,8,14,0.571429
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,3,14,0.214286
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,1,14,0.0714286
Moorslede,36012,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,14,0.142857
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,302,306,0.986928
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,4,306,0.0130719
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,375,383,0.979112
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,8,383,0.0208877
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,369,370,0.997297
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,370,0.0027027
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,383,383,1.0
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,383,0.0
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,337,497,0.678068
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,143,497,0.287726
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,14,497,0.028169
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,3,497,0.00603622
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,357,538,0.663569
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,159,538,0.295539
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,19,538,0.035316
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,3,538,0.00557621
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,412,626,0.658147
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,152,626,0.242812
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,46,626,0.0734824
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,16,626,0.0255591
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,407,601,0.677205
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,153,601,0.254576
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,39,601,0.0648918
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,2,601,0.00332779
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,514,832,0.617788
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,248,832,0.298077
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,63,832,0.0757212
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,7,832,0.00841346
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,422,705,0.598582
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,221,705,0.313475
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,58,705,0.0822695
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,4,705,0.00567376
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,324,508,0.637795
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,141,508,0.277559
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,35,508,0.0688976
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,8,508,0.015748
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,337,521,0.646833
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,134,521,0.257198
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,42,521,0.0806142
Roeselare,36015,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,8,521,0.0153551
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,14,14,1.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,14,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,25,25,1.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,25,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,32,32,1.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,32,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,42,42,1.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,42,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,21,36,0.583333
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,12,36,0.333333
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,3,36,0.0833333
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,36,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,29,40,0.725
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,11,40,0.275
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,40,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,40,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,33,61,0.540984
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,24,61,0.393443
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,3,61,0.0491803
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,61,0.0163934
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,50,72,0.694444
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,21,72,0.291667
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,1,72,0.0138889
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,72,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,43,69,0.623188
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,21,69,0.304348
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,5,69,0.0724638
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,69,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,61,96,0.635417
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,25,96,0.260417
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,9,96,0.09375
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,96,0.0104167
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,39,61,0.639344
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,20,61,0.327869
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,2,61,0.0327869
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,61,0.0
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,33,59,0.559322
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,24,59,0.40678
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,2,59,0.0338983
Staden,36019,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,59,0.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,25,25,1.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,25,0.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,17,17,1.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,17,0.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,21,21,1.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,21,0.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,13,13,1.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,13,0.0
Dentergem,37002,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,16,24,0.666667
