Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Migratiesaldo,Aantal inwoners,Verhouding per 1000 inwoners
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2014,-58,26540,-2.18538055764883
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2015,-170,26702,-6.36656430229945
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2016,-313,26745,-11.7031220788933
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2017,-372,26750,-13.9065420560748
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2018,-279,26771,-10.4217250009338
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2019,-68,26850,-2.53258845437616
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2020,19,26981,0.704199251325006
Kapellen,11023,Nee,Migratiesaldo van vreemdelingen,2021,-211,27157,-7.7696358213352
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2000,28,19874,1.4088759182852
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2001,35,19971,1.75254118471784
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2002,-11,20059,-0.548382272296725
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2003,-16,20139,-0.794478375291722
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2004,36,20170,1.78482895389192
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2005,3,20246,0.148177417761533
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2006,58,20239,2.86575423686941
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2007,40,20243,1.97599170083486
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2008,27,20297,1.33024584914027
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2009,51,20335,2.50799114826654
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2010,54,20489,2.63556054468251
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2011,89,20584,4.32374659930043
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2012,60,20739,2.8930999566035
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2013,53,20883,2.53794952832447
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2014,68,20913,3.25156601157175
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2015,86,20886,4.11759073063296
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2016,78,20873,3.73688497101519
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2017,80,20952,3.81825124093165
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2018,66,21074,3.1318212014805
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2019,88,21115,4.16765332701871
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2020,52,21203,2.45248313917842
Kontich,11024,Nee,Migratiesaldo van vreemdelingen,2021,107,21260,5.03292568203199
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2000,-9,7864,-1.14445574771109
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2001,3,7903,0.379602682525623
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2002,-3,7973,-0.376269910949454
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2003,3,7977,0.376081233546446
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2004,4,7959,0.502575700464883
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2005,14,7979,1.75460584033087
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2006,13,7977,1.62968534536793
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2007,-1,8035,-0.124455507156192
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2008,-5,8089,-0.618123377426134
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2009,20,8229,2.43042897071333
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2010,-74,8363,-8.84849934234127
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2011,-4,8522,-0.469373386528984
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2012,22,8620,2.55220417633411
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2013,23,8668,2.65343793262575
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2014,-23,8752,-2.62797074954296
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2015,-18,8767,-2.05315387247633
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2016,-55,8821,-6.23512073461059
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2017,3,8781,0.341646737273659
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2018,-29,8787,-3.3003300330033
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2019,26,8718,2.98233539802707
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2020,-4,8641,-0.462909385487791
Lint,11025,Nee,Migratiesaldo van vreemdelingen,2021,-1,8575,-0.116618075801749
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2000,5,25086,0.199314358606394
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2001,79,24859,3.177923488475
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2002,38,24738,1.53609831029186
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2003,66,24669,2.67542259515992
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2004,61,24450,2.49488752556237
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2005,76,24393,3.11564793178371
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2006,74,24427,3.02943464199451
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2007,128,24426,5.24031769426021
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2008,134,24416,5.48820445609436
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2009,151,24658,6.123773217617
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2010,139,24737,5.61911306949105
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2011,250,24804,10.0790195129818
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2012,140,25143,5.56815018096488
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2013,107,25202,4.24569478612808
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2014,122,25242,4.83321448379685
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2015,199,25356,7.84824104748383
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2016,196,25551,7.67093264451489
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2017,194,25588,7.58167891199
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2018,172,25824,6.66047087980173
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2019,210,26099,8.04628529828729
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2020,191,26157,7.30206063386474
Mortsel,11029,Nee,Migratiesaldo van vreemdelingen,2021,226,26170,8.63584256782575
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2000,37,8405,4.40214158239143
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2001,-3,8513,-0.352402208387173
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2002,26,8555,3.03915838690824
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2003,18,8590,2.09545983701979
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2004,11,8637,1.27359036702559
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2005,7,8714,0.803305026394308
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2006,25,8798,2.84155489884065
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2007,10,8922,1.12082492714638
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2008,44,9154,4.80664190517806
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2009,28,9230,3.03358613217768
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2010,19,9268,2.05006473888649
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2011,47,9387,5.00692447001172
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2012,37,9461,3.91079167107071
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2013,38,9582,3.9657691504905
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2014,5,9833,0.508491813281806
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2015,41,9962,4.11563942983337
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2016,72,10136,7.10339384372534
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2017,73,10236,7.13169206721376
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2018,60,10424,5.75594781273983
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2019,41,10501,3.90439005808971
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2020,-11,10546,-1.04304949743979
Niel,11030,Nee,Migratiesaldo van vreemdelingen,2021,37,10493,3.52616029734108
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2000,3,17575,0.170697012802276
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2001,17,17615,0.965086573942663
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2002,5,17639,0.28346278133681
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2003,18,17562,1.02494021182098
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2004,-1,17708,-0.056471651231082
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2005,22,17725,1.24118476727786
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2006,-5,17827,-0.280473439165311
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2007,25,17948,1.39291285937152
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2008,-17,18051,-0.941776078887596
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2009,-6,18124,-0.331052747737806
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2010,-26,18253,-1.42442338245768
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2011,-69,18424,-3.74511506730352
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2012,-36,18463,-1.94984563722039
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2013,-35,18581,-1.88364458317636
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2014,-60,18607,-3.22459289514699
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2015,-183,18696,-9.78818998716303
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2016,-131,18856,-6.9473907509546
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2017,-110,18981,-5.79526895316369
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2018,-92,18981,-4.84695221537327
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2019,-1,19008,-0.0526094276094276
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2020,-5,19187,-0.260593109918174
Ranst,11035,Nee,Migratiesaldo van vreemdelingen,2021,-111,19249,-5.76653332640657
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2000,4,14583,0.274291983816773
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2001,-16,14550,-1.09965635738832
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2002,10,14470,0.691085003455425
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2003,12,14489,0.828214507557457
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2004,8,14588,0.54839594187003
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2005,28,14560,1.92307692307692
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2006,27,14628,1.84577522559475
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2007,33,14650,2.25255972696246
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2008,49,14694,3.33469443310195
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2009,27,14657,1.84212321757522
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2010,41,14612,2.8059129482617
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2011,66,14756,4.47275684467335
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2012,47,14876,3.1594514654477
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2013,57,14922,3.81986328910334
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2014,44,15025,2.92845257903494
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2015,43,15118,2.84429157295939
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2016,38,15140,2.50990752972259
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2017,42,15083,2.78459192468342
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2018,19,15114,1.2571126108244
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2019,53,15090,3.51225977468522
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2020,88,15050,5.84717607973422
Rumst,11037,Nee,Migratiesaldo van vreemdelingen,2021,35,15146,2.31084114617721
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2000,5,7743,0.645744543458608
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2001,2,7711,0.259369731552328
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2002,14,7666,1.82624576050091
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2003,6,7670,0.782268578878748
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2004,16,7746,2.06558223599277
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2005,6,7824,0.766871165644172
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2006,7,7806,0.896746092749167
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2007,9,7914,1.13722517058378
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2008,16,8034,1.9915359721185
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2009,9,8072,1.11496531219029
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2010,-15,8104,-1.85093780848963
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2011,22,8080,2.72277227722772
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2012,6,8088,0.741839762611276
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2013,4,8201,0.487745396902817
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2014,4,8183,0.488818281803739
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2015,16,8208,1.94931773879142
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2016,38,8259,4.60104128829156
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2017,35,8357,4.18810577958598
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2018,43,8433,5.09901577137436
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2019,2,8518,0.234796900680911
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2020,24,8529,2.81392894829406
Schelle,11038,Nee,Migratiesaldo van vreemdelingen,2021,48,8559,5.60813179109709
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2000,104,19562,5.31642981290257
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2001,86,19563,4.39605377498339
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2002,38,19595,1.93927022199541
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2003,46,19586,2.34861635862351
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2004,25,19652,1.27213515163851
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2005,70,19618,3.56815169742074
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2006,48,19575,2.45210727969349
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2007,46,19537,2.35450683318831
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2008,32,19521,1.63926028379694
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2009,21,19541,1.07466352796684
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2010,-4,19496,-0.205170291341814
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2011,39,19429,2.00730866230892
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2012,-19,19472,-0.975760065735415
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2013,55,19308,2.84856018230785
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2014,-33,19400,-1.70103092783505
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2015,77,19375,3.9741935483871
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2016,20,19434,1.02912421529279
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2017,-31,19516,-1.58844025415044
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2018,22,19585,1.12330865458259
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2019,24,19652,1.22124974557297
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2020,15,19873,0.754792935138127
Schilde,11039,Nee,Migratiesaldo van vreemdelingen,2021,8,19925,0.401505646173149
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2000,-12,32733,-0.366602511227202
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2001,63,32720,1.92542787286064
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2002,103,32777,3.14244744790554
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2003,78,33063,2.35913256510299
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2004,106,33190,3.19373305212413
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2005,32,33230,0.962985254288294
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2006,82,33160,2.47285886610374
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2007,84,33132,2.5353132922854
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2008,78,33259,2.34522986259358
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2009,29,33247,0.872259151201612
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2010,160,33342,4.79875232439566
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2011,114,33600,3.39285714285714
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2012,164,33766,4.85695670200794
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2013,193,33776,5.71411653244908
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2014,115,33871,3.39523486168108
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2015,128,34016,3.76293508936971
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2016,169,34063,4.96139506209083
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2017,131,34273,3.82225075132028
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2018,173,34462,5.02002205327607
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2019,131,34517,3.79523133528406
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2020,61,34316,1.77759645646346
Schoten,11040,Nee,Migratiesaldo van vreemdelingen,2021,71,34291,2.07051412907177
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2000,5,17143,0.291664236131366
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2001,20,17253,1.15921868660523
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2002,-2,17318,-0.115486776764061
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2003,34,17312,1.96395563770795
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2004,44,17389,2.5303352694232
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2005,27,17433,1.54878678368611
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2006,29,17589,1.64875774631872
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2007,24,17627,1.36154762580133
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2008,31,17735,1.74795601917113
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2009,43,17833,2.41126002355184
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2010,-1,17966,-0.0556606924190137
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2011,44,17961,2.44975224096654
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2012,78,18028,4.32660306190371
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2013,82,18140,4.52039691289967
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2014,69,18304,3.76966783216783
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2015,74,18407,4.02020970283044
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2016,131,18515,7.07534431541993
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2017,99,18498,5.35192993837172
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2018,32,18529,1.72702250526202
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2019,35,18710,1.87065740245858
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2020,86,18789,4.57714620256533
Stabroek,11044,Nee,Migratiesaldo van vreemdelingen,2021,108,18680,5.78158458244111
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2000,1,8660,0.115473441108545
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2001,-3,8665,-0.346220427005193
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2002,7,8717,0.803028564873236
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2003,26,8790,2.95790671217292
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2004,22,8767,2.50941028858218
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2005,8,8836,0.905387052965143
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2006,17,8816,1.92831215970962
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2007,29,8890,3.26209223847019
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2008,28,8884,3.15173345339937
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2009,24,8972,2.67498885421311
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2010,14,8984,1.55832591273375
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2011,24,9039,2.65516096913375
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2012,22,9041,2.43335914168787
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2013,27,9137,2.95501805844369
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2014,80,9131,8.76136239185193
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2015,36,9314,3.86514923770668
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2016,95,9365,10.1441537640149
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2017,89,9659,9.2142043689823
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2018,109,9711,11.2243847183606
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2019,51,9816,5.19559902200489
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2020,80,9983,8.01362315937093
Wijnegem,11050,Nee,Migratiesaldo van vreemdelingen,2021,68,10084,6.74335581118604
Wommelgem,11052,Nee,Migratiesaldo van vreemdelingen,2000,-9,11762,-0.76517599047781
Wommelgem,11052,Nee,Migratiesaldo van vreemdelingen,2001,27,11874,2.27387569479535
