Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteit,Aantal inwoners,Procent
Lebbeke,42011,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2021,54,19560,0.00276074
Lebbeke,42011,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2022,56,19719,0.0028399
Lebbeke,42011,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2022,107,19719,0.00542624
Lebbeke,42011,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,82,19719,0.00415843
Lebbeke,42011,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,156,19719,0.00791115
Lebbeke,42011,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2022,47,19719,0.00238349
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",China,2000,8,10237,0.00078148
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2000,5,10237,0.00048842
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,4,10237,0.00039074
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Griekenland,2000,5,10237,0.00048842
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2000,70,10237,0.00683794
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,79,10237,0.0077171
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2000,4,10237,0.00039074
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",China,2001,8,10319,0.00077527
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2001,6,10319,0.00058145
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,5,10319,0.00048454
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2001,61,10319,0.00591143
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2001,78,10319,0.00755887
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2002,6,10411,0.00057631
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",China,2002,9,10411,0.00086447
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2002,6,10411,0.00057631
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,5,10411,0.00048026
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2002,47,10411,0.00451446
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,77,10411,0.00739602
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2002,5,10411,0.00048026
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2003,5,10429,0.00047943
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",China,2003,9,10429,0.00086298
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2003,6,10429,0.00057532
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,6,10429,0.00057532
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2003,42,10429,0.00402723
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,77,10429,0.00738326
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2003,5,10429,0.00047943
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2004,6,10440,0.00057471
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,7,10440,0.0006705
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2004,28,10440,0.00268199
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,78,10440,0.00747126
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2004,8,10440,0.00076628
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2005,5,10370,0.00048216
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2005,5,10370,0.00048216
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,7,10370,0.00067502
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2005,28,10370,0.0027001
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,80,10370,0.00771456
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Rwanda,2005,11,10370,0.00106075
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2005,5,10370,0.00048216
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2006,5,10302,0.00048534
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2006,5,10302,0.00048534
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,6,10302,0.00058241
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2006,26,10302,0.00252378
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,83,10302,0.00805669
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Rwanda,2006,11,10302,0.00106775
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2007,5,10329,0.00048407
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Congo (Dem. Rep.),2007,5,10329,0.00048407
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2007,7,10329,0.0006777
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,7,10329,0.0006777
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Iran,2007,5,10329,0.00048407
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2007,30,10329,0.00290444
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,89,10329,0.00861652
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2007,8,10329,0.00077452
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2007,5,10329,0.00048407
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2008,8,10314,0.00077564
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",JoegoslaviÃ«,2008,9,10314,0.0008726
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2008,27,10314,0.0026178
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,91,10314,0.00882296
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2008,10,10314,0.00096956
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Burundi,2009,7,10303,0.00067941
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2009,7,10303,0.00067941
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,7,10303,0.00067941
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2009,27,10303,0.0026206
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,87,10303,0.00844414
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,13,10303,0.00126177
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2009,23,10303,0.00223236
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,7,10415,0.00067211
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2010,33,10415,0.00316851
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,90,10415,0.00864138
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,14,10415,0.00134422
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2010,28,10415,0.00268843
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Tsjechische Republiek,2010,7,10415,0.00067211
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2011,23,10499,0.00219068
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2011,85,10499,0.00809601
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Onbepaalde nationaliteit,2011,14,10499,0.00133346
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2011,16,10499,0.00152395
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2011,28,10499,0.00266692
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2012,16,10558,0.00151544
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2012,81,10558,0.00767191
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Onbepaalde nationaliteit,2012,12,10558,0.00113658
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,15,10558,0.00142072
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ«,2012,12,10558,0.00113658
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2012,21,10558,0.00198901
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2013,12,10590,0.00113314
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2013,85,10590,0.00802644
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Onbepaalde nationaliteit,2013,13,10590,0.00122757
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,18,10590,0.00169972
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2013,12,10590,0.00113314
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ«,2013,13,10590,0.00122757
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2013,20,10590,0.00188857
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Tsjechische Republiek,2013,12,10590,0.00113314
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2014,13,10641,0.00122169
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2014,99,10641,0.00930364
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,21,10641,0.0019735
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ«,2014,13,10641,0.00122169
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2014,12,10641,0.00112771
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2014,36,10641,0.00338314
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2015,92,10675,0.00861827
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,30,10675,0.0028103
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2015,16,10675,0.00149883
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2015,14,10675,0.00131148
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2015,44,10675,0.00412178
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2016,12,10736,0.00111773
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2016,98,10736,0.00912817
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,32,10736,0.00298063
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2016,15,10736,0.00139717
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2016,62,10736,0.00577496
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2017,12,10749,0.00111638
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2017,96,10749,0.00893106
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2017,40,10749,0.00372128
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2017,15,10749,0.00139548
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2017,12,10749,0.00111638
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2017,120,10749,0.01116383
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2017,12,10749,0.00111638
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2018,14,10768,0.00130015
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2018,13,10768,0.00120728
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2018,102,10768,0.00947251
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2018,44,10768,0.00408618
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2018,14,10768,0.00130015
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2018,14,10768,0.00130015
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2018,150,10768,0.01393016
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2019,16,10801,0.00148134
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2019,103,10801,0.00953615
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,41,10801,0.00379594
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2019,23,10801,0.00212943
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2019,162,10801,0.01499861
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2020,17,10933,0.00155493
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2020,107,10933,0.00978688
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Onbepaalde nationaliteit,2020,17,10933,0.00155493
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,50,10933,0.00457331
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2020,33,10933,0.00301838
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2020,144,10933,0.01317113
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2021,15,10912,0.00137463
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,113,10912,0.01035557
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,57,10912,0.00522361
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2021,35,10912,0.00320748
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2021,125,10912,0.01145528
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2022,20,11022,0.00181455
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2022,21,11022,0.00190528
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2022,114,11022,0.01034295
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,53,11022,0.00480856
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,39,11022,0.00353838
Waasmunster,42023,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2022,114,11022,0.01034295
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,24,22795,0.00105286
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2000,25,22795,0.00109673
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,31,22795,0.00135995
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2000,69,22795,0.00302698
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2000,115,22795,0.00504497
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Angola,2001,19,22765,0.00083461
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,24,22765,0.00105425
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2001,31,22765,0.00136174
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2001,63,22765,0.00276741
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2001,84,22765,0.00368987
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Angola,2002,12,22818,0.0005259
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,25,22818,0.00109563
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,34,22818,0.00149005
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2002,41,22818,0.00179683
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2002,77,22818,0.00337453
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,25,22859,0.00109366
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,34,22859,0.00148738
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2003,37,22859,0.00161862
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2003,73,22859,0.00319349
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2003,12,22859,0.00052496
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,24,22989,0.00104398
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2004,11,22989,0.00047849
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,35,22989,0.00152247
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2004,30,22989,0.00130497
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2004,83,22989,0.00361042
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2005,10,23054,0.00043376
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,25,23054,0.00108441
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Griekenland,2005,10,23054,0.00043376
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,32,23054,0.00138805
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2005,10,23054,0.00043376
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2005,10,23054,0.00043376
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2005,31,23054,0.00134467
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2005,77,23054,0.00333998
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,27,23209,0.00116334
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,37,23209,0.00159421
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2006,24,23209,0.00103408
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2006,33,23209,0.00142186
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2006,79,23209,0.00340385
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,27,23304,0.0011586
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,39,23304,0.00167353
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2007,38,23304,0.00163062
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2007,36,23304,0.0015448
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2007,87,23304,0.00373326
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,48,23424,0.00204918
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2008,26,23424,0.00110997
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2008,41,23424,0.00175034
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2008,37,23424,0.00157958
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2008,87,23424,0.00371414
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,58,23412,0.00247736
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,26,23412,0.00111054
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2009,52,23412,0.00222108
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2009,37,23412,0.00158039
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2009,83,23412,0.00354519
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,70,23551,0.00297227
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,28,23551,0.00118891
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2010,62,23551,0.00263258
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2010,34,23551,0.00144368
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2010,74,23551,0.00314212
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2011,76,23819,0.00319073
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,36,23819,0.0015114
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2011,68,23819,0.00285486
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2011,38,23819,0.00159537
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2011,80,23819,0.00335866
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2012,103,24130,0.00426855
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,65,24130,0.00269374
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2012,68,24130,0.00281807
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2012,50,24130,0.00207211
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2012,89,24130,0.00368835
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2013,117,24298,0.00481521
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,84,24298,0.00345707
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2013,47,24298,0.00193432
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2013,53,24298,0.00218125
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2013,96,24298,0.00395094
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2014,143,24635,0.00580475
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,114,24635,0.00462756
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2014,60,24635,0.00243556
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",TunesiÃ«,2014,63,24635,0.00255734
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2014,96,24635,0.00389689
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2015,62,24755,0.00250454
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2015,144,24755,0.00581701
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,134,24755,0.00541305
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2015,74,24755,0.0029893
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2015,102,24755,0.00412038
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2016,71,24818,0.00286083
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2016,156,24818,0.00628576
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,157,24818,0.00632605
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2016,83,24818,0.00334435
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2016,100,24818,0.00402933
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2017,92,25078,0.00366855
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2017,166,25078,0.00661935
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2017,191,25078,0.00761624
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2017,82,25078,0.0032698
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2017,107,25078,0.00426669
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2018,131,25477,0.00514189
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2018,189,25477,0.00741846
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2018,216,25477,0.00847824
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2018,135,25477,0.0052989
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2018,103,25477,0.00404286
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2019,170,25815,0.00658532
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2019,188,25815,0.00728259
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,232,25815,0.00898702
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2019,200,25815,0.00774743
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2019,110,25815,0.00426109
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2020,175,26021,0.00672534
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2020,213,26021,0.0081857
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,253,26021,0.00972292
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2020,224,26021,0.00860843
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2020,110,26021,0.00422735
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2021,232,26206,0.00885293
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,211,26206,0.00805159
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,270,26206,0.01030298
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2021,212,26206,0.00808975
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Turkije,2021,109,26206,0.00415935
Wetteren,42025,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2022,241,26444,0.0091136
