Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar doelgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,8,11,0.727273
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,23,31,0.741935
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,8,31,0.258065
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,8,19,0.421053
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,11,19,0.578947
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,6,17,0.352941
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,11,17,0.647059
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,8,16,0.5
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,8,16,0.5
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,14,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,11,14,0.785714
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,3,14,0.214286
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,13,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,7,13,0.538462
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,6,13,0.461538
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,1,41,0.0243902
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,7,41,0.170732
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,33,41,0.804878
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,77,0.0
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,4,77,0.0519481
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,73,77,0.948052
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,3,40,0.075
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,14,40,0.35
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,23,40,0.575
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,30,0.0
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,7,30,0.233333
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,23,30,0.766667
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,12,32,0.375
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,20,32,0.625
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,20,48,0.416667
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,28,48,0.583333
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,36,85,0.423529
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,49,85,0.576471
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,30,72,0.416667
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,42,72,0.583333
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,37,88,0.420455
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,51,88,0.579545
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,60,103,0.582524
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,43,103,0.417476
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,54,0.0
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,33,54,0.611111
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,21,54,0.388889
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,84,0.0
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,49,84,0.583333
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,35,84,0.416667
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,4,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,0,4,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,4,4,1.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,7,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,2,7,0.285714
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,5,7,0.714286
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,3,4,0.75
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,0,4,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,1,4,0.25
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,1,1,1.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,0,1,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,2,3,0.666667
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,1,3,0.333333
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,0,1,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,1,1,1.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,1,2,0.5
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,1,2,0.5
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,7,8,0.875
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,1,8,0.125
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,6,11,0.545455
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,5,11,0.454545
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,3,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,2,3,0.666667
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,1,3,0.333333
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,1,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,0,1,0.0
Kaprijke,43007,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,1,1,1.0
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,34,0.0
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,6,34,0.176471
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,28,34,0.823529
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,3,59,0.0508475
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,6,59,0.101695
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,50,59,0.847458
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,2,34,0.0588235
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,11,34,0.323529
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,21,34,0.617647
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,31,0.0
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,27,31,0.870968
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,4,31,0.129032
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,25,32,0.78125
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,7,32,0.21875
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,20,37,0.540541
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,17,37,0.459459
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,28,41,0.682927
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,13,41,0.317073
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,25,44,0.568182
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,19,44,0.431818
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,12,39,0.307692
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,27,39,0.692308
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,31,54,0.574074
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,23,54,0.425926
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,31,0.0
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,18,31,0.580645
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,13,31,0.419355
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,26,0.0
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,12,26,0.461538
Maldegem,43010,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,14,26,0.538462
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,3,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,0,3,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,3,3,1.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,8,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,1,8,0.125
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,7,8,0.875
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,5,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,1,5,0.2
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,4,5,0.8
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,2,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,2,2,1.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,0,2,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,4,5,0.8
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,1,5,0.2
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,0,3,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,3,3,1.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,0,2,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,2,2,1.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,0,3,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,3,3,1.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,1,3,0.333333
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,2,3,0.666667
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,1,2,0.5
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,1,2,0.5
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,2,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,1,2,0.5
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,1,2,0.5
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,3,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,0,3,0.0
Sint-Laureins,43014,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,3,3,1.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,23,0.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,6,23,0.26087
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,17,23,0.73913
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,23,0.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,5,23,0.217391
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,18,23,0.782609
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,16,0.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,1,16,0.0625
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,15,16,0.9375
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,15,0.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,6,15,0.4
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,9,15,0.6
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,23,35,0.657143
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,12,35,0.342857
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,21,40,0.525
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,19,40,0.475
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,19,42,0.452381
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,23,42,0.547619
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,32,49,0.653061
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,17,49,0.346939
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,30,50,0.6
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,20,50,0.4
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,39,51,0.764706
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,12,51,0.235294
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,47,0.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,29,47,0.617021
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,18,47,0.382979
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,34,0.0
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,18,34,0.529412
Zelzate,43018,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,16,34,0.470588
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,3,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,0,3,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,3,3,1.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,4,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,0,4,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,4,4,1.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,7,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,2,7,0.285714
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,5,7,0.714286
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,7,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,3,7,0.428571
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,4,7,0.571429
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,2,6,0.333333
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,4,6,0.666667
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,9,11,0.818182
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,2,11,0.181818
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,6,11,0.545455
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,5,11,0.454545
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,3,8,0.375
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,5,8,0.625
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,11,14,0.785714
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,3,14,0.214286
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,7,10,0.7
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,3,10,0.3
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,13,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,9,13,0.692308
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,4,13,0.307692
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,15,0.0
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,7,15,0.466667
De Pinte,44012,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,8,15,0.533333
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,13,0.0
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,1,13,0.0769231
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,12,13,0.923077
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,20,0.0
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,1,20,0.05
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,19,20,0.95
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,14,0.0
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,3,14,0.214286
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,11,14,0.785714
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,24,0.0
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,12,24,0.5
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,12,24,0.5
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,5,10,0.5
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,5,10,0.5
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,10,18,0.555556
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,8,18,0.444444
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,8,19,0.421053
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,11,19,0.578947
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,4,16,0.25
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,12,16,0.75
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,8,20,0.4
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,12,20,0.6
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,25,34,0.735294
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,9,34,0.264706
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,14,0.0
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,8,14,0.571429
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,6,14,0.428571
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,30,0.0
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,15,30,0.5
Destelbergen,44013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,15,30,0.5
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,4,32,0.125
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,2,32,0.0625
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,26,32,0.8125
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,35,0.0
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,5,35,0.142857
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,30,35,0.857143
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,22,0.0
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,7,22,0.318182
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,15,22,0.681818
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,25,0.0
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,11,25,0.44
Evergem,44019,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,14,25,0.56
