Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar doelgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,10,26,0.384615
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,16,26,0.615385
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,3,18,0.166667
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,15,18,0.833333
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,4,15,0.266667
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,11,15,0.733333
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,9,16,0.5625
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,7,16,0.4375
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,10,0.0
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,4,10,0.4
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,6,10,0.6
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,20,0.0
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,12,20,0.6
Putte,12029,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,8,20,0.4
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,21,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,1,21,0.047619
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,20,21,0.952381
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,1,29,0.0344828
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,5,29,0.172414
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,23,29,0.793103
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,19,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,8,19,0.421053
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,11,19,0.578947
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,35,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,21,35,0.6
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,14,35,0.4
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,21,30,0.7
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,9,30,0.3
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,11,25,0.44
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,14,25,0.56
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,16,38,0.421053
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,22,38,0.578947
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,15,22,0.681818
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,7,22,0.318182
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,11,26,0.423077
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,15,26,0.576923
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,20,29,0.689655
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,9,29,0.310345
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,15,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,6,15,0.4
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,9,15,0.6
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,25,0.0
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,13,25,0.52
Sint-Katelijne-Waver,12035,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,12,25,0.48
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,62,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,7,62,0.112903
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,55,62,0.887097
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,1,50,0.02
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,10,50,0.2
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,39,50,0.78
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,2,54,0.037037
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,21,54,0.388889
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,31,54,0.574074
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,42,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,21,42,0.5
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,21,42,0.5
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,39,63,0.619048
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,24,63,0.380952
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,42,81,0.518519
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,39,81,0.481481
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,48,84,0.571429
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,36,84,0.428571
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,23,60,0.383333
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,37,60,0.616667
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,32,72,0.444444
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,40,72,0.555556
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,40,87,0.45977
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,47,87,0.54023
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,62,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,28,62,0.451613
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,34,62,0.548387
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,115,0.0
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,61,115,0.530435
Willebroek,12040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,54,115,0.469565
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,20,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,3,20,0.15
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,17,20,0.85
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,34,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,4,34,0.117647
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,30,34,0.882353
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,1,13,0.0769231
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,2,13,0.153846
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,10,13,0.769231
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,20,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,8,20,0.4
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,12,20,0.6
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,13,17,0.764706
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,4,17,0.235294
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,14,26,0.538462
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,12,26,0.461538
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,17,30,0.566667
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,13,30,0.433333
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,6,21,0.285714
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,15,21,0.714286
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,8,31,0.258065
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,23,31,0.741935
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,16,42,0.380952
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,26,42,0.619048
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,17,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,8,17,0.470588
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,9,17,0.529412
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,42,0.0
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,21,42,0.5
Puurs-Sint-Amands,12041,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,21,42,0.5
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,1,91,0.010989
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,12,91,0.131868
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,78,91,0.857143
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,3,141,0.0212766
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,7,141,0.0496454
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,131,141,0.929078
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,11,133,0.0827068
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,75,133,0.56391
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,47,133,0.353383
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,26,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,22,26,0.846154
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,4,26,0.153846
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,18,27,0.666667
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,9,27,0.333333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,24,36,0.666667
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,12,36,0.333333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,65,88,0.738636
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,23,88,0.261364
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,36,46,0.782609
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,10,46,0.217391
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,27,37,0.72973
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,10,37,0.27027
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,63,75,0.84
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,12,75,0.16
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,78,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,57,78,0.730769
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,21,78,0.269231
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,60,0.0
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,50,60,0.833333
Arendonk,13001,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,10,60,0.166667
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,8,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,3,8,0.375
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,5,8,0.625
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,7,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,0,7,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,7,7,1.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,7,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,3,7,0.428571
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,4,7,0.571429
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,4,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,4,4,1.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,0,4,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,6,8,0.75
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,2,8,0.25
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,6,9,0.666667
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,3,9,0.333333
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,5,7,0.714286
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,2,7,0.285714
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,5,5,1.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,0,5,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,6,12,0.5
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,6,12,0.5
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,9,14,0.642857
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,5,14,0.357143
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,10,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,6,10,0.6
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,4,10,0.4
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,10,0.0
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,5,10,0.5
Baarle-Hertog,13002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,5,10,0.5
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,1,26,0.0384615
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,4,26,0.153846
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,21,26,0.807692
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,1,20,0.05
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,5,20,0.25
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,14,20,0.7
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,2,28,0.0714286
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,10,28,0.357143
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,16,28,0.571429
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,14,0.0
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,8,14,0.571429
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,6,14,0.428571
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,10,13,0.769231
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,3,13,0.230769
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,5,15,0.333333
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,10,15,0.666667
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,23,39,0.589744
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,16,39,0.410256
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,11,28,0.392857
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,17,28,0.607143
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,10,21,0.47619
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,11,21,0.52381
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,15,29,0.517241
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,14,29,0.482759
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,22,0.0
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,9,22,0.409091
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,13,22,0.590909
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,38,0.0
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,22,38,0.578947
Balen,13003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,16,38,0.421053
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,14,0.0
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,9,14,0.642857
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,5,14,0.357143
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,21,0.0
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,4,21,0.190476
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,17,21,0.809524
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,15,0.0
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,5,15,0.333333
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,10,15,0.666667
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,23,0.0
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,16,23,0.695652
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,7,23,0.304348
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,17,24,0.708333
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,7,24,0.291667
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,11,18,0.611111
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,7,18,0.388889
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,24,45,0.533333
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,21,45,0.466667
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,8,23,0.347826
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,15,23,0.652174
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,6,19,0.315789
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,13,19,0.684211
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,15,29,0.517241
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,14,29,0.482759
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,31,0.0
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,19,31,0.612903
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,12,31,0.387097
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,1,35,0.0285714
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,15,35,0.428571
Beerse,13004,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,19,35,0.542857
Dessel,13006,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,12,0.0
Dessel,13006,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,6,12,0.5
Dessel,13006,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,6,12,0.5
Dessel,13006,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,9,0.0
