Gemeente,Nis-code,Centrumstad?,Indicator,Leeftijdsgroep,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar leeftijdsgroep,Aantal inwoners naar leeftijdsgroep,Procent
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,6574,75986,0.0865159
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,3816,89608,0.0425855
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,10210,90304,0.113063
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,19435,105057,0.184995
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,12789,94222,0.135733
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,6589,76170,0.0865039
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,3970,89395,0.0444096
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,10537,91586,0.11505
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,20035,105283,0.190297
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,13367,94779,0.141033
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,6807,76883,0.0885371
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,4128,89218,0.0462687
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,11614,92984,0.124903
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,21751,106468,0.204296
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,14546,95405,0.152466
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,7086,77966,0.0908858
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,4335,88673,0.0488875
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,12615,94700,0.13321
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,23654,108458,0.218094
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,15622,95870,0.16295
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,7322,79388,0.0922306
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,4446,87787,0.0506453
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,13779,96640,0.142581
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,25804,110797,0.232894
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,17081,96626,0.176774
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,7595,80461,0.0943936
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,4550,87074,0.0522544
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,15293,98662,0.155004
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,28173,113764,0.247644
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,18626,97259,0.191509
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,8087,81369,0.0993867
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,4633,86882,0.0533252
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,16857,101091,0.166751
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,28924,115413,0.250613
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,20209,97936,0.206349
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,8656,82187,0.105321
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,4710,86878,0.054214
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,18608,104425,0.178195
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,31483,119326,0.26384
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,22456,99570,0.22553
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,9482,83578,0.113451
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,4753,86618,0.0548731
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,20555,107431,0.191332
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,33855,122688,0.275944
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,24618,101158,0.243362
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,10202,84103,0.121304
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,4926,87224,0.0564753
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,21633,109905,0.196834
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,34920,124110,0.281363
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,25832,102186,0.252794
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,10740,84587,0.12697
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,4988,87123,0.0572524
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,21982,111646,0.19689
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,35095,124522,0.281838
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,26527,102450,0.258926
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,11064,85139,0.129952
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,5090,86853,0.0586048
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,23094,113351,0.203739
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,35445,124660,0.284333
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,27717,102784,0.269663
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,11653,85944,0.135588
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,5243,86831,0.0603817
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,23745,114988,0.2065
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,35778,125078,0.286046
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,28659,103705,0.276351
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,12093,86575,0.139682
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,5441,86696,0.0627595
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,24109,116677,0.20663
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,36022,125726,0.286512
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,28928,104485,0.276863
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,12641,87245,0.144891
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,5508,86371,0.0637714
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,24581,118072,0.208187
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,36136,126185,0.286373
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,29136,105162,0.277058
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,13003,87338,0.148881
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,5567,86491,0.0643651
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,25249,118826,0.212487
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,36505,127034,0.287364
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,29896,105791,0.282595
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,13864,87912,0.157703
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,5665,86372,0.0655884
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,25616,119897,0.21365
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,36729,127864,0.287251
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,30650,106553,0.28765
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,14425,88119,0.163699
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,5839,86814,0.0672587
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,25768,119782,0.215124
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,36466,128027,0.284831
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,31317,106676,0.293571
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,15238,88543,0.172097
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,5964,86389,0.0690366
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,25775,119762,0.215219
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,36927,128952,0.286362
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,31976,106726,0.299608
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,15959,88700,0.179921
Antwerpen,11002,Ja,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,6047,86490,0.0699156
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,25,2771,0.00902201
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,51,2454,0.0207824
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,64,2888,0.0221607
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,24,2019,0.0118871
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,18,1787,0.0100727
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,13,2751,0.00472555
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,41,2412,0.0169983
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,63,2924,0.0215458
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,25,2063,0.0121183
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,19,1803,0.010538
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,16,2730,0.00586081
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,33,2319,0.0142303
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,72,2933,0.0245482
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,21,2057,0.010209
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,15,1847,0.00812128
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,15,2745,0.00546448
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,41,2320,0.0176724
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,75,2933,0.0255711
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,22,2083,0.0105617
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,15,1893,0.00792393
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,20,2700,0.00740741
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,44,2271,0.0193747
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,83,2940,0.0282313
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,28,2107,0.013289
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,18,1935,0.00930233
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,22,2667,0.00824897
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,47,2293,0.0204972
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,89,2906,0.0306263
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,23,2155,0.0106729
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,19,1971,0.00963978
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,31,2707,0.0114518
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,48,2270,0.0211454
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,99,2885,0.0343154
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,22,2234,0.00984781
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,22,1994,0.0110331
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,36,2678,0.0134429
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,54,2252,0.0239787
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,95,2870,0.033101
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,31,2325,0.0133333
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,23,2024,0.0113636
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,37,2657,0.0139255
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,81,2306,0.0351258
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,94,2918,0.0322138
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,41,2388,0.0171692
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,22,2064,0.0106589
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,44,2674,0.0164547
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,76,2394,0.031746
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,95,2958,0.0321163
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,43,2465,0.0174442
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,24,2098,0.0114395
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,50,2670,0.0187266
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,83,2450,0.0338776
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,99,2871,0.0344828
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,51,2588,0.0197063
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,24,2170,0.0110599
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,71,2595,0.0273603
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,104,2476,0.0420032
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,106,2797,0.0378977
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,53,2666,0.01988
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,26,2194,0.0118505
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,64,2532,0.0252765
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,111,2496,0.0444712
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,108,2703,0.0399556
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,57,2700,0.0211111
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,29,2293,0.0126472
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,76,2520,0.0301587
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,123,2563,0.0479906
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,124,2595,0.0477842
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,58,2731,0.0212376
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,31,2365,0.0131078
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,77,2516,0.0306041
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,124,2536,0.0488959
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,127,2528,0.0502373
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,63,2794,0.0225483
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,27,2430,0.0111111
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,96,2489,0.0385697
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,133,2491,0.0533922
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,142,2439,0.0582206
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,71,2875,0.0246957
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,29,2498,0.0116093
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,110,2447,0.044953
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,142,2479,0.0572812
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,156,2433,0.0641184
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,76,2941,0.0258416
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,33,2544,0.0129717
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,136,2435,0.0558522
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,150,2494,0.0601443
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,172,2409,0.0713989
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,83,2956,0.0280785
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,32,2614,0.0122418
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,174,2489,0.0699076
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,170,2516,0.0675676
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,213,2425,0.0878351
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,91,2973,0.0306088
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,33,2717,0.0121457
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,192,2487,0.0772014
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,194,2545,0.0762279
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,227,2407,0.0943083
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,100,3064,0.0326371
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,30,2763,0.0108578
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,178,2494,0.0713713
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,205,2543,0.0806134
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,215,2397,0.0896955
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,96,3055,0.0314239
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,33,2883,0.0114464
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,163,2502,0.0651479
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,197,2549,0.0772852
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,210,2393,0.087756
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,108,3106,0.0347714
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,36,2977,0.0120927
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,164,2547,0.0643895
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,195,2548,0.0765306
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,218,2411,0.0904189
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,114,3144,0.0362595
Boechout,11004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,37,3083,0.0120013
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,296,2879,0.102813
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,336,3392,0.0990566
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,199,3096,0.0642765
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,122,2540,0.0480315
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,52,3150,0.0165079
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,260,2888,0.0900277
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,295,3238,0.0911056
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,194,3198,0.0606629
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,125,2502,0.04996
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,55,3160,0.0174051
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,230,2941,0.0782047
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,279,3197,0.0872693
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,182,3272,0.0556235
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,117,2482,0.0471394
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,60,3197,0.0187676
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,184,2997,0.0613947
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,273,3265,0.0836141
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,180,3385,0.0531758
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,108,2460,0.0439024
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,63,3223,0.019547
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,168,3117,0.053898
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,281,3298,0.0852032
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,176,3502,0.050257
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,99,2418,0.0409429
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,61,3232,0.0188738
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,172,3190,0.0539185
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,285,3264,0.0873162
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,178,3588,0.0496098
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,92,2450,0.037551
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,57,3237,0.0176089
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,213,3356,0.0634684
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,302,3289,0.0918212
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,210,3681,0.0570497
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,102,2513,0.0405889
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,63,3257,0.019343
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,234,3467,0.0674935
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,329,3306,0.099516
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,243,3721,0.065305
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,109,2619,0.0416189
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,71,3213,0.0220977
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,238,3498,0.0680389
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,350,3352,0.104415
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,248,3732,0.0664523
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,117,2680,0.0436567
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,79,3182,0.0248272
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,272,3565,0.0762973
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,384,3422,0.112215
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,284,3720,0.0763441
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,123,2734,0.044989
Boom,11005,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,71,3157,0.0224897
