Jaar/Maand,Dag,Productgroep,Product,Prijs incl. BTW
feb22,08feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.923
feb22,08feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.025
feb22,08feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,08feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,08feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,08feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,08feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,08feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,08feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,08feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,08feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,08feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,08feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,08feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,09feb22,Benzines,Benzine 95 RON E5 (€/L),1.83
feb22,09feb22,Benzines,Benzine 95 RON E10 (€/L),1.77
feb22,09feb22,Benzines,Benzine 98 RON E5 (€/L),1.874
feb22,09feb22,Benzines,Benzine 98 RON E10 (€/L),1.837
feb22,09feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.85
feb22,09feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.826
feb22,09feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.864
feb22,09feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.951
feb22,09feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.449
feb22,09feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.921
feb22,09feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.952
feb22,09feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.899
feb22,09feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.929
feb22,09feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.926
feb22,09feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.957
feb22,09feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.054
feb22,09feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.894
feb22,09feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.925
feb22,09feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.027
feb22,09feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,09feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,09feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,09feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,09feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,09feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,09feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,09feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,09feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,09feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,09feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,09feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,10feb22,Benzines,Benzine 95 RON E5 (€/L),1.83
feb22,10feb22,Benzines,Benzine 95 RON E10 (€/L),1.77
feb22,10feb22,Benzines,Benzine 98 RON E5 (€/L),1.874
feb22,10feb22,Benzines,Benzine 98 RON E10 (€/L),1.837
feb22,10feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.816
feb22,10feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.79
feb22,10feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.825
feb22,10feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.908
feb22,10feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.433
feb22,10feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.888
feb22,10feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.918
feb22,10feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.865
feb22,10feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.895
feb22,10feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.892
feb22,10feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.923
feb22,10feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.02
feb22,10feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.864
feb22,10feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.895
feb22,10feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),0.997
feb22,10feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,10feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,10feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,10feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,10feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,10feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,10feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,10feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,10feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,10feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,10feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,10feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,11feb22,Benzines,Benzine 95 RON E5 (€/L),1.83
feb22,11feb22,Benzines,Benzine 95 RON E10 (€/L),1.77
feb22,11feb22,Benzines,Benzine 98 RON E5 (€/L),1.874
feb22,11feb22,Benzines,Benzine 98 RON E10 (€/L),1.837
feb22,11feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.816
feb22,11feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.79
feb22,11feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.825
feb22,11feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.908
feb22,11feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.433
feb22,11feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.901
feb22,11feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.931
feb22,11feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.878
feb22,11feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.908
feb22,11feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.906
feb22,11feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.936
feb22,11feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.033
feb22,11feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.88
feb22,11feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.911
feb22,11feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.013
feb22,11feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,11feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,11feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,11feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,11feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,11feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,11feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,11feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,11feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,11feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,11feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,11feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,12feb22,Benzines,Benzine 95 RON E5 (€/L),1.861
feb22,12feb22,Benzines,Benzine 95 RON E10 (€/L),1.799
feb22,12feb22,Benzines,Benzine 98 RON E5 (€/L),1.908
feb22,12feb22,Benzines,Benzine 98 RON E10 (€/L),1.871
feb22,12feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.838
feb22,12feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.815
feb22,12feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.853
feb22,12feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.943
feb22,12feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.446
feb22,12feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.906
feb22,12feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.937
feb22,12feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.883
feb22,12feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.914
feb22,12feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.911
feb22,12feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.941
feb22,12feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.038
feb22,12feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.885
feb22,12feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.915
feb22,12feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.017
feb22,12feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,12feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,12feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,12feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,12feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,12feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,12feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,12feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,12feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,12feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,12feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,12feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,13feb22,Benzines,Benzine 95 RON E5 (€/L),1.861
feb22,13feb22,Benzines,Benzine 95 RON E10 (€/L),1.799
feb22,13feb22,Benzines,Benzine 98 RON E5 (€/L),1.908
feb22,13feb22,Benzines,Benzine 98 RON E10 (€/L),1.871
feb22,13feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.838
feb22,13feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.815
feb22,13feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.853
feb22,13feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.943
feb22,13feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.446
feb22,13feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.906
feb22,13feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.937
feb22,13feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.883
feb22,13feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.914
feb22,13feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.911
feb22,13feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.941
feb22,13feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.038
feb22,13feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.885
feb22,13feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.915
feb22,13feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.017
feb22,13feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,13feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,13feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,13feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,13feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,13feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,13feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,13feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,13feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,13feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,13feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,13feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,14feb22,Benzines,Benzine 95 RON E5 (€/L),1.861
feb22,14feb22,Benzines,Benzine 95 RON E10 (€/L),1.799
feb22,14feb22,Benzines,Benzine 98 RON E5 (€/L),1.908
feb22,14feb22,Benzines,Benzine 98 RON E10 (€/L),1.871
feb22,14feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.838
feb22,14feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.815
feb22,14feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.853
feb22,14feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.943
feb22,14feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.446
feb22,14feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.906
feb22,14feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.937
feb22,14feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.883
feb22,14feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.914
feb22,14feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.911
feb22,14feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.941
feb22,14feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.038
feb22,14feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.885
feb22,14feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.915
feb22,14feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.017
feb22,14feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,14feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,14feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,14feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,14feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,14feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,14feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,14feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,14feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,14feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,14feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,14feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,15feb22,Benzines,Benzine 95 RON E5 (€/L),1.861
feb22,15feb22,Benzines,Benzine 95 RON E10 (€/L),1.799
feb22,15feb22,Benzines,Benzine 98 RON E5 (€/L),1.908
feb22,15feb22,Benzines,Benzine 98 RON E10 (€/L),1.871
feb22,15feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.838
feb22,15feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.815
feb22,15feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.853
feb22,15feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.943
feb22,15feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.446
feb22,15feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.919
feb22,15feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.95
feb22,15feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.896
feb22,15feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),0.927
feb22,15feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),0.924
feb22,15feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),0.955
feb22,15feb22,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.052
feb22,15feb22,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),0.892
feb22,15feb22,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),0.923
feb22,15feb22,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.025
feb22,15feb22,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),0.982
feb22,15feb22,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),0.951
feb22,15feb22,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.081
feb22,15feb22,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.019
feb22,15feb22,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),0.988
feb22,15feb22,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.118
feb22,15feb22,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.798
feb22,15feb22,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.87
feb22,15feb22,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.781
feb22,15feb22,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.909
feb22,15feb22,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.837
feb22,15feb22,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),682.29
feb22,16feb22,Benzines,Benzine 95 RON E5 (€/L),1.861
feb22,16feb22,Benzines,Benzine 95 RON E10 (€/L),1.799
feb22,16feb22,Benzines,Benzine 98 RON E5 (€/L),1.908
feb22,16feb22,Benzines,Benzine 98 RON E10 (€/L),1.871
feb22,16feb22,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.838
feb22,16feb22,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.815
feb22,16feb22,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.853
feb22,16feb22,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.943
feb22,16feb22,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.446
feb22,16feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),0.931
feb22,16feb22,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),0.961
feb22,16feb22,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),0.908
