België,Gewest,Provincie,Arrondissement,Gemeente,Werkgelegenheidsgraad 15-64-jarigen
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Bocholt,0.649
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Baelen,0.649
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Libin,0.649
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Ham,0.647
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Olne,0.647
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Zele,0.647
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Hamois,0.647
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Hechtel-Eksel,0.647
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Kalmthout,0.646
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Zonhoven,0.646
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Arendonk,0.646
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Verlaine,0.646
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Menen,0.646
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Bilzen,0.646
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Zoersel,0.646
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Eeklo,0.646
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Etalle,0.645
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Temse,0.645
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,As,0.644
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Kortrijk,0.644
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Floreffe,0.643
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Edingen,0.643
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Héron,0.643
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Blégny,0.643
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Ramillies,0.642
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Ferrières,0.642
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Mechelen,Mechelen,0.642
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Hélécine,0.641
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Boom,0.641
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Hove (Antwerpen),0.641
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Chièvres,0.641
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Tongeren,0.64
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Neerpelt,0.64
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Sombreffe,0.64
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Crisnée,0.639
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Attert,0.639
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Villers-Le-Bouillet,0.639
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Drogenbos,0.638
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Opzullik,0.637
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Itter,0.637
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Profondeville,0.637
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Welkenraedt,0.637
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Wemmel,0.636
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Wasseiges,0.636
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Maaseik,0.636
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Zutendaal,0.636
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Brasschaat,0.635
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Lommel,0.635
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Fexhe-le-Haut-Clocher,0.634
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Sint-Truiden,0.634
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Brunehaut,0.634
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Kinrooi,0.634
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Kasteelbrakel,0.634
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Elzele,0.634
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Gembloux,0.633
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Wachtebeke,0.633
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Nandrin,0.633
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Essen,0.633
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Baarle-Hertog,0.632
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Lens,0.632
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Trois-Ponts,0.632
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Sint-Niklaas (Sint-Niklaas),0.632
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Habay,0.632
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Havelange,0.631
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Neufchâteau (Neufchâteau),0.631
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Pecq,0.631
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Fauvillers,0.63
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Court-Saint-Etienne,0.63
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Quévy,0.63
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Eigenbrakel,0.63
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Bitsingen,0.629
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Hannuit,0.629
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Kapellen (Antwerpen),0.628
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Raeren,0.628
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Hamont-Achel,0.628
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Knokke-Heist,0.628
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Nassogne,0.628
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Genepiën,0.628
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Ham-sur-Heure-Nalinnes,0.628
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Leuven,0.627
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Chastre,0.627
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Ouffet,0.627
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Rumes,0.627
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Messancy,0.627
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Herve,0.627
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Turnhout,0.627
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Paliseul,0.627
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Overijse,0.626
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Sprimont,0.626
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Lobbes,0.625
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Mesen,0.625
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Somme-Leuze,0.625
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Sainte-Ode,0.624
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Houffalize,0.624
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Graven,0.623
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Neupré,0.623
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Anhée,0.622
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Dilsen-Stokkem,0.621
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Soumagne,0.62
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Ciney,0.62
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Marchin,0.619
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Malmedy,0.619
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Zaventem,0.618
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Plombières,0.618
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Gent,0.617
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Zelzate,0.617
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Schilde,0.617
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Manhay,0.617
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Rebecq,0.617
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Wanze,0.617
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Wellin,0.617
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Les Bons Villers,0.617
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Stavelot,0.616
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Mettet,0.616
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Limburg,0.616
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Montigny-le-Tilleul,0.616
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Yvoir,0.615
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Geldenaken,0.615
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Daverdisse,0.615
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Saint-Léger (Virton),0.615
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Pont-à-Celles,0.615
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Vielsalm,0.614
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Stoumont,0.614
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Ecaussinnes,0.613
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Nijvel,0.613
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Houyet,0.613
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Chaumont-Gistoux,0.613
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Bastenaken,0.613
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Borgworm,0.612
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Aat,0.612
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Tellin,0.611
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Vloesberg,0.611
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Awans,0.61
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,De Haan,0.61
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Jurbeke,0.61
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Juprelle,0.61
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Linkebeek,0.609
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Walcourt,0.609
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Leuze-en-Hainaut,0.608
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Bièvre,0.608
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Leopoldsburg,0.608
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Gerpinnes,0.607
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Lierneux,0.607
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Estaimpuis,0.606
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Lanaken,0.603
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Esneux,0.603
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Beringen,0.602
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Brugelette,0.602
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Waver,0.601
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Eupen,0.601
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Bertrix,0.601
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Nieuwpoort,0.601
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,’s Gravenbrakel,0.601
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Le Roeulx,0.601
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Meix-devant-Virton,0.6
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Onhaye,0.6
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Marche-en-Famenne,0.599
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Rouvroy,0.599
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Blankenberge,0.598
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Lessen,0.598
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Middelkerke,0.597
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Musson,0.597
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Chiny,0.597
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Pepinster,0.595
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Rixensart,0.595
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Saint-Hubert,0.595
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Gedinne,0.594
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Tubeke,0.593
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tervuren,0.593
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,La Roche-en-Ardenne,0.591
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Comblain-au-Pont,0.591
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Terhulpen,0.591
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Rochefort,0.59
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Koksijde,0.59
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Aarlen,0.59
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Seneffe,0.589
België,Waals Gewest,Provincie Henegouwen,Arrondissement Moeskroen,Komen-Waasten,0.589
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Erezée,0.588
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Cerfontaine,0.588
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Chaudfontaine,0.587
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Sint-Genesius-Rode,0.587
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Thuin,0.587
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Aywaille,0.587
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Houthalen-Helchteren,0.587
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Fosses-la-Ville,0.587
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Honnelles,0.586
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Antoing,0.585
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Durbuy,0.585
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Andenne,0.584
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Ronse,0.584
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Beloeil,0.584
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Jemeppe-sur-Sambre,0.583
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Oostende,0.583
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Beaumont,0.582
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Heusden-Zolder,0.581
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,De Panne,0.58
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Estinnes,0.579
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Hamoir,0.578
België,Waals Gewest,Provincie Henegouwen,Arrondissement Moeskroen,Moeskroen,0.578
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Oupeye,0.575
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Herbeumont,0.575
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Amay,0.575
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Lasne,0.574
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Beauraing,0.573
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Bouillon,0.573
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Martelange,0.573
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Philippeville,0.572
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Saint-Georges-sur-Meuse,0.572
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Sivry-Rance,0.572
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Hotton,0.571
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Trooz,0.57
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Zinnik,0.569
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Antwerpen,0.568
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Agatha-Berchem,0.563
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Doische,0.563
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Namen,0.562
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Doornik,0.562
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Rendeux,0.56
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Beyne-Heusay,0.56
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Wezet,0.559
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Ans,0.557
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Ottignies-Louvain-la-Neuve,0.557
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Fléron,0.557
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Florennes,0.556
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Kelmis,0.556
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Ganshoren,0.555
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Merbes-le-Château,0.555
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Maasmechelen,0.555
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Florenville,0.554
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Aubange,0.551
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Genk,0.55
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Chimay,0.55
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Dinant,0.55
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Jette,0.549
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Engis,0.549
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Oudergem,0.548
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Wezembeek-Oppem,0.547
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Spa,0.546
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Gouvy,0.546
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Péruwelz,0.545
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Bernissart,0.544
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Waterloo,0.543
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Fleurus,0.543
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Watermaal-Bosvoorde,0.543
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Saint-Ghislain,0.542
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Flémalle,0.54
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Virton,0.54
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Sambreville,0.538
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Binche,0.538
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Ukkel,0.536
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Froidchapelle,0.535
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Erquelinnes,0.535
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Courcelles,0.533
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Hoei,0.531
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Grâce-Hollogne,0.531
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Morlanwelz,0.527
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Fontaine-l’Evêque,0.524
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Aiseau-Presles,0.523
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Chapelle-lez-Herlaimont,0.521
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Anderlues,0.519
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Kraainem,0.519
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Momignies,0.518
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Couvin,0.517
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Hensies,0.517
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Manage,0.517
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Frameries,0.514
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Vorst (Brussel-Hoofdstad),0.513
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Lambrechts-Woluwe,0.512
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Vresse-sur-Semois,0.511
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Koekelberg,0.51
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Herstal,0.509
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Dour,0.507
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Quiévrain,0.504
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Evere,0.5
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Pieters-Woluwe,0.499
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,La Louvière,0.498
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Etterbeek,0.496
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Saint-Nicolas (Luik),0.494
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Bergen,0.494
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Viroinval,0.491
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Seraing,0.482
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Châtelet,0.481
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Hastière,0.477
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Anderlecht,0.475
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Dison,0.474
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Boussu,0.473
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Elsene,0.472
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Verviers,0.471
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Gillis,0.469
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Luik,0.465
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Quaregnon,0.46
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Charleroi,0.457
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Schaarbeek,0.452
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Colfontaine,0.447
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Farciennes,0.432
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Brussel,0.422
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Jans-Molenbeek,0.419
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Joost-ten-Node,0.392
België,,,,,0.605
