Indicator Groep,Indicator Niveau 1,Indicator Niveau 2,Product Niveau 1,Kiloton olie equivalent (ovw)
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Nafta,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Gas-/dieselolie,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Zware stookolie,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,White spirit en kookpuntbenzine,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Smeermiddelen,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Bitumen,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Petroleumcokes,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Paraffine-wassen,
Finale consumptie,Andere sectoren,Niet gespecifieerd Andere sectoren,Overige olieproducten,
Finale consumptie,Andere sectoren,,Ruwe aardolie,
Finale consumptie,Andere sectoren,,Intermediaire producten,
Finale consumptie,Andere sectoren,,Andere koolwaterstoffen,
Finale consumptie,Andere sectoren,,Raffinaderijgas,
Finale consumptie,Andere sectoren,,LPG,181.21
Finale consumptie,Andere sectoren,,Motorbenzine,38.514
Finale consumptie,Andere sectoren,,Vliegtuigbenzine,0.212
Finale consumptie,Andere sectoren,,Kerosine,28.861
Finale consumptie,Andere sectoren,,Lamppetroleum,51.889
Finale consumptie,Andere sectoren,,Nafta,
Finale consumptie,Andere sectoren,,Gas-/dieselolie,3114.08
Finale consumptie,Andere sectoren,,Zware stookolie,0.289
Finale consumptie,Andere sectoren,,White spirit en kookpuntbenzine,
Finale consumptie,Andere sectoren,,Smeermiddelen,
Finale consumptie,Andere sectoren,,Bitumen,
Finale consumptie,Andere sectoren,,Petroleumcokes,7.064
Finale consumptie,Andere sectoren,,Paraffine-wassen,
Finale consumptie,Andere sectoren,,Overige olieproducten,
Finale consumptie,Niet energetisch verbruik,,Ruwe aardolie,
Finale consumptie,Niet energetisch verbruik,,Intermediaire producten,
Finale consumptie,Niet energetisch verbruik,,Andere koolwaterstoffen,
Finale consumptie,Niet energetisch verbruik,,Raffinaderijgas,
Finale consumptie,Niet energetisch verbruik,,LPG,2086.293
Finale consumptie,Niet energetisch verbruik,,Motorbenzine,
Finale consumptie,Niet energetisch verbruik,,Vliegtuigbenzine,
Finale consumptie,Niet energetisch verbruik,,Kerosine,
Finale consumptie,Niet energetisch verbruik,,Lamppetroleum,
Finale consumptie,Niet energetisch verbruik,,Nafta,2929.148
Finale consumptie,Niet energetisch verbruik,,Gas-/dieselolie,
Finale consumptie,Niet energetisch verbruik,,Zware stookolie,18.044
Finale consumptie,Niet energetisch verbruik,,White spirit en kookpuntbenzine,4.129
Finale consumptie,Niet energetisch verbruik,,Smeermiddelen,58.858
Finale consumptie,Niet energetisch verbruik,,Bitumen,288.24
Finale consumptie,Niet energetisch verbruik,,Petroleumcokes,22.977
Finale consumptie,Niet energetisch verbruik,,Paraffine-wassen,16.323
Finale consumptie,Niet energetisch verbruik,,Overige olieproducten,869.137
Finale consumptie,,,Ruwe aardolie,
Finale consumptie,,,Intermediaire producten,
Finale consumptie,,,Andere koolwaterstoffen,
Finale consumptie,,,Raffinaderijgas,
Finale consumptie,,,LPG,2560.445
Finale consumptie,,,Motorbenzine,1867.579
Finale consumptie,,,Vliegtuigbenzine,0.635
Finale consumptie,,,Kerosine,31.494
Finale consumptie,,,Lamppetroleum,56.073
Finale consumptie,,,Nafta,3862.024
Finale consumptie,,,Gas-/dieselolie,8922.266
Finale consumptie,,,Zware stookolie,64.168
Finale consumptie,,,White spirit en kookpuntbenzine,4.129
Finale consumptie,,,Smeermiddelen,58.858
Finale consumptie,,,Bitumen,288.24
Finale consumptie,,,Petroleumcokes,79.954
Finale consumptie,,,Paraffine-wassen,16.323
Finale consumptie,,,Overige olieproducten,869.137
Statistisch verschil,,,Ruwe aardolie,-2.433
Statistisch verschil,,,Intermediaire producten,1.825
Statistisch verschil,,,Andere koolwaterstoffen,
Statistisch verschil,,,Raffinaderijgas,
Statistisch verschil,,,LPG,8.925
Statistisch verschil,,,Motorbenzine,37.295
Statistisch verschil,,,Vliegtuigbenzine,-0.0
Statistisch verschil,,,Kerosine,-13.798
Statistisch verschil,,,Lamppetroleum,-2.929
Statistisch verschil,,,Nafta,0.319
Statistisch verschil,,,Gas-/dieselolie,96.971
Statistisch verschil,,,Zware stookolie,47.861
Statistisch verschil,,,White spirit en kookpuntbenzine,0.192
Statistisch verschil,,,Smeermiddelen,4.129
Statistisch verschil,,,Bitumen,-1.728
Statistisch verschil,,,Petroleumcokes,2.173
Statistisch verschil,,,Paraffine-wassen,
Statistisch verschil,,,Overige olieproducten,6.625
