Jaar/Maand,Dag,Productgroep,Product,Prijs incl. BTW
jan23,17jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.057
jan23,17jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.092
jan23,17jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.084
jan23,17jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.12
jan23,17jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.221
jan23,17jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.062
jan23,17jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.097
jan23,17jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.203
jan23,17jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,17jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,17jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,17jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,17jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,17jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,17jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.721
jan23,17jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.8
jan23,17jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.695
jan23,17jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.832
jan23,17jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.752
jan23,17jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),549.46
jan23,18jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,18jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,18jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,18jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,18jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.795
jan23,18jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.78
jan23,18jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.817
jan23,18jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.899
jan23,18jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.071
jan23,18jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.073
jan23,18jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.108
jan23,18jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.05
jan23,18jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.086
jan23,18jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.078
jan23,18jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.113
jan23,18jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.214
jan23,18jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.059
jan23,18jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.094
jan23,18jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.2
jan23,18jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,18jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,18jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,18jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,18jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,18jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,18jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.721
jan23,18jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.8
jan23,18jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.695
jan23,18jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.832
jan23,18jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.752
jan23,18jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),549.46
jan23,19jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,19jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,19jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,19jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,19jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.795
jan23,19jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.78
jan23,19jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.817
jan23,19jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.899
jan23,19jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.071
jan23,19jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.063
jan23,19jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.099
jan23,19jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.041
jan23,19jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.076
jan23,19jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.068
jan23,19jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.104
jan23,19jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.205
jan23,19jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.046
jan23,19jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.081
jan23,19jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.187
jan23,19jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,19jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,19jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,19jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,19jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,19jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,19jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.721
jan23,19jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.8
jan23,19jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.695
jan23,19jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.832
jan23,19jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.752
jan23,19jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,20jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,20jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,20jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,20jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,20jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,20jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,20jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,20jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,20jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,20jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.087
jan23,20jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.123
jan23,20jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.065
jan23,20jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.1
jan23,20jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.092
jan23,20jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.128
jan23,20jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.229
jan23,20jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.071
jan23,20jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.106
jan23,20jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.212
jan23,20jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,20jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,20jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,20jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,20jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,20jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,20jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.764
jan23,20jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.844
jan23,20jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jan23,20jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.877
jan23,20jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.797
jan23,20jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,21jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,21jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,21jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,21jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,21jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,21jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,21jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,21jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,21jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,21jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.08
jan23,21jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.116
jan23,21jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.057
jan23,21jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.093
jan23,21jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.085
jan23,21jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.121
jan23,21jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.221
jan23,21jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.063
jan23,21jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.098
jan23,21jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.204
jan23,21jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,21jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,21jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,21jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,21jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,21jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,21jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.764
jan23,21jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.844
jan23,21jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jan23,21jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.877
jan23,21jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.797
jan23,21jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,22jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,22jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,22jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,22jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,22jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,22jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,22jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,22jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,22jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,22jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.08
jan23,22jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.116
jan23,22jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.057
jan23,22jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.093
jan23,22jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.085
jan23,22jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.121
jan23,22jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.221
jan23,22jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.063
jan23,22jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.098
jan23,22jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.204
jan23,22jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,22jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,22jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,22jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,22jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,22jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,22jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.764
jan23,22jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.844
jan23,22jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jan23,22jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.877
jan23,22jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.797
jan23,22jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,23jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,23jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,23jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,23jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,23jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,23jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,23jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,23jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,23jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,23jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.08
jan23,23jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.116
jan23,23jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.057
jan23,23jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.093
jan23,23jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.085
jan23,23jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.121
jan23,23jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.221
jan23,23jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.063
jan23,23jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.098
jan23,23jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.204
jan23,23jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.205
jan23,23jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.169
jan23,23jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.309
jan23,23jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.251
jan23,23jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.215
jan23,23jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.354
jan23,23jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.764
jan23,23jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.844
jan23,23jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jan23,23jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.877
jan23,23jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.797
jan23,23jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,24jan23,Benzines,Benzine 95 RON E5 (€/L),1.836
jan23,24jan23,Benzines,Benzine 95 RON E10 (€/L),1.778
jan23,24jan23,Benzines,Benzine 98 RON E5 (€/L),1.981
jan23,24jan23,Benzines,Benzine 98 RON E10 (€/L),1.936
jan23,24jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,24jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,24jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,24jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,24jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,24jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.114
jan23,24jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.15
jan23,24jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.092
jan23,24jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.127
jan23,24jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.119
jan23,24jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.155
jan23,24jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.256
jan23,24jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.097
jan23,24jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.132
jan23,24jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.238
jan23,24jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.286
jan23,24jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.25
jan23,24jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.389
jan23,24jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.335
jan23,24jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.3
jan23,24jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.439
jan23,24jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.764
jan23,24jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.844
jan23,24jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jan23,24jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.877
jan23,24jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.797
jan23,24jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,25jan23,Benzines,Benzine 95 RON E5 (€/L),1.876
jan23,25jan23,Benzines,Benzine 95 RON E10 (€/L),1.812
jan23,25jan23,Benzines,Benzine 98 RON E5 (€/L),2.021
jan23,25jan23,Benzines,Benzine 98 RON E10 (€/L),1.983
jan23,25jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,25jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,25jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,25jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,25jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,25jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.138
jan23,25jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.173
jan23,25jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.115
jan23,25jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.15
jan23,25jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.142
jan23,25jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.178
jan23,25jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.279
jan23,25jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.119
jan23,25jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.155
jan23,25jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.261
jan23,25jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.286
jan23,25jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.25
jan23,25jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.389
jan23,25jan23,Lamppetroleum,lamppetroleum (type C) (minder dan 2000 l) (€/L),1.335
jan23,25jan23,Lamppetroleum,lamppetroleum (type C) (vanaf 2000 l) (€/L),1.3
jan23,25jan23,Lamppetroleum,lamppetroleum (type C) (aan de pomp) (€/L),1.439
jan23,25jan23,Propaan,propaan (in bulk) (vanaf 2000 l) (€/L),0.764
jan23,25jan23,Propaan,propaan (in bulk) (minder dan 2000 l) (€/L),0.844
jan23,25jan23,Butaan + LPG,Autogas LPG (aan de pomp) (€/L),0.74
jan23,25jan23,Butaan + LPG,Autogas LPG (minder dan 2000 l) (€/L),0.877
jan23,25jan23,Butaan + LPG,Autogas LPG (vanaf 2000 l) (€/L),0.797
jan23,25jan23,Stookolie,Extra zware stookolie met 1 % S (per tankwagen) (€/T),582.44
jan23,26jan23,Benzines,Benzine 95 RON E5 (€/L),1.876
jan23,26jan23,Benzines,Benzine 95 RON E10 (€/L),1.812
jan23,26jan23,Benzines,Benzine 98 RON E5 (€/L),2.021
jan23,26jan23,Benzines,Benzine 98 RON E10 (€/L),1.983
jan23,26jan23,Gasolie Diesel wegvervoer,Diesel B7 (€/L),1.832
jan23,26jan23,Gasolie Diesel wegvervoer,Diesel B10 (€/L),1.817
jan23,26jan23,Gasolie Diesel wegvervoer,Diesel B20 (€/L),1.851
jan23,26jan23,Gasolie Diesel wegvervoer,Diesel B30 (€/L),1.928
jan23,26jan23,Gasolie Diesel wegvervoer,Diesel XTL (€/L),3.06
jan23,26jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (vanaf 2000 l) (€/L),1.112
jan23,26jan23,Gasolie Diesel (verwarmingsdoeleinden),Gasolie Diesel Verwarming (minder dan 2000 l) (€/L),1.147
jan23,26jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (vanaf 2000 l) (€/L),1.089
jan23,26jan23,Gasolie Diesel (landbouw doeleinden),Gasolie Diesel Landbouw (minder dan 2000 l) (€/L),1.124
jan23,26jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (vanaf 2000 l) (€/L),1.116
jan23,26jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (minder dan 2000 l) (€/L),1.152
jan23,26jan23,Gasolie Diesel (I&C doeleinden),Gasolie Diesel I&C (aan de pomp) (€/L),1.253
jan23,26jan23,Gasolie verwarming,Gasolie verwarming 50S (vanaf 2000 l) (€/L),1.082
jan23,26jan23,Gasolie verwarming,Gasolie verwarming 50S (minder dan 2000 l) (€/L),1.117
jan23,26jan23,Gasolie verwarming,Gasolie verwarming 50S (aan de pomp) (€/L),1.223
jan23,26jan23,Lamppetroleum,lamppetroleum (type B) (minder dan 2000 l) (€/L),1.286
jan23,26jan23,Lamppetroleum,lamppetroleum (type B) (vanaf 2000 l) (€/L),1.25
jan23,26jan23,Lamppetroleum,lamppetroleum (type B) (aan de pomp) (€/L),1.389
