,2017-02-15,2017-05-15,2017-08-15,2017-11-15,2018-02-15,2018-05-15,2018-08-15,2018-11-15,2019-02-15,2019-05-15,2019-08-15,2019-11-15,2020-02-15,2020-05-15,2020-08-15,2020-11-15,2021-02-15,2021-05-15,2021-08-15,2021-11-15,2022-02-15,2022-05-15,2022-08-15
België,0.07660705684080397,0.07093259686276714,0.07509467355359815,0.06497164900996599,0.06248416468438678,0.062360274508461294,0.059453019828877525,0.059788861399080316,0.05678768447266022,0.05444435673500826,0.054899209123298404,0.05215889839973822,0.052289503603522795,0.04966799823711061,0.06632215390379792,0.058401709487083224,0.0680883170888532,0.06125339683591405,0.06452336211130305,0.0583243126217796,0.054982870441639506,0.05675299077451857,0.0558028925899317
Brussels Hoofdstedelijk Gewest,0.1587371454599604,0.15540061502594504,0.16358585602077477,0.1317263230190081,0.1318707986507147,0.13390543070537209,0.13938633261308708,0.13267789703412589,0.13351295738591926,0.12803323556030488,0.12420934581070556,0.11465873301293578,0.11208651567316105,0.10301958663072679,0.14838115126401757,0.12570642874871235,0.13557465210400843,0.11974094348558778,0.13547642730949588,0.11221460410357617,0.11610218679405218,0.1181060529916248,0.10430786904078115
Vlaams Gewest,0.04611700129483541,0.040189394234966966,0.04359655653218277,0.036778213220362434,0.03426812621763492,0.0325805590332102,0.031474554076938964,0.033281746632820595,0.03200541409994278,0.032038881388372964,0.03278688524590164,0.026605909754390752,0.030134633029015402,0.03130807197614797,0.04370832122307203,0.032370841687432865,0.039474656589585634,0.038026964508003094,0.03436312997763773,0.032228582129655264,0.029270584407000276,0.029171438893714496,0.03172859248914339
Waals Gewest,0.10694093001864068,0.10010814050975897,0.10423109614241192,0.09578695449653865,0.09294049658017974,0.09617426600633797,0.08648592651082206,0.08451202882015883,0.07744107472798607,0.072273710075303,0.07370314271789057,0.08028865211150513,0.07480500527057402,0.06708381155655786,0.08093881191133927,0.08450479440291131,0.09964012853723317,0.08572810040303605,0.09739005766427983,0.08868362122241047,0.08222175137161991,0.08794272132398251,0.08513936992234397
