,2017-02-15,2017-05-15,2017-08-15,2017-11-15,2018-02-15,2018-05-15,2018-08-15,2018-11-15,2019-02-15,2019-05-15,2019-08-15,2019-11-15,2020-02-15,2020-05-15,2020-08-15,2020-11-15,2021-02-15,2021-05-15,2021-08-15,2021-11-15,2022-02-15,2022-05-15,2022-08-15
België,0.7327011090206653,0.7334848859063637,0.737334838264131,0.7428709611693818,0.7370824484186855,0.7336771701735653,0.7428630731942198,0.7477444275569287,0.7381479606805533,0.7487977879387956,0.7465039470695308,0.7422063561322869,0.7414160238605794,0.7305885982961486,0.7482470258006885,0.7411724945724751,0.7379236127743677,0.7488213270988199,0.761222337229128,0.7577277044324008,0.7583730916386086,0.7551220806912242,0.7610756123141007
Brussels Hoofdstedelijk Gewest,0.7069536717884403,0.7207678144666749,0.7086140098389542,0.7208600538385525,0.7062759419063963,0.6957009715257395,0.7010907720790539,0.7246194413672516,0.7024892276873643,0.7059237739614685,0.7069635016096698,0.7055939128083326,0.7037154681814195,0.680962377864671,0.7044621889461044,0.7037341302441135,0.693195704670945,0.6974697629862698,0.7242801516209424,0.7221499417952351,0.7313838413404109,0.7348486134820924,0.738213755179693
Vlaams Gewest,0.7602298478684885,0.7592802763797618,0.7604448221971264,0.7674764660671234,0.7648747966405517,0.7693174192625379,0.7784884670423825,0.7728813151288859,0.765436393908757,0.7844531129635689,0.7852625840830928,0.7772534331237897,0.7773434817965965,0.766544957594171,0.7788330699890093,0.7692688919165106,0.7712079901750564,0.7789336000776034,0.7900590923190411,0.7829087680960065,0.7876937091451993,0.784850724976007,0.7919926060414898
Waals Gewest,0.6919582700651532,0.6913294336461062,0.7055779721517004,0.7060761340046608,0.6975585034801243,0.6824167455587028,0.692958719038329,0.7103201243016926,0.7012261072814209,0.6992697937442627,0.6901337110745164,0.6915566728129521,0.6895716863813647,0.6829521074787843,0.7082844528524933,0.7035124490756252,0.6934248633024757,0.7124738946874356,0.722023093839211,0.7247073578595318,0.7147319770482609,0.7082851801696409,0.7129681328159911
