Date,Braziliaanse real
2022-05-19,5.2094
2022-05-20,5.1989
2022-05-23,5.1623
2022-05-24,5.1793
2022-05-25,5.1736
2022-05-26,5.1741
2022-05-27,5.0959
2022-05-30,5.0629
2022-05-31,5.0965
2022-06-01,5.0646
2022-06-02,5.1335
2022-06-03,5.1643
2022-06-06,5.0986
2022-06-07,5.1256
2022-06-08,5.2447
2022-06-09,5.2506
2022-06-10,5.1718
2022-06-13,5.2785
2022-06-14,5.3329
2022-06-15,5.3164
2022-06-16,5.2559
2022-06-17,5.3824
2022-06-20,5.4117
2022-06-21,5.442
2022-06-22,5.4349
2022-06-23,5.4515
2022-06-24,5.4851
2022-06-27,5.5446
2022-06-28,5.5308
2022-06-29,5.5163
2022-06-30,5.4229
2022-07-01,5.5117
2022-07-04,5.5663
2022-07-05,5.5141
2022-07-06,5.5116
2022-07-07,5.4983
2022-07-08,5.4345
2022-07-11,5.3673
2022-07-12,5.4009
2022-07-13,5.4533
2022-07-14,5.4586
2022-07-15,5.4434
2022-07-18,5.4505
2022-07-19,5.5454
2022-07-20,5.5427
2022-07-21,5.5777
2022-07-22,5.5821
2022-07-25,5.5976
2022-07-26,5.4437
2022-07-27,5.4039
2022-07-28,5.33
2022-07-29,5.2739
2022-08-01,5.2723
2022-08-02,5.3175
2022-08-03,5.3547
2022-08-04,5.3614
2022-08-05,5.3348
2022-08-08,5.238
2022-08-09,5.2478
2022-08-10,5.251
2022-08-11,5.2447
2022-08-12,5.3007
2022-08-15,5.2268
2022-08-16,5.1835
2022-08-17,5.2838
2022-08-18,5.2326
2022-08-19,5.2334
2022-08-22,5.1752
2022-08-23,5.0984
2022-08-24,5.0606
2022-08-25,5.0879
2022-08-26,5.1069
2022-08-29,5.0663
2022-08-30,5.0286
2022-08-31,5.1482
2022-09-01,5.2239
2022-09-02,5.2153
2022-09-05,5.1407
2022-09-06,5.13
2022-09-07,5.1881
2022-09-08,5.2042
2022-09-09,5.2087
2022-09-12,5.1933
2022-09-13,5.1764
2022-09-14,5.1827
2022-09-15,5.1837
2022-09-16,5.2279
2022-09-19,5.2886
2022-09-20,5.2139
2022-09-21,5.0924
2022-09-22,5.0677
2022-09-23,5.0456
2022-09-26,5.1504
2022-09-27,5.1235
2022-09-28,5.1728
2022-09-29,5.2521
2022-09-30,5.2584
2022-10-03,5.178
2022-10-04,5.0589
2022-10-05,5.1575
2022-10-06,5.1185
2022-10-07,5.1075
2022-10-10,5.0328
2022-10-11,5.0456
2022-10-12,5.1378
2022-10-13,5.1214
2022-10-14,5.1177
2022-10-17,5.1497
2022-10-18,5.1795
2022-10-19,5.1755
2022-10-20,5.1387
2022-10-21,5.1117
2022-10-24,5.1461
2022-10-25,5.2254
2022-10-26,5.2944
2022-10-27,5.3889
2022-10-28,5.327
2022-10-31,5.2694
2022-11-01,5.1337
2022-11-02,5.0964
2022-11-03,5.0262
2022-11-04,4.9682
2022-11-07,5.07
2022-11-08,5.203
2022-11-09,5.1947
2022-11-10,5.286
2022-11-11,5.5147
2022-11-14,5.4605
2022-11-15,5.548
2022-11-16,5.5438
2022-11-17,5.6535
2022-11-18,5.547
2022-11-21,5.4401
2022-11-22,5.4578
2022-11-23,5.565
2022-11-24,5.5504
2022-11-25,5.5476
2022-11-28,5.6354
2022-11-29,5.5126
2022-11-30,5.5063
2022-12-01,5.4508
2022-12-02,5.4657
2022-12-05,5.5491
2022-12-06,5.5113
2022-12-07,5.5023
2022-12-08,5.488
2022-12-09,5.5457
2022-12-12,5.556
2022-12-13,5.5784
2022-12-14,5.6842
2022-12-15,5.6247
2022-12-16,5.6233
2022-12-19,5.6327
