Date,Hongaarse forint
2022-03-25,373.81
2022-03-28,374.13
2022-03-29,369.8
2022-03-30,368.13
2022-03-31,369.77
2022-04-01,368.12
2022-04-04,369.15
2022-04-05,370.93
2022-04-06,377.77
2022-04-07,379.26
2022-04-08,375.66
2022-04-11,378.27
2022-04-12,377.78
2022-04-13,378.45
2022-04-14,376.57
2022-04-19,374.12
2022-04-20,371.36
2022-04-21,370.6
2022-04-22,370.35
2022-04-25,374.08
2022-04-26,374.46
2022-04-27,379.74
2022-04-28,377.06
2022-04-29,378.71
2022-05-02,378.51
2022-05-03,382.15
2022-05-04,377.55
2022-05-05,378.65
2022-05-06,381.47
2022-05-09,383.23
2022-05-10,380.15
2022-05-11,379.13
2022-05-12,382.2
2022-05-13,385.0
2022-05-16,385.85
2022-05-17,386.3
2022-05-18,382.88
2022-05-19,385.83
2022-05-20,382.93
2022-05-23,381.65
2022-05-24,383.33
2022-05-25,388.25
2022-05-26,391.72
2022-05-27,392.83
2022-05-30,392.18
2022-05-31,396.2
2022-06-01,395.03
2022-06-02,394.9
2022-06-03,394.78
2022-06-06,388.05
2022-06-07,389.33
2022-06-08,391.25
2022-06-09,396.45
2022-06-10,398.48
2022-06-13,399.3
2022-06-14,398.68
2022-06-15,397.96
2022-06-16,398.1
2022-06-17,400.53
2022-06-20,397.85
2022-06-21,396.48
2022-06-22,396.0
2022-06-23,399.6
2022-06-24,401.34
2022-06-27,402.62
2022-06-28,398.55
2022-06-29,394.28
2022-06-30,397.04
2022-07-01,401.11
2022-07-04,401.52
2022-07-05,407.38
2022-07-06,411.8
2022-07-07,410.04
2022-07-08,402.45
2022-07-11,408.22
2022-07-12,409.98
2022-07-13,409.35
2022-07-14,408.78
2022-07-15,403.73
2022-07-18,402.05
2022-07-19,397.45
2022-07-20,399.5
2022-07-21,400.13
2022-07-22,398.3
2022-07-25,396.5
2022-07-26,400.99
2022-07-27,404.67
2022-07-28,407.3
2022-07-29,404.8
2022-08-01,401.35
2022-08-02,396.82
2022-08-03,395.03
2022-08-04,395.98
2022-08-05,393.78
2022-08-08,394.27
2022-08-09,397.35
2022-08-10,397.65
2022-08-11,394.18
2022-08-12,392.3
2022-08-15,398.6
2022-08-16,406.2
2022-08-17,404.28
2022-08-18,405.13
2022-08-19,407.35
2022-08-22,408.0
2022-08-23,410.55
2022-08-24,410.93
2022-08-25,408.93
2022-08-26,410.48
2022-08-29,409.9
2022-08-30,406.38
2022-08-31,402.8
2022-09-01,399.58
2022-09-02,398.38
2022-09-05,403.9
2022-09-06,402.65
2022-09-07,401.83
2022-09-08,395.48
2022-09-09,396.3
2022-09-12,395.73
2022-09-13,396.83
2022-09-14,402.9
2022-09-15,407.15
2022-09-16,403.98
2022-09-19,400.85
2022-09-20,398.58
2022-09-21,405.1
2022-09-22,405.25
2022-09-23,406.3
2022-09-26,408.83
2022-09-27,406.65
2022-09-28,411.72
2022-09-29,421.93
2022-09-30,422.18
2022-10-03,424.86
2022-10-04,417.68
2022-10-05,423.6
2022-10-06,422.59
2022-10-07,423.85
2022-10-10,428.2
2022-10-11,428.73
2022-10-12,429.65
2022-10-13,430.65
2022-10-14,418.24
2022-10-17,418.3
2022-10-18,413.08
2022-10-19,413.78
2022-10-20,411.2
2022-10-21,412.88
2022-10-24,411.88
2022-10-25,413.7
2022-10-26,408.09
2022-10-27,412.15
2022-10-28,411.7
2022-10-31,409.65
2022-11-01,406.9
2022-11-02,407.0
2022-11-03,407.87
2022-11-04,401.15
2022-11-07,401.03
2022-11-08,400.75
2022-11-09,403.53
2022-11-10,400.95
2022-11-11,402.08
2022-11-14,407.28
2022-11-15,405.45
2022-11-16,408.18
2022-11-17,415.6
2022-11-18,407.41
2022-11-21,409.43
2022-11-22,408.23
2022-11-23,405.75
2022-11-24,413.33
2022-11-25,411.33
2022-11-28,408.87
2022-11-29,406.5
2022-11-30,408.4
2022-12-01,413.5
2022-12-02,410.0
2022-12-05,412.13
2022-12-06,415.08
2022-12-07,410.63
2022-12-08,417.66
2022-12-09,417.53
2022-12-12,416.78
2022-12-13,409.65
2022-12-14,406.63
2022-12-15,406.4
2022-12-16,407.1
