Date,Zuid-Afrikaanse rand
2016-03-21,17.2448
2016-03-22,17.195
2016-03-23,17.1475
2016-03-24,17.2854
2016-03-29,17.3156
2016-03-30,16.9129
2016-03-31,16.7866
2016-04-01,16.8758
2016-04-04,16.68
2016-04-05,17.0187
2016-04-06,17.2805
2016-04-07,17.317
2016-04-08,17.1222
2016-04-11,16.7955
2016-04-12,16.7396
2016-04-13,16.6342
2016-04-14,16.3938
2016-04-15,16.4424
2016-04-18,16.5061
2016-04-19,16.2034
2016-04-20,16.1623
2016-04-21,16.0999
2016-04-22,16.1846
2016-04-25,16.3141
2016-04-26,16.3492
2016-04-27,16.351
2016-04-28,16.3328
2016-04-29,16.1567
2016-05-02,16.3027
2016-05-03,16.7316
2016-05-04,17.0072
2016-05-05,17.0751
2016-05-06,17.0959
2016-05-09,17.2127
2016-05-10,17.3215
2016-05-11,17.2737
2016-05-12,17.0732
2016-05-13,17.2132
2016-05-16,17.631
2016-05-17,17.6561
2016-05-18,17.9156
2016-05-19,17.7453
2016-05-20,17.6669
2016-05-23,17.5173
2016-05-24,17.4501
2016-05-25,17.4749
2016-05-26,17.4165
2016-05-27,17.4504
2016-05-30,17.5673
2016-05-31,17.5863
2016-06-01,17.5384
2016-06-02,17.4454
2016-06-03,17.3778
2016-06-06,17.0065
2016-06-07,16.8695
2016-06-08,16.7612
2016-06-09,16.816
2016-06-10,17.0584
2016-06-13,17.1
2016-06-14,17.2368
2016-06-15,17.1016
2016-06-16,17.224
2016-06-17,17.1218
2016-06-20,16.7941
2016-06-21,16.6044
2016-06-22,16.577
2016-06-23,16.4651
2016-06-24,16.7318
2016-06-27,16.8551
2016-06-28,16.8831
2016-06-29,16.6016
2016-06-30,16.4461
2016-07-01,16.2287
2016-07-04,16.1416
2016-07-05,16.442
2016-07-06,16.4815
2016-07-07,16.2433
2016-07-08,16.2687
2016-07-11,15.9573
2016-07-12,15.8657
2016-07-13,15.8695
2016-07-14,15.8563
2016-07-15,15.9668
2016-07-18,15.7685
2016-07-19,15.8098
2016-07-20,15.7296
2016-07-21,15.7433
2016-07-22,15.692
2016-07-25,15.6755
2016-07-26,15.8672
2016-07-27,15.7081
2016-07-28,15.7968
2016-07-29,15.7301
2016-08-01,15.5121
2016-08-02,15.6368
2016-08-03,15.6581
2016-08-04,15.2998
2016-08-05,15.2536
2016-08-08,15.1284
2016-08-09,15.0072
2016-08-10,14.8482
2016-08-11,14.908
2016-08-12,15.07
2016-08-15,14.9346
2016-08-16,14.9524
2016-08-17,15.1708
2016-08-18,15.1227
2016-08-19,15.3019
2016-08-22,15.3625
2016-08-23,15.2793
2016-08-24,15.938
2016-08-25,15.9528
2016-08-26,15.8622
2016-08-29,16.23
2016-08-30,16.0537
2016-08-31,16.1731
2016-09-01,16.3512
2016-09-02,16.2567
2016-09-05,16.0116
2016-09-06,15.8513
2016-09-07,15.7627
2016-09-08,15.7057
2016-09-09,16.1404
2016-09-12,16.2563
2016-09-13,16.0811
2016-09-14,16.0776
2016-09-15,15.9998
2016-09-16,15.868
2016-09-19,15.6637
2016-09-20,15.5144
2016-09-21,15.2889
2016-09-22,15.1567
2016-09-23,15.237
2016-09-26,15.3985
2016-09-27,15.2031
2016-09-28,15.2492
2016-09-29,15.474
2016-09-30,15.5238
2016-10-03,15.2641
2016-10-04,15.1834
2016-10-05,15.4086
2016-10-06,15.4574
2016-10-07,15.4629
2016-10-10,15.455
2016-10-11,15.802
2016-10-12,15.8622
2016-10-13,15.7803
2016-10-14,15.6303
2016-10-17,15.6533
2016-10-18,15.4413
2016-10-19,15.265
2016-10-20,15.2739
2016-10-21,15.2751
2016-10-24,15.1167
2016-10-25,15.0403
2016-10-26,15.0219
2016-10-27,15.1421
2016-10-28,15.161
2016-10-31,14.8482
2016-11-01,14.879
2016-11-02,14.8423
2016-11-03,14.8945
2016-11-04,15.0121
2016-11-07,14.8845
2016-11-08,14.7318
2016-11-09,14.8301
2016-11-10,15.1054
2016-11-11,15.5073
2016-11-14,15.5062
2016-11-15,15.268
2016-11-16,15.3397
2016-11-17,15.2932
2016-11-18,15.279
2016-11-21,15.1173
2016-11-22,14.9242
2016-11-23,14.9912
2016-11-24,15.0085
2016-11-25,14.9718
2016-11-28,14.7014
2016-11-29,14.7958
2016-11-30,14.8895
2016-12-01,14.9575
2016-12-02,14.9853
2016-12-05,14.8125
2016-12-06,14.6122
2016-12-07,14.5531
2016-12-08,14.7162
2016-12-09,14.545
2016-12-12,14.5441
2016-12-13,14.522
2016-12-14,14.5508
2016-12-15,14.6283
2016-12-16,14.5876
2016-12-19,14.669
2016-12-20,14.5806
2016-12-21,14.5366
2016-12-22,14.6811
2016-12-23,14.6353
2016-12-27,14.5792
2016-12-28,14.4535
2016-12-29,14.2922
2016-12-30,14.457
2017-01-02,14.367
2017-01-03,14.284
2017-01-04,14.2409
2017-01-05,14.3244
2017-01-06,14.4179
2017-01-09,14.4127
2017-01-10,14.4773
2017-01-11,14.4742
2017-01-12,14.3476
2017-01-13,14.4082
2017-01-16,14.4212
2017-01-17,14.3969
2017-01-18,14.4632
2017-01-19,14.5056
2017-01-20,14.485
2017-01-23,14.5258
2017-01-24,14.3643
2017-01-25,14.2587
2017-01-26,14.3102
2017-01-27,14.4471
2017-01-30,14.451
2017-01-31,14.444
2017-02-01,14.4837
2017-02-02,14.4742
2017-02-03,14.4212
2017-02-06,14.2426
2017-02-07,14.3443
2017-02-08,14.3162
2017-02-09,14.338
2017-02-10,14.1866
2017-02-13,14.1809
2017-02-14,13.914
2017-02-15,13.7701
2017-02-16,13.7837
2017-02-17,13.9357
2017-02-20,13.9176
2017-02-21,13.8666
2017-02-22,13.7773
2017-02-23,13.618
2017-02-24,13.7016
2017-02-27,13.7155
2017-02-28,13.791
2017-03-01,13.7793
2017-03-02,13.7799
2017-03-03,13.822
2017-03-06,13.7644
2017-03-07,13.7038
2017-03-08,13.7908
2017-03-09,13.9979
2017-03-10,14.0681
2017-03-13,14.0101
2017-03-14,13.9904
2017-03-15,13.8649
2017-03-16,13.627
2017-03-17,13.7004
2017-03-20,13.6292
2017-03-21,13.5822
2017-03-22,13.6114
2017-03-23,13.4933
2017-03-24,13.4816
2017-03-27,13.761
2017-03-28,14.0518
2017-03-29,14.1215
2017-03-30,13.8165
2017-03-31,14.2404
2017-04-03,14.4506
2017-04-04,14.6579
2017-04-05,14.6327
2017-04-06,14.7229
2017-04-07,14.684
2017-04-10,14.6918
2017-04-11,14.6891
2017-04-12,14.5185
2017-04-13,14.3805
2017-04-18,14.3001
2017-04-19,14.261
2017-04-20,14.1282
2017-04-21,14.0587
2017-04-24,14.0639
2017-04-25,14.2071
2017-04-26,14.4178
2017-04-27,14.5361
2017-04-28,14.4899
2017-05-02,14.4886
2017-05-03,14.573
2017-05-04,14.7991
2017-05-05,14.8898
2017-05-08,14.8494
2017-05-09,14.8785
2017-05-10,14.6798
2017-05-11,14.5157
2017-05-12,14.6336
2017-05-15,14.4818
2017-05-16,14.5287
2017-05-17,14.5533
2017-05-18,15.0561
2017-05-19,14.8274
2017-05-22,14.8198
2017-05-23,14.808
2017-05-24,14.4977
2017-05-25,14.4605
2017-05-26,14.4108
2017-05-29,14.4857
2017-05-30,14.6891
2017-05-31,14.7374
2017-06-01,14.6408
2017-06-02,14.4367
2017-06-05,14.3317
2017-06-06,14.4651
2017-06-07,14.4307
2017-06-08,14.4476
2017-06-09,14.4002
2017-06-12,14.3757
2017-06-13,14.3297
2017-06-14,14.2697
2017-06-15,14.3723
2017-06-16,14.3831
2017-06-19,14.5349
2017-06-20,14.6166
2017-06-21,14.5255
2017-06-22,14.5204
2017-06-23,14.4531
2017-06-26,14.4089
2017-06-27,14.5572
2017-06-28,14.808
2017-06-29,14.8261
2017-06-30,14.92
2017-07-03,14.9926
2017-07-04,15.0182
2017-07-05,15.1267
2017-07-06,15.347
2017-07-07,15.2646
2017-07-10,15.213
2017-07-11,15.4595
2017-07-12,15.3359
2017-07-13,15.0961
2017-07-14,15.0313
2017-07-17,14.8359
2017-07-18,14.9464
2017-07-19,14.8896
2017-07-20,14.902
2017-07-21,15.0579
2017-07-24,15.0916
2017-07-25,15.2161
2017-07-26,15.1998
2017-07-27,15.16
2017-07-28,15.2811
2017-07-31,15.3716
2017-08-01,15.6922
2017-08-02,15.7101
2017-08-03,15.7628
2017-08-04,15.8267
2017-08-07,15.7661
2017-08-08,15.5533
2017-08-09,15.8151
2017-08-10,15.674
2017-08-11,15.8741
2017-08-14,15.6561
2017-08-15,15.6499
2017-08-16,15.4975
2017-08-17,15.4425
2017-08-18,15.5257
2017-08-21,15.5304
2017-08-22,15.5407
2017-08-23,15.6514
2017-08-24,15.5936
2017-08-25,15.5488
2017-08-28,15.5562
2017-08-29,15.6323
2017-08-30,15.5563
2017-08-31,15.4568
2017-09-01,15.4185
2017-09-04,15.4097
2017-09-05,15.3896
2017-09-06,15.3965
2017-09-07,15.3363
2017-09-08,15.5124
2017-09-11,15.5137
2017-09-12,15.48
2017-09-13,15.7095
2017-09-14,15.6609
2017-09-15,15.7613
2017-09-18,15.7893
2017-09-19,15.9446
2017-09-20,15.9058
2017-09-21,15.8889
2017-09-22,15.8359
2017-09-25,15.7539
2017-09-26,15.7329
2017-09-27,15.9062
2017-09-28,15.9189
2017-09-29,15.944
2017-10-02,16.0141
2017-10-03,16.1203
2017-10-04,15.9832
2017-10-05,16.002
2017-10-06,16.0695
2017-10-09,16.199
2017-10-10,16.1484
2017-10-11,16.0525
2017-10-12,16.0091
2017-10-13,15.8047
2017-10-16,15.7169
2017-10-17,15.7977
2017-10-18,15.8999
2017-10-19,16.0282
2017-10-20,16.1719
2017-10-23,16.0711
2017-10-24,16.1396
2017-10-25,16.297
2017-10-26,16.739
2017-10-27,16.4855
2017-10-30,16.3361
2017-10-31,16.4342
2017-11-01,16.3914
2017-11-02,16.2879
2017-11-03,16.4676
2017-11-06,16.4598
2017-11-07,16.3857
2017-11-08,16.4417
2017-11-09,16.5306
2017-11-10,16.7585
2017-11-13,16.9688
2017-11-14,16.8932
2017-11-15,17.0212
2017-11-16,16.805
2017-11-17,16.5285
2017-11-20,16.5582
2017-11-21,16.4989
2017-11-22,16.309
2017-11-23,16.4406
2017-11-24,16.6203
2017-11-27,16.4083
2017-11-28,16.3342
2017-11-29,16.1757
2017-11-30,16.1263
2017-12-01,16.2907
2017-12-04,16.172
2017-12-05,16.0077
2017-12-06,15.9847
2017-12-07,16.0897
2017-12-08,16.0391
2017-12-11,16.0618
2017-12-12,16.0156
2017-12-13,15.9868
2017-12-14,15.954
2017-12-15,15.7809
2017-12-18,15.1661
2017-12-19,15.0558
2017-12-20,15.0112
2017-12-21,15.0858
2017-12-22,15.0586
2017-12-27,14.8108
2017-12-28,14.7325
2017-12-29,14.8054
2018-01-02,14.9
2018-01-03,14.8845
2018-01-04,14.8475
2018-01-05,14.8886
2018-01-08,14.8924
2018-01-09,14.734
2018-01-10,14.9214
2018-01-11,14.9744
2018-01-12,15.0481
2018-01-15,15.1034
2018-01-16,14.997
2018-01-17,15.0524
2018-01-18,15.0035
2018-01-19,14.9553
2018-01-22,14.8092
2018-01-23,14.8551
2018-01-24,14.7803
2018-01-25,14.7614
2018-01-26,14.7883
2018-01-29,14.8255
2018-01-30,14.7979
2018-01-31,14.782
2018-02-01,14.8245
2018-02-02,14.958
2018-02-05,14.9635
2018-02-06,14.8719
2018-02-07,14.764
2018-02-08,14.8007
2018-02-09,14.8761
2018-02-12,14.6721
2018-02-13,14.778
2018-02-14,14.5938
2018-02-15,14.5607
2018-02-16,14.5331
2018-02-19,14.4614
2018-02-20,14.4916
2018-02-21,14.3373
2018-02-22,14.3835
2018-02-23,14.2239
2018-02-26,14.2826
2018-02-27,14.338
2018-02-28,14.3677
2018-03-01,14.52
2018-03-02,14.7068
2018-03-05,14.6176
2018-03-06,14.5449
2018-03-07,14.7815
2018-03-08,14.767
2018-03-09,14.6257
2018-03-12,14.5763
2018-03-13,14.5787
2018-03-14,14.5494
2018-03-15,14.6322
2018-03-16,14.6899
2018-03-19,14.8916
2018-03-20,14.6788
2018-03-21,14.7273
2018-03-22,14.5724
2018-03-23,14.5204
2018-03-26,14.4937
2018-03-27,14.4598
2018-03-28,14.5029
2018-03-29,14.621
2018-04-03,14.5517
2018-04-04,14.6328
2018-04-05,14.6219
2018-04-06,14.7757
2018-04-09,14.9162
2018-04-10,14.9028
2018-04-11,14.9678
2018-04-12,14.7838
2018-04-13,14.8457
2018-04-16,14.9467
2018-04-17,14.8492
2018-04-18,14.8175
2018-04-19,14.7813
2018-04-20,14.8008
2018-04-23,14.96
2018-04-24,15.0663
2018-04-25,15.2415
2018-04-26,15.0737
2018-04-27,14.9637
2018-04-30,15.0121
2018-05-02,15.1336
2018-05-03,15.1399
2018-05-04,15.1135
2018-05-07,14.973
2018-05-08,14.9131
2018-05-09,14.9351
2018-05-10,14.7041
2018-05-11,14.6515
2018-05-14,14.6926
2018-05-15,14.8389
2018-05-16,14.7584
2018-05-17,14.8009
2018-05-18,14.943
2018-05-21,15.1352
2018-05-22,14.8008
2018-05-23,14.8062
2018-05-24,14.6043
2018-05-25,14.5938
2018-05-28,14.4979
2018-05-29,14.6465
2018-05-30,14.6156
2018-05-31,14.7031
2018-06-01,14.8313
2018-06-04,14.7053
2018-06-05,14.8229
2018-06-06,15.0421
2018-06-07,15.1353
2018-06-08,15.3821
2018-06-11,15.4991
2018-06-12,15.5183
2018-06-13,15.5908
2018-06-14,15.3722
2018-06-15,15.5659
2018-06-18,15.6275
2018-06-19,15.9903
2018-06-20,15.8367
2018-06-21,15.758
2018-06-22,15.7165
2018-06-25,15.8282
2018-06-26,15.8232
2018-06-27,15.8948
2018-06-28,16.0621
2018-06-29,16.0484
2018-07-02,16.071
2018-07-03,15.9718
2018-07-04,15.9628
2018-07-05,15.8715
2018-07-06,15.9388
2018-07-09,15.6915
2018-07-10,15.7331
2018-07-11,15.821
2018-07-12,15.6488
2018-07-13,15.5187
2018-07-16,15.4493
2018-07-17,15.5376
2018-07-18,15.506
2018-07-19,15.6003
2018-07-20,15.7066
2018-07-23,15.8205
2018-07-24,15.6041
2018-07-25,15.4426
2018-07-26,15.4559
2018-07-27,15.3967
2018-07-30,15.4007
2018-07-31,15.3676
2018-08-01,15.5145
2018-08-02,15.6218
2018-08-03,15.4869
2018-08-06,15.4967
2018-08-07,15.4174
2018-08-08,15.5607
2018-08-09,15.645
2018-08-10,15.9272
2018-08-13,16.3821
2018-08-14,16.1844
2018-08-15,16.5709
2018-08-16,16.5835
2018-08-17,16.9966
2018-08-20,16.6561
2018-08-21,16.6146
2018-08-22,16.5803
2018-08-23,16.4705
2018-08-24,16.5129
2018-08-27,16.6464
2018-08-28,16.5894
2018-08-29,16.8176
2018-08-30,17.01
2018-08-31,17.1728
2018-09-03,17.2753
2018-09-04,17.6197
2018-09-05,17.9906
2018-09-06,17.8233
2018-09-07,17.553
2018-09-10,17.5532
2018-09-11,17.4677
2018-09-12,17.4368
2018-09-13,17.1545
2018-09-14,17.3338
2018-09-17,17.4715
2018-09-18,17.4579
2018-09-19,17.1004
2018-09-20,17.0297
2018-09-21,16.8918
2018-09-24,16.7591
2018-09-25,16.9294
2018-09-26,16.7827
2018-09-27,16.5152
2018-09-28,16.4447
2018-10-01,16.4326
2018-10-02,16.6012
2018-10-03,16.6031
2018-10-04,16.8813
2018-10-05,16.9754
2018-10-08,17.061
2018-10-09,17.1823
2018-10-10,16.8243
2018-10-11,16.8958
2018-10-12,16.7
2018-10-15,16.7129
2018-10-16,16.5064
2018-10-17,16.4471
2018-10-18,16.4104
2018-10-19,16.4499
2018-10-22,16.425
2018-10-23,16.4759
2018-10-24,16.3455
2018-10-25,16.5315
2018-10-26,16.6992
2018-10-29,16.4761
2018-10-30,16.6291
2018-10-31,16.7942
2018-11-01,16.6021
2018-11-02,16.372
2018-11-05,16.323
2018-11-06,16.2351
2018-11-07,16.0216
2018-11-08,15.959
2018-11-09,16.1884
2018-11-12,16.1851
2018-11-13,16.2504
2018-11-14,16.2025
2018-11-15,16.1238
2018-11-16,16.1185
2018-11-19,16.0122
2018-11-20,16.0629
2018-11-21,15.902
2018-11-22,15.7042
2018-11-23,15.7507
2018-11-26,15.7322
2018-11-27,15.632
2018-11-28,15.7292
2018-11-29,15.5182
2018-11-30,15.6258
2018-12-03,15.5084
2018-12-04,15.5292
2018-12-05,15.6366
2018-12-06,15.9797
2018-12-07,16.0673
2018-12-10,16.3463
2018-12-11,16.2903
2018-12-12,16.1475
2018-12-13,16.1227
2018-12-14,16.2186
2018-12-17,16.2812
2018-12-18,16.3106
2018-12-19,16.2602
2018-12-20,16.26
2018-12-21,16.4753
2018-12-24,16.6876
2018-12-27,16.5208
2018-12-28,16.4506
2018-12-31,16.4594
2019-01-02,16.5075
2019-01-03,16.4149
2019-01-04,16.1175
2019-01-07,15.8644
2019-01-08,16.0365
2019-01-09,16.0136
2019-01-10,15.9731
2019-01-11,15.9614
2019-01-14,15.9218
2019-01-15,15.7877
2019-01-16,15.6086
2019-01-17,15.694
2019-01-18,15.7187
2019-01-21,15.7551
2019-01-22,15.7715
2019-01-23,15.768
2019-01-24,15.636
2019-01-25,15.49
2019-01-28,15.5862
2019-01-29,15.556
2019-01-30,15.5484
2019-01-31,15.242
2019-02-01,15.2861
2019-02-04,15.342
2019-02-05,15.2773
2019-02-06,15.3372
2019-02-07,15.4673
2019-02-08,15.4417
2019-02-11,15.5344
2019-02-12,15.5521
2019-02-13,15.6866
2019-02-14,15.9668
2019-02-15,15.9011
2019-02-18,15.9743
2019-02-19,16.0
2019-02-20,16.0354
2019-02-21,15.8539
2019-02-22,15.8607
2019-02-25,15.7583
2019-02-26,15.752
2019-02-27,15.7838
2019-02-28,15.9479
2019-03-01,16.1426
2019-03-04,16.1463
2019-03-05,16.0513
2019-03-06,16.0583
2019-03-07,16.1514
2019-03-08,16.3022
2019-03-11,16.152
2019-03-12,16.1186
2019-03-13,16.1987
2019-03-14,16.382
2019-03-15,16.3782
2019-03-18,16.3174
2019-03-19,16.3726
2019-03-20,16.3783
2019-03-21,16.1636
2019-03-22,16.2469
2019-03-25,16.2997
2019-03-26,16.2218
2019-03-27,16.4253
2019-03-28,16.4942
2019-03-29,16.2642
2019-04-01,15.9175
2019-04-02,15.8256
2019-04-03,15.912
2019-04-04,15.8758
2019-04-05,15.8078
2019-04-08,15.8562
2019-04-09,15.8215
2019-04-10,15.7391
2019-04-11,15.7752
2019-04-12,15.7631
2019-04-15,15.8192
2019-04-16,15.8797
2019-04-17,15.7872
2019-04-18,15.8482
2019-04-23,15.9686
2019-04-24,16.0928
2019-04-25,16.1628
2019-04-26,16.0481
2019-04-29,15.9947
2019-04-30,16.0224
2019-05-02,16.2178
2019-05-03,16.2072
2019-05-06,16.2549
2019-05-07,16.1219
2019-05-08,16.0691
2019-05-09,16.0432
2019-05-10,15.9762
2019-05-13,16.0868
2019-05-14,15.9746
2019-05-15,15.962
2019-05-16,15.8555
2019-05-17,16.0667
2019-05-20,16.0392
2019-05-21,16.0909
2019-05-22,16.0504
2019-05-23,16.0935
2019-05-24,16.1554
2019-05-27,16.1888
2019-05-28,16.3494
2019-05-29,16.5276
2019-05-30,16.3022
2019-05-31,16.3834
2019-06-03,16.291
2019-06-04,16.4791
2019-06-05,16.589
2019-06-06,16.7523
2019-06-07,16.9681
2019-06-10,16.7993
2019-06-11,16.714
2019-06-12,16.7129
2019-06-13,16.7876
2019-06-14,16.6529
2019-06-17,16.6463
2019-06-18,16.3782
2019-06-19,16.2693
2019-06-20,16.1309
2019-06-21,16.2178
2019-06-24,16.3295
2019-06-25,16.2881
2019-06-26,16.2802
2019-06-27,16.0893
2019-06-28,16.1218
2019-07-01,16.0216
2019-07-02,15.9594
2019-07-03,15.9387
2019-07-04,15.7869
2019-07-05,15.8865
2019-07-08,15.8813
2019-07-09,15.8712
2019-07-10,15.8875
2019-07-11,15.65
2019-07-12,15.7072
2019-07-15,15.6215
2019-07-16,15.5709
2019-07-17,15.6611
2019-07-18,15.6932
2019-07-19,15.6369
2019-07-22,15.5802
2019-07-23,15.4992
2019-07-24,15.5004
2019-07-25,15.4679
2019-07-26,15.7656
2019-07-29,15.8158
2019-07-30,15.7801
2019-07-31,15.8634
2019-08-01,15.9959
2019-08-02,16.3271
2019-08-05,16.6794
2019-08-06,16.5635
2019-08-07,16.7546
2019-08-08,16.9516
2019-08-09,17.006
2019-08-12,17.2164
2019-08-13,17.2289
2019-08-14,17.127
2019-08-15,17.044
2019-08-16,16.8081
2019-08-19,17.0524
2019-08-20,17.0117
2019-08-21,16.8573
2019-08-22,16.8177
2019-08-23,16.8439
2019-08-26,16.9646
2019-08-27,16.9845
2019-08-28,17.0319
2019-08-29,16.895
2019-08-30,16.8299
2019-09-02,16.6827
2019-09-03,16.5525
2019-09-04,16.3729
2019-09-05,16.3765
2019-09-06,16.2808
2019-09-09,16.1931
2019-09-10,16.1993
2019-09-11,16.1384
2019-09-12,15.9936
2019-09-13,16.0983
2019-09-16,16.1498
2019-09-17,16.278
2019-09-18,16.1576
2019-09-19,16.2351
2019-09-20,16.3991
2019-09-23,16.3465
2019-09-24,16.3599
2019-09-25,16.5085
2019-09-26,16.3723
2019-09-27,16.4831
2019-09-30,16.5576
2019-10-01,16.67
2019-10-02,16.6627
2019-10-03,16.6077
2019-10-04,16.6446
2019-10-07,16.6332
2019-10-08,16.7732
2019-10-09,16.6248
2019-10-10,16.6898
2019-10-11,16.3978
2019-10-14,16.3283
2019-10-15,16.359
2019-10-16,16.5129
2019-10-17,16.5285
2019-10-18,16.4566
2019-10-21,16.4831
2019-10-22,16.3337
2019-10-23,16.3217
2019-10-24,16.2753
2019-10-25,16.2387
2019-10-28,16.1202
2019-10-29,16.2241
2019-10-30,16.5609
2019-10-31,16.912
2019-11-01,16.828
2019-11-04,16.5296
2019-11-05,16.3876
2019-11-06,16.4153
2019-11-07,16.3233
2019-11-08,16.3121
2019-11-11,16.415
2019-11-12,16.3334
2019-11-13,16.4441
2019-11-14,16.3205
2019-11-15,16.2494
2019-11-18,16.3463
2019-11-19,16.3211
2019-11-20,16.3671
2019-11-21,16.2645
2019-11-22,16.2718
2019-11-25,16.2262
2019-11-26,16.3384
2019-11-27,16.1885
2019-11-28,16.2298
2019-11-29,16.1197
2019-12-02,16.177
2019-12-03,16.2253
2019-12-04,16.1224
2019-12-05,16.2774
2019-12-06,16.2232
2019-12-09,16.178
2019-12-10,16.4121
2019-12-11,16.3512
2019-12-12,16.3248
2019-12-13,16.1393
2019-12-16,16.1305
2019-12-17,16.0926
2019-12-18,15.97
2019-12-19,15.918
2019-12-20,15.7936
2019-12-23,15.7605
2019-12-24,15.7264
2019-12-27,15.6649
2019-12-30,15.7398
2019-12-31,15.7773
2020-01-02,15.7496
2020-01-03,15.9222
2020-01-06,15.9465
2020-01-07,15.9724
2020-01-08,15.8166
2020-01-09,15.7839
2020-01-10,15.8081
2020-01-13,15.9948
2020-01-14,16.0274
2020-01-15,16.0218
2020-01-16,16.1229
2020-01-17,16.0582
2020-01-20,16.1045
2020-01-21,16.0899
2020-01-22,15.975
2020-01-23,15.9503
2020-01-24,15.8585
2020-01-27,16.0431
2020-01-28,16.1249
2020-01-29,16.0719
2020-01-30,16.2673
2020-01-31,16.49
2020-02-03,16.4806
2020-02-04,16.3262
2020-02-05,16.2246
2020-02-06,16.3028
2020-02-07,16.4204
2020-02-10,16.4786
2020-02-11,16.2331
2020-02-12,16.1266
2020-02-13,16.1313
2020-02-14,16.1139
2020-02-17,16.2095
2020-02-18,16.2792
2020-02-19,16.1425
2020-02-20,16.2966
2020-02-21,16.2965
2020-02-24,16.3592
2020-02-25,16.4649
2020-02-26,16.4555
2020-02-27,16.842
2020-02-28,17.0961
2020-03-02,17.4202
2020-03-03,17.3245
2020-03-04,16.9784
2020-03-05,17.2746
2020-03-06,17.8514
2020-03-09,18.2898
2020-03-10,18.1596
2020-03-11,18.21
2020-03-12,18.4447
2020-03-13,17.9235
2020-03-16,18.5602
2020-03-17,18.2288
2020-03-18,18.5624
2020-03-19,18.68
2020-03-20,18.5127
2020-03-23,19.014
2020-03-24,19.0754
2020-03-25,18.8478
2020-03-26,19.1484
2020-03-27,19.3415
2020-03-30,19.7286
2020-03-31,19.6095
2020-04-01,19.6619
2020-04-02,20.177
2020-04-03,20.2642
2020-04-06,20.3534
2020-04-07,19.9838
2020-04-08,19.7624
2020-04-09,19.6383
2020-04-14,20.0255
2020-04-15,20.4137
2020-04-16,20.2373
2020-04-17,20.3626
2020-04-20,20.3486
2020-04-21,20.5853
2020-04-22,20.4413
2020-04-23,20.5432
2020-04-24,20.5019
2020-04-27,20.4109
2020-04-28,20.2913
2020-04-29,19.9836
2020-04-30,19.6572
2020-05-04,20.3924
2020-05-05,19.9018
2020-05-06,20.0603
2020-05-07,20.0698
2020-05-08,19.997
2020-05-11,19.96
2020-05-12,19.7382
2020-05-13,19.919
2020-05-14,20.1637
2020-05-15,20.0761
2020-05-18,19.8913
2020-05-19,19.9649
2020-05-20,19.7503
2020-05-21,19.6577
2020-05-22,19.2476
2020-05-25,19.2807
2020-05-26,19.065
2020-05-27,19.1477
2020-05-28,19.1981
2020-05-29,19.4239
2020-06-01,19.3993
2020-06-02,19.2755
2020-06-03,19.0844
2020-06-04,19.0059
2020-06-05,19.0823
2020-06-08,18.9799
2020-06-09,18.8935
2020-06-10,18.8376
2020-06-11,19.1372
2020-06-12,19.2794
2020-06-15,19.322
