Date,Zuid-Afrikaanse rand
2020-06-16,19.2518
2020-06-17,19.2289
2020-06-18,19.5334
2020-06-19,19.444
2020-06-22,19.5077
2020-06-23,19.4719
2020-06-24,19.5264
2020-06-25,19.4883
2020-06-26,19.3799
2020-06-29,19.4262
2020-06-30,19.4425
2020-07-01,19.2935
2020-07-02,19.0952
2020-07-03,19.1761
2020-07-06,19.2761
2020-07-07,19.2908
2020-07-08,19.1628
2020-07-09,19.0691
2020-07-10,19.0889
2020-07-13,18.9726
2020-07-14,19.0732
2020-07-15,18.9061
2020-07-16,19.0181
2020-07-17,19.0496
2020-07-20,19.1409
2020-07-21,18.8806
2020-07-22,18.952
2020-07-23,19.2203
2020-07-24,19.435
2020-07-27,19.338
2020-07-28,19.4315
2020-07-29,19.3269
2020-07-30,19.707
2020-07-31,20.096
2020-08-03,20.2777
2020-08-04,20.4879
2020-08-05,20.4221
2020-08-06,20.7655
2020-08-07,20.7086
2020-08-10,20.8452
2020-08-11,20.6263
2020-08-12,20.5097
2020-08-13,20.6405
2020-08-14,20.6121
2020-08-17,20.6764
2020-08-18,20.715
2020-08-19,20.5183
2020-08-20,20.4136
2020-08-21,20.2977
2020-08-24,20.0609
2020-08-25,19.8084
2020-08-26,19.7996
2020-08-27,20.0275
2020-08-28,19.8829
2020-08-31,19.9589
2020-09-01,19.9459
2020-09-02,19.9154
2020-09-03,19.8058
2020-09-04,19.6278
2020-09-07,19.7654
2020-09-08,20.0033
2020-09-09,19.7044
2020-09-10,19.8598
2020-09-11,19.8527
2020-09-14,19.7876
2020-09-15,19.5669
2020-09-16,19.3726
2020-09-17,19.2673
2020-09-18,19.152
2020-09-21,19.7416
2020-09-22,19.5779
2020-09-23,19.9607
2020-09-24,19.8675
2020-09-25,19.9
2020-09-28,19.8905
2020-09-29,19.8685
2020-09-30,19.7092
2020-10-01,19.5373
2020-10-02,19.4002
2020-10-05,19.3447
2020-10-06,19.453
2020-10-07,19.5793
2020-10-08,19.4995
2020-10-09,19.4315
2020-10-12,19.481
2020-10-13,19.4446
2020-10-14,19.3897
2020-10-15,19.5329
2020-10-16,19.3867
2020-10-19,19.3806
2020-10-20,19.5245
2020-10-21,19.4374
2020-10-22,19.2759
2020-10-23,19.1905
2020-10-26,19.208
2020-10-27,19.062
2020-10-28,19.2187
2020-10-29,19.2322
2020-10-30,19.0359
2020-11-02,18.8972
2020-11-03,18.7681
2020-11-04,18.809
2020-11-05,18.6894
2020-11-06,18.6933
2020-11-09,18.1305
2020-11-10,18.3507
2020-11-11,18.432
2020-11-12,18.4908
2020-11-13,18.4068
2020-11-16,18.2346
2020-11-17,18.3062
2020-11-18,18.2814
2020-11-19,18.3153
2020-11-20,18.2192
2020-11-23,18.2466
2020-11-24,18.2206
2020-11-25,18.148
2020-11-26,18.1098
2020-11-27,18.2657
2020-11-30,18.4251
2020-12-01,18.3311
2020-12-02,18.5579
2020-12-03,18.5475
2020-12-04,18.4674
2020-12-07,18.4244
2020-12-08,18.2159
2020-12-09,18.0756
2020-12-10,18.1755
2020-12-11,18.3435
2020-12-14,18.2339
2020-12-15,18.1409
2020-12-16,18.1175
2020-12-17,17.982
2020-12-18,17.8699
2020-12-21,18.0849
2020-12-22,17.8544
2020-12-23,17.7895
2020-12-24,17.8252
2020-12-28,17.8008
2020-12-29,17.9651
2020-12-30,18.0053
2020-12-31,18.0219
2021-01-04,17.9214
2021-01-05,18.4194
2021-01-06,18.5123
2021-01-07,18.7919
2021-01-08,18.7212
2021-01-11,18.8079
2021-01-12,18.7269
2021-01-13,18.6329
2021-01-14,18.4147
2021-01-15,18.4627
2021-01-18,18.4919
2021-01-19,18.1181
2021-01-20,18.1101
2021-01-21,17.9988
2021-01-22,18.381
2021-01-25,18.493
2021-01-26,18.4065
2021-01-27,18.4379
2021-01-28,18.4355
2021-01-29,18.3058
2021-02-01,18.1574
2021-02-02,18.0067
2021-02-03,17.9412
2021-02-04,18.0297
2021-02-05,17.9407
2021-02-08,17.9701
2021-02-09,17.8953
2021-02-10,17.8301
2021-02-11,17.7533
2021-02-12,17.7362
2021-02-15,17.5006
2021-02-16,17.6544
2021-02-17,17.8247
2021-02-18,17.5602
2021-02-19,17.7391
2021-02-22,18.0732
2021-02-23,17.8599
2021-02-24,17.5723
2021-02-25,18.1101
2021-02-26,18.1025
2021-03-01,18.1498
2021-03-02,18.1353
2021-03-03,18.0073
2021-03-04,18.0926
2021-03-05,18.2619
2021-03-08,18.3582
2021-03-09,18.3128
2021-03-10,18.174
2021-03-11,17.8077
2021-03-12,17.8505
2021-03-15,17.7316
2021-03-16,17.7067
2021-03-17,17.718
2021-03-18,17.6202
2021-03-19,17.5051
2021-03-22,17.5657
2021-03-23,17.5818
2021-03-24,17.5248
2021-03-25,17.6852
2021-03-26,17.6845
2021-03-29,17.6924
2021-03-30,17.5396
2021-03-31,17.3484
2021-04-01,17.2074
2021-04-06,17.1399
2021-04-07,17.2803
2021-04-08,17.2677
2021-04-09,17.31
2021-04-12,17.3878
2021-04-13,17.4228
2021-04-14,17.2989
2021-04-15,17.0453
2021-04-16,17.0967
2021-04-19,17.1398
2021-04-20,17.2287
2021-04-21,17.145
2021-04-22,17.2348
2021-04-23,17.2068
2021-04-26,17.2441
2021-04-27,17.3383
2021-04-28,17.3156
2021-04-29,17.2752
2021-04-30,17.3875
2021-05-03,17.3953
2021-05-04,17.4433
2021-05-05,17.3013
2021-05-06,17.2081
2021-05-07,17.1863
2021-05-10,17.0843
2021-05-11,16.9847
2021-05-12,16.9354
2021-05-13,17.1055
2021-05-14,17.0722
2021-05-17,17.2064
2021-05-18,17.0837
2021-05-19,17.1447
2021-05-20,17.1639
2021-05-21,16.988
2021-05-24,17.0622
2021-05-25,16.9591
2021-05-26,16.9282
2021-05-27,16.7647
2021-05-28,16.7945
2021-05-31,16.7974
2021-06-01,16.8285
2021-06-02,16.7269
2021-06-03,16.5218
2021-06-04,16.5424
2021-06-07,16.3923
2021-06-08,16.4593
2021-06-09,16.5303
2021-06-10,16.6091
2021-06-11,16.4782
2021-06-14,16.7159
2021-06-15,16.68
2021-06-16,16.6604
2021-06-17,16.8057
2021-06-18,16.8223
2021-06-21,16.9453
2021-06-22,17.0431
2021-06-23,16.9387
2021-06-24,17.0028
2021-06-25,16.8359
2021-06-28,16.9846
2021-06-29,17.052
2021-06-30,17.0114
2021-07-01,16.9744
2021-07-02,17.0787
2021-07-05,16.8813
2021-07-06,16.8278
2021-07-07,16.8666
2021-07-08,17.0554
2021-07-09,16.8759
2021-07-12,17.1471
2021-07-13,17.2735
2021-07-14,17.2975
2021-07-15,17.2028
2021-07-16,16.984
2021-07-19,17.0741
2021-07-20,17.1349
2021-07-21,17.2811
2021-07-22,17.1449
2021-07-23,17.3882
2021-07-26,17.4846
2021-07-27,17.5332
2021-07-28,17.4792
2021-07-29,17.3117
2021-07-30,17.3283
2021-08-02,17.0993
2021-08-03,17.1001
2021-08-04,16.9211
2021-08-05,17.0232
2021-08-06,17.0983
2021-08-09,17.2075
2021-08-10,17.3605
2021-08-11,17.3326
2021-08-12,17.278
2021-08-13,17.4561
2021-08-16,17.3852
2021-08-17,17.4416
2021-08-18,17.4356
2021-08-19,17.7504
2021-08-20,17.875
2021-08-23,17.8218
2021-08-24,17.6902
2021-08-25,17.5801
2021-08-26,17.542
2021-08-27,17.5356
2021-08-30,17.2578
2021-08-31,17.2282
2021-09-01,17.0532
2021-09-02,16.9882
2021-09-03,17.0285
2021-09-06,16.9075
2021-09-07,16.9774
2021-09-08,16.8839
2021-09-09,16.7458
2021-09-10,16.6627
2021-09-13,16.7103
2021-09-14,16.8097
2021-09-15,16.8973
2021-09-16,17.0544
2021-09-17,17.1891
2021-09-20,17.3301
2021-09-21,17.4427
2021-09-22,17.3368
2021-09-23,17.126
2021-09-24,17.5453
2021-09-27,17.6179
2021-09-28,17.6299
2021-09-29,17.521
2021-09-30,17.5629
2021-10-01,17.3449
2021-10-04,17.3166
2021-10-05,17.3792
2021-10-06,17.4561
2021-10-07,17.2074
2021-10-08,17.2259
2021-10-11,17.3108
2021-10-12,17.265
2021-10-13,17.194
2021-10-14,17.162
2021-10-15,17.0504
2021-10-18,17.1217
2021-10-19,17.0003
2021-10-20,16.8307
2021-10-21,16.9215
2021-10-22,17.0626
2021-10-25,17.1563
2021-10-26,17.1309
2021-10-27,17.3934
2021-10-28,17.5553
2021-10-29,17.7447
2021-11-01,17.7451
2021-11-02,17.9158
2021-11-03,17.8613
2021-11-04,17.5896
2021-11-05,17.5039
2021-11-08,17.3716
2021-11-09,17.3964
2021-11-10,17.5294
2021-11-11,17.4775
2021-11-12,17.4919
2021-11-15,17.3545
2021-11-16,17.3177
2021-11-17,17.5176
2021-11-18,17.7211
2021-11-19,17.7513
2021-11-22,17.7799
2021-11-23,17.849
2021-11-24,17.8078
2021-11-25,17.8177
2021-11-26,18.2448
2021-11-29,18.2509
2021-11-30,18.2269
2021-12-01,17.9011
2021-12-02,17.9652
2021-12-03,17.9509
2021-12-06,18.0231
2021-12-07,17.9612
2021-12-08,17.8168
2021-12-09,18.019
2021-12-10,18.0414
2021-12-13,17.9694
2021-12-14,18.1219
2021-12-15,18.1976
2021-12-16,18.1121
2021-12-17,17.928
2021-12-20,17.8271
2021-12-21,17.9025
2021-12-22,17.9668
2021-12-23,17.7769
2021-12-24,17.5821
2021-12-27,17.5609
2021-12-28,17.8113
2021-12-29,17.9471
2021-12-30,18.0173
2021-12-31,18.0625
2022-01-03,17.9661
2022-01-04,18.108
2022-01-05,17.9369
2022-01-06,17.7932
2022-01-07,17.6701
2022-01-10,17.6999
2022-01-11,17.7094
2022-01-12,17.5645
2022-01-13,17.6381
2022-01-14,17.6043
2022-01-17,17.601
2022-01-18,17.5398
2022-01-19,17.3889
2022-01-20,17.2531
2022-01-21,17.1546
2022-01-24,17.2509
2022-01-25,17.2669
2022-01-26,17.0858
2022-01-27,17.1112
2022-01-28,17.3844
2022-01-31,17.3734
2022-02-01,17.1633
2022-02-02,17.3459
2022-02-03,17.2864
2022-02-04,17.5875
2022-02-07,17.7
2022-02-08,17.638
2022-02-09,17.5281
2022-02-10,17.3078
2022-02-11,17.2736
2022-02-14,17.131
2022-02-15,17.1767
2022-02-16,17.214
2022-02-17,16.9893
2022-02-18,17.0858
2022-02-21,17.1895
2022-02-22,17.1768
2022-02-23,17.0508
2022-02-24,17.1634
2022-02-25,17.0315
2022-02-28,17.2863
2022-03-01,17.2145
2022-03-02,17.1904
2022-03-03,16.8798
2022-03-04,16.8044
2022-03-07,16.6951
2022-03-08,16.7051
2022-03-09,16.656
2022-03-10,16.7264
2022-03-11,16.4896
2022-03-14,16.5029
2022-03-15,16.6249
2022-03-16,16.5574
2022-03-17,16.5286
2022-03-18,16.5347
2022-03-21,16.4543
2022-03-22,16.343
2022-03-23,16.2501
2022-03-24,16.1478
2022-03-25,16.0386
2022-03-28,15.9925
2022-03-29,16.1804
2022-03-30,16.1288
2022-03-31,16.1727
2022-04-01,16.1685
2022-04-04,16.0957
2022-04-05,15.9529
2022-04-06,15.9934
2022-04-07,16.052
2022-04-08,15.9968
2022-04-11,15.9127
2022-04-12,15.849
2022-04-13,15.682
2022-04-14,15.9331
2022-04-19,16.0401
2022-04-20,16.3019
2022-04-21,16.5996
2022-04-22,16.8652
2022-04-25,16.8549
2022-04-26,16.7787
2022-04-27,16.8406
2022-04-28,16.7472
2022-04-29,16.6473
2022-05-02,16.7383
2022-05-03,16.8303
2022-05-04,16.6489
2022-05-05,16.5862
2022-05-06,16.9614
2022-05-09,17.1332
2022-05-10,17.005
2022-05-11,16.9275
2022-05-12,16.8806
2022-05-13,16.7789
2022-05-16,16.9195
2022-05-17,16.844
2022-05-18,16.7313
2022-05-19,16.8315
2022-05-20,16.7131
2022-05-23,16.7437
2022-05-24,16.7814
2022-05-25,16.7628
2022-05-26,16.9312
2022-05-27,16.746
2022-05-30,16.648
2022-05-31,16.745
2022-06-01,16.609
2022-06-02,16.6143
2022-06-03,16.6153
2022-06-06,16.4142
2022-06-07,16.4059
2022-06-08,16.4626
2022-06-09,16.4132
2022-06-10,16.5209
2022-06-13,16.807
2022-06-14,16.7959
2022-06-15,16.7111
2022-06-16,16.6052
2022-06-17,16.7133
2022-06-20,16.8603
2022-06-21,16.7881
2022-06-22,16.7985
2022-06-23,16.817
2022-06-24,16.7137
2022-06-27,16.7967
2022-06-28,16.9072
2022-06-29,16.9295
2022-06-30,17.0143
2022-07-01,17.1323
2022-07-04,17.0275
2022-07-05,16.9143
2022-07-06,17.0246
2022-07-07,17.0372
2022-07-08,17.1922
2022-07-11,17.1634
2022-07-12,17.1509
2022-07-13,17.0527
2022-07-14,17.202
2022-07-15,17.2875
2022-07-18,17.383
2022-07-19,17.457
2022-07-20,17.3924
2022-07-21,17.5195
2022-07-22,17.2009
2022-07-25,17.1502
2022-07-26,17.087
2022-07-27,17.1347
2022-07-28,17.0011
2022-07-29,16.8627
2022-08-01,16.8613
2022-08-02,16.982
2022-08-03,17.1283
2022-08-04,17.0352
2022-08-05,17.0342
2022-08-08,16.9694
2022-08-09,17.05
2022-08-10,16.8788
2022-08-11,16.7083
2022-08-12,16.7318
2022-08-15,16.7375
2022-08-16,16.6556
2022-08-17,16.9125
2022-08-18,17.0004
2022-08-19,17.1007
2022-08-22,17.0766
2022-08-23,16.9568
2022-08-24,16.8976
2022-08-25,16.7903
2022-08-26,16.7995
2022-08-29,16.8891
2022-08-30,16.8567
2022-08-31,17.0667
2022-09-01,17.1524
2022-09-02,17.2791
2022-09-05,17.088
2022-09-06,17.0805
2022-09-07,17.2582
2022-09-08,17.3797
2022-09-09,17.3753
2022-09-12,17.322
2022-09-13,17.3112
2022-09-14,17.4342
2022-09-15,17.5283
2022-09-16,17.6004
2022-09-19,17.7267
2022-09-20,17.7261
2022-09-21,17.4879
2022-09-22,17.3514
2022-09-23,17.3853
2022-09-26,17.4247
2022-09-27,17.2361
2022-09-28,17.2916
2022-09-29,17.4466
2022-09-30,17.5353
2022-10-03,17.5871
2022-10-04,17.5437
2022-10-05,17.6228
2022-10-06,17.5769
2022-10-07,17.6222
2022-10-10,17.5866
2022-10-11,17.6153
2022-10-12,17.6876
2022-10-13,17.8173
2022-10-14,17.6932
2022-10-17,17.6769
2022-10-18,17.7904
2022-10-19,17.8339
2022-10-20,17.9106
2022-10-21,18.0021
2022-10-24,18.0625
2022-10-25,18.2211
2022-10-26,18.0212
2022-10-27,18.1521
2022-10-28,18.053
2022-10-31,18.1736
2022-11-01,17.9802
2022-11-02,17.9608
2022-11-03,18.0173
2022-11-04,17.7983
2022-11-07,17.7583
2022-11-08,17.8397
2022-11-09,17.877
2022-11-10,17.6882
2022-11-11,17.7944
2022-11-14,17.8393
2022-11-15,17.8822
2022-11-16,18.0195
2022-11-17,18.0961
2022-11-18,17.908
2022-11-21,17.7858
2022-11-22,17.7568
2022-11-23,17.7103
2022-11-24,17.7246
2022-11-25,17.7677
2022-11-28,17.9376
2022-11-29,17.6027
2022-11-30,17.5768
2022-12-01,18.5393
2022-12-02,18.2749
2022-12-05,18.2038
2022-12-06,18.2068
2022-12-07,18.1353
2022-12-08,18.0225
2022-12-09,18.2358
2022-12-12,18.4697
2022-12-13,18.6855
2022-12-14,18.2563
2022-12-15,18.3599
2022-12-16,18.6708
2022-12-19,18.3074
