Date,Tsjechische kroon
2016-08-17,27.023
2016-08-18,27.024
2016-08-19,27.022
2016-08-22,27.024
2016-08-23,27.023
2016-08-24,27.022
2016-08-25,27.026
2016-08-26,27.024
2016-08-29,27.023
2016-08-30,27.025
2016-08-31,27.026
2016-09-01,27.025
2016-09-02,27.022
2016-09-05,27.021
2016-09-06,27.021
2016-09-07,27.021
2016-09-08,27.021
2016-09-09,27.022
2016-09-12,27.024
2016-09-13,27.021
2016-09-14,27.023
2016-09-15,27.023
2016-09-16,27.024
2016-09-19,27.021
2016-09-20,27.022
2016-09-21,27.022
2016-09-22,27.021
2016-09-23,27.022
2016-09-26,27.021
2016-09-27,27.025
2016-09-28,27.023
2016-09-29,27.022
2016-09-30,27.021
2016-10-03,27.021
2016-10-04,27.021
2016-10-05,27.028
2016-10-06,27.021
2016-10-07,27.021
2016-10-10,27.021
2016-10-11,27.021
2016-10-12,27.025
2016-10-13,27.021
2016-10-14,27.029
2016-10-17,27.024
2016-10-18,27.021
2016-10-19,27.021
2016-10-20,27.021
2016-10-21,27.021
2016-10-24,27.021
2016-10-25,27.021
2016-10-26,27.021
2016-10-27,27.022
2016-10-28,27.022
2016-10-31,27.024
2016-11-01,27.024
2016-11-02,27.022
2016-11-03,27.021
2016-11-04,27.021
2016-11-07,27.021
2016-11-08,27.021
2016-11-09,27.027
2016-11-10,27.022
2016-11-11,27.054
2016-11-14,27.026
2016-11-15,27.03
2016-11-16,27.036
2016-11-17,27.05
2016-11-18,27.035
2016-11-21,27.032
2016-11-22,27.044
2016-11-23,27.027
2016-11-24,27.034
2016-11-25,27.039
2016-11-28,27.044
2016-11-29,27.045
2016-11-30,27.06
2016-12-01,27.061
2016-12-02,27.058
2016-12-05,27.057
2016-12-06,27.045
2016-12-07,27.036
2016-12-08,27.038
2016-12-09,27.027
2016-12-12,27.027
2016-12-13,27.022
2016-12-14,27.023
2016-12-15,27.021
2016-12-16,27.021
2016-12-19,27.021
2016-12-20,27.021
2016-12-21,27.021
2016-12-22,27.021
2016-12-23,27.023
2016-12-27,27.021
2016-12-28,27.042
2016-12-29,27.021
2016-12-30,27.021
2017-01-02,27.021
2017-01-03,27.02
2017-01-04,27.021
2017-01-05,27.021
2017-01-06,27.021
2017-01-09,27.021
2017-01-10,27.021
2017-01-11,27.021
2017-01-12,27.021
2017-01-13,27.021
2017-01-16,27.021
2017-01-17,27.021
2017-01-18,27.021
2017-01-19,27.021
2017-01-20,27.021
2017-01-23,27.027
2017-01-24,27.021
2017-01-25,27.022
2017-01-26,27.021
2017-01-27,27.021
2017-01-30,27.022
2017-01-31,27.021
2017-02-01,27.021
2017-02-02,27.022
2017-02-03,27.021
2017-02-06,27.021
2017-02-07,27.021
2017-02-08,27.021
2017-02-09,27.021
2017-02-10,27.021
2017-02-13,27.021
2017-02-14,27.021
2017-02-15,27.021
2017-02-16,27.021
2017-02-17,27.021
2017-02-20,27.021
2017-02-21,27.021
2017-02-22,27.021
2017-02-23,27.021
2017-02-24,27.021
2017-02-27,27.021
2017-02-28,27.021
2017-03-01,27.021
2017-03-02,27.021
2017-03-03,27.021
2017-03-06,27.021
2017-03-07,27.021
2017-03-08,27.021
2017-03-09,27.021
2017-03-10,27.021
2017-03-13,27.021
2017-03-14,27.021
2017-03-15,27.021
2017-03-16,27.021
2017-03-17,27.021
2017-03-20,27.021
2017-03-21,27.021
2017-03-22,27.021
2017-03-23,27.021
2017-03-24,27.021
2017-03-27,27.021
2017-03-28,27.021
2017-03-29,27.021
2017-03-30,27.022
2017-03-31,27.03
2017-04-03,27.044
2017-04-04,27.054
2017-04-05,27.058
2017-04-06,26.736
2017-04-07,26.563
2017-04-10,26.528
2017-04-11,26.658
2017-04-12,26.697
2017-04-13,26.704
2017-04-18,26.759
2017-04-19,26.794
2017-04-20,26.907
2017-04-21,26.933
2017-04-24,26.793
2017-04-25,26.771
2017-04-26,26.947
2017-04-27,26.937
2017-04-28,26.922
2017-05-02,26.893
2017-05-03,26.871
2017-05-04,26.767
2017-05-05,26.781
2017-05-08,26.712
2017-05-09,26.672
2017-05-10,26.642
2017-05-11,26.598
2017-05-12,26.576
2017-05-15,26.471
2017-05-16,26.42
2017-05-17,26.435
2017-05-18,26.632
2017-05-19,26.503
2017-05-22,26.488
2017-05-23,26.483
2017-05-24,26.463
2017-05-25,26.413
2017-05-26,26.434
2017-05-29,26.435
2017-05-30,26.467
2017-05-31,26.422
2017-06-01,26.397
2017-06-02,26.36
2017-06-05,26.327
2017-06-06,26.336
2017-06-07,26.316
2017-06-08,26.268
2017-06-09,26.223
2017-06-12,26.198
2017-06-13,26.147
2017-06-14,26.163
2017-06-15,26.213
2017-06-16,26.233
2017-06-19,26.172
2017-06-20,26.293
2017-06-21,26.266
2017-06-22,26.27
2017-06-23,26.297
2017-06-26,26.243
2017-06-27,26.27
2017-06-28,26.326
2017-06-29,26.3
2017-06-30,26.197
2017-07-03,26.14
2017-07-04,26.132
2017-07-05,26.109
2017-07-06,26.147
2017-07-07,26.079
2017-07-10,26.096
2017-07-11,26.124
2017-07-12,26.11
2017-07-13,26.12
2017-07-14,26.075
2017-07-17,26.09
2017-07-18,26.08
2017-07-19,26.035
2017-07-20,26.04
2017-07-21,26.017
2017-07-24,26.024
2017-07-25,26.013
2017-07-26,26.047
2017-07-27,26.045
2017-07-28,26.048
2017-07-31,26.079
2017-08-01,26.132
2017-08-02,26.128
2017-08-03,25.965
2017-08-04,26.068
2017-08-07,26.116
2017-08-08,26.15
2017-08-09,26.16
2017-08-10,26.157
2017-08-11,26.155
2017-08-14,26.118
2017-08-15,26.142
2017-08-16,26.044
2017-08-17,26.012
2017-08-18,26.108
2017-08-21,26.086
2017-08-22,26.083
2017-08-23,26.124
2017-08-24,26.098
2017-08-25,26.084
2017-08-28,26.102
2017-08-29,26.142
2017-08-30,26.045
2017-08-31,26.101
2017-09-01,26.077
2017-09-04,26.062
2017-09-05,26.077
2017-09-06,26.112
2017-09-07,26.113
2017-09-08,26.099
2017-09-11,26.077
2017-09-12,26.105
2017-09-13,26.101
2017-09-14,26.103
2017-09-15,26.081
2017-09-18,26.091
2017-09-19,26.103
2017-09-20,26.091
2017-09-21,26.083
2017-09-22,26.046
2017-09-25,26.033
2017-09-26,26.056
2017-09-27,26.045
2017-09-28,26.041
2017-09-29,25.981
2017-10-02,25.995
2017-10-03,25.932
2017-10-04,25.886
2017-10-05,25.837
2017-10-06,25.816
2017-10-09,25.893
2017-10-10,25.9
2017-10-11,25.879
2017-10-12,25.891
2017-10-13,25.813
2017-10-16,25.77
2017-10-17,25.733
2017-10-18,25.705
2017-10-19,25.725
2017-10-20,25.69
2017-10-23,25.641
2017-10-24,25.583
2017-10-25,25.589
2017-10-26,25.589
2017-10-27,25.673
2017-10-30,25.645
2017-10-31,25.669
2017-11-01,25.557
2017-11-02,25.535
2017-11-03,25.652
2017-11-06,25.612
2017-11-07,25.591
2017-11-08,25.56
2017-11-09,25.528
2017-11-10,25.543
2017-11-13,25.567
2017-11-14,25.566
2017-11-15,25.669
2017-11-16,25.559
2017-11-17,25.588
2017-11-20,25.568
2017-11-21,25.533
2017-11-22,25.469
2017-11-23,25.462
2017-11-24,25.413
2017-11-27,25.431
2017-11-28,25.463
2017-11-29,25.474
2017-11-30,25.491
2017-12-01,25.524
2017-12-04,25.557
2017-12-05,25.653
2017-12-06,25.636
2017-12-07,25.611
2017-12-08,25.555
2017-12-11,25.601
2017-12-12,25.596
2017-12-13,25.65
2017-12-14,25.695
2017-12-15,25.678
2017-12-18,25.685
2017-12-19,25.662
2017-12-20,25.674
2017-12-21,25.715
2017-12-22,25.75
2017-12-27,25.84
2017-12-28,25.645
2017-12-29,25.535
2018-01-02,25.494
2018-01-03,25.545
2018-01-04,25.515
2018-01-05,25.594
2018-01-08,25.524
2018-01-09,25.535
2018-01-10,25.57
2018-01-11,25.547
2018-01-12,25.521
2018-01-15,25.531
2018-01-16,25.516
2018-01-17,25.447
2018-01-18,25.365
2018-01-19,25.433
2018-01-22,25.399
2018-01-23,25.403
2018-01-24,25.374
2018-01-25,25.381
2018-01-26,25.357
2018-01-29,25.297
2018-01-30,25.33
2018-01-31,25.272
2018-02-01,25.267
2018-02-02,25.192
2018-02-05,25.196
2018-02-06,25.233
2018-02-07,25.23
2018-02-08,25.247
2018-02-09,25.335
2018-02-12,25.358
2018-02-13,25.386
2018-02-14,25.37
2018-02-15,25.37
2018-02-16,25.34
2018-02-19,25.327
2018-02-20,25.318
2018-02-21,25.361
2018-02-22,25.316
2018-02-23,25.337
2018-02-26,25.391
2018-02-27,25.398
2018-02-28,25.418
2018-03-01,25.434
2018-03-02,25.409
2018-03-05,25.404
2018-03-06,25.38
2018-03-07,25.421
2018-03-08,25.427
2018-03-09,25.454
2018-03-12,25.448
2018-03-13,25.471
2018-03-14,25.447
2018-03-15,25.416
2018-03-16,25.415
2018-03-19,25.432
2018-03-20,25.423
2018-03-21,25.422
2018-03-22,25.399
2018-03-23,25.405
2018-03-26,25.446
2018-03-27,25.473
2018-03-28,25.462
2018-03-29,25.425
2018-04-03,25.367
2018-04-04,25.34
2018-04-05,25.327
2018-04-06,25.339
2018-04-09,25.357
2018-04-10,25.335
2018-04-11,25.323
2018-04-12,25.316
2018-04-13,25.307
2018-04-16,25.265
2018-04-17,25.254
2018-04-18,25.303
2018-04-19,25.327
2018-04-20,25.34
2018-04-23,25.408
2018-04-24,25.437
2018-04-25,25.466
2018-04-26,25.472
2018-04-27,25.471
2018-04-30,25.542
2018-05-02,25.601
2018-05-03,25.585
2018-05-04,25.503
2018-05-07,25.518
2018-05-08,25.526
2018-05-09,25.564
2018-05-10,25.498
2018-05-11,25.506
2018-05-14,25.488
2018-05-15,25.551
2018-05-16,25.545
2018-05-17,25.557
2018-05-18,25.59
2018-05-21,25.68
2018-05-22,25.702
2018-05-23,25.813
2018-05-24,25.809
2018-05-25,25.765
2018-05-28,25.731
2018-05-29,25.907
2018-05-30,25.835
2018-05-31,25.797
2018-06-01,25.827
2018-06-04,25.696
2018-06-05,25.653
2018-06-06,25.648
2018-06-07,25.64
2018-06-08,25.795
2018-06-11,25.682
2018-06-12,25.652
2018-06-13,25.711
2018-06-14,25.651
2018-06-15,25.714
2018-06-18,25.739
2018-06-19,25.811
2018-06-20,25.835
2018-06-21,25.863
2018-06-22,25.792
2018-06-25,25.935
2018-06-26,25.9
2018-06-27,25.777
2018-06-28,26.001
2018-06-29,26.02
2018-07-02,25.998
2018-07-03,26.073
2018-07-04,26.028
2018-07-05,25.938
2018-07-06,25.942
2018-07-09,25.858
2018-07-10,25.898
2018-07-11,25.929
2018-07-12,25.938
2018-07-13,25.924
2018-07-16,25.883
2018-07-17,25.875
2018-07-18,25.853
2018-07-19,25.92
2018-07-20,25.875
2018-07-23,25.848
2018-07-24,25.761
2018-07-25,25.675
2018-07-26,25.647
2018-07-27,25.622
2018-07-30,25.624
2018-07-31,25.598
2018-08-01,25.59
2018-08-02,25.589
2018-08-03,25.657
2018-08-06,25.65
2018-08-07,25.606
2018-08-08,25.578
2018-08-09,25.57
2018-08-10,25.635
2018-08-13,25.656
2018-08-14,25.692
2018-08-15,25.705
2018-08-16,25.702
2018-08-17,25.729
2018-08-20,25.706
2018-08-21,25.737
2018-08-22,25.725
2018-08-23,25.713
2018-08-24,25.744
2018-08-27,25.744
2018-08-28,25.713
2018-08-29,25.745
2018-08-30,25.749
2018-08-31,25.735
2018-09-03,25.749
2018-09-04,25.728
2018-09-05,25.746
2018-09-06,25.715
2018-09-07,25.697
2018-09-10,25.648
2018-09-11,25.646
2018-09-12,25.59
2018-09-13,25.52
2018-09-14,25.473
2018-09-17,25.457
2018-09-18,25.448
2018-09-19,25.434
2018-09-20,25.56
2018-09-21,25.585
2018-09-24,25.615
2018-09-25,25.613
2018-09-26,25.605
2018-09-27,25.715
2018-09-28,25.731
2018-10-01,25.765
2018-10-02,25.788
2018-10-03,25.779
2018-10-04,25.78
2018-10-05,25.742
2018-10-08,25.737
2018-10-09,25.805
2018-10-10,25.807
2018-10-11,25.848
2018-10-12,25.777
2018-10-15,25.798
2018-10-16,25.821
2018-10-17,25.843
2018-10-18,25.863
2018-10-19,25.867
2018-10-22,25.848
2018-10-23,25.814
2018-10-24,25.833
2018-10-25,25.831
2018-10-26,25.86
2018-10-29,25.849
2018-10-30,25.87
2018-10-31,25.922
2018-11-01,25.879
2018-11-02,25.782
2018-11-05,25.846
2018-11-06,25.833
2018-11-07,25.88
2018-11-08,25.887
2018-11-09,25.936
2018-11-12,25.942
2018-11-13,25.939
2018-11-14,25.994
2018-11-15,25.985
2018-11-16,25.985
2018-11-19,26.013
2018-11-20,26.032
2018-11-21,26.002
2018-11-22,25.99
2018-11-23,25.954
2018-11-26,25.918
2018-11-27,25.914
2018-11-28,25.931
2018-11-29,25.967
2018-11-30,25.957
2018-12-03,25.921
2018-12-04,25.901
2018-12-05,25.886
2018-12-06,25.89
2018-12-07,25.851
2018-12-10,25.866
2018-12-11,25.845
2018-12-12,25.866
2018-12-13,25.829
2018-12-14,25.794
2018-12-17,25.801
2018-12-18,25.753
2018-12-19,25.765
2018-12-20,25.76
2018-12-21,25.855
2018-12-24,25.916
2018-12-27,25.858
2018-12-28,25.778
2018-12-31,25.724
2019-01-02,25.752
2019-01-03,25.683
2019-01-04,25.653
2019-01-07,25.572
2019-01-08,25.642
2019-01-09,25.629
2019-01-10,25.626
2019-01-11,25.606
2019-01-14,25.561
2019-01-15,25.572
2019-01-16,25.564
2019-01-17,25.537
2019-01-18,25.58
2019-01-21,25.593
2019-01-22,25.612
2019-01-23,25.693
2019-01-24,25.695
2019-01-25,25.697
2019-01-28,25.726
2019-01-29,25.747
2019-01-30,25.802
2019-01-31,25.76
2019-02-01,25.695
2019-02-04,25.728
2019-02-05,25.697
2019-02-06,25.781
2019-02-07,25.809
2019-02-08,25.806
2019-02-11,25.836
2019-02-12,25.871
2019-02-13,25.795
2019-02-14,25.79
2019-02-15,25.709
2019-02-18,25.715
2019-02-19,25.717
2019-02-20,25.679
2019-02-21,25.648
2019-02-22,25.667
2019-02-25,25.653
2019-02-26,25.663
2019-02-27,25.661
2019-02-28,25.601
2019-03-01,25.636
2019-03-04,25.621
2019-03-05,25.623
2019-03-06,25.592
2019-03-07,25.61
2019-03-08,25.641
2019-03-11,25.656
2019-03-12,25.667
2019-03-13,25.668
2019-03-14,25.668
2019-03-15,25.668
2019-03-18,25.616
2019-03-19,25.604
2019-03-20,25.646
2019-03-21,25.648
2019-03-22,25.727
2019-03-25,25.759
2019-03-26,25.769
2019-03-27,25.797
2019-03-28,25.786
2019-03-29,25.802
2019-04-01,25.791
2019-04-02,25.753
2019-04-03,25.724
2019-04-04,25.693
2019-04-05,25.613
2019-04-08,25.634
2019-04-09,25.618
2019-04-10,25.608
2019-04-11,25.606
2019-04-12,25.623
2019-04-15,25.625
2019-04-16,25.663
2019-04-17,25.657
2019-04-18,25.682
2019-04-23,25.743
2019-04-24,25.729
2019-04-25,25.737
2019-04-26,25.705
2019-04-29,25.682
2019-04-30,25.659
2019-05-02,25.648
2019-05-03,25.712
2019-05-06,25.715
2019-05-07,25.731
2019-05-08,25.727
2019-05-09,25.718
2019-05-10,25.732
2019-05-13,25.776
2019-05-14,25.751
2019-05-15,25.76
2019-05-16,25.696
2019-05-17,25.753
2019-05-20,25.766
2019-05-21,25.775
2019-05-22,25.793
2019-05-23,25.821
2019-05-24,25.83
2019-05-27,25.834
2019-05-28,25.843
2019-05-29,25.861
2019-05-30,25.841
2019-05-31,25.816
2019-06-03,25.832
2019-06-04,25.744
2019-06-05,25.657
2019-06-06,25.663
2019-06-07,25.642
2019-06-10,25.626
2019-06-11,25.64
2019-06-12,25.614
2019-06-13,25.581
2019-06-14,25.54
2019-06-17,25.56
2019-06-18,25.609
2019-06-19,25.635
2019-06-20,25.619
2019-06-21,25.609
2019-06-24,25.601
2019-06-25,25.557
2019-06-26,25.486
2019-06-27,25.434
2019-06-28,25.447
2019-07-01,25.478
2019-07-02,25.462
2019-07-03,25.458
2019-07-04,25.434
2019-07-05,25.471
2019-07-08,25.509
2019-07-09,25.543
2019-07-10,25.565
2019-07-11,25.605
2019-07-12,25.59
2019-07-15,25.569
2019-07-16,25.575
2019-07-17,25.603
2019-07-18,25.586
2019-07-19,25.546
2019-07-22,25.534
2019-07-23,25.549
2019-07-24,25.542
2019-07-25,25.519
2019-07-26,25.542
2019-07-29,25.613
2019-07-30,25.65
2019-07-31,25.658
2019-08-01,25.742
2019-08-02,25.763
2019-08-05,25.776
2019-08-06,25.727
2019-08-07,25.719
2019-08-08,25.789
2019-08-09,25.828
2019-08-12,25.831
2019-08-13,25.829
2019-08-14,25.884
2019-08-15,25.876
2019-08-16,25.734
2019-08-19,25.78
2019-08-20,25.796
2019-08-21,25.794
2019-08-22,25.784
2019-08-23,25.769
2019-08-26,25.792
2019-08-27,25.814
2019-08-28,25.844
2019-08-29,25.853
2019-08-30,25.914
2019-09-02,25.919
2019-09-03,25.885
2019-09-04,25.834
2019-09-05,25.853
2019-09-06,25.836
2019-09-09,25.855
2019-09-10,25.869
2019-09-11,25.867
2019-09-12,25.824
2019-09-13,25.843
2019-09-16,25.882
2019-09-17,25.916
2019-09-18,25.892
2019-09-19,25.892
2019-09-20,25.913
2019-09-23,25.89
2019-09-24,25.872
2019-09-25,25.867
2019-09-26,25.851
2019-09-27,25.842
2019-09-30,25.816
2019-10-01,25.74
2019-10-02,25.739
2019-10-03,25.739
2019-10-04,25.741
2019-10-07,25.781
2019-10-08,25.805
2019-10-09,25.823
2019-10-10,25.893
2019-10-11,25.807
2019-10-14,25.823
2019-10-15,25.82
2019-10-16,25.758
2019-10-17,25.673
2019-10-18,25.659
2019-10-21,25.63
2019-10-22,25.57
2019-10-23,25.638
2019-10-24,25.598
2019-10-25,25.568
2019-10-28,25.48
2019-10-29,25.543
2019-10-30,25.512
2019-10-31,25.509
2019-11-01,25.514
2019-11-04,25.511
2019-11-05,25.536
2019-11-06,25.498
2019-11-07,25.534
2019-11-08,25.486
2019-11-11,25.51
2019-11-12,25.499
2019-11-13,25.591
2019-11-14,25.56
2019-11-15,25.583
2019-11-18,25.593
2019-11-19,25.565
2019-11-20,25.541
2019-11-21,25.52
2019-11-22,25.513
2019-11-25,25.485
2019-11-26,25.505
2019-11-27,25.515
2019-11-28,25.574
2019-11-29,25.515
2019-12-02,25.534
2019-12-03,25.527
2019-12-04,25.52
2019-12-05,25.526
2019-12-06,25.533
2019-12-09,25.528
2019-12-10,25.527
2019-12-11,25.522
2019-12-12,25.519
2019-12-13,25.508
2019-12-16,25.483
2019-12-17,25.445
2019-12-18,25.49
2019-12-19,25.473
2019-12-20,25.445
2019-12-23,25.499
2019-12-24,25.485
2019-12-27,25.509
2019-12-30,25.463
2019-12-31,25.408
2020-01-02,25.411
2020-01-03,25.36
2020-01-06,25.301
2020-01-07,25.276
2020-01-08,25.265
2020-01-09,25.253
2020-01-10,25.265
2020-01-13,25.23
2020-01-14,25.155
2020-01-15,25.144
2020-01-16,25.17
2020-01-17,25.147
2020-01-20,25.125
2020-01-21,25.066
2020-01-22,25.136
2020-01-23,25.159
2020-01-24,25.16
2020-01-27,25.231
2020-01-28,25.221
2020-01-29,25.208
2020-01-30,25.25
2020-01-31,25.21
2020-02-03,25.177
2020-02-04,25.143
2020-02-05,25.055
2020-02-06,24.893
2020-02-07,25.03
2020-02-10,25.026
2020-02-11,24.965
2020-02-12,24.878
2020-02-13,24.835
2020-02-14,24.828
2020-02-17,24.793
2020-02-18,24.898
2020-02-19,24.962
2020-02-20,25.037
2020-02-21,25.061
2020-02-24,25.186
2020-02-25,25.226
2020-02-26,25.344
2020-02-27,25.283
2020-02-28,25.39
2020-03-02,25.525
2020-03-03,25.475
2020-03-04,25.34
2020-03-05,25.346
2020-03-06,25.458
2020-03-09,25.504
2020-03-10,25.725
2020-03-11,25.77
2020-03-12,26.203
2020-03-13,26.042
2020-03-16,26.96
2020-03-17,26.985
2020-03-18,27.154
2020-03-19,27.606
2020-03-20,27.191
2020-03-23,27.635
2020-03-24,27.808
2020-03-25,27.446
2020-03-26,27.55
2020-03-27,27.299
2020-03-30,27.315
2020-03-31,27.312
2020-04-01,27.369
2020-04-02,27.553
2020-04-03,27.539
2020-04-06,27.603
2020-04-07,27.215
2020-04-08,27.183
2020-04-09,26.909
2020-04-14,26.864
2020-04-15,26.991
2020-04-16,27.053
2020-04-17,27.163
2020-04-20,27.328
2020-04-21,27.447
2020-04-22,27.534
2020-04-23,27.551
2020-04-24,27.31
2020-04-27,27.184
2020-04-28,27.227
2020-04-29,27.125
2020-04-30,27.097
2020-05-04,27.119
2020-05-05,26.978
2020-05-06,26.987
2020-05-07,27.158
2020-05-08,27.251
2020-05-11,27.6
2020-05-12,27.423
2020-05-13,27.408
2020-05-14,27.571
2020-05-15,27.589
2020-05-18,27.61
2020-05-19,27.49
2020-05-20,27.43
2020-05-21,27.212
2020-05-22,27.21
2020-05-25,27.275
2020-05-26,27.073
2020-05-27,27.051
2020-05-28,27.017
2020-05-29,26.921
2020-06-01,26.859
2020-06-02,26.645
2020-06-03,26.66
2020-06-04,26.623
2020-06-05,26.589
2020-06-08,26.585
2020-06-09,26.634
2020-06-10,26.609
2020-06-11,26.679
2020-06-12,26.698
2020-06-15,26.683
2020-06-16,26.564
2020-06-17,26.561
2020-06-18,26.689
2020-06-19,26.683
2020-06-22,26.681
2020-06-23,26.612
2020-06-24,26.733
2020-06-25,26.796
2020-06-26,26.808
2020-06-29,26.848
2020-06-30,26.74
2020-07-01,26.67
2020-07-02,26.632
2020-07-03,26.665
2020-07-06,26.705
2020-07-07,26.681
2020-07-08,26.748
2020-07-09,26.622
2020-07-10,26.691
2020-07-13,26.648
2020-07-14,26.638
2020-07-15,26.587
2020-07-16,26.693
2020-07-17,26.682
2020-07-20,26.598
2020-07-21,26.429
2020-07-22,26.365
2020-07-23,26.342
2020-07-24,26.268
2020-07-27,26.193
2020-07-28,26.251
2020-07-29,26.291
2020-07-30,26.248
2020-07-31,26.175
2020-08-03,26.319
2020-08-04,26.221
2020-08-05,26.097
2020-08-06,26.202
2020-08-07,26.279
2020-08-10,26.183
2020-08-11,26.155
2020-08-12,26.117
2020-08-13,26.125
2020-08-14,26.118
2020-08-17,26.14
2020-08-18,26.134
2020-08-19,26.118
2020-08-20,26.061
2020-08-21,26.083
2020-08-24,26.091
2020-08-25,26.121
2020-08-26,26.262
2020-08-27,26.276
2020-08-28,26.2
2020-08-31,26.208
2020-09-01,26.226
2020-09-02,26.338
2020-09-03,26.368
2020-09-04,26.435
2020-09-07,26.468
2020-09-08,26.521
2020-09-09,26.519
2020-09-10,26.585
2020-09-11,26.566
2020-09-14,26.66
2020-09-15,26.827
2020-09-16,26.726
2020-09-17,26.747
2020-09-18,26.727
2020-09-21,26.98
2020-09-22,27.007
2020-09-23,26.965
2020-09-24,27.015
2020-09-25,27.107
2020-09-28,27.133
2020-09-29,27.148
2020-09-30,27.233
2020-10-01,26.918
2020-10-02,27.02
2020-10-05,27.096
2020-10-06,27.035
2020-10-07,27.064
2020-10-08,27.092
2020-10-09,27.11
2020-10-12,27.177
2020-10-13,27.356
2020-10-14,27.313
2020-10-15,27.34
2020-10-16,27.279
2020-10-19,27.346
2020-10-20,27.233
2020-10-21,27.185
2020-10-22,27.23
2020-10-23,27.222
2020-10-26,27.295
