Date,Britse pond
2023-04-26,0.8856
2023-04-27,0.88428
2023-04-28,0.8805
2023-05-02,0.87868
2023-05-03,0.88265
2023-05-04,0.88015
2023-05-05,0.87378
2023-05-08,0.87228
2023-05-09,0.8699
2023-05-10,0.86813
2023-05-11,0.86795
2023-05-12,0.8702
2023-05-15,0.86943
2023-05-16,0.86938
2023-05-17,0.86895
2023-05-18,0.8689
2023-05-19,0.8684
2023-05-22,0.86846
2023-05-23,0.86993
2023-05-24,0.86993
2023-05-25,0.86793
2023-05-26,0.86813
2023-05-29,0.86805
2023-05-30,0.86365
2023-05-31,0.86405
2023-06-01,0.85823
2023-06-02,0.8593
2023-06-05,0.86323
2023-06-06,0.86103
2023-06-07,0.8597
2023-06-08,0.86113
2023-06-09,0.85795
2023-06-12,0.85678
2023-06-13,0.8585
2023-06-14,0.85455
2023-06-15,0.85555
2023-06-16,0.85428
2023-06-19,0.85268
2023-06-20,0.85705
2023-06-21,0.85828
2023-06-22,0.86115
2023-06-23,0.85479
2023-06-26,0.85878
2023-06-27,0.8599
2023-06-28,0.8642
2023-06-29,0.864
2023-06-30,0.85828
2023-07-03,0.8598
2023-07-04,0.85673
2023-07-05,0.85685
2023-07-06,0.8531
2023-07-07,0.85298
2023-07-10,0.85733
2023-07-11,0.8511
2023-07-12,0.85378
2023-07-13,0.85553
2023-07-14,0.8559
2023-07-17,0.85873
2023-07-18,0.85838
2023-07-19,0.86918
2023-07-20,0.8692
2023-07-21,0.86706
2023-07-24,0.8635
2023-07-25,0.86148
2023-07-26,0.85695
2023-07-27,0.85885
2023-07-28,0.8556
2023-07-31,0.85765
2023-08-01,0.85865
2023-08-02,0.86038
2023-08-03,0.86468
2023-08-04,0.86193
2023-08-07,0.86163
2023-08-08,0.86158
2023-08-09,0.8618
2023-08-10,0.86313
2023-08-11,0.86415
2023-08-14,0.86215
2023-08-15,0.85955
2023-08-16,0.85645
2023-08-17,0.85395
2023-08-18,0.85493
2023-08-21,0.85475
2023-08-22,0.85288
2023-08-23,0.85653
2023-08-24,0.8565
2023-08-25,0.85643
2023-08-28,0.85815
2023-08-29,0.8586
2023-08-30,0.8592
2023-08-31,0.85718
2023-09-01,0.85538
2023-09-04,0.8555
2023-09-05,0.85535
2023-09-06,0.85503
2023-09-07,0.859
2023-09-08,0.85735
2023-09-11,0.8565
2023-09-12,0.85925
2023-09-13,0.8609
2023-09-14,0.85995
2023-09-15,0.85878
2023-09-18,0.86141
2023-09-19,0.86263
2023-09-20,0.8653
2023-09-21,0.86713
2023-09-22,0.86795
2023-09-25,0.86965
2023-09-26,0.8702
2023-09-27,0.8681
2023-09-28,0.86333
2023-09-29,0.86458
2023-10-02,0.86628
2023-10-03,0.86775
2023-10-04,0.86588
2023-10-05,0.86605
2023-10-06,0.8651
2023-10-09,0.8652
2023-10-10,0.8639
2023-10-11,0.86265
2023-10-12,0.8626
2023-10-13,0.86415
2023-10-16,0.86545
2023-10-17,0.8682
2023-10-18,0.8661
2023-10-19,0.87098
2023-10-20,0.87213
2023-10-23,0.87153
2023-10-24,0.87025
2023-10-25,0.8724
2023-10-26,0.8717
2023-10-27,0.87023
2023-10-30,0.87345
2023-10-31,0.87366
2023-11-01,0.86945
2023-11-02,0.87305
2023-11-03,0.86983
2023-11-06,0.8664
2023-11-07,0.86855
2023-11-08,0.87015
2023-11-09,0.87205
2023-11-10,0.87435
2023-11-13,0.87155
2023-11-14,0.8723
2023-11-15,0.87188
2023-11-16,0.8752
2023-11-17,0.87395
2023-11-20,0.8763
2023-11-21,0.87326
2023-11-22,0.8703
2023-11-23,0.8694
2023-11-24,0.86818
2023-11-27,0.86671
2023-11-28,0.8682
2023-11-29,0.86525
2023-11-30,0.86368
2023-12-01,0.86045
2023-12-04,0.8579
2023-12-05,0.85723
2023-12-06,0.8561
2023-12-07,0.8575
2023-12-08,0.8569
2023-12-11,0.8558
2023-12-12,0.85928
2023-12-13,0.8612
2023-12-14,0.85955
2023-12-15,0.85833
2023-12-18,0.86263
2023-12-19,0.86095
2023-12-20,0.86555
2023-12-21,0.86805
2023-12-22,0.8666
2023-12-27,0.8683
2023-12-28,0.8706
2023-12-29,0.86905
2024-01-02,0.86645
2024-01-03,0.8647
2024-01-04,0.86278
2024-01-05,0.8621
2024-01-08,0.8615
2024-01-09,0.85938
2024-01-10,0.86023
2024-01-11,0.86145
2024-01-12,0.8595
2024-01-15,0.86075
2024-01-16,0.86078
2024-01-17,0.85818
2024-01-18,0.85773
2024-01-19,0.85825
2024-01-22,0.85575
2024-01-23,0.85493
2024-01-24,0.85543
2024-01-25,0.85538
2024-01-26,0.85368
2024-01-29,0.8525
2024-01-30,0.85628
2024-01-31,0.85435
2024-02-01,0.85353
2024-02-02,0.85263
2024-02-05,0.85595
2024-02-06,0.8546
2024-02-07,0.85305
2024-02-08,0.85378
2024-02-09,0.8544
2024-02-12,0.85391
2024-02-13,0.85098
2024-02-14,0.85258
2024-02-15,0.85635
2024-02-16,0.85605
2024-02-19,0.85448
2024-02-20,0.8566
2024-02-21,0.85619
2024-02-22,0.85625
2024-02-23,0.8534
2024-02-26,0.85495
2024-02-27,0.8562
2024-02-28,0.85548
2024-02-29,0.85655
2024-03-01,0.85588
